mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay,n_train,n_valid
2.4729717341482047,3.1100620078157286,0.6259833904004377,0.6358107219768281,0.18181818181818182,2022,2023,0.95,1725,374
2.3105613445378146,2.98714992303116,0.6740944883384477,0.6640675590046903,0.20833333333333334,2023,2024,0.95,2099,425
2.5429389703375387,3.2112638930420285,0.6146270191826602,0.6065344119131555,0.25,2024,2025,0.95,2524,419
