mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay
2.4533679485321045,3.086460349298686,0.6316385269165039,0.6415610548878209,0.18181818181818182,2022,2023,0.99
2.1741528511047363,2.860662785272833,0.7011102437973022,0.6828311587793013,0.16666666666666666,2023,2024,0.99
2.3792014122009277,3.0934190669456143,0.6423923969268799,0.6313470406156164,0.375,2024,2025,0.99
