mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay
2.422654867172241,3.060002456863514,0.6379268169403076,0.6523280750272026,0.18181818181818182,2022,2023,1.0
2.2207651138305664,2.8982111181808126,0.6932124495506287,0.6756346544465739,0.20833333333333334,2023,2024,1.0
2.400895595550537,3.112691672677799,0.6379225254058838,0.6226015878686157,0.375,2024,2025,1.0
