mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay
2.4483367409107695,3.094097611111952,0.6298132977412306,0.640723789766852,0.22727272727272727,2022,2023,0.96
2.1864858762492463,2.8836692854258428,0.6962833727377746,0.6779510758737217,0.25,2023,2024,0.96
2.369695400709067,3.0834931726544124,0.6446836008826358,0.6344327880992857,0.2916666666666667,2024,2025,0.96
