mae,rmse,r2,kendall_tau,train_until,valid_season,decay
2.4526379108428955,3.08032937679058,0.6331005096435547,0.6466284247384725,2022,2023,0.99
2.2160234451293945,2.89325425451591,0.6942609548568726,0.6757724581060494,2023,2024,0.99
2.401704788208008,3.112380066058473,0.6379950046539307,0.6257346877122419,2024,2025,0.99
