driver_id,coef_rapm,target_definition,alpha,decay,season,round,race_name,race_order,n_train_rows,n_train_races
russell,-1.2001636279663208,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
sainz,0.6597534557720794,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
sirotkin,-0.4334157302604107,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
stroll,-0.3376431219592535,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
vandoorne,-1.1358144719678664,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
vettel,0.2603901006440813,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
albon,-0.32347952746244013,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
alonso,-0.19384196586127955,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
bottas,1.6100489481057965,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
brendon_hartley,-0.6484221623213313,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
ericsson,-0.5074245567874728,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
gasly,0.3877683578947194,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
giovinazzi,-1.2023596057029429,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
grosjean,-1.2766669939252626,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
hamilton,2.3578861778168814,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
hulkenberg,-0.09181070926996422,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
kevin_magnussen,-0.7514174338673126,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
kubica,-1.636161748990951,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
kvyat,-0.7445192767362534,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
latifi,-1.0611625543504812,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
leclerc,1.0027474517473165,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
max_verstappen,2.556700324166904,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
norris,0.3730477663795505,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
ocon,0.36029903010431424,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
perez,0.4231718024185343,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
raikkonen,0.3258729316752177,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
ricciardo,1.0641220945106111,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
russell,-1.131889401021861,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
sainz,0.7513569626006342,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
sirotkin,-0.4098248768481878,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
stroll,-0.3223089968508568,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
vandoorne,-1.1011383862081299,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
vettel,0.18940634878424706,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
albon,-0.5234624333662034,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
alonso,-0.20080603337189,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
bottas,1.617697626707235,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
brendon_hartley,-0.6374231083951867,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
ericsson,-0.5026235036703036,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
gasly,0.3497331767158723,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
giovinazzi,-1.1595556254619046,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
grosjean,-1.3075231899840583,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
hamilton,2.3629501711580865,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
hulkenberg,-0.12780267861706268,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
kevin_magnussen,-0.7465947657126999,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
kubica,-1.6572525952008332,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
kvyat,-0.5909104972908502,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
latifi,-0.9140471741904231,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
leclerc,1.0424611025212387,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
max_verstappen,2.621280171866442,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
norris,0.3664389121671474,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
ocon,0.3282928588698464,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
perez,0.49564598025528384,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
raikkonen,0.33819546082683677,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
ricciardo,1.1919634880880472,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
russell,-1.1801935056733093,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
sainz,0.7505719578661844,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
sirotkin,-0.433234271418799,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
stroll,-0.45384598786143193,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
vandoorne,-1.0934606505176325,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
vettel,0.0635051136903838,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
albon,-0.5006811723905724,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
alonso,-0.206774405818745,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
bottas,1.3977724403975242,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
brendon_hartley,-0.6281703143987677,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
ericsson,-0.48997712997745135,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
gasly,0.2702962765618243,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
giovinazzi,-1.1162409410417224,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
grosjean,-1.2939736638692922,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
hamilton,2.485320677816772,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
hulkenberg,-0.0945844201769454,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
kevin_magnussen,-0.7380653776951331,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
kubica,-1.6311850711764877,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
kvyat,-0.596451341554659,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
latifi,-0.9002261179089991,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
leclerc,1.0592169950735975,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
max_verstappen,2.5511827882088545,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
norris,0.3594711738819056,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
ocon,0.2637598410483328,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
perez,0.6319255355335521,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
raikkonen,0.24872770515418383,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
ricciardo,1.1650076728791199,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
russell,-1.2154852304578463,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
sainz,0.8328307966658449,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
sirotkin,-0.4245371466215872,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
stroll,-0.48304099675207596,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
vandoorne,-1.0845551395127286,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
vettel,0.13843656613149113,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
albon,-0.384528692302513,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
alonso,-0.2260327981692251,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
bottas,1.302263717576365,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
brendon_hartley,-0.6103658362225327,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
ericsson,-0.4860864330912083,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
gasly,0.3404399124826731,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
giovinazzi,-1.1525798044025557,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
grosjean,-1.2397906453994694,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
hamilton,2.5459131607681265,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
hulkenberg,-0.10359069751304294,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
kevin_magnussen,-0.8520765378813762,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
kubica,-1.6285136761787284,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
kvyat,-0.6421696613832785,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
latifi,-0.8940050709129235,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
leclerc,0.99310375340553,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
max_verstappen,2.552472644255662,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
norris,0.4517329712075317,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
ocon,0.2542010006386948,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
perez,0.6255855601284939,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
raikkonen,0.21939630227039295,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
ricciardo,1.1711289324901404,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
russell,-1.1388863035997765,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
sainz,0.8633906176103623,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
sirotkin,-0.4316352248464493,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
stroll,-0.48563988691134474,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
vandoorne,-1.0932977448626529,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
vettel,0.049570440843111796,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
aitken,-0.22345757456722948,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
albon,-0.3452603960668811,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
alonso,-0.23206662089337987,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
bottas,1.289902040075149,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
brendon_hartley,-0.5934376726051361,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
ericsson,-0.47455290992551236,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
gasly,0.2756912147387612,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
giovinazzi,-1.1221570397335623,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
grosjean,-1.0718055482558562,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
hamilton,2.6300789036967975,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
hulkenberg,-0.1910519180908583,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
kevin_magnussen,-0.7758931297882276,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
kubica,-1.5890043941002838,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
kvyat,-0.5366976445878436,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
latifi,-0.8664002363915947,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
leclerc,1.025806479995455,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
max_verstappen,2.520395284517096,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
norris,0.36338125236429336,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
ocon,0.49995521165271334,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
perez,0.7256681053242682,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
pietro_fittipaldi,-0.46532657543732125,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
raikkonen,0.17560656158912985,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
ricciardo,1.164322981719456,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
russell,-1.1844362070954528,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
sainz,0.929105782125559,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
sirotkin,-0.4141075598166692,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
stroll,-0.3778956533141656,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
vandoorne,-1.0846353548558967,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
vettel,-0.05172738227280735,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
aitken,-0.21423345355831067,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
albon,-0.25980070305250413,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
alonso,-0.23749570673012838,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
bottas,1.349974118882437,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
brendon_hartley,-0.573211762761188,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
ericsson,-0.46470139041836234,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
gasly,0.3157335699857092,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
giovinazzi,-1.1689312744095002,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
grosjean,-0.8612859259246725,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
hamilton,2.6141915637802793,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
hulkenberg,-0.18135736657274618,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
kevin_magnussen,-0.7447849945770436,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
kubica,-1.5452694055248404,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
kvyat,-0.5497774690281142,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
latifi,-0.959962553221822,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
leclerc,0.9204528732848475,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
max_verstappen,2.56948909059705,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
norris,0.4465140150455809,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
ocon,0.48731701071539585,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
perez,0.7509521887048839,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
pietro_fittipaldi,-0.9593159296386357,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
raikkonen,0.22943054014438286,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
ricciardo,1.1842035588567243,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
russell,-1.1595752363027816,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
sainz,0.9525991188461931,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
sirotkin,-0.39395175741201166,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
stroll,-0.3743013866307575,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
vandoorne,-1.0750975782454515,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
vettel,-0.09780375483460847,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
aitken,-0.20831861624864084,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
albon,-0.2627783134730502,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
alonso,-0.24879347257618092,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
bottas,1.3786483542378112,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
brendon_hartley,-0.5546259927366991,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
ericsson,-0.4453333160090832,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
gasly,0.3243052276162891,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
giovinazzi,-1.1337219677775632,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
grosjean,-0.7553427177111085,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
hamilton,2.6515907470128006,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
hulkenberg,-0.18809975303592683,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
kevin_magnussen,-0.6385656241532497,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
kubica,-1.5184925606158495,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
kvyat,-0.528589239737288,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
latifi,-0.9448537020770115,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
leclerc,0.9163698344093559,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
max_verstappen,2.601632499440685,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
mick_schumacher,-0.3371657182419973,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
norris,0.5365962356360433,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
ocon,0.32674067535258156,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
perez,0.8092610066588036,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
pietro_fittipaldi,-0.9116511449884088,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
raikkonen,0.23469022960492822,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
ricciardo,1.1724857570637985,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
russell,-1.123641339144156,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
sainz,0.8432490381807783,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
sirotkin,-0.3851370068990831,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
stroll,-0.32831113193367856,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
tsunoda,0.03285254284667349,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
vandoorne,-1.0740446074549417,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
vettel,-0.24095592324661105,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
aitken,-0.20345806687828935,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
albon,-0.18079972277990494,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
alonso,-0.252854781305119,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
bottas,1.3678457334025902,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
brendon_hartley,-0.5330842271293622,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
ericsson,-0.43577855328064263,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
gasly,0.426192932601974,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
giovinazzi,-1.148537222992542,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
grosjean,-0.5891328964543239,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
hamilton,2.659254379846341,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
hulkenberg,-0.17475526298826277,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
kevin_magnussen,-0.47087031925339917,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
kubica,-1.4977371699104056,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
kvyat,-0.4924538046793092,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
latifi,-0.936526998036822,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
leclerc,0.9414969504415934,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
max_verstappen,2.7704019491367715,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
mazepin,-0.40352834499728163,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
mick_schumacher,-0.5720980412096527,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
norris,0.6529021674490632,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
ocon,0.34680157662049893,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
perez,0.631537146405987,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
pietro_fittipaldi,-0.850520658018053,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
raikkonen,0.19510895142869406,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
ricciardo,1.2325428226384922,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
russell,-1.1189629449422922,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
sainz,0.8335497750936561,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
sirotkin,-0.3802051425990341,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
stroll,-0.28898623430752246,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
tsunoda,-0.17616237483404634,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
vandoorne,-1.0716432183171216,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
vettel,-0.2795384001522557,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
aitken,-0.1926325139934974,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
albon,-0.19417097502884384,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
alonso,-0.14184171281493266,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
bottas,1.398123615920398,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
brendon_hartley,-0.5080382089947504,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
ericsson,-0.41131491598946984,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
gasly,0.48002658927999364,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
giovinazzi,-1.0977742817926381,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
grosjean,-0.3967761613732505,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
hamilton,2.6965975634500823,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
hulkenberg,-0.16931154945665092,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
kevin_magnussen,-0.27641984620378063,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
kubica,-1.4437808478078489,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
kvyat,-0.38836712568384746,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
latifi,-1.0574437118532087,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
leclerc,1.026895610845762,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
max_verstappen,2.7789156046340726,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
mazepin,-0.8479993465929029,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
mick_schumacher,-0.7955027071024855,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
norris,0.7320933779119738,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
ocon,0.4232422088977527,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
perez,0.7192932149252265,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
pietro_fittipaldi,-0.7849200143797724,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
raikkonen,0.21614180725343293,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
ricciardo,1.170637038390088,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
russell,-1.1131657290836454,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
sainz,0.6897451803590542,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
sirotkin,-0.3535399211569836,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
stroll,-0.3343949215313256,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
tsunoda,-0.5319389038927237,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
