driver_id,coef_rapm,target_definition,alpha,decay,season,round,race_name,race_order,n_train_rows,n_train_races
vettel,-0.05021112906023416,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
zhou,-0.7134313223701936,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
aitken,-0.08799570015079328,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
albon,-0.07231046982672912,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
alonso,0.27804177145529635,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
bottas,1.2571774118029166,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
brendon_hartley,-0.2403452217519542,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
ericsson,-0.21560091543007684,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
gasly,0.590928986906328,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
giovinazzi,-1.0684569918105564,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
grosjean,-0.14532948857689254,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
hamilton,1.8593704682218897,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
hulkenberg,-0.48449192657418344,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
kevin_magnussen,0.05858988260010847,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
kubica,-0.9791146393682908,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
kvyat,-0.17092008013825213,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
latifi,-1.5656501895094146,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
leclerc,1.173799020268815,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
max_verstappen,2.9029209152761495,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
mazepin,-2.0085472473692385,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
mick_schumacher,-1.068879206444021,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
norris,1.2815405184051047,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
ocon,0.3203854984621951,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
perez,1.1277255418693362,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
pietro_fittipaldi,-0.29262468674906783,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
raikkonen,-0.36324304165163374,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
ricciardo,-0.29636236321095205,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
russell,0.437868822223251,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
sainz,1.337023177891891,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
sirotkin,-0.21920298958459078,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
stroll,-0.4711233909629452,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
tsunoda,-1.5159249513983113,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
vandoorne,-0.3562521581258566,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
vettel,-0.12177344261781005,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
zhou,-0.8812229141317158,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
aitken,-0.0886404883762781,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
albon,-0.11576570444817738,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
alonso,0.2904340384182938,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
bottas,1.1265062555668854,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
brendon_hartley,-0.23643543878289705,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
de_vries,0.3438000645775807,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
ericsson,-0.21284470754546184,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
gasly,0.6237695781764256,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
giovinazzi,-1.0549165346536948,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
grosjean,-0.14722749760139456,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
hamilton,1.756691828600322,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
hulkenberg,-0.4814269305079573,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
kevin_magnussen,-0.06678866951603919,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
kubica,-0.9781739732573922,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
kvyat,-0.17253048359209786,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
latifi,-1.6384354214081724,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
leclerc,1.2233756870745103,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
max_verstappen,2.927454055119593,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
mazepin,-1.9778640466554311,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
mick_schumacher,-0.9962187368933824,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
norris,1.2835459582057707,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
ocon,0.2633179109517427,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
perez,1.0772409084665586,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
pietro_fittipaldi,-0.28545226516365446,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
raikkonen,-0.3609914178962178,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
ricciardo,-0.3110149976638644,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
russell,0.4315429724027289,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
sainz,1.3315479343758903,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
sirotkin,-0.22626862742736917,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
stroll,-0.49081619931235154,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
tsunoda,-1.5852962569483322,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
vandoorne,-0.3500863348427099,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
vettel,-0.14810110603932164,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
zhou,-0.7539313534041052,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
aitken,-0.08827978618970557,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
albon,-0.14950300431790342,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
alonso,0.28064371837381563,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
bottas,1.1865328985960657,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
brendon_hartley,-0.23240048416241793,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
de_vries,0.3273638544907458,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
ericsson,-0.20901097514331174,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
gasly,0.6011097980225979,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
giovinazzi,-1.0286616809976095,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
grosjean,-0.16141345666318888,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
hamilton,1.7587282743096704,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
hulkenberg,-0.4775291108302951,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
kevin_magnussen,-0.05673973508876158,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
kubica,-0.9696855547306458,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
kvyat,-0.1737482491652182,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
latifi,-1.676695165989781,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
leclerc,1.2630435678002394,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
max_verstappen,2.784000986716488,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
mazepin,-1.9610689966776247,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
mick_schumacher,-0.9843263848411286,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
norris,1.3075016140439932,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
ocon,0.25917212711450666,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
perez,1.1705838002606899,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
pietro_fittipaldi,-0.27989719865812723,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
raikkonen,-0.3473971983748317,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
ricciardo,-0.23758944475619043,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
russell,0.2239774742878901,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
sainz,1.335601030633333,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
sirotkin,-0.22946251759695485,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
stroll,-0.4260871267855602,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
tsunoda,-1.568590927370251,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
vandoorne,-0.35222526536224325,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
vettel,-0.1565999086956875,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
zhou,-0.7313469722525988,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
aitken,-0.08808817103554327,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
albon,-0.1934076938876273,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
alonso,0.2741076106780012,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
bottas,1.0868925339251112,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
brendon_hartley,-0.22872756503189187,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
de_vries,0.3106640372281133,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
ericsson,-0.20344983720200827,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
gasly,0.44147346536288734,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
giovinazzi,-0.9323203648904363,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
grosjean,-0.1483426274986941,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
hamilton,1.7313557669574182,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
hulkenberg,-0.4692005705619287,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
kevin_magnussen,-0.076374055925716,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
kubica,-0.9547305348350567,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
kvyat,-0.14703040454724578,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
latifi,-1.5470423216142146,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
leclerc,1.3301341779384395,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
max_verstappen,2.776363796069428,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
mazepin,-1.9145279652474139,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
mick_schumacher,-1.0589624475352506,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
norris,1.2667778069087083,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
ocon,0.3385525531910582,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
perez,1.2065785206441857,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
pietro_fittipaldi,-0.27036277768530437,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
raikkonen,-0.2645581107968065,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
ricciardo,-0.25549743386174023,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
russell,0.1308162141786491,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
sainz,1.3371306329252854,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
sirotkin,-0.23330818451374252,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
stroll,-0.49293126560284756,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
tsunoda,-1.5182754317082983,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
vandoorne,-0.33966168655066414,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
vettel,-0.056936999594359744,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
zhou,-0.8371106658804979,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
aitken,-0.08551269170106565,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
albon,-0.2002658641445878,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
alonso,0.33087991123532917,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
bottas,1.062337455840711,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
brendon_hartley,-0.22556004232113963,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
de_vries,0.30297099740479,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
ericsson,-0.19953983006101944,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
gasly,0.3356324210623668,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
giovinazzi,-0.9338366058589681,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
grosjean,-0.16652357631086598,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
hamilton,1.756624489878326,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
hulkenberg,-0.4726180036886798,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
kevin_magnussen,0.030782544890471237,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
kubica,-0.9333296310237844,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
kvyat,-0.1445444570441274,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
latifi,-1.6141968032069074,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
leclerc,1.3795036870960122,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
max_verstappen,2.7863342538061144,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
mazepin,-1.902321713913258,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
mick_schumacher,-1.1204319599067287,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
norris,1.3470773665568412,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
ocon,0.26729405460456795,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
perez,1.1963387618350505,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
pietro_fittipaldi,-0.2661040043476858,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
raikkonen,-0.2741176968477464,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
ricciardo,-0.3979143988651449,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
russell,0.14481317705671015,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
sainz,1.3279863864308694,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
sirotkin,-0.2265943328855764,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
stroll,-0.5171936275033061,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
tsunoda,-1.425097246297328,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
vandoorne,-0.3254904131448715,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
vettel,-0.019219341032698692,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
zhou,-0.818163267592668,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
aitken,-0.08267756065615563,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
albon,-0.16157190039273422,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
alonso,0.32642404369248434,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
bottas,1.055529522538866,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
brendon_hartley,-0.21952135483266386,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
de_vries,0.29562263456716875,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
ericsson,-0.19401504461513014,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
gasly,0.3142126885368444,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
giovinazzi,-0.9274593733277408,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
grosjean,-0.14468701435692236,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
hamilton,1.7813196825416924,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
hulkenberg,-0.44539641275437203,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
kevin_magnussen,-0.08132523085943054,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
kubica,-0.9102548345783611,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
kvyat,-0.13841133114460302,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
latifi,-1.7030117349139822,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
leclerc,1.3542700673931554,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
max_verstappen,2.8045626312804126,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
mazepin,-1.8463789991965232,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
mick_schumacher,-1.137642939044502,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
norris,1.2923125969290346,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
ocon,0.2859040216425964,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
perez,1.2235569942167475,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
pietro_fittipaldi,-0.25579188547583254,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
raikkonen,-0.27575933509286127,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
ricciardo,-0.3330249934913029,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
russell,0.1876671260432046,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
sainz,1.3278169273340268,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
sirotkin,-0.21912297484492868,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
stroll,-0.5571154440648803,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
tsunoda,-1.3987226457316073,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
vandoorne,-0.31960829763782633,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
vettel,-0.05638496627906844,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
zhou,-0.8413146634248072,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
aitken,-0.07860678538637172,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
albon,-0.202474129535284,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
alonso,0.40209520594783144,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
bottas,1.0482148214291758,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
brendon_hartley,-0.21469931217087482,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
de_vries,0.29185144032076527,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
ericsson,-0.18980140508313956,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
gasly,0.2803127336441963,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
giovinazzi,-0.9443889689220574,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
grosjean,-0.15194752923664656,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
hamilton,1.775135945376269,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
hulkenberg,-0.43548922203172374,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
kevin_magnussen,-0.10000227592176313,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
kubica,-0.881815196871735,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
kvyat,-0.1131848966691664,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
latifi,-1.6909401908832025,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
leclerc,1.350863703989922,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
max_verstappen,2.7458933074493936,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
mazepin,-1.8230499858703,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
mick_schumacher,-1.113240763365395,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
norris,1.2827581833365265,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
ocon,0.2660379674068048,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
perez,1.181547595673455,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
pietro_fittipaldi,-0.24973183217244102,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
raikkonen,-0.3011975817055482,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
ricciardo,-0.32721448987817797,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
russell,0.30830064225207343,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
sainz,1.360975018230049,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
sirotkin,-0.20668653220633998,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
stroll,-0.5338601725967079,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
tsunoda,-1.4958320174665451,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
vandoorne,-0.3107501697290125,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
vettel,-0.08771112687821936,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
zhou,-0.8413619804758251,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
aitken,-0.07683669302878378,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
albon,-0.21706386542426181,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
alonso,0.3803387567491966,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
bottas,0.9161457435016899,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
brendon_hartley,-0.21106995244766055,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
de_vries,0.28207881619917496,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
ericsson,-0.18589101089274582,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
gasly,0.19114159773356723,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
giovinazzi,-0.8974970429598432,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
grosjean,-0.1343127201164018,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
hamilton,1.73170242352143,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
hulkenberg,-0.4290096554161572,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
kevin_magnussen,-0.2118902173524414,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
kubica,-0.8612698100410626,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
kvyat,-0.10899289775344918,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
latifi,-1.6899902338020083,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
leclerc,1.3946352299970248,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
max_verstappen,2.7519080732756693,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
mazepin,-1.7721756146182677,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
mick_schumacher,-1.1349932453128941,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
norris,1.3011418968659332,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
ocon,0.2919994710668887,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
perez,1.1982983022744622,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
pietro_fittipaldi,-0.24049184396380052,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
raikkonen,-0.2673705925760032,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
ricciardo,-0.3263453823931073,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
russell,0.2955116532551831,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
sainz,1.3555078358561212,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
