finish_position,season,round,grid_position_zero_flag,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,wet_compound_flag,corrida_chuva_flag,outlier_flag,status_falha_mecanica_flag,outlier_legitimo_flag,outlier_revisao_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax,grid_penalty,altitude_m,corners,track_complexity,weather_impact_factor,safety_car_flag,tire_compound_start,season_factor,avg_pit_stops_circuit,avg_pit_stops_circuit_cold_start_flag,outlier_reclassificado_pos_contexto_flag,outlier_reclassificado_nao_feature_flag,incident_rate_hist,incident_rate_hist_norm,race_order,driver_coef_rapm,constructor_coef_rapm,recent_form_5,recent_form_3,recent_form_cold_start_flag,driver_experience,driver_wins_total,constructor_wins_total,driver_dnf_rate,constructor_dnf_rate,driver_constructor_synergy
16,2018,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.3140157491192176,0.3641496068558513,0.4422771391520291,0.7350353208619146,-0.6146037561528067,-0.9271894480932524,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.55,0.6395348837209303,0,7,15,0.3175015016222171,0.1919403183786397,1,3,2018,1.2,1,0,0,0.7248322147651006,0.7248322140402683,2,-0.2162103582890337,-0.5233297586658042,11.0,11.0,0,1,0.0,0.0,0.0,0.0,-11.0
17,2018,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4522641551507728,0.3140449370013956,0.3411199185417772,0.489015381522254,0.7279562647521434,-0.6395851153936538,-1.1232868309479005,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.5,0.6395348837209303,0,7,15,0.3175015016222171,0.1919403183786397,1,0,2018,1.2,1,0,0,0.7248322147651006,0.7248322140402683,2,-0.5751451542025942,-0.5751451542025942,15.0,15.0,0,1,0.0,0.0,0.0,0.5,-15.0
1,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.3966440410823318,0.406509914376556,-0.1887564019418418,-0.725560855841221,2.081988400229604,1.5240278375898475,-0.8443687333461517,-0.0358242679379436,-0.0640268011856944,0.25,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.360738728410296,0.5396970130814172,4.0,4.0,0,1,0.0,0.0,0.0,0.5,-4.0
2,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.3935442799872563,0.4782241251369609,-0.2138518932031259,-0.6941702969086372,2.0940379461831125,1.5240278375898475,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.1,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.3864598545958813,1.1896576593812458,4.666666666666667,4.4,0,2,0.0,0.0,0.0,0.0,-5.0
3,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4643679353873973,0.4465433881038707,-0.2291755186658412,-0.6992784494141778,2.113373264108511,1.5240278375898475,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.05,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.3741068694650581,1.393293806320348,3.0,3.0,0,1,0.0,2.0,0.0,0.25,-3.0
4,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4108670678502236,0.4717209229964585,-0.2366739635930355,-0.6812909132273018,2.116801719347457,1.4259791461625233,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.15,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.8031978047853644,1.1896576593812458,2.555555555555556,2.6,0,2,0.0,0.0,0.0,0.0,-2.5
5,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.3997381968228042,0.4316277868641857,-0.1958567236488101,-0.7153253151094081,2.103943184666634,1.4259791461625233,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.2,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.1789582846711212,0.5396970130814172,6.0,6.0,0,1,0.0,0.0,0.0,0.5,-6.0
6,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4832931616409654,0.4718999102113348,-0.1922434122155667,-0.687638701068916,2.092809842813939,1.4259791461625233,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.3,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.3344739629812621,0.0021672056593512,6.444444444444445,6.4,0,2,0.0,0.0,0.0,0.0,-6.5
7,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5470312608167781,0.4929607391617695,-0.2384119773751356,-0.6478549559901978,2.1093112634807056,1.2298817633078754,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.6,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.3657013218351927,0.3146646934809024,6.111111111111111,6.2,0,2,0.0,0.0,0.0,0.0,-6.0
8,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4248793332850692,0.507578028376661,-0.2015155647308128,-0.6801153969603373,2.132377189061275,1.327930454735199,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.0,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,1.0191869368552895,1.393293806320348,1.0,1.0,0,2,2.0,2.0,0.0,0.25,-1.0
9,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4998431035944738,0.5239851897403147,-0.1862303787514298,-0.6576587616566895,2.0894520522529803,1.4259791461625233,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.4,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.3323067573219108,0.0021672056593512,10.555555555555555,10.6,0,2,0.0,0.0,0.0,0.0,-10.5
10,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.556711908406197,0.5477308269138929,-0.2099942164829834,-0.6659001993392692,2.126897021447637,1.5240278375898475,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.5,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.3257447735141309,-0.0756322279284371,5.0,5.0,0,1,0.0,0.0,0.0,0.5,-5.0
11,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5615289899984295,0.5377672052857833,-0.2025397023938841,-0.643413641803372,2.105095749931753,1.1318330718805514,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.55,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.2592936538079097,-0.9353252578053024,10.88888888888889,10.8,0,2,0.0,0.0,0.0,0.0,-11.0
12,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5622586870529072,0.5191525349386567,-0.1957386595214322,-0.6325326357758793,2.0902147434326466,1.4259791461625233,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.35,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.6760316039973927,-0.9353252578053024,13.77777777777778,14.0,0,2,0.0,0.0,0.0,0.0,-13.5
13,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5672833269184154,0.5468358908395117,-0.2186980137803864,-0.649075355605538,2.13782567940547,1.1318330718805514,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.65,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.0510366283542903,0.3146646934809024,8.444444444444445,8.4,0,2,0.0,0.0,0.0,0.0,-8.5
14,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4522641551507728,0.5738960037810031,0.5684933438395341,-0.2102248533829778,-0.6437513355673364,2.139577676076972,1.1318330718805514,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.85,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.7157423766586896,-1.1970602510494088,14.0,14.0,0,2,0.0,0.0,0.0,0.25,-14.0
15,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4522641551507728,0.576869924665257,0.5758914820544175,-0.1489550626285451,-0.6602940553969955,2.109876580904611,1.1318330718805514,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.75,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.4813178743907192,-1.1970602510494088,15.0,15.0,0,1,0.0,0.0,0.0,0.25,-15.0
16,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.463773767799551,0.5616918296742376,-0.1844045032931419,-0.6611233286907828,2.151917190881536,1.1318330718805514,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.95,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.0066441406762568,-0.5645291396284389,9.0,9.0,0,1,0.0,0.0,0.0,0.25,-9.0
17,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5844966101754029,0.5034613224345078,-0.1456355386750555,-0.6638718994531783,2.131356206299997,1.4259791461625233,-0.8443687333461517,-0.0358242679379436,-0.0640268011856944,0.45,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,0,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.4013770014425681,-0.0756322279284371,13.0,13.0,0,1,0.0,0.0,0.0,0.5,-13.0
18,2018,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4522641551507728,0.5094256916928552,0.5605582439800221,-0.1460446446048076,-0.6538565008586326,2.092931678465642,1.1318330718805514,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.8,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,2,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,0.4705163142142033,-0.6669335015116767,4.0,4.0,0,1,0.0,0.0,0.0,0.25,-4.0
19,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4522641551507728,0.4802714474650603,0.5868693645668264,-0.142991451357264,-0.6515738619984159,2.151083835023881,1.1318330718805514,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.9,0.6395348837209303,0,5,16,0.3405735314053311,0.7056487033460137,1,3,2018,1.511764705882353,1,0,0,0.7248322147651006,0.7248322140402683,3,-0.5711732803046956,-0.5645291396284389,12.444444444444445,12.4,0,2,0.0,0.0,0.0,0.25,-12.5
1,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.9210259730919206,0.9808798869143424,2.092143145480393,1.467947469369727,0.2018066239807884,-0.7310920652386046,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.05,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,1.003898887473465,1.777027280824334,3.1666666666666665,3.333333333333333,0,3,0.0,0.0,0.0,0.0,-3.0
2,2018,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.036943587931016,1.0471648188235014,2.1058308963595778,1.508092544261414,0.1396790417754834,1.5240278375898475,-0.8443687333461517,-0.0358242679379436,-0.0640268011856944,0.25,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,3,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,0.7399646128086844,1.687599289937557,3.0,3.0,0,2,0.0,2.0,0.0,0.1666666666666666,-3.0
3,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0375873560712925,1.0282518364515814,2.137301850499273,1.5371511387492465,0.0781882539097506,0.4454922318892834,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.35,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.6843648702729915,-0.90718875230079,13.083333333333334,13.166666666666666,0,3,0.0,0.0,0.0,0.0,-13.0
4,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.909799232573146,0.9879200506994732,2.076655328510301,1.4602028916108951,0.2441240158911714,-0.1427999166746605,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.0,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,0.9476346771288724,1.687599289937557,3.9166666666666665,4.5,0,3,2.0,2.0,0.0,0.1666666666666666,-3.333333333333333
5,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0593233900002186,1.0670323996747615,2.110989475022784,1.4972266669815988,0.1542610970303889,-0.8291407566659286,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.4,0.5813953488372092,-1,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.2714092157489019,0.3033400469517169,9.916666666666666,9.833333333333334,0,3,0.0,0.0,0.0,0.0,-10.0
6,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0869596475267251,1.0996677351871929,2.1042036622546627,1.520361832904799,0.1473286006697536,-1.0252381395205763,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.6,0.5813953488372092,-1,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.9743930515639138,-1.317003397825942,15.166666666666666,15.666666666666666,0,3,0.0,0.0,0.0,0.1666666666666666,-14.666666666666666
7,2018,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.1398209851185663,1.1024122058152943,2.099524624551162,1.5181698827148744,0.1387238502661251,0.5435409233166074,-0.8443687333461517,-0.0358242679379436,-0.0640268011856944,0.55,0.5813953488372092,-1,0,20,0.5601217782649834,0.2917208415087561,1,3,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,0.5747492627006187,0.3033400469517169,6.5,6.666666666666667,0,3,0.0,0.0,0.0,0.0,-6.333333333333333
8,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6806036349876567,1.0911751476195926,1.0645862410714535,2.123058374518197,1.5127533719671822,0.1432964617212867,-1.1232868309479005,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.45,0.5813953488372092,-1,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.7771357807525922,-1.5050795987068908,14.0,14.0,0,3,0.0,0.0,0.0,0.1666666666666666,-14.0
9,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.2542570902380186,1.1153589476913408,2.141865440874041,1.483316935958389,0.1563694749277949,-1.7115789795118446,2.2487904581860505,1.654277643751206,1.5849899966989258,0.75,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.2714092157489019,0.3033400469517169,10.333333333333334,10.666666666666666,0,3,0.0,0.0,0.0,0.0,-10.0
10,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6806036349876567,1.2173014268346094,1.1524689635756769,2.0377027957473213,1.5810699351670552,0.1429459572738762,-1.2213355223752245,0.1866843304979157,0.8092266879066312,0.7604815977566157,0.9,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.9632520089369055,-1.0931750568444745,16.11111111111111,16.2,0,2,0.0,0.0,0.3333333333333333,0.1666666666666666,-16.0
11,2018,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.6806036349876567,1.4759405933188854,1.1308115105756544,2.2427778707891566,1.4416299860401705,0.1037643761449149,-1.5154815966571966,1.2177373943419831,1.654277643751206,1.5849899966989258,0.85,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,3,2018,1.4990712074303405,1,1,0,0.7248322147651006,0.7248322140402683,4,-0.3426103462620281,-1.317003397825942,12.88888888888889,13.2,0,2,0.0,0.0,0.0,0.1666666666666666,-12.5
12,2018,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6806036349876567,1.208964502858105,1.1373743751211156,2.101321670396952,1.5482047633686693,0.1503038750630475,-0.6330433738112806,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.8,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,0,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,-0.129923047907569,-1.0931750568444745,11.77777777777778,12.4,0,2,0.0,0.0,0.0,0.1666666666666666,-11.0
13,2018,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.3088776990533997,1.1445338637161646,2.105427169716124,1.5533161846894978,0.1399546292417694,0.4454922318892834,-0.8443687333461517,-0.0358242679379436,-0.0640268011856944,0.7,0.5813953488372092,0,0,20,0.5601217782649834,0.2917208415087561,1,3,2018,1.4990712074303405,1,0,0,0.7248322147651006,0.7248322140402683,4,0.3596582592892915,-0.5306769229654216,7.777777777777778,8.0,0,2,0.0,0.0,0.0,0.3333333333333333,-7.5
1,2018,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004414804522995,-0.4957834648106602,-0.5869884529963753,-0.532025634630947,-0.506669493787891,0.0149637946707174,0.7396383061712554,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.0,0.7558139534883721,0,109,16,0.2967720946297429,0.8159331664468117,1,3,2018,1.7204572517266017,1,0,0,0.7248322147651006,0.7248322140402683,5,1.2316105617129092,1.880209862007698,2.4285714285714284,2.333333333333333,0,4,1.0,1.0,0.0,0.125,-2.5
2,2018,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004414804522995,-0.4768835543767875,-0.5664049232856102,-0.5307455153535983,-0.4938845400083315,0.039356325898869,1.327930454735199,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.05,0.7558139534883721,0,109,16,0.2967720946297429,0.8159331664468117,1,3,2018,1.7204572517266017,1,0,0,0.7248322147651006,0.7248322140402683,5,0.6485993002947888,1.880209862007698,3.5,3.0,0,3,0.0,1.0,0.0,0.125,-4.0
3,2018,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004414804522995,-0.4710830989398314,-0.5697460179632994,-0.4907319140581631,-0.4727032265125542,-0.0097946865512792,0.2493948490346354,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.2,0.7558139534883721,0,109,16,0.2967720946297429,0.8159331664468117,1,3,2018,1.7204572517266017,1,0,0,0.7248322147651006,0.7248322140402683,5,0.336384177161956,1.1726850526693835,5.444444444444445,5.4,0,2,0.0,1.0,0.25,0.25,-5.5
