season,round,race_name,driver_id,constructor_id,grid_position,finish_position,status,points,laps,RaceID,grid_position_zero_flag,fastf1_laps_count,fastf1_avg_lap_time,fastf1_best_lap_time,fastf1_avg_sector1,fastf1_avg_sector2,fastf1_avg_sector3,fastf1_first_compound,fastf1_main_compound,fastf1_max_tyre_life,fastf1_stints_count,fastf1_pit_in_count,fastf1_pit_out_count
2018,16,Russian Grand Prix,brendon_hartley,toro_rosso,20,20,Brakes,0.0,4,brendon_hartley_2018_16,0,4.0,109.78166666666668,105.852,49.675666666666665,40.82875,36.58175,HYPERSOFT,HYPERSOFT,2.0,2.0,2.0,1.0
2018,17,Japanese Grand Prix,hamilton,mercedes,1,1,Finished,25.0,53,hamilton_2018_17,0,53.0,98.81249056603774,92.785,35.62457692307692,44.17388679245283,19.037056603773586,SOFT,MEDIUM,29.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,bottas,mercedes,2,2,Finished,18.0,53,bottas_2018_17,0,53.0,99.05624528301887,93.11,35.576884615384614,44.398962264150946,19.082886792452832,SOFT,MEDIUM,30.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,max_verstappen,red_bull,3,3,Finished,15.0,53,max_verstappen_2018_17,0,53.0,99.08220754716982,93.367,35.710365384615386,44.27416981132075,19.094207547169812,SUPERSOFT,SOFT,32.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,ricciardo,red_bull,15,4,Finished,12.0,53,ricciardo_2018_17,0,53.0,99.18032075471697,93.187,35.860903846153846,44.180830188679245,19.043301886792452,SOFT,MEDIUM,30.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,raikkonen,ferrari,4,5,Finished,10.0,53,raikkonen_2018_17,0,53.0,99.77471698113209,94.223,35.95148076923077,44.55447169811321,19.25922641509434,SUPERSOFT,MEDIUM,36.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,vettel,ferrari,8,6,Finished,8.0,53,vettel_2018_17,0,53.0,100.13084905660378,92.318,36.26001923076923,44.61750943396227,19.228641509433963,SUPERSOFT,SOFT,28.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,perez,force_india,9,7,Finished,6.0,53,perez_2018_17,0,53.0,100.31020754716981,94.073,36.59936538461538,44.439452830188685,19.22996226415094,SUPERSOFT,SOFT,29.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,grosjean,haas,5,8,Finished,4.0,53,grosjean_2018_17,0,53.0,100.4577358490566,94.786,36.31623076923077,44.758905660377366,19.362339622641507,SOFT,SOFT,31.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,ocon,force_india,11,9,Finished,2.0,53,ocon_2018_17,0,53.0,100.47390566037737,94.67,36.70911538461539,44.41916981132075,19.30124528301887,SUPERSOFT,MEDIUM,28.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,sainz,renault,13,10,+1 Lap,1.0,52,sainz_2018_17,0,52.0,100.8866153846154,94.197,36.59162745098039,44.78603846153846,19.44294230769231,SOFT,SOFT,31.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,gasly,toro_rosso,7,11,+1 Lap,0.0,52,gasly_2018_17,0,52.0,101.13374999999999,94.133,36.634392156862745,44.923846153846156,19.543211538461538,SUPERSOFT,SUPERSOFT,31.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,ericsson,sauber,20,12,+1 Lap,0.0,52,ericsson_2018_17,0,52.0,100.52225490196079,96.294,36.711627450980394,45.236826923076926,19.481115384615386,SOFT,MEDIUM,47.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,brendon_hartley,toro_rosso,6,13,+1 Lap,0.0,52,brendon_hartley_2018_17,0,52.0,101.55392307692308,94.857,36.95192156862745,45.05523076923077,19.49482692307692,SUPERSOFT,SUPERSOFT,30.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,alonso,mclaren,18,14,+1 Lap,0.0,52,alonso_2018_17,0,52.0,101.56034615384615,93.943,37.151823529411764,45.06253846153846,19.26426923076923,SOFT,MEDIUM,26.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,vandoorne,mclaren,19,15,+1 Lap,0.0,52,vandoorne_2018_17,0,52.0,101.57626923076924,95.023,36.87450980392157,45.328826923076925,19.26523076923077,SOFT,MEDIUM,29.0,2.0,1.0,1.0
2018,17,Japanese Grand Prix,sirotkin,williams,17,16,+1 Lap,0.0,52,sirotkin_2018_17,0,52.0,100.66109803921569,93.985,37.333254901960785,45.02869230769231,19.164884615384615,SOFT,MEDIUM,34.0,3.0,2.0,2.0
2018,17,Japanese Grand Prix,stroll,williams,14,17,+1 Lap,0.0,52,stroll_2018_17,0,52.0,101.7124423076923,93.354,37.396803921568626,44.917942307692314,19.314365384615385,SOFT,MEDIUM,25.0,3.0,2.0,2.0
2018,17,Japanese Grand Prix,leclerc,sauber,10,18,Mechanical,0.0,38,leclerc_2018_17,0,39.0,101.65762162162162,94.515,38.36845945945946,45.20018421052632,19.463,SOFT,MEDIUM,31.0,3.0,2.0,2.0
2018,17,Japanese Grand Prix,hulkenberg,renault,16,19,Engine,0.0,37,hulkenberg_2018_17,0,37.0,103.39416216216216,94.934,37.988416666666666,45.67086486486487,19.628405405405406,MEDIUM,MEDIUM,29.0,2.0,2.0,1.0
2018,17,Japanese Grand Prix,kevin_magnussen,haas,12,20,Collision damage,0.0,8,kevin_magnussen_2018_17,0,8.0,116.38533333333334,99.908,48.68242857142857,53.38375,25.763125,SOFT,MEDIUM,6.0,2.0,2.0,1.0
2018,18,United States Grand Prix,raikkonen,ferrari,2,1,Finished,25.0,56,raikkonen_2018_18,0,56.0,101.04719642857143,98.482,27.473945454545454,39.955375000000004,33.62701785714286,ULTRASOFT,SOFT,35.0,2.0,1.0,1.0
2018,18,United States Grand Prix,max_verstappen,red_bull,18,2,Finished,18.0,56,max_verstappen_2018_18,0,56.0,101.07007142857142,98.246,27.290218181818183,40.08848214285714,33.60601785714285,SOFT,SUPERSOFT,34.0,2.0,1.0,1.0
2018,18,United States Grand Prix,hamilton,mercedes,1,3,Finished,15.0,56,hamilton_2018_18,0,56.0,101.08901785714285,97.392,27.52761818181818,39.96892857142858,33.587875000000004,SUPERSOFT,SOFT,26.0,3.0,2.0,2.0
2018,18,United States Grand Prix,vettel,ferrari,5,4,Finished,12.0,56,vettel_2018_18,0,56.0,101.37258928571428,98.28,27.30301818181818,39.932375,34.10494642857143,SUPERSOFT,SOFT,30.0,2.0,1.0,1.0
2018,18,United States Grand Prix,bottas,mercedes,3,5,Finished,10.0,56,bottas_2018_18,0,56.0,101.48905357142857,98.47,27.42467272727273,40.21039285714286,33.83878571428571,SUPERSOFT,SOFT,33.0,2.0,1.0,1.0
2018,18,United States Grand Prix,hulkenberg,renault,7,6,Finished,8.0,56,hulkenberg_2018_18,0,56.0,102.60451785714285,99.548,27.804836363636365,40.481249999999996,34.28869642857143,ULTRASOFT,SOFT,33.0,2.0,1.0,1.0
2018,18,United States Grand Prix,sainz,renault,11,7,Finished,6.0,56,sainz_2018_18,0,56.0,102.74351785714285,99.858,27.793836363636366,40.50857142857143,34.40121428571429,SUPERSOFT,SOFT,32.0,2.0,1.0,1.0
2018,18,United States Grand Prix,perez,force_india,10,8,Finished,4.0,56,perez_2018_18,0,56.0,102.91189090909091,99.569,27.619407407407408,40.4205,34.772035714285714,ULTRASOFT,SOFT,31.0,2.0,1.0,1.0
2018,18,United States Grand Prix,brendon_hartley,toro_rosso,20,9,+1 Lap,2.0,55,brendon_hartley_2018_18,0,55.0,103.45445454545454,99.915,27.93735185185185,40.83638181818182,34.585618181818184,SUPERSOFT,SOFT,28.0,2.0,1.0,1.0
2018,18,United States Grand Prix,ericsson,sauber,16,10,+1 Lap,1.0,55,ericsson_2018_18,0,55.0,103.4778909090909,100.098,27.701444444444444,40.999872727272724,34.683490909090914,SOFT,SOFT,30.0,2.0,1.0,1.0
2018,18,United States Grand Prix,vandoorne,mclaren,17,11,+1 Lap,0.0,55,vandoorne_2018_18,0,55.0,103.50303636363637,99.24,28.070055555555555,40.82343636363636,34.5296,SUPERSOFT,SOFT,30.0,3.0,2.0,2.0
2018,18,United States Grand Prix,gasly,toro_rosso,19,12,+1 Lap,0.0,55,gasly_2018_18,0,55.0,103.92401818181818,99.646,28.160074074074075,41.09403636363636,34.58765454545454,SUPERSOFT,SOFT,26.0,3.0,2.0,2.0
2018,18,United States Grand Prix,sirotkin,williams,14,13,+1 Lap,0.0,55,sirotkin_2018_18,0,55.0,104.14798181818182,100.522,28.181981481481483,41.01499999999999,34.886981818181816,SUPERSOFT,SUPERSOFT,26.0,3.0,2.0,2.0
2018,18,United States Grand Prix,stroll,williams,15,14,+2 Laps,0.0,54,stroll_2018_18,0,54.0,105.19433333333333,100.433,28.935115384615383,41.074150943396226,34.77372222222222,SUPERSOFT,SOFT,35.0,4.0,3.0,3.0
2018,18,United States Grand Prix,leclerc,sauber,9,15,Collision damage,0.0,31,leclerc_2018_18,0,31.0,106.21658064516129,101.982,28.843533333333333,42.102451612903224,35.21796774193549,ULTRASOFT,SOFT,27.0,3.0,2.0,1.0
2018,18,United States Grand Prix,ricciardo,red_bull,4,16,Battery,0.0,8,ricciardo_2018_18,0,9.0,101.60875,100.933,27.157999999999998,40.5225,33.7305,SUPERSOFT,SUPERSOFT,12.0,1.0,0.0,0.0
2018,18,United States Grand Prix,grosjean,haas,8,17,Collision damage,0.0,2,grosjean_2018_18,0,2.0,139.5125,129.819,62.323,45.39,47.565,ULTRASOFT,ULTRASOFT,5.0,1.0,2.0,1.0
2018,18,United States Grand Prix,alonso,mclaren,13,18,Collision,0.0,1,alonso_2018_18,0,1.0,133.811,133.811,,44.635,36.37,SUPERSOFT,SUPERSOFT,1.0,1.0,1.0,0.0
2018,18,United States Grand Prix,ocon,force_india,6,19,Disqualified,0.0,56,ocon_2018_18,0,56.0,102.82019642857142,99.992,27.505709090909093,40.63403571428571,34.63283928571429,ULTRASOFT,SOFT,34.0,2.0,1.0,1.0
2018,18,United States Grand Prix,kevin_magnussen,haas,12,20,Disqualified,0.0,56,kevin_magnussen_2018_18,0,56.0,102.84464285714286,98.963,27.570436363636365,40.69982142857143,34.50875,SUPERSOFT,SUPERSOFT,30.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,max_verstappen,red_bull,2,1,Finished,25.0,71,max_verstappen_2018_19,0,71.0,83.22325352112675,79.186,29.70224285714286,32.100535211267605,21.40076056338028,ULTRASOFT,SUPERSOFT,35.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,vettel,ferrari,4,2,Finished,18.0,71,vettel_2018_19,0,71.0,83.46714084507043,79.522,29.471014285714286,32.43640845070423,21.51929577464789,ULTRASOFT,ULTRASOFT,30.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,raikkonen,ferrari,6,3,Finished,15.0,71,raikkonen_2018_19,0,71.0,83.92626760563381,80.334,29.490114285714284,32.712859154929575,21.672915492957745,ULTRASOFT,SUPERSOFT,54.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,hamilton,mercedes,3,4,Finished,12.0,71,hamilton_2018_19,0,71.0,84.33223943661972,80.728,30.047485714285717,32.63430985915493,21.628267605633802,ULTRASOFT,SUPERSOFT,36.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,bottas,mercedes,5,5,+1 Lap,10.0,70,bottas_2018_19,0,70.0,84.59214285714286,78.741,30.24421739130435,32.46037142857143,21.857914285714287,ULTRASOFT,SUPERSOFT,37.0,4.0,3.0,3.0
2018,19,Mexican Grand Prix,hulkenberg,renault,7,6,+2 Laps,8.0,69,hulkenberg_2018_19,0,69.0,85.92431884057972,80.637,30.05510294117647,33.83510144927536,21.988739130434784,HYPERSOFT,SUPERSOFT,57.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,leclerc,sauber,9,7,+2 Laps,6.0,69,leclerc_2018_19,0,69.0,86.09191304347826,80.537,30.00245588235294,33.86773913043478,22.16063768115942,HYPERSOFT,SUPERSOFT,56.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,vandoorne,mclaren,15,8,+2 Laps,4.0,69,vandoorne_2018_19,0,69.0,86.39369565217392,81.921,30.324882352941177,33.80944927536232,22.182376811594203,ULTRASOFT,SUPERSOFT,57.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,ericsson,sauber,10,9,+2 Laps,2.0,69,ericsson_2018_19,0,69.0,86.54920289855073,82.44,30.291661764705882,34.10228985507246,22.095420289855074,HYPERSOFT,SUPERSOFT,53.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,gasly,toro_rosso,20,10,+2 Laps,1.0,69,gasly_2018_19,0,69.0,86.56640579710145,82.755,30.55758823529412,33.71763768115942,22.215797101449276,HYPERSOFT,SUPERSOFT,43.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,ocon,force_india,11,11,+2 Laps,0.0,69,ocon_2018_19,0,69.0,86.63220289855073,82.629,30.57623529411765,33.725855072463766,22.27678260869565,SUPERSOFT,ULTRASOFT,42.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,stroll,williams,17,12,+2 Laps,0.0,69,stroll_2018_19,0,69.0,86.67856521739131,82.983,30.56820588235294,33.71431884057971,22.33013043478261,ULTRASOFT,SUPERSOFT,46.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,sirotkin,williams,19,13,+2 Laps,0.0,69,sirotkin_2018_19,0,69.0,86.69046376811593,82.64,30.319088235294117,34.09537681159421,22.203797101449275,ULTRASOFT,SUPERSOFT,58.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,brendon_hartley,toro_rosso,14,14,+2 Laps,0.0,69,brendon_hartley_2018_19,0,69.0,86.65791304347826,82.438,30.569088235294117,33.76050724637681,22.260710144927536,SUPERSOFT,SUPERSOFT,45.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,kevin_magnussen,haas,16,15,+2 Laps,0.0,69,kevin_magnussen_2018_19,0,69.0,86.83656521739131,81.874,30.362602941176473,34.04592753623188,22.363579710144926,SUPERSOFT,SUPERSOFT,43.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,grosjean,haas,18,16,+3 Laps,0.0,68,grosjean_2018_19,0,68.0,86.92738235294118,81.37,30.620880597014928,33.848985294117654,22.37620588235294,SUPERSOFT,SUPERSOFT,44.0,3.0,2.0,2.0
2018,19,Mexican Grand Prix,ricciardo,red_bull,1,17,Engine,0.0,61,ricciardo_2018_19,0,62.0,83.16047540983607,79.462,29.45915,32.32929508196721,21.328081967213112,ULTRASOFT,SUPERSOFT,50.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,perez,force_india,13,18,Brakes,0.0,38,perez_2018_19,0,38.0,87.60718421052631,83.545,30.51994594594595,34.41626315789474,22.562631578947368,SUPERSOFT,SUPERSOFT,30.0,2.0,2.0,1.0
2018,19,Mexican Grand Prix,sainz,renault,8,19,Suspension,0.0,28,sainz_2018_19,0,29.0,85.68710714285714,82.386,30.213037037037036,33.38117857142857,22.00014285714286,HYPERSOFT,SUPERSOFT,18.0,2.0,1.0,1.0
2018,19,Mexican Grand Prix,alonso,mclaren,12,20,Engine,0.0,3,alonso_2018_19,0,4.0,87.98533333333334,84.197,29.6735,34.239333333333335,22.42,ULTRASOFT,ULTRASOFT,4.0,1.0,0.0,0.0
2018,20,Brazilian Grand Prix,hamilton,mercedes,1,1,Finished,25.0,71,hamilton_2018_20,0,71.0,73.64881690140845,71.795,19.0048,37.855154929577466,16.73176056338028,SUPERSOFT,MEDIUM,52.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,max_verstappen,red_bull,5,2,Finished,18.0,71,max_verstappen_2018_20,0,71.0,73.66950704225351,71.578,19.235657142857143,37.56122535211268,16.807267605633804,SUPERSOFT,SOFT,38.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,raikkonen,ferrari,4,3,Finished,15.0,71,raikkonen_2018_20,0,71.0,73.71591549295775,71.769,19.032785714285716,37.92438028169014,16.691084507042255,SOFT,MEDIUM,40.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,ricciardo,red_bull,11,4,Finished,12.0,71,ricciardo_2018_20,0,71.0,73.72195774647888,71.343,19.0018,37.834042253521126,16.793295774647888,SUPERSOFT,SUPERSOFT,42.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,bottas,mercedes,3,5,Finished,10.0,71,bottas_2018_20,0,71.0,73.97195774647888,70.54,19.317771428571426,37.85591549295775,16.744605633802816,SUPERSOFT,MEDIUM,41.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,vettel,ferrari,2,6,Finished,8.0,71,vettel_2018_20,0,71.0,74.02905633802817,70.831,19.3432,37.79240845070422,16.835408450704225,SOFT,SOFT,30.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,leclerc,sauber,7,7,Finished,6.0,71,leclerc_2018_20,0,71.0,74.27133802816901,72.082,19.208885714285714,38.15594366197183,16.835281690140846,SUPERSOFT,MEDIUM,40.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,grosjean,haas,8,8,Finished,4.0,71,grosjean_2018_20,0,71.0,74.3703661971831,72.362,19.256342857142858,38.11105633802817,16.930422535211267,SUPERSOFT,MEDIUM,39.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,kevin_magnussen,haas,10,9,Finished,2.0,71,kevin_magnussen_2018_20,0,71.0,74.39328169014084,72.206,19.285171428571427,38.126070422535214,16.899211267605633,SOFT,SOFT,41.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,perez,force_india,12,10,+1 Lap,1.0,70,perez_2018_20,0,70.0,74.82694285714287,72.472,19.29249275362319,38.54408571428572,16.901542857142857,SUPERSOFT,SUPERSOFT,39.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,brendon_hartley,toro_rosso,16,11,+1 Lap,0.0,70,brendon_hartley_2018_20,0,70.0,75.54991428571428,72.949,19.496246376811595,38.90072857142857,17.05522857142857,MEDIUM,MEDIUM,49.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,sainz,renault,15,12,+1 Lap,0.0,70,sainz_2018_20,0,70.0,75.56221428571428,72.169,19.579985507246377,38.88921428571428,17.004614285714286,SOFT,SOFT,25.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,gasly,toro_rosso,9,13,+1 Lap,0.0,70,gasly_2018_20,0,70.0,75.6114,73.822,19.615724637681158,38.871385714285715,17.0424,SUPERSOFT,MEDIUM,48.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,vandoorne,mclaren,20,14,+1 Lap,0.0,70,vandoorne_2018_20,0,70.0,75.63331428571429,72.968,19.45213043478261,38.952685714285714,17.12202857142857,SOFT,MEDIUM,42.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,ocon,force_india,18,15,+1 Lap,0.0,70,ocon_2018_20,0,70.0,75.65215714285713,72.352,19.883811594202896,38.73752857142857,16.929828571428573,SOFT,SOFT,40.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,sirotkin,williams,14,16,+2 Laps,0.0,69,sirotkin_2018_20,0,69.0,76.02869565217391,74.262,19.507455882352943,39.34368115942029,17.084840579710146,SOFT,MEDIUM,53.0,2.0,1.0,1.0
2018,20,Brazilian Grand Prix,alonso,mclaren,17,17,+2 Laps,0.0,69,alonso_2018_20,0,69.0,75.97769565217392,72.643,19.8735,38.834710144927534,17.179275362318844,SOFT,MEDIUM,39.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,stroll,williams,19,18,+2 Laps,0.0,69,stroll_2018_20,0,69.0,76.29240579710145,71.751,19.827132352941174,39.19486956521739,17.172405797101447,SOFT,MEDIUM,48.0,3.0,2.0,2.0
2018,20,Brazilian Grand Prix,hulkenberg,renault,13,19,Overheating,0.0,32,hulkenberg_2018_20,0,32.0,76.02306451612904,74.029,21.7495,39.1048064516129,17.518290322580647,SOFT,SOFT,32.0,1.0,1.0,0.0
2018,20,Brazilian Grand Prix,ericsson,sauber,6,20,Collision,0.0,20,ericsson_2018_20,0,20.0,79.12835,75.281,20.56736842105263,40.3714,17.963,SUPERSOFT,SUPERSOFT,23.0,2.0,2.0,1.0
2018,21,Abu Dhabi Grand Prix,hamilton,mercedes,1,1,Finished,25.0,55,hamilton_2018_21,0,55.0,105.61146153846154,101.357,19.17862962962963,45.84014545454546,43.70463636363637,ULTRASOFT,SUPERSOFT,48.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,vettel,ferrari,3,2,Finished,18.0,55,vettel_2018_21,0,55.0,105.79913461538462,100.867,19.019722222222224,45.80261818181818,43.921600000000005,ULTRASOFT,SUPERSOFT,40.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,max_verstappen,red_bull,6,3,Finished,15.0,55,max_verstappen_2018_21,0,55.0,106.1014423076923,101.909,19.126555555555555,46.01587272727273,43.74578181818182,HYPERSOFT,SUPERSOFT,38.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,ricciardo,red_bull,5,4,Finished,12.0,55,ricciardo_2018_21,0,55.0,106.10323076923078,101.249,19.118277777777777,46.108909090909094,43.737109090909094,ULTRASOFT,ULTRASOFT,37.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,bottas,mercedes,2,5,Finished,10.0,55,bottas_2018_21,0,55.0,106.66973076923077,100.953,19.459648148148148,45.999,44.127236363636364,ULTRASOFT,ULTRASOFT,24.0,3.0,2.0,2.0
2018,21,Abu Dhabi Grand Prix,sainz,renault,11,6,Finished,8.0,55,sainz_2018_21,0,55.0,107.27661538461538,101.351,19.220296296296297,46.50649090909091,44.24125454545454,ULTRASOFT,ULTRASOFT,37.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,leclerc,sauber,8,7,Finished,6.0,55,leclerc_2018_21,0,55.0,107.5365,102.876,19.305962962962962,46.11825454545454,44.90621818181818,HYPERSOFT,SUPERSOFT,48.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,perez,force_india,14,8,Finished,4.0,55,perez_2018_21,0,55.0,107.62251923076923,102.816,19.33394444444444,46.41709090909091,44.562,ULTRASOFT,SUPERSOFT,29.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,grosjean,haas,7,9,+1 Lap,2.0,54,grosjean_2018_21,0,54.0,108.3547450980392,103.195,19.236245283018867,46.671925925925926,45.21157407407408,HYPERSOFT,SUPERSOFT,47.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,kevin_magnussen,haas,13,10,+1 Lap,1.0,54,kevin_magnussen_2018_21,0,54.0,108.57056862745098,102.822,19.30422641509434,47.04044444444445,44.75490740740741,SUPERSOFT,SUPERSOFT,41.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,alonso,mclaren,15,11,+1 Lap,0.0,54,alonso_2018_21,0,54.0,108.58235294117647,102.393,19.340867924528304,46.88938888888889,44.92440740740741,ULTRASOFT,SUPERSOFT,27.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,brendon_hartley,toro_rosso,16,12,+1 Lap,0.0,54,brendon_hartley_2018_21,0,54.0,109.05301960784313,104.174,19.741716981132075,46.813944444444445,45.00487037037037,ULTRASOFT,SUPERSOFT,52.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,stroll,williams,20,13,+1 Lap,0.0,54,stroll_2018_21,0,54.0,109.04856862745098,104.033,19.476264150943397,47.00955555555556,45.08690740740741,SUPERSOFT,SUPERSOFT,40.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,vandoorne,mclaren,18,14,+1 Lap,0.0,54,vandoorne_2018_21,0,54.0,109.10982352941176,103.249,19.39920754716981,47.16474074074075,45.0192037037037,SUPERSOFT,SUPERSOFT,35.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,sirotkin,williams,19,15,+1 Lap,0.0,54,sirotkin_2018_21,0,54.0,109.43019607843136,103.831,19.483056603773587,47.20905555555556,45.183018518518516,SUPERSOFT,SUPERSOFT,35.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,gasly,toro_rosso,17,16,Engine,0.0,46,gasly_2018_21,0,47.0,109.23751162790697,103.988,19.7046,47.259565217391305,45.29671739130435,SUPERSOFT,SUPERSOFT,29.0,2.0,1.0,1.0
2018,21,Abu Dhabi Grand Prix,ocon,force_india,9,17,Engine,0.0,44,ocon_2018_21,0,45.0,108.97334146341464,103.591,19.71390909090909,46.92293333333334,45.51644444444444,HYPERSOFT,SUPERSOFT,27.0,2.0,2.0,1.0
2018,21,Abu Dhabi Grand Prix,ericsson,sauber,12,18,Power loss,0.0,24,ericsson_2018_21,0,25.0,112.06738095238094,106.077,19.956652173913042,49.688500000000005,47.927083333333336,SUPERSOFT,SUPERSOFT,25.0,1.0,0.0,0.0
2018,21,Abu Dhabi Grand Prix,raikkonen,ferrari,4,19,Power loss,0.0,6,raikkonen_2018_21,0,7.0,121.76766666666667,105.198,23.775000000000002,57.192,59.62366666666667,ULTRASOFT,ULTRASOFT,11.0,1.0,1.0,0.0
2018,21,Abu Dhabi Grand Prix,hulkenberg,renault,10,20,Collision,0.0,0,hulkenberg_2018_21,0,1.0,,,,,,HYPERSOFT,HYPERSOFT,4.0,1.0,0.0,0.0
2019,1,Australian Grand Prix,bottas,mercedes,2,1,Finished,26.0,58,bottas_2019_1,0,58.0,88.40215517241379,85.58,29.478157894736842,23.435758620689654,35.39836206896552,SOFT,MEDIUM,35.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,hamilton,mercedes,1,2,Finished,18.0,58,hamilton_2019_1,0,58.0,88.76225862068966,86.057,29.603736842105263,23.53805172413793,35.523637931034486,SOFT,MEDIUM,43.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,max_verstappen,red_bull,4,3,Finished,15.0,58,max_verstappen_2019_1,0,58.0,88.79043103448276,86.256,29.709526315789475,23.456637931034482,35.502310344827585,SOFT,MEDIUM,33.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,vettel,ferrari,3,4,Finished,12.0,58,vettel_2019_1,0,58.0,89.38679310344828,87.954,29.82478947368421,23.74851724137931,35.70887931034483,SOFT,MEDIUM,44.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,leclerc,ferrari,5,5,Finished,10.0,58,leclerc_2019_1,0,58.0,89.40612068965518,86.926,29.852946428571432,23.75098275862069,35.66844827586207,SOFT,HARD,31.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,kevin_magnussen,haas,7,6,Finished,8.0,58,kevin_magnussen_2019_1,0,58.0,89.9048448275862,88.182,30.001228070175436,23.85808620689655,35.91441379310345,SOFT,MEDIUM,44.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,hulkenberg,renault,11,7,+1 Lap,6.0,57,hulkenberg_2019_1,0,57.0,90.04428070175439,88.444,30.112607142857144,23.789789473684213,35.987736842105264,SOFT,HARD,44.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,raikkonen,alfa,9,8,+1 Lap,4.0,57,raikkonen_2019_1,0,57.0,90.06507017543859,88.27,29.954,23.822649122807018,36.12559649122807,SOFT,MEDIUM,45.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,stroll,racing_point,16,9,+1 Lap,2.0,57,stroll_2019_1,0,57.0,90.07826315789474,87.568,30.05919642857143,23.80021052631579,36.035210526315794,MEDIUM,HARD,30.0,2.0,1.0,1.0
2019,1,Australian Grand Prix,kvyat,toro_rosso,15,10,+1 Lap,1.0,57,kvyat_2019_1,0,57.0,90.09052631578948,87.448,30.210125,23.759491228070175,35.92073684210526,MEDIUM,HARD,32.0,2.0,1.0,1.0
