season,round,driver_id,grid_position,finish_position,status,points,laps,RaceID,grid_position_zero_flag,fastf1_laps_count,fastf1_avg_lap_time,fastf1_best_lap_time,fastf1_avg_sector1,fastf1_avg_sector2,fastf1_avg_sector3,fastf1_first_compound,fastf1_main_compound,fastf1_max_tyre_life,fastf1_stints_count,fastf1_pit_in_count,fastf1_pit_out_count,status_normalizado,dnf_categoria,is_dnf,dnf_flag,dnf_driver_flag,dnf_car_flag,dnf_other_flag,compound_normalizado,compound_ordinal,circuito_70th Anniversary Grand Prix,circuito_Abu Dhabi Grand Prix,circuito_Australian Grand Prix,circuito_Austrian Grand Prix,circuito_Azerbaijan Grand Prix,circuito_Bahrain Grand Prix,circuito_Belgian Grand Prix,circuito_Brazilian Grand Prix,circuito_British Grand Prix,circuito_Canadian Grand Prix,circuito_Chinese Grand Prix,circuito_Dutch Grand Prix,circuito_Eifel Grand Prix,circuito_Emilia Romagna Grand Prix,circuito_French Grand Prix,circuito_German Grand Prix,circuito_Hungarian Grand Prix,circuito_Italian Grand Prix,circuito_Japanese Grand Prix,circuito_Las Vegas Grand Prix,circuito_Mexican Grand Prix,circuito_Mexico City Grand Prix,circuito_Miami Grand Prix,circuito_Monaco Grand Prix,circuito_Portuguese Grand Prix,circuito_Qatar Grand Prix,circuito_Russian Grand Prix,circuito_Sakhir Grand Prix,circuito_Saudi Arabian Grand Prix,circuito_Singapore Grand Prix,circuito_Spanish Grand Prix,circuito_Styrian Grand Prix,circuito_São Paulo Grand Prix,circuito_Turkish Grand Prix,circuito_Tuscan Grand Prix,circuito_United States Grand Prix,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,circuito_derivado,safety_car_flag,outlier_flag,outlier_colunas,status_falha_mecanica_flag,outlier_tipo,outlier_legitimo_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax
2018,1,perez,12,11,Finished,0.0,58,perez_2018_1,0,58.0,93.45,87.633,31.03029824561404,24.667706896551724,37.60429310344828,ULTRASOFT,SOFT,34.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,ULTRASOFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Australian Grand Prix,0,0,,0,nao_outlier,0,0,-0.3641416816941963,-0.023232147160373553,-0.07491277708508313,0.3239731343782927,-1.4209849482545451,1.1896222006821726,0.05020304536498504,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.6000000000000001,0.6627906976744186
2018,1,ocon,14,12,Finished,0.0,58,ocon_2018_1,0,58.0,93.68208620689654,87.6,31.05933333333333,24.752379310344825,37.71377586206896,ULTRASOFT,SOFT,35.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,ULTRASOFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Australian Grand Prix,0,0,,0,nao_outlier,0,0,-0.3641416816941963,-0.008730463535724157,-0.07694677108558623,0.328398357448355,-1.4107549344282764,1.2047745910964414,0.14849943613409175,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.7000000000000001,0.6627906976744186
2018,1,leclerc,18,13,Finished,0.0,58,leclerc_2018_1,0,58.0,93.949,88.759,30.975736842105263,24.8836551724138,37.89972413793104,SUPERSOFT,ULTRASOFT,31.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Australian Grand Prix,0,0,,0,nao_outlier,0,0,-0.3641416816941963,0.007947388346989985,-0.005510436340646443,0.31565745839768905,-1.3948943509884026,1.230509792768554,-0.24468612694233505,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.9,0.6627906976744186
2018,1,stroll,13,14,Finished,0.0,58,stroll_2018_1,0,58.0,93.99260344827586,88.511,31.15859649122807,24.98051724137932,37.70356896551724,SUPERSOFT,ULTRASOFT,29.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Australian Grand Prix,0,0,,0,nao_outlier,0,0,-0.3641416816941963,0.010671907913644656,-0.020796209435336097,0.3435270052612976,-1.383191598458168,1.203361958793254,-0.44127890848054846,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.65,0.6627906976744186
2018,1,brendon_hartley,16,15,+1 Lap,0.0,57,brendon_hartley_2018_1,0,57.0,94.66243859649124,88.176,31.27407142857143,24.9160701754386,38.293894736842105,SOFT,ULTRASOFT,33.0,2.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Australian Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.05252591350054221,-0.041444330349533036,0.3611264822005846,-1.3909780113652934,1.2850629194870702,-0.04809334540412166,-0.8460832677236643,-0.033108916795417026,-0.061614143011359895,0.8,0.6511627906976744
2018,2,vettel,1,1,Finished,25.0,57,vettel_2018_2,0,57.0,96.88858928571427,94.453,31.1384,41.791125,23.96026785714286,SUPERSOFT,SOFT,39.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.19162480019267053,0.34544598301887486,0.3404488682230758,0.6478447461403427,-0.6987079798756844,0.5416849992105185,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.05,0.6511627906976744
2018,2,bottas,3,2,Finished,18.0,57,bottas_2018_2,0,57.0,96.90201785714284,93.74,31.04809090909091,41.91933928571429,23.91801785714286,SUPERSOFT,MEDIUM,37.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.19246387157477482,0.30149938537164245,0.32668490524177046,0.6633354338014662,-0.7045553708536637,0.34509221767230513,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.15000000000000002,0.6511627906976744
2018,2,hamilton,9,3,Finished,15.0,57,hamilton_2018_2,0,57.0,97.01046428571428,93.953,31.00632727272728,41.92660714285714,24.003232142857144,SOFT,MEDIUM,31.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.19924004245711954,0.3146278921021624,0.32031973049483004,0.6642135270992476,-0.692761731907376,-0.24468612694233505,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.45,0.6511627906976744
2018,2,gasly,5,4,Finished,12.0,57,gasly_2018_2,0,57.0,97.98323214285712,94.863,31.81910909090909,42.07155357142857,24.057089285714284,SUPERSOFT,SUPERSOFT,26.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.26002250727116255,0.37071681757057884,0.4441953973265763,0.6817257710749226,-0.6853079148365455,-0.7361680807878686,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.25,0.6511627906976744
2018,2,kevin_magnussen,6,5,Finished,10.0,57,kevin_magnussen_2018_2,0,57.0,98.19273684210526,94.327,31.72814545454545,42.31760714285714,24.111232142857144,SUPERSOFT,SOFT,30.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.27311320708913256,0.337679824107863,0.4303316754027848,0.7114536520335044,-0.6778145549695824,-0.3429825177114418,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.30000000000000004,0.6511627906976744
2018,2,hulkenberg,7,6,Finished,8.0,57,hulkenberg_2018_2,0,57.0,98.61340350877192,94.667,31.73994545454545,42.43410714285714,24.40278571428572,SUPERSOFT,SUPERSOFT,24.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.40999885528359503,0.2993981595342179,0.3586361259312277,0.4321301074492646,0.7255290345267029,-0.6374636029419107,-0.9327608623260819,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.35000000000000003,0.6511627906976744
2018,2,alonso,13,7,+1 Lap,6.0,56,alonso_2018_2,0,56.0,98.63482142857144,94.168,31.921907407407407,42.20663636363637,24.44818181818182,SOFT,MEDIUM,25.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.3007364376722599,0.327879671196349,0.4598628368786767,0.6980463029940134,-0.631180791856527,-0.8344644715569752,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.65,0.6395348837209303
2018,2,vandoorne,14,8,+1 Lap,4.0,56,vandoorne_2018_2,0,56.0,98.805875,95.131,32.035472727272726,42.19550909090909,24.50067272727273,SUPERSOFT,MEDIUM,28.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.3114245557163844,0.38723531430193675,0.47717126998160586,0.696701919991931,-0.6239160612471987,-0.5395752992496552,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.7000000000000001,0.6395348837209303
2018,2,ericsson,17,9,+1 Lap,2.0,56,ericsson_2018_2,0,56.0,98.88492857142856,95.093,31.703333333333333,42.54078181818182,24.560654545454547,SOFT,MEDIUM,33.0,2.0,1.0,1.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.3163641421639609,0.3848931393922668,0.4265500725274437,0.7384173337329926,-0.6156145904192895,-0.04809334540412166,-0.8460832677236643,-0.8831296786042838,-0.8906044308005681,0.8500000000000001,0.6395348837209303
2018,2,ocon,8,10,+1 Lap,1.0,56,ocon_2018_2,0,56.0,98.994375,95.043,31.87462962962963,42.593272727272726,24.491727272727275,SUPERSOFT,SOFT,21.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.32320279708539884,0.3818113303005957,0.45265725462088674,0.7447592189078445,-0.6251541102460866,-1.227650034633402,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.4,0.6395348837209303
2018,2,sainz,10,11,+1 Lap,0.0,56,sainz_2018_2,0,56.0,99.1125892857143,95.535,31.89437037037037,42.5994,24.54887272727273,SUPERSOFT,SOFT,40.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.33058930313531126,0.4121363317626402,0.455665930957277,0.7454995082406906,-0.6172451915397758,0.6399813899796253,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.5,0.6395348837209303
2018,2,leclerc,19,12,+1 Lap,0.0,56,leclerc_2018_2,0,56.0,99.20669642857142,95.058,32.02337037037037,42.55427272727273,24.552436363636364,SOFT,MEDIUM,31.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.33646949752851835,0.38273587302809714,0.47532675587218776,0.7400472882878043,-0.6167519850280241,-0.24468612694233505,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.9500000000000001,0.6395348837209303
2018,2,grosjean,16,13,+1 Lap,0.0,56,grosjean_2018_2,0,56.0,99.26867857142858,94.053,32.237,42.39803636363636,24.576,SUPERSOFT,SUPERSOFT,17.0,4.0,3.0,3.0,+1 lap,classificado,False,0,0,0,0,SUPERSOFT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.34034239216586776,0.32079151028550457,0.5078859399402912,0.7211710086523665,-0.6134907827870509,-1.6208355977098288,1.2236741475342252,0.8169118450134498,0.7673761447778482,0.8,0.6395348837209303
2018,2,stroll,20,14,+1 Lap,0.0,56,stroll_2018_2,0,55.0,99.15269090909092,95.266,31.704277777777776,42.71154545454546,24.64662962962964,SOFT,MEDIUM,26.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.5017132024623925,0.33309501453806584,0.3955561988494494,0.4266940148287154,0.7590487800655915,-0.6037156571284857,-0.7361680807878686,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,1.0,0.6395348837209303
2018,2,sirotkin,18,15,+1 Lap,0.0,56,sirotkin_2018_2,0,56.0,99.63705357142858,94.563,32.19042592592592,42.76825454545455,24.616345454545456,SOFT,SOFT,21.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,SOFT,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bahrain Grand Prix,0,0,,0,nao_outlier,0,0,-0.4558560288729937,0.3633599500667198,0.3522259630205516,0.5007876088089379,0.7659003006268542,-0.6079069804932858,-1.227650034633402,0.1887954399052805,-0.033108916795417026,-0.061614143011359895,0.9,0.6395348837209303
