RaceID,season,round,race_name,driver_id,constructor_id,finish_position,is_dnf,safety_car_flag,qualifying_position,constructor_coef_rapm,recent_form_5,driver_constructor_synergy,constructor_wins_total,driver_coef_rapm,track_complexity,tire_compound_start,season_factor,avg_pit_stops_circuit,constructor_dnf_rate,grid_penalty,altitude_m
piastri_2026_9,2026,9,Barcelona Grand Prix,piastri,mclaren,5.0,False,1,7,1.9784306113959176,3.933333333333333,-5.703125,21.0,2.552069125286265,0.290790703947054,2.0,2026,1.4803616790845893,0.0552325581395348,0,678.0
hadjar_2026_9,2026,9,Barcelona Grand Prix,hadjar,rb,6.0,False,1,6,-0.3976997788432501,9.6,-10.55,0.0,0.0056392664574038,0.290790703947054,2.0,2026,1.4803616790845893,0.0,0,678.0
gasly_2026_9,2026,9,Barcelona Grand Prix,gasly,alpine,7.0,False,1,14,-1.707451681972125,14.066666666666666,-11.59322033898305,1.0,0.1835621517783473,0.290790703947054,2.0,2026,1.4803616790845893,0.0486725663716814,0,678.0
lawson_2026_9,2026,9,Barcelona Grand Prix,lawson,rb,8.0,False,1,8,-0.3976997788432501,10.6,-11.409090909090908,0.0,-0.7265870732436397,0.290790703947054,2.0,2026,1.4803616790845893,0.0,0,678.0
driver_41_2026_2026_9,2026,9,Barcelona Grand Prix,driver_41_2026,unknown_2026,9.0,False,1,11,0.0,0.0,0.0,0.0,0.0,0.290790703947054,2.0,2026,1.4803616790845893,0.0,0,678.0
colapinto_2026_9,2026,9,Barcelona Grand Prix,colapinto,alpine,10.0,False,1,13,-1.707451681972125,14.933333333333334,-15.5625,1.0,-1.7238800074863967,0.290790703947054,2.0,2026,1.4803616790845893,0.0486725663716814,0,678.0
bortoleto_2026_9,2026,9,Barcelona Grand Prix,bortoleto,sauber,11.0,False,1,12,-2.9272066045437106,13.6,-13.444444444444445,0.0,-0.2305153729084123,0.290790703947054,2.0,2026,1.4803616790845893,0.0367647058823529,0,678.0
sainz_2026_9,2026,9,Barcelona Grand Prix,sainz,williams,12.0,False,1,16,-2.464089130575294,6.466666666666667,-10.27777777777778,0.0,1.7430581562085834,0.290790703947054,2.0,2026,1.4803616790845893,0.0495626822157434,0,678.0
ocon_2026_9,2026,9,Barcelona Grand Prix,ocon,haas,13.0,False,1,17,-2.7089837511112766,12.0,-12.409090909090908,0.0,0.8661295886481036,0.290790703947054,2.0,2026,1.4803616790845893,0.0494186046511627,0,678.0
driver_11_2026_2026_9,2026,9,Barcelona Grand Prix,driver_11_2026,unknown_2026,14.0,False,1,19,0.0,0.0,0.0,0.0,0.0,0.290790703947054,1.0,2026,1.4803616790845893,0.0,0,678.0
albon_2026_9,2026,9,Barcelona Grand Prix,albon,williams,,False,1,18,-2.464089130575294,11.8,-11.371428571428572,0.0,1.2109156298702817,0.290790703947054,2.0,2026,1.4803616790845893,0.0495626822157434,0,678.0
