season,round,race_name,driver_id,constructor_id,grid_position,finish_position,status,points,laps,RaceID,grid_position_zero_flag,status_normalizado,dnf_categoria,is_dnf,dnf_flag,dnf_driver_flag,dnf_car_flag,dnf_other_flag
2018,8,French Grand Prix,grosjean,haas,10,11,+1 Lap,0.0,52,grosjean_2018_8,0,+1 lap,classificado,False,0,0,0,0
2018,8,French Grand Prix,vandoorne,mclaren,17,12,+1 Lap,0.0,52,vandoorne_2018_8,0,+1 lap,classificado,False,0,0,0,0
2018,8,French Grand Prix,ericsson,sauber,15,13,+1 Lap,0.0,52,ericsson_2018_8,0,+1 lap,classificado,False,0,0,0,0
2018,8,French Grand Prix,brendon_hartley,toro_rosso,20,14,+1 Lap,0.0,52,brendon_hartley_2018_8,0,+1 lap,classificado,False,0,0,0,0
2018,8,French Grand Prix,sirotkin,williams,18,15,+1 Lap,0.0,52,sirotkin_2018_8,0,+1 lap,classificado,False,0,0,0,0
2018,8,French Grand Prix,alonso,mclaren,16,16,Wheel,0.0,50,alonso_2018_8,0,wheel,dnf_carro,True,1,0,1,0
2018,8,French Grand Prix,stroll,williams,19,17,Puncture,0.0,48,stroll_2018_8,0,puncture,dnf_carro,True,1,0,1,0
2018,8,French Grand Prix,perez,force_india,13,18,Engine,0.0,27,perez_2018_8,0,engine,dnf_carro,True,1,0,1,0
2018,8,French Grand Prix,ocon,force_india,11,19,Collision,0.0,0,ocon_2018_8,0,collision,dnf_piloto,True,1,1,0,0
2018,8,French Grand Prix,gasly,toro_rosso,14,20,Collision,0.0,0,gasly_2018_8,0,collision,dnf_piloto,True,1,1,0,0
2018,9,Austrian Grand Prix,max_verstappen,red_bull,4,1,Finished,25.0,71,max_verstappen_2018_9,0,finished,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,raikkonen,ferrari,3,2,Finished,18.0,71,raikkonen_2018_9,0,finished,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,vettel,ferrari,6,3,Finished,15.0,71,vettel_2018_9,0,finished,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,grosjean,haas,5,4,+1 Lap,12.0,70,grosjean_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,kevin_magnussen,haas,8,5,+1 Lap,10.0,70,kevin_magnussen_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,ocon,force_india,11,6,+1 Lap,8.0,70,ocon_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,perez,force_india,16,7,+1 Lap,6.0,70,perez_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,alonso,mclaren,13,8,+1 Lap,4.0,70,alonso_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,leclerc,sauber,18,9,+1 Lap,2.0,70,leclerc_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,ericsson,sauber,20,10,+1 Lap,1.0,70,ericsson_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,gasly,toro_rosso,12,11,+1 Lap,0.0,70,gasly_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,sainz,renault,9,12,+1 Lap,0.0,70,sainz_2018_9,0,+1 lap,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,sirotkin,williams,17,13,+2 Laps,0.0,69,sirotkin_2018_9,0,+2 laps,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,stroll,williams,14,14,+2 Laps,0.0,69,stroll_2018_9,0,+2 laps,classificado,False,0,0,0,0
2018,9,Austrian Grand Prix,vandoorne,mclaren,15,15,Collision damage,0.0,65,vandoorne_2018_9,0,collision damage,dnf_piloto,True,1,1,0,0
2018,9,Austrian Grand Prix,hamilton,mercedes,2,16,Fuel pressure,0.0,62,hamilton_2018_9,0,fuel pressure,dnf_carro,True,1,0,1,0
2018,9,Austrian Grand Prix,brendon_hartley,toro_rosso,19,17,Hydraulics,0.0,54,brendon_hartley_2018_9,0,hydraulics,dnf_carro,True,1,0,1,0
2018,9,Austrian Grand Prix,ricciardo,red_bull,7,18,Exhaust,0.0,53,ricciardo_2018_9,0,exhaust,dnf_carro,True,1,0,1,0
2018,9,Austrian Grand Prix,bottas,mercedes,1,19,Hydraulics,0.0,13,bottas_2018_9,0,hydraulics,dnf_carro,True,1,0,1,0
2018,9,Austrian Grand Prix,hulkenberg,renault,10,20,Engine,0.0,11,hulkenberg_2018_9,0,engine,dnf_carro,True,1,0,1,0
2018,10,British Grand Prix,vettel,ferrari,2,1,Finished,25.0,52,vettel_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,hamilton,mercedes,1,2,Finished,18.0,52,hamilton_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,raikkonen,ferrari,3,3,Finished,15.0,52,raikkonen_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,bottas,mercedes,4,4,Finished,12.0,52,bottas_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,ricciardo,red_bull,6,5,Finished,10.0,52,ricciardo_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,hulkenberg,renault,11,6,Finished,8.0,52,hulkenberg_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,ocon,force_india,10,7,Finished,6.0,52,ocon_2018_10,0,finished,classificado,False,0,0,0,0
2018,10,British Grand Prix,alonso,mclaren,13,8,Finished,4.0,52,alonso_2018_10,0,finished,classificado,False,0,0,0,0
