constructor_id,coef_rapm,target_definition,alpha,decay,season,round,race_name,race_order,n_train_rows,n_train_races
mclaren,0.1255019362185904,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
mercedes,3.9455098699176654,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
racing_point,0.16474881401864228,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
red_bull,3.0337974463595674,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
renault,-0.346434064038422,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
sauber,-0.8235206584472156,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
toro_rosso,-0.9247383471593003,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
williams,-4.229791210536254,-finish_position,10.0,0.97,2020,7,Belgian Grand Prix,49,797,48
alfa,-2.233675642825676,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
alphatauri,-0.2455796164440231,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
ferrari,3.2188204073330873,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
force_india,-0.12341725673697962,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
haas,-1.9018848240624275,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
mclaren,0.17270075452344452,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
mercedes,3.9857900633911245,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
racing_point,0.16114632992188296,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
red_bull,3.027067604358466,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
renault,-0.14793062230143533,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
sauber,-0.7596742183404368,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
toro_rosso,-0.9212089902877975,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
williams,-4.232153988529217,-finish_position,10.0,0.97,2020,8,Italian Grand Prix,50,814,49
alfa,-2.32780859305912,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
alphatauri,0.11870894112798412,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
ferrari,3.1629138578195026,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
force_india,-0.12903781834324207,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
haas,-1.9220288803807726,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
mclaren,0.3004489170766681,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
mercedes,3.8747269621670517,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
racing_point,0.23631792304769236,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
red_bull,2.784413654730647,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
renault,-0.1413928730022765,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
sauber,-0.773026396133796,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
toro_rosso,-0.9766344481713437,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
williams,-4.207601246878962,-finish_position,10.0,0.97,2020,9,Tuscan Grand Prix,51,830,50
alfa,-2.303224861728819,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
alphatauri,0.19493503780597166,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
ferrari,3.0124434846290016,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
force_india,-0.16301526523350723,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
haas,-1.9343093364108677,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
mclaren,0.3046653326487304,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
mercedes,3.879807062166237,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
racing_point,0.2854992602912585,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
red_bull,2.794480072672606,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
renault,-0.09090339083534663,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
sauber,-0.7710620722365039,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
toro_rosso,-1.0349022249206838,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
williams,-4.174413098848069,-finish_position,10.0,0.97,2020,10,Russian Grand Prix,52,842,51
alfa,-2.303769163722507,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
alphatauri,0.2517658821386281,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
ferrari,2.926368317692536,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
force_india,-0.20345921519456753,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
haas,-1.978650829742455,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
mclaren,0.24165385556973937,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
mercedes,3.9119031027716504,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
racing_point,0.36791035009528344,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
red_bull,2.7549174016590925,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
renault,0.010222877410861185,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
sauber,-0.7603690744149472,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
toro_rosso,-1.0166692988673076,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
williams,-4.20182420539601,-finish_position,10.0,0.97,2020,11,Eifel Grand Prix,53,860,52
alfa,-2.2773331715884484,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
alphatauri,0.16251213460224873,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
ferrari,2.819692829083385,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
force_india,-0.22701394717410592,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
haas,-1.9502915758625388,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
mclaren,0.28429918657534087,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
mercedes,3.905043836742956,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
racing_point,0.4678142323182669,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
red_bull,2.7198843156676626,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
renault,0.04340110255281634,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
sauber,-0.7575261324416301,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
toro_rosso,-1.0043559076515471,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
williams,-4.1861269028244115,-finish_position,10.0,0.97,2020,12,Portuguese Grand Prix,54,875,53
alfa,-2.2575193613370614,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
alphatauri,0.03322006066769939,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
ferrari,2.8099029202792676,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
force_india,-0.2252890361835381,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
haas,-2.0280844277925807,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
mclaren,0.30022267761653176,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
mercedes,3.967935125922684,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
racing_point,0.5109267772125681,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
red_bull,2.654062573409415,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
renault,0.07208663951986571,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
sauber,-0.744140989225832,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
toro_rosso,-0.9146310232454764,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
williams,-4.178691936843527,-finish_position,10.0,0.97,2020,13,Emilia Romagna Grand Prix,55,894,54
alfa,-2.181973977255236,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
alphatauri,0.19121918883328334,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
ferrari,2.719007314798809,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
force_india,-0.24824302629205638,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
haas,-2.0541179556967553,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
mclaren,0.3151167594824782,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
mercedes,3.9806477978652994,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
racing_point,0.47078958350380934,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
red_bull,2.4914337822831536,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
renault,0.11585659306876338,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
sauber,-0.7550507896373317,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
toro_rosso,-0.933680343334007,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
williams,-4.111004927620223,-finish_position,10.0,0.97,2020,14,Turkish Grand Prix,56,909,55
alfa,-2.2069512737427237,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
alphatauri,0.014173676366377156,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
ferrari,2.785635284331203,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
force_india,-0.25543810598509104,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
haas,-2.0320390415644245,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
mclaren,0.38182771628873663,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
mercedes,3.8830931182142945,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
racing_point,0.5821920526190262,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
red_bull,2.501514863663174,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
renault,0.06399151730407189,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
sauber,-0.7385208152483849,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
toro_rosso,-0.8924836851414822,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
williams,-4.086995307104799,-finish_position,10.0,0.97,2020,15,Bahrain Grand Prix,57,925,56
alfa,-2.3053183909528694,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
alphatauri,0.0772099054287535,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
ferrari,2.641112690784584,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
force_india,-0.24661353014827075,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
haas,-2.0918671832808453,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
mclaren,0.48534736628245206,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
mercedes,3.84817687834448,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
racing_point,0.5838329757002567,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
red_bull,2.571781612132172,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
renault,0.08704074749485216,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
sauber,-0.7123900408064394,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
toro_rosso,-0.9051270469461644,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
williams,-4.033185984032967,-finish_position,10.0,0.97,2020,16,Sakhir Grand Prix,58,942,57
alfa,-2.3254548035465064,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
alphatauri,0.09953303413875303,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
ferrari,2.5815428829540457,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
force_india,-0.3088472807287171,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
haas,-2.313025253481417,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
mclaren,0.5481930064945634,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
mercedes,3.7159970706765613,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
racing_point,0.8038347255058389,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
red_bull,2.597262508594438,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
renault,0.2555846654987268,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
sauber,-0.7031123697548456,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
toro_rosso,-0.9037773231646491,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
williams,-4.047730863186821,-finish_position,10.0,0.97,2020,17,Abu Dhabi Grand Prix,59,959,58
alfa,-2.342879505359469,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
alphatauri,0.1248517695466868,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
ferrari,2.411476096039067,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
force_india,-0.28394270338525684,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
haas,-2.565386850140365,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
mclaren,0.6486311802300667,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
mercedes,3.764129250491011,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
racing_point,0.8078208161599334,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
red_bull,2.694046600066812,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
renault,0.3011819171640924,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
sauber,-0.6501495969128284,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
toro_rosso,-0.876959500811756,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
williams,-4.0328194730879785,-finish_position,10.0,0.97,2021,1,Bahrain Grand Prix,60,978,59
alfa,-2.2560639902419988,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
alphatauri,0.17352939024779265,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
alpine,-0.33396797784661436,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
aston_martin,-0.4339528813700157,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
ferrari,2.4898516241350226,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
force_india,-0.23175995263812824,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
haas,-2.6427252050947736,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
mclaren,0.7976691386329374,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
mercedes,3.8331562409243682,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
racing_point,0.8199441010891562,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
red_bull,2.7831935844167854,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
renault,0.4021824534611289,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
sauber,-0.6121258790408941,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
toro_rosso,-0.8270323450467401,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
williams,-3.961898301628012,-finish_position,10.0,0.97,2021,2,Emilia Romagna Grand Prix,61,994,60
alfa,-2.264563523533163,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
alphatauri,0.12437990672173921,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
alpine,-0.2770292500814522,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
aston_martin,-0.2516276244028785,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
ferrari,2.547483948938459,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
force_india,-0.1877773569092007,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
haas,-2.8861502599327222,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
mclaren,0.8752633511186009,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
mercedes,3.835811072540384,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
racing_point,0.8730894316363399,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
red_bull,2.6460104409798926,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
renault,0.3769672161364828,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
sauber,-0.6062212356479222,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
toro_rosso,-0.8602036088871331,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
williams,-3.9454325086774045,-finish_position,10.0,0.97,2021,3,Portuguese Grand Prix,62,1010,61
alfa,-2.1975771938416773,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
alphatauri,-0.016327613701043204,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
alpine,0.025119957884257037,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
aston_martin,-0.6677869160309851,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
ferrari,2.480711724177668,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
force_india,-0.18587899490023158,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
haas,-3.101618075652192,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
mclaren,0.9723584390039048,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
mercedes,3.909148059671104,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
racing_point,0.9089940045828201,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
red_bull,2.768834986939324,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
renault,0.45621680422702576,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
sauber,-0.5846780300747321,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
toro_rosso,-0.8353572374241441,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
williams,-3.93215991486108,-finish_position,10.0,0.97,2021,4,Spanish Grand Prix,63,1029,62
alfa,-2.1588269831870983,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
alphatauri,0.011906073555823021,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
alpine,-0.3118241748368931,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
aston_martin,-0.7914090858637394,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
ferrari,2.5649507746221074,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
force_india,-0.18028898643896762,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
haas,-3.273171489395156,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
mclaren,1.0981267671573562,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
mercedes,3.9847292170779194,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
racing_point,0.9220847722575042,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
red_bull,2.8588865574450515,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
renault,0.48060214872364665,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
sauber,-0.5561660900956393,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
toro_rosso,-0.7786559378546382,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
williams,-3.8709435631672444,-finish_position,10.0,0.97,2021,5,Monaco Grand Prix,64,1048,63
alfa,-2.0980172335068565,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
alphatauri,-0.08066673607393729,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
alpine,-0.397619898083045,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
aston_martin,-0.3585073699904291,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
ferrari,2.5782576870206046,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
force_india,-0.19790410231949737,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
haas,-3.4145202892912856,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
mclaren,0.9738913690997381,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
mercedes,3.923030211609692,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
racing_point,0.8697627275000944,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
red_bull,2.91732945807268,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
renault,0.5081629842281081,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
sauber,-0.5462292451006253,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
toro_rosso,-0.8127497836106004,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
williams,-3.8642197795546074,-finish_position,10.0,0.97,2021,6,Azerbaijan Grand Prix,65,1066,64
alfa,-2.0920084946094106,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
alphatauri,0.10383236708983488,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
alpine,-0.22071990270674421,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
aston_martin,-0.014424105827185549,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
ferrari,2.3874815487225853,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
force_india,-0.23689340728027475,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
haas,-3.409345433432974,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
mclaren,0.9168209158631642,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
mercedes,3.6509074931250702,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
racing_point,0.7803610364913504,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
red_bull,2.976557259719264,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
renault,0.4964438520978537,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
sauber,-0.5867071676583705,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
toro_rosso,-0.8335531270338485,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
williams,-3.9187528345603093,-finish_position,10.0,0.97,2021,7,French Grand Prix,66,1082,65
alfa,-2.16613066225283,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
alphatauri,0.10802078623638227,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
alpine,-0.3026205792572379,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
aston_martin,-0.01295632129937998,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
ferrari,2.1975053753314673,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
force_india,-0.20467461612838092,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
haas,-3.5584291240520147,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
mclaren,1.0467585167837117,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
mercedes,3.694054342178574,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
racing_point,0.7691424411942038,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
red_bull,3.0807524425438206,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
renault,0.5676880943904027,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
sauber,-0.5289900590789404,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
toro_rosso,-0.8107740903467059,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
williams,-3.8793465462431,-finish_position,10.0,0.97,2021,8,Styrian Grand Prix,67,1102,66
alfa,-2.153494831750044,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
alphatauri,0.12671180546534372,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
alpine,-0.4171342303477197,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
aston_martin,-0.03387511619148964,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
ferrari,2.2346985828184573,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
force_india,-0.1791439084949959,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
haas,-3.614621478217516,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
mclaren,0.9571502529384723,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
mercedes,3.7242106148679417,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
racing_point,0.7263102696203353,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
red_bull,3.14949711996153,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
renault,0.6645818749592142,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
sauber,-0.508465538237361,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
toro_rosso,-0.7881072906166482,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
williams,-3.8883181267755274,-finish_position,10.0,0.97,2021,9,Austrian Grand Prix,68,1120,67
alfa,-2.186189655555104,-finish_position,10.0,0.97,2021,10,British Grand Prix,69,1138,68
alphatauri,0.09560890202596468,-finish_position,10.0,0.97,2021,10,British Grand Prix,69,1138,68
