RaceID,season,round,driver_id,constructor_id,finish_position
kevin_magnussen_2019_11,2019,11,kevin_magnussen,haas,8
hamilton_2019_11,2019,11,hamilton,mercedes,9
kubica_2019_11,2019,11,kubica,williams,10
russell_2019_11,2019,11,russell,williams,11
raikkonen_2019_11,2019,11,raikkonen,alfa,12
giovinazzi_2019_11,2019,11,giovinazzi,alfa,13
hamilton_2019_12,2019,12,hamilton,mercedes,1
max_verstappen_2019_12,2019,12,max_verstappen,red_bull,2
vettel_2019_12,2019,12,vettel,ferrari,3
leclerc_2019_12,2019,12,leclerc,ferrari,4
sainz_2019_12,2019,12,sainz,mclaren,5
gasly_2019_12,2019,12,gasly,red_bull,6
raikkonen_2019_12,2019,12,raikkonen,alfa,7
bottas_2019_12,2019,12,bottas,mercedes,8
norris_2019_12,2019,12,norris,mclaren,9
albon_2019_12,2019,12,albon,toro_rosso,10
perez_2019_12,2019,12,perez,racing_point,11
hulkenberg_2019_12,2019,12,hulkenberg,renault,12
kevin_magnussen_2019_12,2019,12,kevin_magnussen,haas,13
ricciardo_2019_12,2019,12,ricciardo,renault,14
kvyat_2019_12,2019,12,kvyat,toro_rosso,15
russell_2019_12,2019,12,russell,williams,16
stroll_2019_12,2019,12,stroll,racing_point,17
giovinazzi_2019_12,2019,12,giovinazzi,alfa,18
kubica_2019_12,2019,12,kubica,williams,19
leclerc_2019_13,2019,13,leclerc,ferrari,1
hamilton_2019_13,2019,13,hamilton,mercedes,2
bottas_2019_13,2019,13,bottas,mercedes,3
vettel_2019_13,2019,13,vettel,ferrari,4
albon_2019_13,2019,13,albon,red_bull,5
perez_2019_13,2019,13,perez,racing_point,6
kvyat_2019_13,2019,13,kvyat,toro_rosso,7
hulkenberg_2019_13,2019,13,hulkenberg,renault,8
gasly_2019_13,2019,13,gasly,toro_rosso,9
stroll_2019_13,2019,13,stroll,racing_point,10
kevin_magnussen_2019_13,2019,13,kevin_magnussen,haas,12
grosjean_2019_13,2019,13,grosjean,haas,13
ricciardo_2019_13,2019,13,ricciardo,renault,14
russell_2019_13,2019,13,russell,williams,15
raikkonen_2019_13,2019,13,raikkonen,alfa,16
kubica_2019_13,2019,13,kubica,williams,17
leclerc_2019_14,2019,14,leclerc,ferrari,1
bottas_2019_14,2019,14,bottas,mercedes,2
hamilton_2019_14,2019,14,hamilton,mercedes,3
ricciardo_2019_14,2019,14,ricciardo,renault,4
hulkenberg_2019_14,2019,14,hulkenberg,renault,5
albon_2019_14,2019,14,albon,red_bull,6
perez_2019_14,2019,14,perez,racing_point,7
max_verstappen_2019_14,2019,14,max_verstappen,red_bull,8
giovinazzi_2019_14,2019,14,giovinazzi,alfa,9
norris_2019_14,2019,14,norris,mclaren,10
gasly_2019_14,2019,14,gasly,toro_rosso,11
stroll_2019_14,2019,14,stroll,racing_point,12
vettel_2019_14,2019,14,vettel,ferrari,13
russell_2019_14,2019,14,russell,williams,14
raikkonen_2019_14,2019,14,raikkonen,alfa,15
grosjean_2019_14,2019,14,grosjean,haas,16
kubica_2019_14,2019,14,kubica,williams,17
vettel_2019_15,2019,15,vettel,ferrari,1
leclerc_2019_15,2019,15,leclerc,ferrari,2
max_verstappen_2019_15,2019,15,max_verstappen,red_bull,3
hamilton_2019_15,2019,15,hamilton,mercedes,4
bottas_2019_15,2019,15,bottas,mercedes,5
albon_2019_15,2019,15,albon,red_bull,6
norris_2019_15,2019,15,norris,mclaren,7
gasly_2019_15,2019,15,gasly,toro_rosso,8
hulkenberg_2019_15,2019,15,hulkenberg,renault,9
giovinazzi_2019_15,2019,15,giovinazzi,alfa,10
grosjean_2019_15,2019,15,grosjean,haas,11
sainz_2019_15,2019,15,sainz,mclaren,12
stroll_2019_15,2019,15,stroll,racing_point,13
ricciardo_2019_15,2019,15,ricciardo,renault,14
kvyat_2019_15,2019,15,kvyat,toro_rosso,15
kubica_2019_15,2019,15,kubica,williams,16
kevin_magnussen_2019_15,2019,15,kevin_magnussen,haas,17
hamilton_2019_16,2019,16,hamilton,mercedes,1
bottas_2019_16,2019,16,bottas,mercedes,2
leclerc_2019_16,2019,16,leclerc,ferrari,3
max_verstappen_2019_16,2019,16,max_verstappen,red_bull,4
albon_2019_16,2019,16,albon,red_bull,5
sainz_2019_16,2019,16,sainz,mclaren,6
perez_2019_16,2019,16,perez,racing_point,7
norris_2019_16,2019,16,norris,mclaren,8
kevin_magnussen_2019_16,2019,16,kevin_magnussen,haas,9
hulkenberg_2019_16,2019,16,hulkenberg,renault,10
stroll_2019_16,2019,16,stroll,racing_point,11
kvyat_2019_16,2019,16,kvyat,toro_rosso,12
raikkonen_2019_16,2019,16,raikkonen,alfa,13
gasly_2019_16,2019,16,gasly,toro_rosso,14
giovinazzi_2019_16,2019,16,giovinazzi,alfa,15
bottas_2019_17,2019,17,bottas,mercedes,1
vettel_2019_17,2019,17,vettel,ferrari,2
hamilton_2019_17,2019,17,hamilton,mercedes,3
albon_2019_17,2019,17,albon,red_bull,4
sainz_2019_17,2019,17,sainz,mclaren,5
leclerc_2019_17,2019,17,leclerc,ferrari,6
gasly_2019_17,2019,17,gasly,toro_rosso,7
perez_2019_17,2019,17,perez,racing_point,8
stroll_2019_17,2019,17,stroll,racing_point,9
kvyat_2019_17,2019,17,kvyat,toro_rosso,10
norris_2019_17,2019,17,norris,mclaren,11
raikkonen_2019_17,2019,17,raikkonen,alfa,12
grosjean_2019_17,2019,17,grosjean,haas,13
giovinazzi_2019_17,2019,17,giovinazzi,alfa,14
kevin_magnussen_2019_17,2019,17,kevin_magnussen,haas,15
russell_2019_17,2019,17,russell,williams,16
kubica_2019_17,2019,17,kubica,williams,17
hamilton_2019_18,2019,18,hamilton,mercedes,1
vettel_2019_18,2019,18,vettel,ferrari,2
bottas_2019_18,2019,18,bottas,mercedes,3
leclerc_2019_18,2019,18,leclerc,ferrari,4
albon_2019_18,2019,18,albon,red_bull,5
max_verstappen_2019_18,2019,18,max_verstappen,red_bull,6
perez_2019_18,2019,18,perez,racing_point,7
ricciardo_2019_18,2019,18,ricciardo,renault,8
gasly_2019_18,2019,18,gasly,toro_rosso,9
hulkenberg_2019_18,2019,18,hulkenberg,renault,10
kvyat_2019_18,2019,18,kvyat,toro_rosso,11
stroll_2019_18,2019,18,stroll,racing_point,12
sainz_2019_18,2019,18,sainz,mclaren,13
giovinazzi_2019_18,2019,18,giovinazzi,alfa,14
kevin_magnussen_2019_18,2019,18,kevin_magnussen,haas,15
russell_2019_18,2019,18,russell,williams,16
grosjean_2019_18,2019,18,grosjean,haas,17
kubica_2019_18,2019,18,kubica,williams,18
bottas_2019_19,2019,19,bottas,mercedes,1
hamilton_2019_19,2019,19,hamilton,mercedes,2
max_verstappen_2019_19,2019,19,max_verstappen,red_bull,3
leclerc_2019_19,2019,19,leclerc,ferrari,4
albon_2019_19,2019,19,albon,red_bull,5
ricciardo_2019_19,2019,19,ricciardo,renault,6
norris_2019_19,2019,19,norris,mclaren,7
sainz_2019_19,2019,19,sainz,mclaren,8
hulkenberg_2019_19,2019,19,hulkenberg,renault,9
perez_2019_19,2019,19,perez,racing_point,10
raikkonen_2019_19,2019,19,raikkonen,alfa,11
kvyat_2019_19,2019,19,kvyat,toro_rosso,12
stroll_2019_19,2019,19,stroll,racing_point,13
giovinazzi_2019_19,2019,19,giovinazzi,alfa,14
grosjean_2019_19,2019,19,grosjean,haas,15
russell_2019_19,2019,19,russell,williams,17
max_verstappen_2019_20,2019,20,max_verstappen,red_bull,1
gasly_2019_20,2019,20,gasly,toro_rosso,2
sainz_2019_20,2019,20,sainz,mclaren,3
raikkonen_2019_20,2019,20,raikkonen,alfa,4
giovinazzi_2019_20,2019,20,giovinazzi,alfa,5
ricciardo_2019_20,2019,20,ricciardo,renault,6
hamilton_2019_20,2019,20,hamilton,mercedes,7
norris_2019_20,2019,20,norris,mclaren,8
perez_2019_20,2019,20,perez,racing_point,9
kvyat_2019_20,2019,20,kvyat,toro_rosso,10
kevin_magnussen_2019_20,2019,20,kevin_magnussen,haas,11
russell_2019_20,2019,20,russell,williams,12
grosjean_2019_20,2019,20,grosjean,haas,13
albon_2019_20,2019,20,albon,red_bull,14
hulkenberg_2019_20,2019,20,hulkenberg,renault,15
kubica_2019_20,2019,20,kubica,williams,16
hamilton_2019_21,2019,21,hamilton,mercedes,1
max_verstappen_2019_21,2019,21,max_verstappen,red_bull,2
leclerc_2019_21,2019,21,leclerc,ferrari,3
bottas_2019_21,2019,21,bottas,mercedes,4
vettel_2019_21,2019,21,vettel,ferrari,5
albon_2019_21,2019,21,albon,red_bull,6
perez_2019_21,2019,21,perez,racing_point,7
norris_2019_21,2019,21,norris,mclaren,8
kvyat_2019_21,2019,21,kvyat,toro_rosso,9
sainz_2019_21,2019,21,sainz,mclaren,10
ricciardo_2019_21,2019,21,ricciardo,renault,11
hulkenberg_2019_21,2019,21,hulkenberg,renault,12
raikkonen_2019_21,2019,21,raikkonen,alfa,13
kevin_magnussen_2019_21,2019,21,kevin_magnussen,haas,14
grosjean_2019_21,2019,21,grosjean,haas,15
giovinazzi_2019_21,2019,21,giovinazzi,alfa,16
russell_2019_21,2019,21,russell,williams,17
gasly_2019_21,2019,21,gasly,toro_rosso,18
kubica_2019_21,2019,21,kubica,williams,19
bottas_2020_1,2020,1,bottas,mercedes,1
leclerc_2020_1,2020,1,leclerc,ferrari,2
norris_2020_1,2020,1,norris,mclaren,3
hamilton_2020_1,2020,1,hamilton,mercedes,4
sainz_2020_1,2020,1,sainz,mclaren,5
perez_2020_1,2020,1,perez,racing_point,6
gasly_2020_1,2020,1,gasly,alphatauri,7
ocon_2020_1,2020,1,ocon,renault,8
giovinazzi_2020_1,2020,1,giovinazzi,alfa,9
vettel_2020_1,2020,1,vettel,ferrari,10
latifi_2020_1,2020,1,latifi,williams,11
hamilton_2020_2,2020,2,hamilton,mercedes,1
bottas_2020_2,2020,2,bottas,mercedes,2
max_verstappen_2020_2,2020,2,max_verstappen,red_bull,3
albon_2020_2,2020,2,albon,red_bull,4
norris_2020_2,2020,2,norris,mclaren,5
perez_2020_2,2020,2,perez,racing_point,6
stroll_2020_2,2020,2,stroll,racing_point,7
ricciardo_2020_2,2020,2,ricciardo,renault,8
sainz_2020_2,2020,2,sainz,mclaren,9
kvyat_2020_2,2020,2,kvyat,alphatauri,10
raikkonen_2020_2,2020,2,raikkonen,alfa,11
kevin_magnussen_2020_2,2020,2,kevin_magnussen,haas,12
grosjean_2020_2,2020,2,grosjean,haas,13
giovinazzi_2020_2,2020,2,giovinazzi,alfa,14
gasly_2020_2,2020,2,gasly,alphatauri,15
russell_2020_2,2020,2,russell,williams,16
latifi_2020_2,2020,2,latifi,williams,17
hamilton_2020_3,2020,3,hamilton,mercedes,1
max_verstappen_2020_3,2020,3,max_verstappen,red_bull,2
bottas_2020_3,2020,3,bottas,mercedes,3
stroll_2020_3,2020,3,stroll,racing_point,4
albon_2020_3,2020,3,albon,red_bull,5
vettel_2020_3,2020,3,vettel,ferrari,6
perez_2020_3,2020,3,perez,racing_point,7
ricciardo_2020_3,2020,3,ricciardo,renault,8
sainz_2020_3,2020,3,sainz,mclaren,9
kevin_magnussen_2020_3,2020,3,kevin_magnussen,haas,10
leclerc_2020_3,2020,3,leclerc,ferrari,11
kvyat_2020_3,2020,3,kvyat,alphatauri,12
norris_2020_3,2020,3,norris,mclaren,13
ocon_2020_3,2020,3,ocon,renault,14
raikkonen_2020_3,2020,3,raikkonen,alfa,15
grosjean_2020_3,2020,3,grosjean,haas,16
giovinazzi_2020_3,2020,3,giovinazzi,alfa,17
russell_2020_3,2020,3,russell,williams,18
latifi_2020_3,2020,3,latifi,williams,19
hamilton_2020_4,2020,4,hamilton,mercedes,1
max_verstappen_2020_4,2020,4,max_verstappen,red_bull,2
leclerc_2020_4,2020,4,leclerc,ferrari,3
ricciardo_2020_4,2020,4,ricciardo,renault,4
norris_2020_4,2020,4,norris,mclaren,5
ocon_2020_4,2020,4,ocon,renault,6
gasly_2020_4,2020,4,gasly,alphatauri,7
albon_2020_4,2020,4,albon,red_bull,8
stroll_2020_4,2020,4,stroll,racing_point,9
vettel_2020_4,2020,4,vettel,ferrari,10
bottas_2020_4,2020,4,bottas,mercedes,11
russell_2020_4,2020,4,russell,williams,12
sainz_2020_4,2020,4,sainz,mclaren,13
giovinazzi_2020_4,2020,4,giovinazzi,alfa,14
latifi_2020_4,2020,4,latifi,williams,15
grosjean_2020_4,2020,4,grosjean,haas,16
raikkonen_2020_4,2020,4,raikkonen,alfa,17
max_verstappen_2020_5,2020,5,max_verstappen,red_bull,1
hamilton_2020_5,2020,5,hamilton,mercedes,2
bottas_2020_5,2020,5,bottas,mercedes,3
leclerc_2020_5,2020,5,leclerc,ferrari,4
albon_2020_5,2020,5,albon,red_bull,5
stroll_2020_5,2020,5,stroll,racing_point,6
hulkenberg_2020_5,2020,5,hulkenberg,racing_point,7
ocon_2020_5,2020,5,ocon,renault,8
norris_2020_5,2020,5,norris,mclaren,9
kvyat_2020_5,2020,5,kvyat,alphatauri,10
gasly_2020_5,2020,5,gasly,alphatauri,11
vettel_2020_5,2020,5,vettel,ferrari,12
sainz_2020_5,2020,5,sainz,mclaren,13
ricciardo_2020_5,2020,5,ricciardo,renault,14
raikkonen_2020_5,2020,5,raikkonen,alfa,15
grosjean_2020_5,2020,5,grosjean,haas,16
giovinazzi_2020_5,2020,5,giovinazzi,alfa,17
russell_2020_5,2020,5,russell,williams,18
latifi_2020_5,2020,5,latifi,williams,19
hamilton_2020_6,2020,6,hamilton,mercedes,1
max_verstappen_2020_6,2020,6,max_verstappen,red_bull,2
bottas_2020_6,2020,6,bottas,mercedes,3
stroll_2020_6,2020,6,stroll,racing_point,4
perez_2020_6,2020,6,perez,racing_point,5
sainz_2020_6,2020,6,sainz,mclaren,6
vettel_2020_6,2020,6,vettel,ferrari,7
albon_2020_6,2020,6,albon,red_bull,8
gasly_2020_6,2020,6,gasly,alphatauri,9
norris_2020_6,2020,6,norris,mclaren,10
ricciardo_2020_6,2020,6,ricciardo,renault,11
kvyat_2020_6,2020,6,kvyat,alphatauri,12
ocon_2020_6,2020,6,ocon,renault,13
raikkonen_2020_6,2020,6,raikkonen,alfa,14
kevin_magnussen_2020_6,2020,6,kevin_magnussen,haas,15
giovinazzi_2020_6,2020,6,giovinazzi,alfa,16
russell_2020_6,2020,6,russell,williams,17
latifi_2020_6,2020,6,latifi,williams,18
grosjean_2020_6,2020,6,grosjean,haas,19
hamilton_2020_7,2020,7,hamilton,mercedes,1
bottas_2020_7,2020,7,bottas,mercedes,2
max_verstappen_2020_7,2020,7,max_verstappen,red_bull,3
ricciardo_2020_7,2020,7,ricciardo,renault,4
ocon_2020_7,2020,7,ocon,renault,5
albon_2020_7,2020,7,albon,red_bull,6
norris_2020_7,2020,7,norris,mclaren,7
gasly_2020_7,2020,7,gasly,alphatauri,8
stroll_2020_7,2020,7,stroll,racing_point,9
perez_2020_7,2020,7,perez,racing_point,10
kvyat_2020_7,2020,7,kvyat,alphatauri,11
raikkonen_2020_7,2020,7,raikkonen,alfa,12
vettel_2020_7,2020,7,vettel,ferrari,13
leclerc_2020_7,2020,7,leclerc,ferrari,14
grosjean_2020_7,2020,7,grosjean,haas,15
latifi_2020_7,2020,7,latifi,williams,16
kevin_magnussen_2020_7,2020,7,kevin_magnussen,haas,17
gasly_2020_8,2020,8,gasly,alphatauri,1
sainz_2020_8,2020,8,sainz,mclaren,2
stroll_2020_8,2020,8,stroll,racing_point,3
norris_2020_8,2020,8,norris,mclaren,4
bottas_2020_8,2020,8,bottas,mercedes,5
ricciardo_2020_8,2020,8,ricciardo,renault,6
hamilton_2020_8,2020,8,hamilton,mercedes,7
ocon_2020_8,2020,8,ocon,renault,8
kvyat_2020_8,2020,8,kvyat,alphatauri,9
perez_2020_8,2020,8,perez,racing_point,10
latifi_2020_8,2020,8,latifi,williams,11
grosjean_2020_8,2020,8,grosjean,haas,12
raikkonen_2020_8,2020,8,raikkonen,alfa,13
russell_2020_8,2020,8,russell,williams,14
albon_2020_8,2020,8,albon,red_bull,15
giovinazzi_2020_8,2020,8,giovinazzi,alfa,16
hamilton_2020_9,2020,9,hamilton,mercedes,1
bottas_2020_9,2020,9,bottas,mercedes,2
albon_2020_9,2020,9,albon,red_bull,3
ricciardo_2020_9,2020,9,ricciardo,renault,4
perez_2020_9,2020,9,perez,racing_point,5
norris_2020_9,2020,9,norris,mclaren,6
kvyat_2020_9,2020,9,kvyat,alphatauri,7
leclerc_2020_9,2020,9,leclerc,ferrari,8
raikkonen_2020_9,2020,9,raikkonen,alfa,9
vettel_2020_9,2020,9,vettel,ferrari,10
russell_2020_9,2020,9,russell,williams,11
grosjean_2020_9,2020,9,grosjean,haas,12
bottas_2020_10,2020,10,bottas,mercedes,1
max_verstappen_2020_10,2020,10,max_verstappen,red_bull,2
hamilton_2020_10,2020,10,hamilton,mercedes,3
perez_2020_10,2020,10,perez,racing_point,4
ricciardo_2020_10,2020,10,ricciardo,renault,5
leclerc_2020_10,2020,10,leclerc,ferrari,6
ocon_2020_10,2020,10,ocon,renault,7
kvyat_2020_10,2020,10,kvyat,alphatauri,8
gasly_2020_10,2020,10,gasly,alphatauri,9
albon_2020_10,2020,10,albon,red_bull,10
giovinazzi_2020_10,2020,10,giovinazzi,alfa,11
kevin_magnussen_2020_10,2020,10,kevin_magnussen,haas,12
vettel_2020_10,2020,10,vettel,ferrari,13
raikkonen_2020_10,2020,10,raikkonen,alfa,14
norris_2020_10,2020,10,norris,mclaren,15
latifi_2020_10,2020,10,latifi,williams,16
grosjean_2020_10,2020,10,grosjean,haas,17
russell_2020_10,2020,10,russell,williams,18
hamilton_2020_11,2020,11,hamilton,mercedes,1
max_verstappen_2020_11,2020,11,max_verstappen,red_bull,2
ricciardo_2020_11,2020,11,ricciardo,renault,3
perez_2020_11,2020,11,perez,racing_point,4
sainz_2020_11,2020,11,sainz,mclaren,5
gasly_2020_11,2020,11,gasly,alphatauri,6
leclerc_2020_11,2020,11,leclerc,ferrari,7
hulkenberg_2020_11,2020,11,hulkenberg,racing_point,8
grosjean_2020_11,2020,11,grosjean,haas,9
giovinazzi_2020_11,2020,11,giovinazzi,alfa,10
vettel_2020_11,2020,11,vettel,ferrari,11
raikkonen_2020_11,2020,11,raikkonen,alfa,12
kevin_magnussen_2020_11,2020,11,kevin_magnussen,haas,13
latifi_2020_11,2020,11,latifi,williams,14
kvyat_2020_11,2020,11,kvyat,alphatauri,15
hamilton_2020_12,2020,12,hamilton,mercedes,1
bottas_2020_12,2020,12,bottas,mercedes,2
max_verstappen_2020_12,2020,12,max_verstappen,red_bull,3
leclerc_2020_12,2020,12,leclerc,ferrari,4
gasly_2020_12,2020,12,gasly,alphatauri,5
sainz_2020_12,2020,12,sainz,mclaren,6
perez_2020_12,2020,12,perez,racing_point,7
ocon_2020_12,2020,12,ocon,renault,8
ricciardo_2020_12,2020,12,ricciardo,renault,9
vettel_2020_12,2020,12,vettel,ferrari,10
raikkonen_2020_12,2020,12,raikkonen,alfa,11
albon_2020_12,2020,12,albon,red_bull,12
norris_2020_12,2020,12,norris,mclaren,13
russell_2020_12,2020,12,russell,williams,14
giovinazzi_2020_12,2020,12,giovinazzi,alfa,15
kevin_magnussen_2020_12,2020,12,kevin_magnussen,haas,16
grosjean_2020_12,2020,12,grosjean,haas,17
latifi_2020_12,2020,12,latifi,williams,18
kvyat_2020_12,2020,12,kvyat,alphatauri,19
hamilton_2020_13,2020,13,hamilton,mercedes,1
bottas_2020_13,2020,13,bottas,mercedes,2
ricciardo_2020_13,2020,13,ricciardo,renault,3
kvyat_2020_13,2020,13,kvyat,alphatauri,4
leclerc_2020_13,2020,13,leclerc,ferrari,5
perez_2020_13,2020,13,perez,racing_point,6
sainz_2020_13,2020,13,sainz,mclaren,7
norris_2020_13,2020,13,norris,mclaren,8
raikkonen_2020_13,2020,13,raikkonen,alfa,9
giovinazzi_2020_13,2020,13,giovinazzi,alfa,10
latifi_2020_13,2020,13,latifi,williams,11
vettel_2020_13,2020,13,vettel,ferrari,12
stroll_2020_13,2020,13,stroll,racing_point,13
grosjean_2020_13,2020,13,grosjean,haas,14
albon_2020_13,2020,13,albon,red_bull,15
hamilton_2020_14,2020,14,hamilton,mercedes,1
perez_2020_14,2020,14,perez,racing_point,2
vettel_2020_14,2020,14,vettel,ferrari,3
leclerc_2020_14,2020,14,leclerc,ferrari,4
sainz_2020_14,2020,14,sainz,mclaren,5
max_verstappen_2020_14,2020,14,max_verstappen,red_bull,6
albon_2020_14,2020,14,albon,red_bull,7
norris_2020_14,2020,14,norris,mclaren,8
stroll_2020_14,2020,14,stroll,racing_point,9
ricciardo_2020_14,2020,14,ricciardo,renault,10
ocon_2020_14,2020,14,ocon,renault,11
kvyat_2020_14,2020,14,kvyat,alphatauri,12
gasly_2020_14,2020,14,gasly,alphatauri,13
bottas_2020_14,2020,14,bottas,mercedes,14
raikkonen_2020_14,2020,14,raikkonen,alfa,15
russell_2020_14,2020,14,russell,williams,16
hamilton_2020_15,2020,15,hamilton,mercedes,1
max_verstappen_2020_15,2020,15,max_verstappen,red_bull,2
albon_2020_15,2020,15,albon,red_bull,3
norris_2020_15,2020,15,norris,mclaren,4
sainz_2020_15,2020,15,sainz,mclaren,5
gasly_2020_15,2020,15,gasly,alphatauri,6
ricciardo_2020_15,2020,15,ricciardo,renault,7
bottas_2020_15,2020,15,bottas,mercedes,8
ocon_2020_15,2020,15,ocon,renault,9
leclerc_2020_15,2020,15,leclerc,ferrari,10
kvyat_2020_15,2020,15,kvyat,alphatauri,11
russell_2020_15,2020,15,russell,williams,12
vettel_2020_15,2020,15,vettel,ferrari,13
latifi_2020_15,2020,15,latifi,williams,14
raikkonen_2020_15,2020,15,raikkonen,alfa,15
giovinazzi_2020_15,2020,15,giovinazzi,alfa,16
kevin_magnussen_2020_15,2020,15,kevin_magnussen,haas,17
perez_2020_16,2020,16,perez,racing_point,1
ocon_2020_16,2020,16,ocon,renault,2
stroll_2020_16,2020,16,stroll,racing_point,3
sainz_2020_16,2020,16,sainz,mclaren,4
ricciardo_2020_16,2020,16,ricciardo,renault,5
albon_2020_16,2020,16,albon,red_bull,6
kvyat_2020_16,2020,16,kvyat,alphatauri,7
bottas_2020_16,2020,16,bottas,mercedes,8
russell_2020_16,2020,16,russell,mercedes,9
norris_2020_16,2020,16,norris,mclaren,10
gasly_2020_16,2020,16,gasly,alphatauri,11
vettel_2020_16,2020,16,vettel,ferrari,12
giovinazzi_2020_16,2020,16,giovinazzi,alfa,13
raikkonen_2020_16,2020,16,raikkonen,alfa,14
kevin_magnussen_2020_16,2020,16,kevin_magnussen,haas,15
aitken_2020_16,2020,16,aitken,williams,16
pietro_fittipaldi_2020_16,2020,16,pietro_fittipaldi,haas,17
max_verstappen_2020_17,2020,17,max_verstappen,red_bull,1
bottas_2020_17,2020,17,bottas,mercedes,2
hamilton_2020_17,2020,17,hamilton,mercedes,3
albon_2020_17,2020,17,albon,red_bull,4
norris_2020_17,2020,17,norris,mclaren,5
sainz_2020_17,2020,17,sainz,mclaren,6
ricciardo_2020_17,2020,17,ricciardo,renault,7
gasly_2020_17,2020,17,gasly,alphatauri,8
ocon_2020_17,2020,17,ocon,renault,9
stroll_2020_17,2020,17,stroll,racing_point,10
kvyat_2020_17,2020,17,kvyat,alphatauri,11
raikkonen_2020_17,2020,17,raikkonen,alfa,12
leclerc_2020_17,2020,17,leclerc,ferrari,13
vettel_2020_17,2020,17,vettel,ferrari,14
russell_2020_17,2020,17,russell,williams,15
giovinazzi_2020_17,2020,17,giovinazzi,alfa,16
latifi_2020_17,2020,17,latifi,williams,17
kevin_magnussen_2020_17,2020,17,kevin_magnussen,haas,18
pietro_fittipaldi_2020_17,2020,17,pietro_fittipaldi,haas,19
hamilton_2021_1,2021,1,hamilton,mercedes,1
max_verstappen_2021_1,2021,1,max_verstappen,red_bull,2
bottas_2021_1,2021,1,bottas,mercedes,3
norris_2021_1,2021,1,norris,mclaren,4
perez_2021_1,2021,1,perez,red_bull,5
leclerc_2021_1,2021,1,leclerc,ferrari,6
ricciardo_2021_1,2021,1,ricciardo,mclaren,7
sainz_2021_1,2021,1,sainz,ferrari,8
tsunoda_2021_1,2021,1,tsunoda,alphatauri,9
stroll_2021_1,2021,1,stroll,aston_martin,10
raikkonen_2021_1,2021,1,raikkonen,alfa,11
giovinazzi_2021_1,2021,1,giovinazzi,alfa,12
ocon_2021_1,2021,1,ocon,alpine,13
russell_2021_1,2021,1,russell,williams,14
vettel_2021_1,2021,1,vettel,aston_martin,15
mick_schumacher_2021_1,2021,1,mick_schumacher,haas,16
max_verstappen_2021_2,2021,2,max_verstappen,red_bull,1
hamilton_2021_2,2021,2,hamilton,mercedes,2
norris_2021_2,2021,2,norris,mclaren,3
leclerc_2021_2,2021,2,leclerc,ferrari,4
sainz_2021_2,2021,2,sainz,ferrari,5
ricciardo_2021_2,2021,2,ricciardo,mclaren,6
gasly_2021_2,2021,2,gasly,alphatauri,7
stroll_2021_2,2021,2,stroll,aston_martin,8
ocon_2021_2,2021,2,ocon,alpine,9
alonso_2021_2,2021,2,alonso,alpine,10
perez_2021_2,2021,2,perez,red_bull,11
tsunoda_2021_2,2021,2,tsunoda,alphatauri,12
raikkonen_2021_2,2021,2,raikkonen,alfa,13
giovinazzi_2021_2,2021,2,giovinazzi,alfa,14
mick_schumacher_2021_2,2021,2,mick_schumacher,haas,16
mazepin_2021_2,2021,2,mazepin,haas,17
hamilton_2021_3,2021,3,hamilton,mercedes,1
max_verstappen_2021_3,2021,3,max_verstappen,red_bull,2
bottas_2021_3,2021,3,bottas,mercedes,3
perez_2021_3,2021,3,perez,red_bull,4
norris_2021_3,2021,3,norris,mclaren,5
leclerc_2021_3,2021,3,leclerc,ferrari,6
ocon_2021_3,2021,3,ocon,alpine,7
alonso_2021_3,2021,3,alonso,alpine,8
ricciardo_2021_3,2021,3,ricciardo,mclaren,9
gasly_2021_3,2021,3,gasly,alphatauri,10
sainz_2021_3,2021,3,sainz,ferrari,11
giovinazzi_2021_3,2021,3,giovinazzi,alfa,12
vettel_2021_3,2021,3,vettel,aston_martin,13
stroll_2021_3,2021,3,stroll,aston_martin,14
tsunoda_2021_3,2021,3,tsunoda,alphatauri,15
russell_2021_3,2021,3,russell,williams,16
mick_schumacher_2021_3,2021,3,mick_schumacher,haas,17
latifi_2021_3,2021,3,latifi,williams,18
mazepin_2021_3,2021,3,mazepin,haas,19
hamilton_2021_4,2021,4,hamilton,mercedes,1
max_verstappen_2021_4,2021,4,max_verstappen,red_bull,2
bottas_2021_4,2021,4,bottas,mercedes,3
leclerc_2021_4,2021,4,leclerc,ferrari,4
perez_2021_4,2021,4,perez,red_bull,5
ricciardo_2021_4,2021,4,ricciardo,mclaren,6
sainz_2021_4,2021,4,sainz,ferrari,7
norris_2021_4,2021,4,norris,mclaren,8
ocon_2021_4,2021,4,ocon,alpine,9
gasly_2021_4,2021,4,gasly,alphatauri,10
stroll_2021_4,2021,4,stroll,aston_martin,11
raikkonen_2021_4,2021,4,raikkonen,alfa,12
vettel_2021_4,2021,4,vettel,aston_martin,13
russell_2021_4,2021,4,russell,williams,14
giovinazzi_2021_4,2021,4,giovinazzi,alfa,15
latifi_2021_4,2021,4,latifi,williams,16
alonso_2021_4,2021,4,alonso,alpine,17
mick_schumacher_2021_4,2021,4,mick_schumacher,haas,18
mazepin_2021_4,2021,4,mazepin,haas,19
max_verstappen_2021_5,2021,5,max_verstappen,red_bull,1
sainz_2021_5,2021,5,sainz,ferrari,2
norris_2021_5,2021,5,norris,mclaren,3
perez_2021_5,2021,5,perez,red_bull,4
vettel_2021_5,2021,5,vettel,aston_martin,5
gasly_2021_5,2021,5,gasly,alphatauri,6
