season,round,RaceID,race_name,driver_id,constructor_id,race_order,constructor_coef_rapm,rapm_cold_start_flag,target_definition,alpha,decay,decay_unit,coefficient_status,n_train_rows,n_train_races
2018,10,gasly_2018_10,British Grand Prix,gasly,toro_rosso,10,-1.4291764983154773,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,hamilton_2018_10,British Grand Prix,hamilton,mercedes,10,2.4404058349093614,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,hulkenberg_2018_10,British Grand Prix,hulkenberg,renault,10,0.1763036623471669,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,kevin_magnussen_2018_10,British Grand Prix,kevin_magnussen,haas,10,-0.8075857107288046,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,ocon_2018_10,British Grand Prix,ocon,force_india,10,-0.5862104092201287,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,perez_2018_10,British Grand Prix,perez,force_india,10,-0.5862104092201287,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,raikkonen_2018_10,British Grand Prix,raikkonen,ferrari,10,2.470313547446303,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,ricciardo_2018_10,British Grand Prix,ricciardo,red_bull,10,2.1287418390848925,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,sirotkin_2018_10,British Grand Prix,sirotkin,williams,10,-2.510694636504627,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,stroll_2018_10,British Grand Prix,stroll,williams,10,-2.510694636504627,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,vandoorne_2018_10,British Grand Prix,vandoorne,mclaren,10,-0.3877332066494587,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,vettel_2018_10,British Grand Prix,vettel,ferrari,10,2.470313547446303,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,11,bottas_2018_11,German Grand Prix,bottas,mercedes,11,2.5216556687359852,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,brendon_hartley_2018_11,German Grand Prix,brendon_hartley,toro_rosso,11,-1.5450299460392978,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,ericsson_2018_11,German Grand Prix,ericsson,sauber,11,-1.5162056925370988,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,gasly_2018_11,German Grand Prix,gasly,toro_rosso,11,-1.5450299460392978,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,grosjean_2018_11,German Grand Prix,grosjean,haas,11,-0.8254490706133053,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,hamilton_2018_11,German Grand Prix,hamilton,mercedes,11,2.5216556687359852,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,hulkenberg_2018_11,German Grand Prix,hulkenberg,renault,11,0.2136591310672152,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,kevin_magnussen_2018_11,German Grand Prix,kevin_magnussen,haas,11,-0.8254490706133053,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,leclerc_2018_11,German Grand Prix,leclerc,sauber,11,-1.5162056925370988,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,max_verstappen_2018_11,German Grand Prix,max_verstappen,red_bull,11,2.1134933548265784,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,ocon_2018_11,German Grand Prix,ocon,force_india,11,-0.5515090224915358,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,perez_2018_11,German Grand Prix,perez,force_india,11,-0.5515090224915358,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,raikkonen_2018_11,German Grand Prix,raikkonen,ferrari,11,2.5975410336384277,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,sainz_2018_11,German Grand Prix,sainz,renault,11,0.2136591310672152,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,vandoorne_2018_11,German Grand Prix,vandoorne,mclaren,11,-0.43315890894554626,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,12,alonso_2018_12,Hungarian Grand Prix,alonso,mclaren,12,-0.5351405412027646,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,170,11
