season,round,race_name,driver_id,constructor_id,grid_position,finish_position,status,points,laps,RaceID,grid_position_zero_flag,fastf1_laps_count,fastf1_avg_lap_time,fastf1_best_lap_time,fastf1_avg_sector1,fastf1_avg_sector2,fastf1_avg_sector3,fastf1_first_compound,fastf1_main_compound,fastf1_max_tyre_life,fastf1_stints_count,fastf1_pit_in_count,fastf1_pit_out_count,status_normalizado,dnf_categoria,is_dnf,dnf_flag,dnf_driver_flag,dnf_car_flag,dnf_other_flag,circuit_id,compound_normalizado,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,laps_zscore,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax
2018,1,Australian Grand Prix,perez,force_india,12,11,Finished,0.0,58,perez_2018_1,0,58.0,93.45,87.633,31.03029824561404,24.667706896551724,37.60429310344828,ULTRASOFT,SOFT,34.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,albert_park,ULTRASOFT,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.14430312730363337,-0.36092836321601923,-0.03004451981259301,-0.07985801084708896,0.3172867756469428,-1.4127044308410746,1.1678930644863093,0.05329746617998741,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.6000000000000001,0.6627906976744186
2018,1,Australian Grand Prix,ocon,force_india,14,12,Finished,0.0,58,ocon_2018_1,0,58.0,93.68208620689654,87.6,31.05933333333333,24.752379310344825,37.71377586206896,ULTRASOFT,SOFT,35.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,albert_park,ULTRASOFT,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.14430312730363337,-0.36092836321601923,-0.015994524542632053,-0.08182687021072743,0.32167142974509927,-1.4025700803183234,1.1828326361228192,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.7000000000000001,0.6627906976744186
2018,1,Australian Grand Prix,leclerc,sauber,18,13,Finished,0.0,58,leclerc_2018_1,0,58.0,93.949,88.759,30.975736842105263,24.8836551724138,37.89972413793104,SUPERSOFT,ULTRASOFT,31.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,albert_park,SUPERSOFT,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.14430312730363337,-0.36092836321601923,0.0001638572101561992,-0.012678142863547924,0.3090473350153584,-1.3868578129837204,1.208206381020423,-0.24084860810198458,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.9,0.6627906976744186
2018,1,Australian Grand Prix,stroll,williams,13,14,Finished,0.0,58,stroll_2018_1,0,58.0,93.99260344827586,88.511,31.15859649122807,24.98051724137932,37.70356896551724,SUPERSOFT,ULTRASOFT,29.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,albert_park,SUPERSOFT,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.14430312730363337,-0.36092836321601923,0.002803515336427014,-0.027474419293315615,0.3366613831513695,-1.3752644956885016,1.181439844562377,-0.4369459909566326,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.65,0.6627906976744186
2018,1,Australian Grand Prix,brendon_hartley,toro_rosso,16,15,+1 Lap,0.0,57,brendon_hartley_2018_1,0,57.0,94.66243859649124,88.176,31.27407142857143,24.9160701754386,38.293894736842105,SOFT,ULTRASOFT,33.0,2.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,albert_park,SOFT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.23942485446852518,-0.406596259183396,0.04335388146945228,-0.047461324954493,0.35409951394511724,-1.3829780959881466,1.2619932966373413,-0.04475122524733659,-0.8443687333461517,-0.03582426793794365,-0.06402680118569447,0.8,0.6511627906976744
2018,2,Bahrain Grand Prix,vettel,ferrari,1,1,Finished,25.0,57,vettel_2018_2,0,57.0,96.88858928571427,94.453,31.1384,41.791125,23.96026785714286,SUPERSOFT,SOFT,39.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.23942485446852518,-0.406596259183396,0.17812021279110163,0.3270395909715153,0.33361146544877185,0.636779142781905,-0.6939150881905132,0.5435409233166074,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.05,0.6511627906976744
2018,2,Bahrain Grand Prix,bottas,mercedes,3,2,Finished,18.0,57,bottas_2018_2,0,57.0,96.90201785714284,93.74,31.04809090909091,41.91933928571429,23.91801785714286,SUPERSOFT,MEDIUM,37.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.23942485446852518,-0.406596259183396,0.17893314936142413,0.28450029623593354,0.3199736858979195,0.6521249733215632,-0.6996803512291384,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.15000000000000002,0.6511627906976744
2018,2,Bahrain Grand Prix,hamilton,mercedes,9,3,Finished,15.0,57,hamilton_2018_2,0,57.0,97.01046428571428,93.953,31.00632727272728,41.92660714285714,24.003232142857144,SOFT,MEDIUM,31.0,2.0,1.0,1.0,finished,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.23942485446852518,-0.406596259183396,0.18549826078638756,0.29720838849214554,0.31366686495402935,0.6529948553591167,-0.688052356630525,-0.24084860810198458,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.45,0.6511627906976744
2018,2,Bahrain Grand Prix,gasly,toro_rosso,5,4,Finished,12.0,57,gasly_2018_2,0,57.0,97.98323214285712,94.863,31.81910909090909,42.07155357142857,24.057089285714284,SUPERSOFT,SUPERSOFT,26.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.23942485446852518,-0.406596259183396,0.24438751566450995,0.3515011770045983,0.43640688091169827,0.6703433381572244,-0.6807032301197502,-0.7310920652386046,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.25,0.6511627906976744
2018,2,Bahrain Grand Prix,kevin_magnussen,haas,6,5,Finished,10.0,57,kevin_magnussen_2018_2,0,57.0,98.19273684210526,94.327,31.72814545454545,42.31760714285714,24.111232142857144,SUPERSOFT,SOFT,30.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.23942485446852518,-0.406596259183396,0.25707047546997214,0.3195221279467138,0.4226702569751338,0.699793226598164,-0.6733151162004294,-0.3388972995293086,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.30000000000000004,0.6511627906976744
2018,2,Bahrain Grand Prix,hulkenberg,renault,7,6,Finished,8.0,57,hulkenberg_2018_2,0,57.0,98.61340350877192,94.667,31.73994545454545,42.43410714285714,24.40278571428572,SUPERSOFT,SUPERSOFT,24.0,3.0,2.0,2.0,finished,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.23942485446852518,-0.406596259183396,0.28253672249917017,0.3398073456326855,0.42445220159532726,0.7137369868266773,-0.6335309024930593,-0.9271894480932525,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.35000000000000003,0.6511627906976744
2018,2,Bahrain Grand Prix,alonso,mclaren,13,7,+1 Lap,6.0,56,alonso_2018_2,0,56.0,98.63482142857144,94.168,31.921907407407407,42.20663636363637,24.44818181818182,SOFT,MEDIUM,25.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.2838333168806268,0.3100358055582747,0.45193068659383073,0.6865112528829213,-0.6273363349217037,-0.8291407566659286,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.65,0.6395348837209303
2018,2,Bahrain Grand Prix,vandoorne,mclaren,14,8,+1 Lap,4.0,56,vandoorne_2018_2,0,56.0,98.805875,95.131,32.035472727272726,42.19550909090909,24.50067272727273,SUPERSOFT,MEDIUM,28.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.2941885288581853,0.3674907015335406,0.46908044174422103,0.6851794415275009,-0.620173639109972,-0.5349946823839565,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.7000000000000001,0.6395348837209303
2018,2,Bahrain Grand Prix,ericsson,sauber,17,9,+1 Lap,2.0,56,ericsson_2018_2,0,56.0,98.88492857142856,95.093,31.703333333333333,42.54078181818182,24.560654545454547,SOFT,MEDIUM,33.0,2.0,1.0,1.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.334546581633417,-0.4522641551507728,0.2989742605028923,0.36522353014510867,0.4189233225760208,0.7265047644677242,-0.6119887643323819,-0.04475122524733659,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.8500000000000001,0.6395348837209303
2018,2,Bahrain Grand Prix,ocon,force_india,8,10,+1 Lap,1.0,56,ocon_2018_2,0,56.0,98.994375,95.043,31.87462962962963,42.593272727272726,24.491727272727275,SUPERSOFT,SOFT,21.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.3055999097575609,0.3622404098971718,0.44479116271537056,0.7327873451590573,-0.6213942994284243,-1.2213355223752245,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.4,0.6395348837209303
2018,2,Bahrain Grand Prix,sainz,renault,10,11,+1 Lap,0.0,56,sainz_2018_2,0,56.0,99.1125892857143,95.535,31.89437037037037,42.5994,24.54887272727273,SUPERSOFT,SOFT,40.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.334546581633417,-0.4522641551507728,0.3127563460548199,0.39159431313687115,0.44777225650872693,0.7335207118694768,-0.6135964632883921,0.6415896147439314,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.5,0.6395348837209303
2018,2,Bahrain Grand Prix,leclerc,sauber,19,12,+1 Lap,0.0,56,leclerc_2018_2,0,56.0,99.20669642857142,95.058,32.02337037037037,42.55427272727273,24.552436363636364,SOFT,MEDIUM,31.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.334546581633417,-0.4522641551507728,0.31845338824312014,0.36313534597155295,0.4672528375261011,0.7281194769280533,-0.6131101839745375,-0.24084860810198458,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.9500000000000001,0.6395348837209303
2018,2,Bahrain Grand Prix,grosjean,haas,16,13,+1 Lap,0.0,56,grosjean_2018_2,0,56.0,99.26867857142858,94.053,32.237,42.39803636363636,24.576,SUPERSOFT,SUPERSOFT,17.0,4.0,3.0,3.0,+1 lap,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.3222056526521523,0.3031746289880191,0.49951352983394287,0.7094197138935425,-0.6098947860625166,-1.6135302880845206,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.8,0.6395348837209303
2018,2,Bahrain Grand Prix,stroll,williams,20,14,+1 Lap,0.0,56,stroll_2018_2,0,55.0,99.15269090909092,95.266,31.704277777777776,42.71154545454546,24.64662962962964,SOFT,MEDIUM,26.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.334546581633417,-0.4979320511181496,0.3151840113016846,0.3755451262029707,0.4190659452621942,0.7469432812162539,-0.6002569542723258,-0.7310920652386046,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,1.0,0.6395348837209303
2018,2,Bahrain Grand Prix,sirotkin,williams,18,15,+1 Lap,0.0,56,sirotkin_2018_2,0,56.0,99.63705357142858,94.563,32.19042592592592,42.76825454545455,24.616345454545456,SOFT,SOFT,21.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.334546581633417,-0.4522641551507728,0.3445062756696981,0.3336024555169766,0.4924802738392972,0.7537307315717339,-0.6043894095449437,-1.2213355223752245,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.9,0.6395348837209303
2018,2,Bahrain Grand Prix,perez,force_india,12,16,+1 Lap,0.0,56,perez_2018_2,0,56.0,99.13339285714288,95.075,31.85798181818182,42.61205454545455,24.541490909090907,SOFT,SUPERSOFT,24.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SOFT,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.3140157491192176,0.3641496068558513,0.4422771391520291,0.7350353208619146,-0.6146037561528067,-0.9271894480932525,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.6000000000000001,0.6395348837209303
2018,2,Bahrain Grand Prix,brendon_hartley,toro_rosso,11,17,+1 Lap,0.0,56,brendon_hartley_2018_2,0,56.0,99.133875,94.689,32.16748148148148,42.55290909090909,24.35841818181818,SUPERSOFT,SUPERSOFT,22.0,3.0,2.0,2.0,+1 lap,classificado,False,0,0,0,0,bahrain,SUPERSOFT,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.334546581633417,-0.4522641551507728,0.3140449370013956,0.34111991854177726,0.48901538152225404,0.7279562647521434,-0.6395851153936538,-1.1232868309479005,0.18668433049791572,-0.03582426793794365,-0.06402680118569447,0.55,0.6395348837209303
2018,3,Chinese Grand Prix,ricciardo,red_bull,6,1,Finished,25.0,56,ricciardo_2018_3,0,56.0,100.4982962962963,95.785,27.67929090909092,30.40878571428572,44.303125,ULTRASOFT,ULTRASOFT,49.0,2.0,2.0,2.0,finished,classificado,False,0,0,0,0,shanghai,ULTRASOFT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.334546581633417,-0.4522641551507728,0.39664404108233187,0.40650991437655604,-0.18875640194184184,-0.725560855841221,2.081988400229604,1.5240278375898475,-0.8443687333461517,-0.03582426793794365,-0.06402680118569447,0.30000000000000004,0.6395348837209303
