season,round,RaceID,race_name,driver_id,constructor_id,race_order,driver_coef_rapm,rapm_cold_start_flag,target_definition,alpha,decay,decay_unit,coefficient_status,n_train_rows,n_train_races
2018,3,alonso_2018_3,Chinese Grand Prix,alonso,mclaren,3,0.3657013218351927,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,bottas_2018_3,Chinese Grand Prix,bottas,mercedes,3,0.38645985459588134,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,ericsson_2018_3,Chinese Grand Prix,ericsson,sauber,3,0.0066441406762568385,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,gasly_2018_3,Chinese Grand Prix,gasly,toro_rosso,3,0.4705163142142033,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,grosjean_2018_3,Chinese Grand Prix,grosjean,haas,3,-0.40137700144256816,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,hamilton_2018_3,Chinese Grand Prix,hamilton,mercedes,3,0.8031978047853644,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,hulkenberg_2018_3,Chinese Grand Prix,hulkenberg,renault,3,0.3344739629812621,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,kevin_magnussen_2018_3,Chinese Grand Prix,kevin_magnussen,haas,3,0.32574477351413095,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,leclerc_2018_3,Chinese Grand Prix,leclerc,sauber,3,-0.5711732803046956,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,max_verstappen_2018_3,Chinese Grand Prix,max_verstappen,red_bull,3,0.1789582846711212,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,ocon_2018_3,Chinese Grand Prix,ocon,force_india,3,-0.2592936538079097,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,perez_2018_3,Chinese Grand Prix,perez,force_india,3,-0.6760316039973927,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,raikkonen_2018_3,Chinese Grand Prix,raikkonen,ferrari,3,0.3741068694650581,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,ricciardo_2018_3,Chinese Grand Prix,ricciardo,red_bull,3,0.36073872841029603,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,sainz_2018_3,Chinese Grand Prix,sainz,renault,3,-0.33230675732191084,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,sirotkin_2018_3,Chinese Grand Prix,sirotkin,williams,3,-0.4813178743907192,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,stroll_2018_3,Chinese Grand Prix,stroll,williams,3,-0.7157423766586896,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,vandoorne_2018_3,Chinese Grand Prix,vandoorne,mclaren,3,-0.05103662835429032,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,3,vettel_2018_3,Chinese Grand Prix,vettel,ferrari,3,1.0191869368552895,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,32,2
2018,4,alonso_2018_4,Azerbaijan Grand Prix,alonso,mclaren,4,0.5747492627006187,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,brendon_hartley_2018_4,Azerbaijan Grand Prix,brendon_hartley,toro_rosso,4,-0.9632520089369055,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,ericsson_2018_4,Azerbaijan Grand Prix,ericsson,sauber,4,-0.3426103462620281,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,gasly_2018_4,Azerbaijan Grand Prix,gasly,toro_rosso,4,-0.12992304790756906,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,hamilton_2018_4,Azerbaijan Grand Prix,hamilton,mercedes,4,1.0038988874734647,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,kevin_magnussen_2018_4,Azerbaijan Grand Prix,kevin_magnussen,haas,4,0.35965825928929157,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,leclerc_2018_4,Azerbaijan Grand Prix,leclerc,sauber,4,-0.9743930515639138,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,perez_2018_4,Azerbaijan Grand Prix,perez,force_india,4,-0.6843648702729915,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,raikkonen_2018_4,Azerbaijan Grand Prix,raikkonen,ferrari,4,0.7399646128086844,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,sainz_2018_4,Azerbaijan Grand Prix,sainz,renault,4,-0.2714092157489019,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,stroll_2018_4,Azerbaijan Grand Prix,stroll,williams,4,-0.7771357807525922,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,vandoorne_2018_4,Azerbaijan Grand Prix,vandoorne,mclaren,4,-0.2714092157489019,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,4,vettel_2018_4,Azerbaijan Grand Prix,vettel,ferrari,4,0.9476346771288723,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,51,3
2018,5,alonso_2018_5,Spanish Grand Prix,alonso,mclaren,5,0.5671633570014023,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,bottas_2018_5,Spanish Grand Prix,bottas,mercedes,5,0.6485993002947888,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,brendon_hartley_2018_5,Spanish Grand Prix,brendon_hartley,toro_rosso,5,-0.9354909478649551,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,ericsson_2018_5,Spanish Grand Prix,ericsson,sauber,5,-0.48183226803305307,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,hamilton_2018_5,Spanish Grand Prix,hamilton,mercedes,5,1.2316105617129092,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,kevin_magnussen_2018_5,Spanish Grand Prix,kevin_magnussen,haas,5,0.04983098865541635,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,leclerc_2018_5,Spanish Grand Prix,leclerc,sauber,5,-0.7394099304300725,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,max_verstappen_2018_5,Spanish Grand Prix,max_verstappen,red_bull,5,0.33638417716195607,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,perez_2018_5,Spanish Grand Prix,perez,force_india,5,-0.3191154685225024,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,ricciardo_2018_5,Spanish Grand Prix,ricciardo,red_bull,5,0.8363008755074278,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,sainz_2018_5,Spanish Grand Prix,sainz,renault,5,-0.11623441689411469,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,sirotkin_2018_5,Spanish Grand Prix,sirotkin,williams,5,-0.805980113060328,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,stroll_2018_5,Spanish Grand Prix,stroll,williams,5,-0.6673332849778807,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,5,vettel_2018_5,Spanish Grand Prix,vettel,ferrari,5,0.9417427756844828,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,64,4
2018,6,bottas_2018_6,Monaco Grand Prix,bottas,mercedes,6,0.8036745347154115,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,ericsson_2018_6,Monaco Grand Prix,ericsson,sauber,6,-0.6786932526366442,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,gasly_2018_6,Monaco Grand Prix,gasly,toro_rosso,6,-0.33890480854378824,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,grosjean_2018_6,Monaco Grand Prix,grosjean,haas,6,-0.9603863897462881,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,hamilton_2018_6,Monaco Grand Prix,hamilton,mercedes,6,1.370939676404367,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,hulkenberg_2018_6,Monaco Grand Prix,hulkenberg,renault,6,0.419513673836327,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,kevin_magnussen_2018_6,Monaco Grand Prix,kevin_magnussen,haas,6,0.2106108596424177,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,max_verstappen_2018_6,Monaco Grand Prix,max_verstappen,red_bull,6,0.5546234785849521,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,ocon_2018_6,Monaco Grand Prix,ocon,force_india,6,-0.410064494750638,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,perez_2018_6,Monaco Grand Prix,perez,force_india,6,-0.325567623319734,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,raikkonen_2018_6,Monaco Grand Prix,raikkonen,ferrari,6,0.9047445557436952,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,ricciardo_2018_6,Monaco Grand Prix,ricciardo,red_bull,6,0.862357378717106,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,sainz_2018_6,Monaco Grand Prix,sainz,renault,6,-0.08302186647163877,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,sirotkin_2018_6,Monaco Grand Prix,sirotkin,williams,6,-1.0330581830231889,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,stroll_2018_6,Monaco Grand Prix,stroll,williams,6,-0.669775541788153,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,vandoorne_2018_6,Monaco Grand Prix,vandoorne,mclaren,6,-0.3963092923356432,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,6,vettel_2018_6,Monaco Grand Prix,vettel,ferrari,6,0.9956422828554046,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,78,5
2018,7,bottas_2018_7,Canadian Grand Prix,bottas,mercedes,7,0.8331826095894247,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,ericsson_2018_7,Canadian Grand Prix,ericsson,sauber,7,-0.6760436299672155,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,gasly_2018_7,Canadian Grand Prix,gasly,toro_rosso,7,-0.12751886772217777,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,grosjean_2018_7,Canadian Grand Prix,grosjean,haas,7,-1.2167251311142844,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,hamilton_2018_7,Canadian Grand Prix,hamilton,mercedes,7,1.4872536945897796,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,hulkenberg_2018_7,Canadian Grand Prix,hulkenberg,renault,7,0.4453706954685476,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,kevin_magnussen_2018_7,Canadian Grand Prix,kevin_magnussen,haas,7,0.10906454719693254,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,leclerc_2018_7,Canadian Grand Prix,leclerc,sauber,7,-0.6760436299672155,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,max_verstappen_2018_7,Canadian Grand Prix,max_verstappen,red_bull,7,0.3658927541349947,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,ocon_2018_7,Canadian Grand Prix,ocon,force_india,7,-0.14603972072376847,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,perez_2018_7,Canadian Grand Prix,perez,force_india,7,-0.4729302441470504,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,raikkonen_2018_7,Canadian Grand Prix,raikkonen,ferrari,7,0.9883702424104599,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,ricciardo_2018_7,Canadian Grand Prix,ricciardo,red_bull,7,1.2231089416399814,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,sainz_2018_7,Canadian Grand Prix,sainz,renault,7,-0.13423694454955296,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,sirotkin_2018_7,Canadian Grand Prix,sirotkin,williams,7,-1.2267131414722967,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,vandoorne_2018_7,Canadian Grand Prix,vandoorne,mclaren,7,-0.6493293319855808,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,7,vettel_2018_7,Canadian Grand Prix,vettel,ferrari,7,1.1722110651315925,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,95,6
2018,8,bottas_2018_8,French Grand Prix,bottas,mercedes,8,1.0276307732118515,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,brendon_hartley_2018_8,French Grand Prix,brendon_hartley,toro_rosso,8,-1.0256294715965968,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,ericsson_2018_8,French Grand Prix,ericsson,sauber,8,-0.8769915987741937,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,grosjean_2018_8,French Grand Prix,grosjean,haas,8,-1.2256183141096282,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,hamilton_2018_8,French Grand Prix,hamilton,mercedes,8,1.4519013656606554,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,hulkenberg_2018_8,French Grand Prix,hulkenberg,renault,8,0.506043358311471,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,kevin_magnussen_2018_8,French Grand Prix,kevin_magnussen,haas,8,-0.015033734872685105,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,leclerc_2018_8,French Grand Prix,leclerc,sauber,8,-0.5644709980481688,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,max_verstappen_2018_8,French Grand Prix,max_verstappen,red_bull,8,0.5572774699937014,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,raikkonen_2018_8,French Grand Prix,raikkonen,ferrari,8,0.9306683260428804,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,ricciardo_2018_8,French Grand Prix,ricciardo,red_bull,8,1.2906583414903194,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,sainz_2018_8,French Grand Prix,sainz,renault,8,-0.10439545231896429,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,sirotkin_2018_8,French Grand Prix,sirotkin,williams,8,-1.4792583900443341,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,vandoorne_2018_8,French Grand Prix,vandoorne,mclaren,8,-0.954322036719317,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,8,vettel_2018_8,French Grand Prix,vettel,ferrari,8,1.3966701979695528,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,112,7
2018,9,alonso_2018_9,Austrian Grand Prix,alonso,mclaren,9,0.7358309909551466,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,ericsson_2018_9,Austrian Grand Prix,ericsson,sauber,9,-0.9832848057583136,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,gasly_2018_9,Austrian Grand Prix,gasly,toro_rosso,9,-0.129243004570999,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,grosjean_2018_9,Austrian Grand Prix,grosjean,haas,9,-1.2664751341139278,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,kevin_magnussen_2018_9,Austrian Grand Prix,kevin_magnussen,haas,9,0.15324118206039308,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,leclerc_2018_9,Austrian Grand Prix,leclerc,sauber,9,-0.512751777197729,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,max_verstappen_2018_9,Austrian Grand Prix,max_verstappen,red_bull,9,0.7410513572289956,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,ocon_2018_9,Austrian Grand Prix,ocon,force_india,9,-0.06419133839286102,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,perez_2018_9,Austrian Grand Prix,perez,force_india,9,-0.6557794214473074,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,raikkonen_2018_9,Austrian Grand Prix,raikkonen,ferrari,9,1.0462519707755735,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,sainz_2018_9,Austrian Grand Prix,sainz,renault,9,-0.07634662793529473,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,sirotkin_2018_9,Austrian Grand Prix,sirotkin,williams,9,-1.611637989561838,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,stroll_2018_9,Austrian Grand Prix,stroll,williams,9,-0.7366119520960531,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,9,vettel_2018_9,Austrian Grand Prix,vettel,ferrari,9,1.3511322844062457,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,127,8
2018,10,alonso_2018_10,British Grand Prix,alonso,mclaren,10,0.7124407182845276,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,bottas_2018_10,British Grand Prix,bottas,mercedes,10,0.8530481016458576,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,gasly_2018_10,British Grand Prix,gasly,toro_rosso,10,-0.20960822898344839,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,hamilton_2018_10,British Grand Prix,hamilton,mercedes,10,1.5873577332635072,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,hulkenberg_2018_10,British Grand Prix,hulkenberg,renault,10,0.43835466705759024,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,kevin_magnussen_2018_10,British Grand Prix,kevin_magnussen,haas,10,0.19759359288699074,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,ocon_2018_10,British Grand Prix,ocon,force_india,10,0.03682330708143707,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,perez_2018_10,British Grand Prix,perez,force_india,10,-0.6230337163015656,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,raikkonen_2018_10,British Grand Prix,raikkonen,ferrari,10,1.1347675021746286,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,ricciardo_2018_10,British Grand Prix,ricciardo,red_bull,10,1.2062376543276556,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,sirotkin_2018_10,British Grand Prix,sirotkin,williams,10,-1.6376928228695584,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,stroll_2018_10,British Grand Prix,stroll,williams,10,-0.8730018136350672,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,vandoorne_2018_10,British Grand Prix,vandoorne,mclaren,10,-1.1001739249339868,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,10,vettel_2018_10,British Grand Prix,vettel,ferrari,10,1.3355460452716779,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,141,9
2018,11,bottas_2018_11,German Grand Prix,bottas,mercedes,11,0.864058536167962,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,brendon_hartley_2018_11,German Grand Prix,brendon_hartley,toro_rosso,11,-1.1964069715608945,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,ericsson_2018_11,German Grand Prix,ericsson,sauber,11,-1.0080757230001933,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,gasly_2018_11,German Grand Prix,gasly,toro_rosso,11,-0.34862297447840335,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,grosjean_2018_11,German Grand Prix,grosjean,haas,11,-1.0159773561541041,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,hamilton_2018_11,German Grand Prix,hamilton,mercedes,11,1.6575971325680197,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,hulkenberg_2018_11,German Grand Prix,hulkenberg,renault,11,0.5154223315721088,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,kevin_magnussen_2018_11,German Grand Prix,kevin_magnussen,haas,11,0.190528285540798,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,leclerc_2018_11,German Grand Prix,leclerc,sauber,11,-0.508129969536908,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,max_verstappen_2018_11,German Grand Prix,max_verstappen,red_bull,11,0.9096701064269771,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,ocon_2018_11,German Grand Prix,ocon,force_india,11,0.1246303155105648,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,perez_2018_11,German Grand Prix,perez,force_india,11,-0.676139338002101,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,raikkonen_2018_11,German Grand Prix,raikkonen,ferrari,11,1.1635174136446482,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,sainz_2018_11,German Grand Prix,sainz,renault,11,-0.30176320050489375,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,11,vandoorne_2018_11,German Grand Prix,vandoorne,mclaren,11,-1.1561829387678202,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,155,10
2018,12,alonso_2018_12,Hungarian Grand Prix,alonso,mclaren,12,0.7477037568298269,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,170,11
2018,12,bottas_2018_12,Hungarian Grand Prix,bottas,mercedes,12,0.9376808932286759,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,170,11
2018,12,brendon_hartley_2018_12,Hungarian Grand Prix,brendon_hartley,toro_rosso,12,-1.103481580220351,0,-finish_position,10.0,0.75,season,estimado_historico_anterior,170,11
