season,round,race_name,driver_id,constructor,grid_position,finish_position,status,points
2019,17,Japanese Grand Prix,norris,McLaren,8,11,+1 Lap,0
2019,17,Japanese Grand Prix,raikkonen,Alfa Romeo,13,12,+1 Lap,0
2019,17,Japanese Grand Prix,grosjean,Haas F1 Team,10,13,+1 Lap,0
2019,17,Japanese Grand Prix,giovinazzi,Alfa Romeo,11,14,+1 Lap,0
2019,17,Japanese Grand Prix,kevin_magnussen,Haas F1 Team,19,15,+1 Lap,0
2019,17,Japanese Grand Prix,russell,Williams,18,16,+2 Laps,0
2019,17,Japanese Grand Prix,kubica,Williams,0,17,+2 Laps,0
2019,17,Japanese Grand Prix,max_verstappen,Red Bull,5,18,Brakes,0
2019,17,Japanese Grand Prix,ricciardo,Renault,16,19,Disqualified,0
2019,17,Japanese Grand Prix,hulkenberg,Renault,15,20,Disqualified,0
2019,18,Mexican Grand Prix,hamilton,Mercedes,3,1,Finished,25
2019,18,Mexican Grand Prix,vettel,Ferrari,2,2,Finished,18
2019,18,Mexican Grand Prix,bottas,Mercedes,6,3,Finished,15
2019,18,Mexican Grand Prix,leclerc,Ferrari,1,4,Finished,13
2019,18,Mexican Grand Prix,albon,Red Bull,5,5,Finished,10
2019,18,Mexican Grand Prix,max_verstappen,Red Bull,4,6,Finished,8
2019,18,Mexican Grand Prix,perez,Racing Point,11,7,Finished,6
2019,18,Mexican Grand Prix,ricciardo,Renault,13,8,Finished,4
2019,18,Mexican Grand Prix,gasly,Toro Rosso,10,9,+1 Lap,2
2019,18,Mexican Grand Prix,hulkenberg,Renault,12,10,+1 Lap,1
2019,18,Mexican Grand Prix,kvyat,Toro Rosso,9,11,+1 Lap,0
2019,18,Mexican Grand Prix,stroll,Racing Point,16,12,+1 Lap,0
2019,18,Mexican Grand Prix,sainz,McLaren,7,13,+1 Lap,0
2019,18,Mexican Grand Prix,giovinazzi,Alfa Romeo,15,14,+1 Lap,0
2019,18,Mexican Grand Prix,kevin_magnussen,Haas F1 Team,17,15,+2 Laps,0
2019,18,Mexican Grand Prix,russell,Williams,19,16,+2 Laps,0
2019,18,Mexican Grand Prix,grosjean,Haas F1 Team,18,17,+2 Laps,0
2019,18,Mexican Grand Prix,kubica,Williams,20,18,+2 Laps,0
2019,18,Mexican Grand Prix,raikkonen,Alfa Romeo,14,19,Overheating,0
2019,18,Mexican Grand Prix,norris,McLaren,8,20,Withdrew,0
2019,19,United States Grand Prix,bottas,Mercedes,1,1,Finished,25
2019,19,United States Grand Prix,hamilton,Mercedes,5,2,Finished,18
2019,19,United States Grand Prix,max_verstappen,Red Bull,3,3,Finished,15
2019,19,United States Grand Prix,leclerc,Ferrari,4,4,Finished,13
2019,19,United States Grand Prix,albon,Red Bull,6,5,Finished,10
2019,19,United States Grand Prix,ricciardo,Renault,9,6,Finished,8
2019,19,United States Grand Prix,norris,McLaren,8,7,Finished,6
2019,19,United States Grand Prix,sainz,McLaren,7,8,+1 Lap,4
2019,19,United States Grand Prix,hulkenberg,Renault,11,9,+1 Lap,2
2019,19,United States Grand Prix,perez,Racing Point,0,10,+1 Lap,1
2019,19,United States Grand Prix,raikkonen,Alfa Romeo,17,11,+1 Lap,0
2019,19,United States Grand Prix,kvyat,Toro Rosso,13,12,+1 Lap,0
2019,19,United States Grand Prix,stroll,Racing Point,14,13,+1 Lap,0
2019,19,United States Grand Prix,giovinazzi,Alfa Romeo,16,14,+1 Lap,0
2019,19,United States Grand Prix,grosjean,Haas F1 Team,15,15,+1 Lap,0
2019,19,United States Grand Prix,gasly,Toro Rosso,10,16,Suspension,0
2019,19,United States Grand Prix,russell,Williams,18,17,+2 Laps,0
2019,19,United States Grand Prix,kevin_magnussen,Haas F1 Team,12,18,Brakes,0
2019,19,United States Grand Prix,kubica,Williams,19,19,Oil leak,0
2019,19,United States Grand Prix,vettel,Ferrari,2,20,Suspension,0
2019,20,Brazilian Grand Prix,max_verstappen,Red Bull,1,1,Finished,25
2019,20,Brazilian Grand Prix,gasly,Toro Rosso,6,2,Finished,18
2019,20,Brazilian Grand Prix,sainz,McLaren,20,3,Finished,15
2019,20,Brazilian Grand Prix,raikkonen,Alfa Romeo,8,4,Finished,12
2019,20,Brazilian Grand Prix,giovinazzi,Alfa Romeo,12,5,Finished,10
2019,20,Brazilian Grand Prix,ricciardo,Renault,11,6,Finished,8
2019,20,Brazilian Grand Prix,hamilton,Mercedes,3,7,Finished,6
2019,20,Brazilian Grand Prix,norris,McLaren,10,8,Finished,4
2019,20,Brazilian Grand Prix,perez,Racing Point,15,9,Finished,2
2019,20,Brazilian Grand Prix,kvyat,Toro Rosso,16,10,Finished,1
2019,20,Brazilian Grand Prix,kevin_magnussen,Haas F1 Team,9,11,Finished,0
2019,20,Brazilian Grand Prix,russell,Williams,18,12,Finished,0
2019,20,Brazilian Grand Prix,grosjean,Haas F1 Team,7,13,Finished,0
2019,20,Brazilian Grand Prix,albon,Red Bull,5,14,Finished,0
2019,20,Brazilian Grand Prix,hulkenberg,Renault,13,15,Finished,0
2019,20,Brazilian Grand Prix,kubica,Williams,19,16,+1 Lap,0
2019,20,Brazilian Grand Prix,vettel,Ferrari,2,17,Collision,0
2019,20,Brazilian Grand Prix,leclerc,Ferrari,14,18,Collision,0
2019,20,Brazilian Grand Prix,stroll,Racing Point,17,19,Suspension,0
2019,20,Brazilian Grand Prix,bottas,Mercedes,4,20,Power Unit,0
2019,21,Abu Dhabi Grand Prix,hamilton,Mercedes,1,1,Finished,26
2019,21,Abu Dhabi Grand Prix,max_verstappen,Red Bull,2,2,Finished,18
2019,21,Abu Dhabi Grand Prix,leclerc,Ferrari,3,3,Finished,15
2019,21,Abu Dhabi Grand Prix,bottas,Mercedes,20,4,Finished,12
2019,21,Abu Dhabi Grand Prix,vettel,Ferrari,4,5,Finished,10
2019,21,Abu Dhabi Grand Prix,albon,Red Bull,5,6,Finished,8
2019,21,Abu Dhabi Grand Prix,perez,Racing Point,10,7,+1 Lap,6
2019,21,Abu Dhabi Grand Prix,norris,McLaren,6,8,+1 Lap,4
2019,21,Abu Dhabi Grand Prix,kvyat,Toro Rosso,13,9,+1 Lap,2
2019,21,Abu Dhabi Grand Prix,sainz,McLaren,8,10,+1 Lap,1
2019,21,Abu Dhabi Grand Prix,ricciardo,Renault,7,11,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,hulkenberg,Renault,9,12,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,raikkonen,Alfa Romeo,17,13,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,kevin_magnussen,Haas F1 Team,14,14,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,grosjean,Haas F1 Team,15,15,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,giovinazzi,Alfa Romeo,16,16,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,russell,Williams,18,17,+1 Lap,0
2019,21,Abu Dhabi Grand Prix,gasly,Toro Rosso,11,18,+2 Laps,0
2019,21,Abu Dhabi Grand Prix,kubica,Williams,19,19,+2 Laps,0
2019,21,Abu Dhabi Grand Prix,stroll,Racing Point,12,20,Brakes,0
2020,1,Austrian Grand Prix,bottas,Mercedes,1,1,Finished,25
2020,1,Austrian Grand Prix,leclerc,Ferrari,7,2,Finished,18
2020,1,Austrian Grand Prix,norris,McLaren,3,3,Finished,16
2020,1,Austrian Grand Prix,hamilton,Mercedes,5,4,Finished,12
2020,1,Austrian Grand Prix,sainz,McLaren,8,5,Finished,10
2020,1,Austrian Grand Prix,perez,Racing Point,6,6,Finished,8
2020,1,Austrian Grand Prix,gasly,AlphaTauri,12,7,Finished,6
2020,1,Austrian Grand Prix,ocon,Renault,14,8,Finished,4
2020,1,Austrian Grand Prix,giovinazzi,Alfa Romeo,18,9,Finished,2
2020,1,Austrian Grand Prix,vettel,Ferrari,11,10,Finished,1
2020,1,Austrian Grand Prix,latifi,Williams,20,11,Finished,0
2020,1,Austrian Grand Prix,kvyat,AlphaTauri,13,12,Suspension,0
2020,1,Austrian Grand Prix,albon,Red Bull,4,13,Electronics,0
2020,1,Austrian Grand Prix,raikkonen,Alfa Romeo,19,14,Wheel,0
2020,1,Austrian Grand Prix,russell,Williams,17,15,Fuel pressure,0
2020,1,Austrian Grand Prix,grosjean,Haas F1 Team,15,16,Brakes,0
2020,1,Austrian Grand Prix,kevin_magnussen,Haas F1 Team,16,17,Brakes,0
2020,1,Austrian Grand Prix,stroll,Racing Point,9,18,Engine,0
2020,1,Austrian Grand Prix,ricciardo,Renault,10,19,Overheating,0
2020,1,Austrian Grand Prix,max_verstappen,Red Bull,2,20,Electronics,0
2020,2,Styrian Grand Prix,hamilton,Mercedes,1,1,Finished,25
2020,2,Styrian Grand Prix,bottas,Mercedes,4,2,Finished,18
2020,2,Styrian Grand Prix,max_verstappen,Red Bull,2,3,Finished,15
2020,2,Styrian Grand Prix,albon,Red Bull,6,4,Finished,12
2020,2,Styrian Grand Prix,norris,McLaren,9,5,Finished,10
2020,2,Styrian Grand Prix,perez,Racing Point,17,6,Finished,8
2020,2,Styrian Grand Prix,stroll,Racing Point,12,7,Finished,6
2020,2,Styrian Grand Prix,ricciardo,Renault,8,8,Finished,4
2020,2,Styrian Grand Prix,sainz,McLaren,3,9,+1 Lap,3
2020,2,Styrian Grand Prix,kvyat,AlphaTauri,13,10,+1 Lap,1
2020,2,Styrian Grand Prix,raikkonen,Alfa Romeo,16,11,+1 Lap,0
2020,2,Styrian Grand Prix,kevin_magnussen,Haas F1 Team,15,12,+1 Lap,0
2020,2,Styrian Grand Prix,grosjean,Haas F1 Team,0,13,+1 Lap,0
2020,2,Styrian Grand Prix,giovinazzi,Alfa Romeo,19,14,+1 Lap,0
2020,2,Styrian Grand Prix,gasly,AlphaTauri,7,15,+1 Lap,0
2020,2,Styrian Grand Prix,russell,Williams,11,16,+2 Laps,0
2020,2,Styrian Grand Prix,latifi,Williams,18,17,+2 Laps,0
2020,2,Styrian Grand Prix,ocon,Renault,5,18,Overheating,0
2020,2,Styrian Grand Prix,leclerc,Ferrari,14,19,Collision damage,0
2020,2,Styrian Grand Prix,vettel,Ferrari,10,20,Collision damage,0
2020,3,Hungarian Grand Prix,hamilton,Mercedes,1,1,Finished,26
2020,3,Hungarian Grand Prix,max_verstappen,Red Bull,7,2,Finished,18
2020,3,Hungarian Grand Prix,bottas,Mercedes,2,3,Finished,15
2020,3,Hungarian Grand Prix,stroll,Racing Point,3,4,Finished,12
2020,3,Hungarian Grand Prix,albon,Red Bull,13,5,Finished,10
2020,3,Hungarian Grand Prix,vettel,Ferrari,5,6,+1 Lap,8
2020,3,Hungarian Grand Prix,perez,Racing Point,4,7,+1 Lap,6
2020,3,Hungarian Grand Prix,ricciardo,Renault,11,8,+1 Lap,4
2020,3,Hungarian Grand Prix,sainz,McLaren,9,9,+1 Lap,2
2020,3,Hungarian Grand Prix,kevin_magnussen,Haas F1 Team,0,10,+1 Lap,1
2020,3,Hungarian Grand Prix,leclerc,Ferrari,6,11,+1 Lap,0
2020,3,Hungarian Grand Prix,kvyat,AlphaTauri,17,12,+1 Lap,0
2020,3,Hungarian Grand Prix,norris,McLaren,8,13,+1 Lap,0
2020,3,Hungarian Grand Prix,ocon,Renault,14,14,+1 Lap,0
2020,3,Hungarian Grand Prix,raikkonen,Alfa Romeo,20,15,+1 Lap,0
2020,3,Hungarian Grand Prix,grosjean,Haas F1 Team,0,16,+1 Lap,0
2020,3,Hungarian Grand Prix,giovinazzi,Alfa Romeo,19,17,+1 Lap,0
2020,3,Hungarian Grand Prix,russell,Williams,12,18,+1 Lap,0
2020,3,Hungarian Grand Prix,latifi,Williams,15,19,+5 Laps,0
2020,3,Hungarian Grand Prix,gasly,AlphaTauri,10,20,Engine,0
2020,4,British Grand Prix,hamilton,Mercedes,1,1,Finished,25
2020,4,British Grand Prix,max_verstappen,Red Bull,3,2,Finished,19
2020,4,British Grand Prix,leclerc,Ferrari,4,3,Finished,15
2020,4,British Grand Prix,ricciardo,Renault,8,4,Finished,12
2020,4,British Grand Prix,norris,McLaren,5,5,Finished,10
2020,4,British Grand Prix,ocon,Renault,9,6,Finished,8
2020,4,British Grand Prix,gasly,AlphaTauri,11,7,Finished,6
2020,4,British Grand Prix,albon,Red Bull,12,8,Finished,4
2020,4,British Grand Prix,stroll,Racing Point,6,9,Finished,2
2020,4,British Grand Prix,vettel,Ferrari,10,10,Finished,1
2020,4,British Grand Prix,bottas,Mercedes,2,11,Finished,0
2020,4,British Grand Prix,russell,Williams,20,12,Finished,0
2020,4,British Grand Prix,sainz,McLaren,7,13,Finished,0
2020,4,British Grand Prix,giovinazzi,Alfa Romeo,15,14,Finished,0
2020,4,British Grand Prix,latifi,Williams,18,15,Finished,0
2020,4,British Grand Prix,grosjean,Haas F1 Team,17,16,Finished,0
2020,4,British Grand Prix,raikkonen,Alfa Romeo,16,17,+1 Lap,0
2020,4,British Grand Prix,kvyat,AlphaTauri,19,18,Accident,0
2020,4,British Grand Prix,kevin_magnussen,Haas F1 Team,14,19,Collision,0
2020,4,British Grand Prix,hulkenberg,Racing Point,13,20,Power Unit,0
2020,5,70th Anniversary Grand Prix,max_verstappen,Red Bull,4,1,Finished,25
2020,5,70th Anniversary Grand Prix,hamilton,Mercedes,2,2,Finished,19
2020,5,70th Anniversary Grand Prix,bottas,Mercedes,1,3,Finished,15
2020,5,70th Anniversary Grand Prix,leclerc,Ferrari,8,4,Finished,12
2020,5,70th Anniversary Grand Prix,albon,Red Bull,9,5,Finished,10
2020,5,70th Anniversary Grand Prix,stroll,Racing Point,6,6,Finished,8
2020,5,70th Anniversary Grand Prix,hulkenberg,Racing Point,3,7,Finished,6
2020,5,70th Anniversary Grand Prix,ocon,Renault,14,8,Finished,4
2020,5,70th Anniversary Grand Prix,norris,McLaren,10,9,Finished,2
2020,5,70th Anniversary Grand Prix,kvyat,AlphaTauri,16,10,Finished,1
2020,5,70th Anniversary Grand Prix,gasly,AlphaTauri,7,11,Finished,0
2020,5,70th Anniversary Grand Prix,vettel,Ferrari,11,12,Finished,0
2020,5,70th Anniversary Grand Prix,sainz,McLaren,12,13,Finished,0
2020,5,70th Anniversary Grand Prix,ricciardo,Renault,5,14,+1 Lap,0
2020,5,70th Anniversary Grand Prix,raikkonen,Alfa Romeo,20,15,+1 Lap,0
2020,5,70th Anniversary Grand Prix,grosjean,Haas F1 Team,13,16,+1 Lap,0
2020,5,70th Anniversary Grand Prix,giovinazzi,Alfa Romeo,19,17,+1 Lap,0
2020,5,70th Anniversary Grand Prix,russell,Williams,15,18,+1 Lap,0
2020,5,70th Anniversary Grand Prix,latifi,Williams,18,19,+1 Lap,0
2020,5,70th Anniversary Grand Prix,kevin_magnussen,Haas F1 Team,17,20,Retired,0
2020,6,Spanish Grand Prix,hamilton,Mercedes,1,1,Finished,25
2020,6,Spanish Grand Prix,max_verstappen,Red Bull,3,2,Finished,18
2020,6,Spanish Grand Prix,bottas,Mercedes,2,3,Finished,16
2020,6,Spanish Grand Prix,stroll,Racing Point,5,4,+1 Lap,12
2020,6,Spanish Grand Prix,perez,Racing Point,4,5,+1 Lap,10
2020,6,Spanish Grand Prix,sainz,McLaren,7,6,+1 Lap,8
2020,6,Spanish Grand Prix,vettel,Ferrari,11,7,+1 Lap,6
2020,6,Spanish Grand Prix,albon,Red Bull,6,8,+1 Lap,4
2020,6,Spanish Grand Prix,gasly,AlphaTauri,10,9,+1 Lap,2
2020,6,Spanish Grand Prix,norris,McLaren,8,10,+1 Lap,1
2020,6,Spanish Grand Prix,ricciardo,Renault,13,11,+1 Lap,0
2020,6,Spanish Grand Prix,kvyat,AlphaTauri,12,12,+1 Lap,0
2020,6,Spanish Grand Prix,ocon,Renault,15,13,+1 Lap,0
2020,6,Spanish Grand Prix,raikkonen,Alfa Romeo,14,14,+1 Lap,0
2020,6,Spanish Grand Prix,kevin_magnussen,Haas F1 Team,16,15,+1 Lap,0
2020,6,Spanish Grand Prix,giovinazzi,Alfa Romeo,20,16,+1 Lap,0
2020,6,Spanish Grand Prix,russell,Williams,18,17,+1 Lap,0
2020,6,Spanish Grand Prix,latifi,Williams,19,18,+2 Laps,0
2020,6,Spanish Grand Prix,grosjean,Haas F1 Team,17,19,+2 Laps,0
2020,6,Spanish Grand Prix,leclerc,Ferrari,9,20,Electronics,0
2020,7,Belgian Grand Prix,hamilton,Mercedes,1,1,Finished,25
2020,7,Belgian Grand Prix,bottas,Mercedes,2,2,Finished,18
2020,7,Belgian Grand Prix,max_verstappen,Red Bull,3,3,Finished,15
2020,7,Belgian Grand Prix,ricciardo,Renault,4,4,Finished,13
2020,7,Belgian Grand Prix,ocon,Renault,6,5,Finished,10
2020,7,Belgian Grand Prix,albon,Red Bull,5,6,Finished,8
2020,7,Belgian Grand Prix,norris,McLaren,10,7,Finished,6
2020,7,Belgian Grand Prix,gasly,AlphaTauri,12,8,Finished,4
2020,7,Belgian Grand Prix,stroll,Racing Point,9,9,Finished,2
2020,7,Belgian Grand Prix,perez,Racing Point,8,10,Finished,1
2020,7,Belgian Grand Prix,kvyat,AlphaTauri,11,11,Finished,0
2020,7,Belgian Grand Prix,raikkonen,Alfa Romeo,16,12,Finished,0
2020,7,Belgian Grand Prix,vettel,Ferrari,14,13,Finished,0
2020,7,Belgian Grand Prix,leclerc,Ferrari,13,14,Finished,0
2020,7,Belgian Grand Prix,grosjean,Haas F1 Team,17,15,Finished,0
2020,7,Belgian Grand Prix,latifi,Williams,19,16,Finished,0
2020,7,Belgian Grand Prix,kevin_magnussen,Haas F1 Team,20,17,Finished,0
2020,7,Belgian Grand Prix,giovinazzi,Alfa Romeo,18,18,Accident,0
2020,7,Belgian Grand Prix,russell,Williams,15,19,Debris,0
2020,7,Belgian Grand Prix,sainz,McLaren,7,20,Exhaust,0
2020,8,Italian Grand Prix,gasly,AlphaTauri,10,1,Finished,25
2020,8,Italian Grand Prix,sainz,McLaren,3,2,Finished,18
2020,8,Italian Grand Prix,stroll,Racing Point,8,3,Finished,15
2020,8,Italian Grand Prix,norris,McLaren,6,4,Finished,12
2020,8,Italian Grand Prix,bottas,Mercedes,2,5,Finished,10
2020,8,Italian Grand Prix,ricciardo,Renault,7,6,Finished,8
2020,8,Italian Grand Prix,hamilton,Mercedes,1,7,Finished,7
2020,8,Italian Grand Prix,ocon,Renault,12,8,Finished,4
2020,8,Italian Grand Prix,kvyat,AlphaTauri,11,9,Finished,2
2020,8,Italian Grand Prix,perez,Racing Point,4,10,Finished,1
2020,8,Italian Grand Prix,latifi,Williams,20,11,Finished,0
2020,8,Italian Grand Prix,grosjean,Haas F1 Team,16,12,Finished,0
2020,8,Italian Grand Prix,raikkonen,Alfa Romeo,14,13,Finished,0
2020,8,Italian Grand Prix,russell,Williams,19,14,Finished,0
2020,8,Italian Grand Prix,albon,Red Bull,9,15,Finished,0
2020,8,Italian Grand Prix,giovinazzi,Alfa Romeo,18,16,Finished,0
2020,8,Italian Grand Prix,max_verstappen,Red Bull,5,17,Power Unit,0
2020,8,Italian Grand Prix,leclerc,Ferrari,13,18,Accident,0
2020,8,Italian Grand Prix,kevin_magnussen,Haas F1 Team,15,19,Power Unit,0
2020,8,Italian Grand Prix,vettel,Ferrari,17,20,Brakes,0
2020,9,Tuscan Grand Prix,hamilton,Mercedes,1,1,Finished,26
2020,9,Tuscan Grand Prix,bottas,Mercedes,2,2,Finished,18
2020,9,Tuscan Grand Prix,albon,Red Bull,4,3,Finished,15
2020,9,Tuscan Grand Prix,ricciardo,Renault,8,4,Finished,12
2020,9,Tuscan Grand Prix,perez,Racing Point,7,5,Finished,10
2020,9,Tuscan Grand Prix,norris,McLaren,11,6,Finished,8
2020,9,Tuscan Grand Prix,kvyat,AlphaTauri,12,7,Finished,6
2020,9,Tuscan Grand Prix,leclerc,Ferrari,5,8,Finished,4
2020,9,Tuscan Grand Prix,raikkonen,Alfa Romeo,13,9,Finished,2
2020,9,Tuscan Grand Prix,vettel,Ferrari,14,10,Finished,1
2020,9,Tuscan Grand Prix,russell,Williams,18,11,Finished,0
2020,9,Tuscan Grand Prix,grosjean,Haas F1 Team,15,12,Finished,0
2020,9,Tuscan Grand Prix,stroll,Racing Point,6,13,Puncture,0
2020,9,Tuscan Grand Prix,ocon,Renault,10,14,Brakes,0
2020,9,Tuscan Grand Prix,latifi,Williams,19,15,Collision,0
2020,9,Tuscan Grand Prix,kevin_magnussen,Haas F1 Team,20,16,Collision,0
2020,9,Tuscan Grand Prix,giovinazzi,Alfa Romeo,17,17,Collision,0
2020,9,Tuscan Grand Prix,sainz,McLaren,9,18,Collision,0
2020,9,Tuscan Grand Prix,max_verstappen,Red Bull,3,19,Collision,0
2020,9,Tuscan Grand Prix,gasly,AlphaTauri,16,20,Collision,0
2020,10,Russian Grand Prix,bottas,Mercedes,3,1,Finished,26
2020,10,Russian Grand Prix,max_verstappen,Red Bull,2,2,Finished,18
2020,10,Russian Grand Prix,hamilton,Mercedes,1,3,Finished,15
2020,10,Russian Grand Prix,perez,Racing Point,4,4,Finished,12
2020,10,Russian Grand Prix,ricciardo,Renault,5,5,Finished,10
2020,10,Russian Grand Prix,leclerc,Ferrari,10,6,Finished,8
2020,10,Russian Grand Prix,ocon,Renault,7,7,Finished,6
2020,10,Russian Grand Prix,kvyat,AlphaTauri,11,8,Finished,4
2020,10,Russian Grand Prix,gasly,AlphaTauri,9,9,Finished,2
2020,10,Russian Grand Prix,albon,Red Bull,15,10,Finished,1
2020,10,Russian Grand Prix,giovinazzi,Alfa Romeo,17,11,+1 Lap,0
2020,10,Russian Grand Prix,kevin_magnussen,Haas F1 Team,18,12,+1 Lap,0
2020,10,Russian Grand Prix,vettel,Ferrari,14,13,+1 Lap,0
2020,10,Russian Grand Prix,raikkonen,Alfa Romeo,19,14,+1 Lap,0
2020,10,Russian Grand Prix,norris,McLaren,8,15,+1 Lap,0
2020,10,Russian Grand Prix,latifi,Williams,20,16,+1 Lap,0
2020,10,Russian Grand Prix,grosjean,Haas F1 Team,16,17,+1 Lap,0
2020,10,Russian Grand Prix,russell,Williams,13,18,+1 Lap,0
2020,10,Russian Grand Prix,sainz,McLaren,6,19,Accident,0
2020,10,Russian Grand Prix,stroll,Racing Point,12,20,Collision,0
2020,11,Eifel Grand Prix,hamilton,Mercedes,2,1,Finished,25
2020,11,Eifel Grand Prix,max_verstappen,Red Bull,3,2,Finished,19
2020,11,Eifel Grand Prix,ricciardo,Renault,6,3,Finished,15
2020,11,Eifel Grand Prix,perez,Racing Point,9,4,Finished,12
2020,11,Eifel Grand Prix,sainz,McLaren,10,5,Finished,10
2020,11,Eifel Grand Prix,gasly,AlphaTauri,12,6,Finished,8
2020,11,Eifel Grand Prix,leclerc,Ferrari,4,7,Finished,6
2020,11,Eifel Grand Prix,hulkenberg,Racing Point,20,8,Finished,4
2020,11,Eifel Grand Prix,grosjean,Haas F1 Team,16,9,Finished,2
2020,11,Eifel Grand Prix,giovinazzi,Alfa Romeo,14,10,Finished,1
2020,11,Eifel Grand Prix,vettel,Ferrari,11,11,Finished,0
2020,11,Eifel Grand Prix,raikkonen,Alfa Romeo,19,12,Finished,0
2020,11,Eifel Grand Prix,kevin_magnussen,Haas F1 Team,15,13,Finished,0
2020,11,Eifel Grand Prix,latifi,Williams,18,14,Finished,0
2020,11,Eifel Grand Prix,kvyat,AlphaTauri,13,15,Finished,0
2020,11,Eifel Grand Prix,norris,McLaren,8,16,Power Unit,0
2020,11,Eifel Grand Prix,albon,Red Bull,5,17,Radiator,0
2020,11,Eifel Grand Prix,ocon,Renault,7,18,Gearbox,0
2020,11,Eifel Grand Prix,bottas,Mercedes,1,19,Power Unit,0
2020,11,Eifel Grand Prix,russell,Williams,17,20,Collision,0
2020,12,Portuguese Grand Prix,hamilton,Mercedes,1,1,Finished,26
2020,12,Portuguese Grand Prix,bottas,Mercedes,2,2,Finished,18
2020,12,Portuguese Grand Prix,max_verstappen,Red Bull,3,3,Finished,15
2020,12,Portuguese Grand Prix,leclerc,Ferrari,4,4,Finished,12
2020,12,Portuguese Grand Prix,gasly,AlphaTauri,9,5,+1 Lap,10
2020,12,Portuguese Grand Prix,sainz,McLaren,7,6,+1 Lap,8
2020,12,Portuguese Grand Prix,perez,Racing Point,5,7,+1 Lap,6
2020,12,Portuguese Grand Prix,ocon,Renault,11,8,+1 Lap,4
2020,12,Portuguese Grand Prix,ricciardo,Renault,10,9,+1 Lap,2
2020,12,Portuguese Grand Prix,vettel,Ferrari,15,10,+1 Lap,1
2020,12,Portuguese Grand Prix,raikkonen,Alfa Romeo,16,11,+1 Lap,0
2020,12,Portuguese Grand Prix,albon,Red Bull,6,12,+1 Lap,0
2020,12,Portuguese Grand Prix,norris,McLaren,8,13,+1 Lap,0
2020,12,Portuguese Grand Prix,russell,Williams,14,14,+1 Lap,0
2020,12,Portuguese Grand Prix,giovinazzi,Alfa Romeo,17,15,+1 Lap,0
2020,12,Portuguese Grand Prix,kevin_magnussen,Haas F1 Team,19,16,+1 Lap,0
2020,12,Portuguese Grand Prix,grosjean,Haas F1 Team,18,17,+1 Lap,0
2020,12,Portuguese Grand Prix,latifi,Williams,20,18,+2 Laps,0
2020,12,Portuguese Grand Prix,kvyat,AlphaTauri,13,19,+2 Laps,0
2020,12,Portuguese Grand Prix,stroll,Racing Point,12,20,Collision damage,0
2020,13,Emilia Romagna Grand Prix,hamilton,Mercedes,2,1,Finished,26
2020,13,Emilia Romagna Grand Prix,bottas,Mercedes,1,2,Finished,18
2020,13,Emilia Romagna Grand Prix,ricciardo,Renault,5,3,Finished,15
2020,13,Emilia Romagna Grand Prix,kvyat,AlphaTauri,8,4,Finished,12
2020,13,Emilia Romagna Grand Prix,leclerc,Ferrari,7,5,Finished,10
2020,13,Emilia Romagna Grand Prix,perez,Racing Point,11,6,Finished,8
2020,13,Emilia Romagna Grand Prix,sainz,McLaren,10,7,Finished,6
2020,13,Emilia Romagna Grand Prix,norris,McLaren,9,8,Finished,4
2020,13,Emilia Romagna Grand Prix,raikkonen,Alfa Romeo,18,9,Finished,2
2020,13,Emilia Romagna Grand Prix,giovinazzi,Alfa Romeo,20,10,Finished,1
2020,13,Emilia Romagna Grand Prix,latifi,Williams,19,11,Finished,0
2020,13,Emilia Romagna Grand Prix,vettel,Ferrari,14,12,Finished,0
2020,13,Emilia Romagna Grand Prix,stroll,Racing Point,15,13,Finished,0
2020,13,Emilia Romagna Grand Prix,grosjean,Haas F1 Team,16,14,Finished,0
2020,13,Emilia Romagna Grand Prix,albon,Red Bull,6,15,Finished,0
2020,13,Emilia Romagna Grand Prix,russell,Williams,13,16,Accident,0
2020,13,Emilia Romagna Grand Prix,max_verstappen,Red Bull,3,17,Puncture,0
2020,13,Emilia Romagna Grand Prix,kevin_magnussen,Haas F1 Team,17,18,Illness,0
2020,13,Emilia Romagna Grand Prix,ocon,Renault,12,19,Gearbox,0
2020,13,Emilia Romagna Grand Prix,gasly,AlphaTauri,4,20,Water pressure,0
2020,14,Turkish Grand Prix,hamilton,Mercedes,6,1,Finished,25
2020,14,Turkish Grand Prix,perez,Racing Point,3,2,Finished,18
2020,14,Turkish Grand Prix,vettel,Ferrari,11,3,Finished,15
2020,14,Turkish Grand Prix,leclerc,Ferrari,12,4,Finished,12
2020,14,Turkish Grand Prix,sainz,McLaren,15,5,Finished,10
2020,14,Turkish Grand Prix,max_verstappen,Red Bull,2,6,Finished,8
2020,14,Turkish Grand Prix,albon,Red Bull,4,7,Finished,6
2020,14,Turkish Grand Prix,norris,McLaren,14,8,Finished,5
2020,14,Turkish Grand Prix,stroll,Racing Point,1,9,Finished,2
2020,14,Turkish Grand Prix,ricciardo,Renault,5,10,Finished,1
2020,14,Turkish Grand Prix,ocon,Renault,7,11,+1 Lap,0
