season,round,race_name,driver_id,constructor,grid_position,finish_position,status,points
2021,18,Mexico City Grand Prix,max_verstappen,Red Bull,3,1,Finished,25
2021,18,Mexico City Grand Prix,hamilton,Mercedes,2,2,Finished,18
2021,18,Mexico City Grand Prix,perez,Red Bull,4,3,Finished,15
2021,18,Mexico City Grand Prix,gasly,AlphaTauri,5,4,Finished,12
2021,18,Mexico City Grand Prix,leclerc,Ferrari,8,5,Finished,10
2021,18,Mexico City Grand Prix,sainz,Ferrari,6,6,+1 Lap,8
2021,18,Mexico City Grand Prix,vettel,Aston Martin,9,7,+1 Lap,6
2021,18,Mexico City Grand Prix,raikkonen,Alfa Romeo,10,8,+1 Lap,4
2021,18,Mexico City Grand Prix,alonso,Alpine F1 Team,12,9,+1 Lap,2
2021,18,Mexico City Grand Prix,norris,McLaren,18,10,+1 Lap,1
2021,18,Mexico City Grand Prix,giovinazzi,Alfa Romeo,11,11,+1 Lap,0
2021,18,Mexico City Grand Prix,ricciardo,McLaren,7,12,+1 Lap,0
2021,18,Mexico City Grand Prix,ocon,Alpine F1 Team,19,13,+1 Lap,0
2021,18,Mexico City Grand Prix,stroll,Aston Martin,20,14,+2 Laps,0
2021,18,Mexico City Grand Prix,bottas,Mercedes,1,15,+2 Laps,0
2021,18,Mexico City Grand Prix,russell,Williams,16,16,+2 Laps,0
2021,18,Mexico City Grand Prix,latifi,Williams,13,17,+2 Laps,0
2021,18,Mexico City Grand Prix,mazepin,Haas F1 Team,15,18,+3 Laps,0
2021,18,Mexico City Grand Prix,mick_schumacher,Haas F1 Team,14,19,Collision,0
2021,18,Mexico City Grand Prix,tsunoda,AlphaTauri,17,20,Collision,0
2021,19,São Paulo Grand Prix,hamilton,Mercedes,10,1,Finished,25
2021,19,São Paulo Grand Prix,max_verstappen,Red Bull,2,2,Finished,18
2021,19,São Paulo Grand Prix,bottas,Mercedes,1,3,Finished,15
2021,19,São Paulo Grand Prix,perez,Red Bull,4,4,Finished,13
2021,19,São Paulo Grand Prix,leclerc,Ferrari,6,5,Finished,10
2021,19,São Paulo Grand Prix,sainz,Ferrari,3,6,Finished,8
2021,19,São Paulo Grand Prix,gasly,AlphaTauri,7,7,+1 Lap,6
2021,19,São Paulo Grand Prix,ocon,Alpine F1 Team,8,8,+1 Lap,4
2021,19,São Paulo Grand Prix,alonso,Alpine F1 Team,12,9,+1 Lap,2
2021,19,São Paulo Grand Prix,norris,McLaren,5,10,+1 Lap,1
2021,19,São Paulo Grand Prix,vettel,Aston Martin,9,11,+1 Lap,0
2021,19,São Paulo Grand Prix,raikkonen,Alfa Romeo,0,12,+1 Lap,0
2021,19,São Paulo Grand Prix,russell,Williams,17,13,+1 Lap,0
2021,19,São Paulo Grand Prix,giovinazzi,Alfa Romeo,13,14,+1 Lap,0
2021,19,São Paulo Grand Prix,tsunoda,AlphaTauri,15,15,+1 Lap,0
2021,19,São Paulo Grand Prix,latifi,Williams,16,16,+1 Lap,0
2021,19,São Paulo Grand Prix,mazepin,Haas F1 Team,19,17,+2 Laps,0
2021,19,São Paulo Grand Prix,mick_schumacher,Haas F1 Team,18,18,+2 Laps,0
2021,19,São Paulo Grand Prix,ricciardo,McLaren,11,19,Power loss,0
2021,19,São Paulo Grand Prix,stroll,Aston Martin,14,20,Collision damage,0
2021,20,Qatar Grand Prix,hamilton,Mercedes,1,1,Finished,25
2021,20,Qatar Grand Prix,max_verstappen,Red Bull,7,2,Finished,19
2021,20,Qatar Grand Prix,alonso,Alpine F1 Team,3,3,Finished,15
2021,20,Qatar Grand Prix,perez,Red Bull,11,4,Finished,12
2021,20,Qatar Grand Prix,ocon,Alpine F1 Team,9,5,Finished,10
2021,20,Qatar Grand Prix,stroll,Aston Martin,12,6,Finished,8
2021,20,Qatar Grand Prix,sainz,Ferrari,5,7,Finished,6
2021,20,Qatar Grand Prix,leclerc,Ferrari,13,8,Finished,4
2021,20,Qatar Grand Prix,norris,McLaren,4,9,+1 Lap,2
2021,20,Qatar Grand Prix,vettel,Aston Martin,10,10,+1 Lap,1
2021,20,Qatar Grand Prix,gasly,AlphaTauri,2,11,+1 Lap,0
2021,20,Qatar Grand Prix,ricciardo,McLaren,14,12,+1 Lap,0
2021,20,Qatar Grand Prix,tsunoda,AlphaTauri,8,13,+1 Lap,0
2021,20,Qatar Grand Prix,raikkonen,Alfa Romeo,16,14,+1 Lap,0
2021,20,Qatar Grand Prix,giovinazzi,Alfa Romeo,18,15,+1 Lap,0
2021,20,Qatar Grand Prix,mick_schumacher,Haas F1 Team,19,16,+1 Lap,0
2021,20,Qatar Grand Prix,russell,Williams,15,17,+2 Laps,0
2021,20,Qatar Grand Prix,mazepin,Haas F1 Team,20,18,+2 Laps,0
2021,20,Qatar Grand Prix,latifi,Williams,17,19,Puncture,0
2021,20,Qatar Grand Prix,bottas,Mercedes,6,20,Damage,0
2021,21,Saudi Arabian Grand Prix,hamilton,Mercedes,1,1,Finished,26
2021,21,Saudi Arabian Grand Prix,max_verstappen,Red Bull,3,2,Finished,18
2021,21,Saudi Arabian Grand Prix,bottas,Mercedes,2,3,Finished,15
2021,21,Saudi Arabian Grand Prix,ocon,Alpine F1 Team,9,4,Finished,12
2021,21,Saudi Arabian Grand Prix,ricciardo,McLaren,11,5,Finished,10
2021,21,Saudi Arabian Grand Prix,gasly,AlphaTauri,6,6,Finished,8
2021,21,Saudi Arabian Grand Prix,leclerc,Ferrari,4,7,Finished,6
2021,21,Saudi Arabian Grand Prix,sainz,Ferrari,15,8,Finished,4
2021,21,Saudi Arabian Grand Prix,giovinazzi,Alfa Romeo,10,9,Finished,2
2021,21,Saudi Arabian Grand Prix,norris,McLaren,7,10,Finished,1
2021,21,Saudi Arabian Grand Prix,stroll,Aston Martin,18,11,Finished,0
2021,21,Saudi Arabian Grand Prix,latifi,Williams,16,12,Finished,0
2021,21,Saudi Arabian Grand Prix,alonso,Alpine F1 Team,13,13,+1 Lap,0
2021,21,Saudi Arabian Grand Prix,tsunoda,AlphaTauri,8,14,+1 Lap,0
2021,21,Saudi Arabian Grand Prix,raikkonen,Alfa Romeo,12,15,+1 Lap,0
2021,21,Saudi Arabian Grand Prix,vettel,Aston Martin,17,16,Collision damage,0
2021,21,Saudi Arabian Grand Prix,perez,Red Bull,5,17,Collision,0
2021,21,Saudi Arabian Grand Prix,mazepin,Haas F1 Team,20,18,Collision,0
2021,21,Saudi Arabian Grand Prix,russell,Williams,14,19,Collision,0
2021,21,Saudi Arabian Grand Prix,mick_schumacher,Haas F1 Team,19,20,Accident,0
2021,22,Abu Dhabi Grand Prix,max_verstappen,Red Bull,1,1,Finished,26
2021,22,Abu Dhabi Grand Prix,hamilton,Mercedes,2,2,Finished,18
2021,22,Abu Dhabi Grand Prix,sainz,Ferrari,5,3,Finished,15
2021,22,Abu Dhabi Grand Prix,tsunoda,AlphaTauri,8,4,Finished,12
2021,22,Abu Dhabi Grand Prix,gasly,AlphaTauri,12,5,Finished,10
2021,22,Abu Dhabi Grand Prix,bottas,Mercedes,6,6,Finished,8
2021,22,Abu Dhabi Grand Prix,norris,McLaren,3,7,Finished,6
2021,22,Abu Dhabi Grand Prix,alonso,Alpine F1 Team,11,8,Finished,4
2021,22,Abu Dhabi Grand Prix,ocon,Alpine F1 Team,9,9,Finished,2
2021,22,Abu Dhabi Grand Prix,leclerc,Ferrari,7,10,Finished,1
2021,22,Abu Dhabi Grand Prix,vettel,Aston Martin,15,11,Finished,0
2021,22,Abu Dhabi Grand Prix,ricciardo,McLaren,10,12,+1 Lap,0
2021,22,Abu Dhabi Grand Prix,stroll,Aston Martin,13,13,+1 Lap,0
2021,22,Abu Dhabi Grand Prix,mick_schumacher,Haas F1 Team,19,14,+1 Lap,0
2021,22,Abu Dhabi Grand Prix,perez,Red Bull,4,15,Engine,0
2021,22,Abu Dhabi Grand Prix,latifi,Williams,16,16,Accident,0
2021,22,Abu Dhabi Grand Prix,giovinazzi,Alfa Romeo,14,17,Gearbox,0
2021,22,Abu Dhabi Grand Prix,russell,Williams,17,18,Gearbox,0
2021,22,Abu Dhabi Grand Prix,raikkonen,Alfa Romeo,18,19,Brakes,0
2021,22,Abu Dhabi Grand Prix,mazepin,Haas F1 Team,20,20,Illness,0
2022,1,Bahrain Grand Prix,leclerc,Ferrari,1,1,Finished,26
2022,1,Bahrain Grand Prix,sainz,Ferrari,3,2,Finished,18
2022,1,Bahrain Grand Prix,hamilton,Mercedes,5,3,Finished,15
2022,1,Bahrain Grand Prix,russell,Mercedes,9,4,Finished,12
2022,1,Bahrain Grand Prix,kevin_magnussen,Haas F1 Team,7,5,Finished,10
2022,1,Bahrain Grand Prix,bottas,Alfa Romeo,6,6,Finished,8
2022,1,Bahrain Grand Prix,ocon,Alpine F1 Team,11,7,Finished,6
2022,1,Bahrain Grand Prix,tsunoda,AlphaTauri,16,8,Finished,4
2022,1,Bahrain Grand Prix,alonso,Alpine F1 Team,8,9,Finished,2
2022,1,Bahrain Grand Prix,zhou,Alfa Romeo,15,10,Finished,1
2022,1,Bahrain Grand Prix,mick_schumacher,Haas F1 Team,12,11,Finished,0
2022,1,Bahrain Grand Prix,stroll,Aston Martin,19,12,Finished,0
2022,1,Bahrain Grand Prix,albon,Williams,14,13,Finished,0
2022,1,Bahrain Grand Prix,ricciardo,McLaren,18,14,Finished,0
2022,1,Bahrain Grand Prix,norris,McLaren,13,15,Finished,0
2022,1,Bahrain Grand Prix,latifi,Williams,20,16,Finished,0
2022,1,Bahrain Grand Prix,hulkenberg,Aston Martin,17,17,Finished,0
2022,1,Bahrain Grand Prix,perez,Red Bull,4,18,Fuel pressure,0
2022,1,Bahrain Grand Prix,max_verstappen,Red Bull,2,19,Fuel pressure,0
2022,1,Bahrain Grand Prix,gasly,AlphaTauri,10,20,Power Unit,0
2022,2,Saudi Arabian Grand Prix,max_verstappen,Red Bull,4,1,Finished,25
2022,2,Saudi Arabian Grand Prix,leclerc,Ferrari,2,2,Finished,19
2022,2,Saudi Arabian Grand Prix,sainz,Ferrari,3,3,Finished,15
2022,2,Saudi Arabian Grand Prix,perez,Red Bull,1,4,Finished,12
2022,2,Saudi Arabian Grand Prix,russell,Mercedes,6,5,Finished,10
2022,2,Saudi Arabian Grand Prix,ocon,Alpine F1 Team,5,6,Finished,8
2022,2,Saudi Arabian Grand Prix,norris,McLaren,11,7,Finished,6
2022,2,Saudi Arabian Grand Prix,gasly,AlphaTauri,9,8,Finished,4
2022,2,Saudi Arabian Grand Prix,kevin_magnussen,Haas F1 Team,10,9,Finished,2
2022,2,Saudi Arabian Grand Prix,hamilton,Mercedes,15,10,Finished,1
2022,2,Saudi Arabian Grand Prix,zhou,Alfa Romeo,12,11,Finished,0
2022,2,Saudi Arabian Grand Prix,hulkenberg,Aston Martin,17,12,Finished,0
2022,2,Saudi Arabian Grand Prix,stroll,Aston Martin,13,13,+1 Lap,0
2022,2,Saudi Arabian Grand Prix,albon,Williams,16,14,Collision damage,0
2022,2,Saudi Arabian Grand Prix,bottas,Alfa Romeo,8,15,Cooling system,0
2022,2,Saudi Arabian Grand Prix,alonso,Alpine F1 Team,7,16,Water pump,0
2022,2,Saudi Arabian Grand Prix,ricciardo,McLaren,14,17,Gearbox,0
2022,2,Saudi Arabian Grand Prix,latifi,Williams,18,18,Accident,0
2022,2,Saudi Arabian Grand Prix,tsunoda,AlphaTauri,19,19,Power Unit,0
2022,2,Saudi Arabian Grand Prix,mick_schumacher,Haas F1 Team,0,20,Withdrew,0
2022,3,Australian Grand Prix,leclerc,Ferrari,1,1,Finished,26
2022,3,Australian Grand Prix,perez,Red Bull,3,2,Finished,18
2022,3,Australian Grand Prix,russell,Mercedes,6,3,Finished,15
2022,3,Australian Grand Prix,hamilton,Mercedes,5,4,Finished,12
2022,3,Australian Grand Prix,norris,McLaren,4,5,Finished,10
2022,3,Australian Grand Prix,ricciardo,McLaren,7,6,Finished,8
2022,3,Australian Grand Prix,ocon,Alpine F1 Team,8,7,Finished,6
2022,3,Australian Grand Prix,bottas,Alfa Romeo,12,8,Finished,4
2022,3,Australian Grand Prix,gasly,AlphaTauri,11,9,Finished,2
2022,3,Australian Grand Prix,albon,Williams,20,10,Finished,1
2022,3,Australian Grand Prix,zhou,Alfa Romeo,14,11,Finished,0
2022,3,Australian Grand Prix,stroll,Aston Martin,19,12,Finished,0
2022,3,Australian Grand Prix,mick_schumacher,Haas F1 Team,15,13,+1 Lap,0
2022,3,Australian Grand Prix,kevin_magnussen,Haas F1 Team,16,14,+1 Lap,0
2022,3,Australian Grand Prix,tsunoda,AlphaTauri,13,15,+1 Lap,0
2022,3,Australian Grand Prix,latifi,Williams,18,16,+1 Lap,0
2022,3,Australian Grand Prix,alonso,Alpine F1 Team,10,17,+1 Lap,0
2022,3,Australian Grand Prix,max_verstappen,Red Bull,2,18,Fuel leak,0
2022,3,Australian Grand Prix,vettel,Aston Martin,17,19,Accident,0
2022,3,Australian Grand Prix,sainz,Ferrari,9,20,Spun off,0
2022,4,Emilia Romagna Grand Prix,max_verstappen,Red Bull,1,1,Finished,26
2022,4,Emilia Romagna Grand Prix,perez,Red Bull,3,2,Finished,18
2022,4,Emilia Romagna Grand Prix,norris,McLaren,5,3,Finished,15
2022,4,Emilia Romagna Grand Prix,russell,Mercedes,11,4,Finished,12
2022,4,Emilia Romagna Grand Prix,bottas,Alfa Romeo,7,5,Finished,10
2022,4,Emilia Romagna Grand Prix,leclerc,Ferrari,2,6,Finished,8
2022,4,Emilia Romagna Grand Prix,tsunoda,AlphaTauri,12,7,Finished,6
2022,4,Emilia Romagna Grand Prix,vettel,Aston Martin,13,8,Finished,4
2022,4,Emilia Romagna Grand Prix,kevin_magnussen,Haas F1 Team,8,9,Finished,2
2022,4,Emilia Romagna Grand Prix,stroll,Aston Martin,15,10,+1 Lap,1
2022,4,Emilia Romagna Grand Prix,albon,Williams,18,11,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,gasly,AlphaTauri,17,12,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,hamilton,Mercedes,14,13,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,ocon,Alpine F1 Team,16,14,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,zhou,Alfa Romeo,0,15,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,latifi,Williams,19,16,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,mick_schumacher,Haas F1 Team,10,17,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,ricciardo,McLaren,6,18,+1 Lap,0
2022,4,Emilia Romagna Grand Prix,alonso,Alpine F1 Team,9,19,Collision damage,0
2022,4,Emilia Romagna Grand Prix,sainz,Ferrari,4,20,Collision,0
2022,5,Miami Grand Prix,max_verstappen,Red Bull,3,1,Finished,26
2022,5,Miami Grand Prix,leclerc,Ferrari,1,2,Finished,18
2022,5,Miami Grand Prix,sainz,Ferrari,2,3,Finished,15
2022,5,Miami Grand Prix,perez,Red Bull,4,4,Finished,12
2022,5,Miami Grand Prix,russell,Mercedes,12,5,Finished,10
2022,5,Miami Grand Prix,hamilton,Mercedes,6,6,Finished,8
2022,5,Miami Grand Prix,bottas,Alfa Romeo,5,7,Finished,6
2022,5,Miami Grand Prix,ocon,Alpine F1 Team,20,8,Finished,4
2022,5,Miami Grand Prix,albon,Williams,18,9,Finished,2
2022,5,Miami Grand Prix,stroll,Aston Martin,0,10,Finished,1
2022,5,Miami Grand Prix,alonso,Alpine F1 Team,11,11,Finished,0
2022,5,Miami Grand Prix,tsunoda,AlphaTauri,9,12,Finished,0
2022,5,Miami Grand Prix,ricciardo,McLaren,14,13,Finished,0
2022,5,Miami Grand Prix,latifi,Williams,19,14,Finished,0
2022,5,Miami Grand Prix,mick_schumacher,Haas F1 Team,15,15,Finished,0
2022,5,Miami Grand Prix,kevin_magnussen,Haas F1 Team,16,16,Front wing,0
2022,5,Miami Grand Prix,vettel,Aston Martin,0,17,Collision,0
2022,5,Miami Grand Prix,gasly,AlphaTauri,7,18,Suspension,0
2022,5,Miami Grand Prix,norris,McLaren,8,19,Collision,0
2022,5,Miami Grand Prix,zhou,Alfa Romeo,17,20,Water leak,0
2022,6,Spanish Grand Prix,max_verstappen,Red Bull,2,1,Finished,25
2022,6,Spanish Grand Prix,perez,Red Bull,5,2,Finished,19
2022,6,Spanish Grand Prix,russell,Mercedes,4,3,Finished,15
2022,6,Spanish Grand Prix,sainz,Ferrari,3,4,Finished,12
2022,6,Spanish Grand Prix,hamilton,Mercedes,6,5,Finished,10
2022,6,Spanish Grand Prix,bottas,Alfa Romeo,7,6,Finished,8
2022,6,Spanish Grand Prix,ocon,Alpine F1 Team,12,7,Finished,6
2022,6,Spanish Grand Prix,norris,McLaren,11,8,Finished,4
2022,6,Spanish Grand Prix,alonso,Alpine F1 Team,20,9,+1 Lap,2
2022,6,Spanish Grand Prix,tsunoda,AlphaTauri,13,10,+1 Lap,1
2022,6,Spanish Grand Prix,vettel,Aston Martin,16,11,+1 Lap,0
2022,6,Spanish Grand Prix,ricciardo,McLaren,9,12,+1 Lap,0
2022,6,Spanish Grand Prix,gasly,AlphaTauri,14,13,+1 Lap,0
2022,6,Spanish Grand Prix,mick_schumacher,Haas F1 Team,10,14,+1 Lap,0
2022,6,Spanish Grand Prix,stroll,Aston Martin,17,15,+1 Lap,0
2022,6,Spanish Grand Prix,latifi,Williams,19,16,+2 Laps,0
2022,6,Spanish Grand Prix,kevin_magnussen,Haas F1 Team,8,17,+2 Laps,0
2022,6,Spanish Grand Prix,albon,Williams,18,18,+2 Laps,0
2022,6,Spanish Grand Prix,zhou,Alfa Romeo,15,19,Power loss,0
2022,6,Spanish Grand Prix,leclerc,Ferrari,1,20,Turbo,0
2022,7,Monaco Grand Prix,perez,Red Bull,3,1,Finished,25
2022,7,Monaco Grand Prix,sainz,Ferrari,2,2,Finished,18
2022,7,Monaco Grand Prix,max_verstappen,Red Bull,4,3,Finished,15
2022,7,Monaco Grand Prix,leclerc,Ferrari,1,4,Finished,12
2022,7,Monaco Grand Prix,russell,Mercedes,6,5,Finished,10
2022,7,Monaco Grand Prix,norris,McLaren,5,6,Finished,9
2022,7,Monaco Grand Prix,alonso,Alpine F1 Team,7,7,Finished,6
2022,7,Monaco Grand Prix,hamilton,Mercedes,8,8,Finished,4
2022,7,Monaco Grand Prix,bottas,Alfa Romeo,12,9,Finished,2
2022,7,Monaco Grand Prix,vettel,Aston Martin,9,10,Finished,1
2022,7,Monaco Grand Prix,gasly,AlphaTauri,17,11,Finished,0
2022,7,Monaco Grand Prix,ocon,Alpine F1 Team,10,12,Finished,0
2022,7,Monaco Grand Prix,ricciardo,McLaren,14,13,Finished,0
2022,7,Monaco Grand Prix,stroll,Aston Martin,18,14,Finished,0
2022,7,Monaco Grand Prix,latifi,Williams,19,15,+1 Lap,0
2022,7,Monaco Grand Prix,zhou,Alfa Romeo,20,16,+1 Lap,0
2022,7,Monaco Grand Prix,tsunoda,AlphaTauri,11,17,+1 Lap,0
2022,7,Monaco Grand Prix,albon,Williams,16,18,Mechanical,0
2022,7,Monaco Grand Prix,mick_schumacher,Haas F1 Team,15,19,Accident,0
2022,7,Monaco Grand Prix,kevin_magnussen,Haas F1 Team,13,20,Water pressure,0
2022,8,Azerbaijan Grand Prix,max_verstappen,Red Bull,3,1,Finished,25
2022,8,Azerbaijan Grand Prix,perez,Red Bull,2,2,Finished,19
2022,8,Azerbaijan Grand Prix,russell,Mercedes,5,3,Finished,15
2022,8,Azerbaijan Grand Prix,hamilton,Mercedes,7,4,Finished,12
2022,8,Azerbaijan Grand Prix,gasly,AlphaTauri,6,5,Finished,10
2022,8,Azerbaijan Grand Prix,vettel,Aston Martin,9,6,Finished,8
2022,8,Azerbaijan Grand Prix,alonso,Alpine F1 Team,10,7,Finished,6
2022,8,Azerbaijan Grand Prix,ricciardo,McLaren,12,8,Finished,4
2022,8,Azerbaijan Grand Prix,norris,McLaren,11,9,Finished,2
2022,8,Azerbaijan Grand Prix,ocon,Alpine F1 Team,13,10,Finished,1
2022,8,Azerbaijan Grand Prix,bottas,Alfa Romeo,15,11,+1 Lap,0
2022,8,Azerbaijan Grand Prix,albon,Williams,17,12,+1 Lap,0
2022,8,Azerbaijan Grand Prix,tsunoda,AlphaTauri,8,13,+1 Lap,0
2022,8,Azerbaijan Grand Prix,mick_schumacher,Haas F1 Team,20,14,+1 Lap,0
2022,8,Azerbaijan Grand Prix,latifi,Williams,18,15,+1 Lap,0
2022,8,Azerbaijan Grand Prix,stroll,Aston Martin,19,16,Vibrations,0
2022,8,Azerbaijan Grand Prix,kevin_magnussen,Haas F1 Team,16,17,Power Unit,0
2022,8,Azerbaijan Grand Prix,zhou,Alfa Romeo,14,18,Hydraulics,0
2022,8,Azerbaijan Grand Prix,leclerc,Ferrari,1,19,Power Unit,0
2022,8,Azerbaijan Grand Prix,sainz,Ferrari,4,20,Hydraulics,0
2022,9,Canadian Grand Prix,max_verstappen,Red Bull,1,1,Finished,25
2022,9,Canadian Grand Prix,sainz,Ferrari,3,2,Finished,19
2022,9,Canadian Grand Prix,hamilton,Mercedes,4,3,Finished,15
2022,9,Canadian Grand Prix,russell,Mercedes,8,4,Finished,12
2022,9,Canadian Grand Prix,leclerc,Ferrari,19,5,Finished,10
2022,9,Canadian Grand Prix,ocon,Alpine F1 Team,7,6,Finished,8
2022,9,Canadian Grand Prix,bottas,Alfa Romeo,11,7,Finished,6
2022,9,Canadian Grand Prix,zhou,Alfa Romeo,10,8,Finished,4
2022,9,Canadian Grand Prix,alonso,Alpine F1 Team,2,9,Finished,2
2022,9,Canadian Grand Prix,stroll,Aston Martin,17,10,Finished,1
2022,9,Canadian Grand Prix,ricciardo,McLaren,9,11,Finished,0
2022,9,Canadian Grand Prix,vettel,Aston Martin,16,12,Finished,0
2022,9,Canadian Grand Prix,albon,Williams,12,13,Finished,0
2022,9,Canadian Grand Prix,gasly,AlphaTauri,15,14,Finished,0
2022,9,Canadian Grand Prix,norris,McLaren,14,15,Finished,0
2022,9,Canadian Grand Prix,latifi,Williams,18,16,Finished,0
2022,9,Canadian Grand Prix,kevin_magnussen,Haas F1 Team,5,17,Finished,0
2022,9,Canadian Grand Prix,tsunoda,AlphaTauri,20,18,Accident,0
2022,9,Canadian Grand Prix,mick_schumacher,Haas F1 Team,6,19,Engine,0
2022,9,Canadian Grand Prix,perez,Red Bull,13,20,Gearbox,0
2022,10,British Grand Prix,sainz,Ferrari,1,1,Finished,25
2022,10,British Grand Prix,perez,Red Bull,4,2,Finished,18
2022,10,British Grand Prix,hamilton,Mercedes,5,3,Finished,16
2022,10,British Grand Prix,leclerc,Ferrari,3,4,Finished,12
2022,10,British Grand Prix,alonso,Alpine F1 Team,7,5,Finished,10
2022,10,British Grand Prix,norris,McLaren,6,6,Finished,8
2022,10,British Grand Prix,max_verstappen,Red Bull,2,7,Finished,6
2022,10,British Grand Prix,mick_schumacher,Haas F1 Team,19,8,Finished,4
2022,10,British Grand Prix,vettel,Aston Martin,18,9,Finished,2
2022,10,British Grand Prix,kevin_magnussen,Haas F1 Team,17,10,Finished,1
2022,10,British Grand Prix,stroll,Aston Martin,20,11,Finished,0
2022,10,British Grand Prix,latifi,Williams,10,12,Finished,0
2022,10,British Grand Prix,ricciardo,McLaren,14,13,Finished,0
2022,10,British Grand Prix,tsunoda,AlphaTauri,13,14,Finished,0
2022,10,British Grand Prix,ocon,Alpine F1 Team,15,15,Fuel pump,0
2022,10,British Grand Prix,gasly,AlphaTauri,11,16,Collision damage,0
2022,10,British Grand Prix,bottas,Alfa Romeo,12,17,Gearbox,0
2022,10,British Grand Prix,russell,Mercedes,8,18,Collision,0
2022,10,British Grand Prix,zhou,Alfa Romeo,9,19,Collision,0
2022,10,British Grand Prix,albon,Williams,16,20,Collision,0
2022,11,Austrian Grand Prix,leclerc,Ferrari,2,1,Finished,25
2022,11,Austrian Grand Prix,max_verstappen,Red Bull,1,2,Finished,19
2022,11,Austrian Grand Prix,hamilton,Mercedes,8,3,Finished,15
2022,11,Austrian Grand Prix,russell,Mercedes,4,4,Finished,12
2022,11,Austrian Grand Prix,ocon,Alpine F1 Team,6,5,Finished,10
2022,11,Austrian Grand Prix,mick_schumacher,Haas F1 Team,9,6,+1 Lap,8
2022,11,Austrian Grand Prix,norris,McLaren,10,7,+1 Lap,6
2022,11,Austrian Grand Prix,kevin_magnussen,Haas F1 Team,7,8,+1 Lap,4
2022,11,Austrian Grand Prix,ricciardo,McLaren,11,9,+1 Lap,2
2022,11,Austrian Grand Prix,alonso,Alpine F1 Team,19,10,+1 Lap,1
2022,11,Austrian Grand Prix,bottas,Alfa Romeo,0,11,+1 Lap,0
2022,11,Austrian Grand Prix,albon,Williams,15,12,+1 Lap,0
2022,11,Austrian Grand Prix,stroll,Aston Martin,12,13,+1 Lap,0
2022,11,Austrian Grand Prix,zhou,Alfa Romeo,13,14,+1 Lap,0
2022,11,Austrian Grand Prix,gasly,AlphaTauri,14,15,+1 Lap,0
2022,11,Austrian Grand Prix,tsunoda,AlphaTauri,16,16,+1 Lap,0
2022,11,Austrian Grand Prix,vettel,Aston Martin,18,17,+1 Lap,0
2022,11,Austrian Grand Prix,sainz,Ferrari,3,18,Power Unit,0
2022,11,Austrian Grand Prix,latifi,Williams,17,19,Undertray,0
2022,11,Austrian Grand Prix,perez,Red Bull,5,20,Collision damage,0
2022,12,French Grand Prix,max_verstappen,Red Bull,2,1,Finished,25
2022,12,French Grand Prix,hamilton,Mercedes,4,2,Finished,18
2022,12,French Grand Prix,russell,Mercedes,6,3,Finished,15
2022,12,French Grand Prix,perez,Red Bull,3,4,Finished,12
2022,12,French Grand Prix,sainz,Ferrari,19,5,Finished,11
2022,12,French Grand Prix,alonso,Alpine F1 Team,7,6,Finished,8
2022,12,French Grand Prix,norris,McLaren,5,7,Finished,6
2022,12,French Grand Prix,ocon,Alpine F1 Team,10,8,Finished,4
2022,12,French Grand Prix,ricciardo,McLaren,9,9,Finished,2
2022,12,French Grand Prix,stroll,Aston Martin,15,10,Finished,1
2022,12,French Grand Prix,vettel,Aston Martin,12,11,Finished,0
2022,12,French Grand Prix,gasly,AlphaTauri,14,12,Finished,0
2022,12,French Grand Prix,albon,Williams,13,13,Finished,0
2022,12,French Grand Prix,bottas,Alfa Romeo,11,14,Finished,0
2022,12,French Grand Prix,mick_schumacher,Haas F1 Team,17,15,Finished,0
2022,12,French Grand Prix,zhou,Alfa Romeo,16,16,+6 Laps,0
2022,12,French Grand Prix,latifi,Williams,18,17,Collision damage,0
2022,12,French Grand Prix,kevin_magnussen,Haas F1 Team,20,18,Collision damage,0
2022,12,French Grand Prix,leclerc,Ferrari,1,19,Accident,0
2022,12,French Grand Prix,tsunoda,AlphaTauri,8,20,Undertray,0
2022,13,Hungarian Grand Prix,max_verstappen,Red Bull,10,1,Finished,25
2022,13,Hungarian Grand Prix,hamilton,Mercedes,7,2,Finished,19
2022,13,Hungarian Grand Prix,russell,Mercedes,1,3,Finished,15
2022,13,Hungarian Grand Prix,sainz,Ferrari,2,4,Finished,12
2022,13,Hungarian Grand Prix,perez,Red Bull,11,5,Finished,10
2022,13,Hungarian Grand Prix,leclerc,Ferrari,3,6,Finished,8
2022,13,Hungarian Grand Prix,norris,McLaren,4,7,Finished,6
2022,13,Hungarian Grand Prix,alonso,Alpine F1 Team,6,8,+1 Lap,4
2022,13,Hungarian Grand Prix,ocon,Alpine F1 Team,5,9,+1 Lap,2
2022,13,Hungarian Grand Prix,vettel,Aston Martin,18,10,+1 Lap,1
2022,13,Hungarian Grand Prix,stroll,Aston Martin,14,11,+1 Lap,0
2022,13,Hungarian Grand Prix,gasly,AlphaTauri,0,12,+1 Lap,0
2022,13,Hungarian Grand Prix,zhou,Alfa Romeo,12,13,+1 Lap,0
