season,meeting_key,session_key,date,category,flag,message,driver_number,lap_number
2025,1266,9928,2025-08-03T14:05:08+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:05:07,43.0,46
2025,1266,9928,2025-08-03T14:07:51+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:07:50,23.0,48
2025,1266,9928,2025-08-03T14:08:06+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:08:06,23.0,48
2025,1266,9928,2025-08-03T14:08:15+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:08:15,43.0,48
2025,1266,9928,2025-08-03T14:09:25+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:09:24,87.0,49
2025,1266,9928,2025-08-03T14:10:46+00:00,Other,,BLACK AND WHITE FLAG FOR CAR 31 (OCO),,50
2025,1266,9928,2025-08-03T14:11:03+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:11:02,22.0,50
2025,1266,9928,2025-08-03T14:11:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:11:52,43.0,51
2025,1266,9928,2025-08-03T14:11:59+00:00,Other,,CAR 43 (COL) TIME 1:23.690 DELETED - TRACK LIMITS AT TURN 7 LAP 47 16:08:30,,51
2025,1266,9928,2025-08-03T14:11:59+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:11:59,43.0,51
2025,1266,9928,2025-08-03T14:12:43+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:12:43,27.0,51
2025,1266,9928,2025-08-03T14:13:21+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 27 (HUL) AND 22 (TSU) NOTED,,52
2025,1266,9928,2025-08-03T14:13:44+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:13:44,10.0,52
2025,1266,9928,2025-08-03T14:13:58+00:00,Other,,CAR 27 (HUL) TIME 1:21.837 DELETED - TRACK LIMITS AT TURN 1 LAP 49 16:10:36,,52
2025,1266,9928,2025-08-03T14:14:17+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:14:17,31.0,52
2025,1266,9928,2025-08-03T14:14:49+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:14:49,22.0,53
2025,1266,9928,2025-08-03T14:15:00+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:14:59,22.0,53
2025,1266,9928,2025-08-03T14:15:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:15:24,23.0,53
2025,1266,9928,2025-08-03T14:16:39+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:16:39,10.0,54
2025,1266,9928,2025-08-03T14:17:14+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:13,31.0,55
2025,1266,9928,2025-08-03T14:19:41+00:00,Other,,CAR 12 (ANT) TIME 1:21.234 DELETED - TRACK LIMITS AT TURN 7 LAP 55 16:18:53,,56
2025,1266,9928,2025-08-03T14:20:37+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 27 (HUL) AND 22 (TSU) UNDER INVESTIGATION,,57
2025,1266,9928,2025-08-03T14:20:54+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:20:53,27.0,57
2025,1266,9928,2025-08-03T14:21:11+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:21:11,27.0,58
2025,1266,9928,2025-08-03T14:21:43+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 27 (HUL) AND 22 (TSU) NO FURTHER ACTION,,58
2025,1266,9928,2025-08-03T14:22:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:22:15,23.0,58
2025,1266,9928,2025-08-03T14:22:32+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:22:31,23.0,59
2025,1266,9928,2025-08-03T14:22:39+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:22:38,23.0,59
2025,1266,9928,2025-08-03T14:23:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:23:53,10.0,60
2025,1266,9928,2025-08-03T14:24:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:24:13,10.0,60
2025,1266,9928,2025-08-03T14:24:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:24:36,10.0,60
2025,1266,9928,2025-08-03T14:26:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:26:22,31.0,62
2025,1266,9928,2025-08-03T14:27:43+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:27:42,31.0,63
2025,1266,9928,2025-08-03T14:28:20+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:28:20,31.0,63
2025,1266,9928,2025-08-03T14:28:24+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) NOTED,,63
2025,1266,9928,2025-08-03T14:29:35+00:00,Other,,TURN 2 INCIDENT INVOLVING CARS 10 (GAS) AND 55 (SAI) NOTED - CAUSING A COLLISION,,64
2025,1266,9928,2025-08-03T14:29:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 44 (HAM) TIMED AT 16:29:55,44.0,64
2025,1266,9928,2025-08-03T14:30:14+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) UNDER INVESTIGATION,,64
2025,1266,9928,2025-08-03T14:30:18+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 44 (HAM) TIMED AT 16:30:17,44.0,64
2025,1266,9928,2025-08-03T14:31:03+00:00,Other,,CAR 55 (SAI) TIME 1:23.355 DELETED - TRACK LIMITS AT TURN 2 LAP 61 16:27:07,,65
2025,1266,9928,2025-08-03T14:31:21+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:31:21,6.0,65
2025,1266,9928,2025-08-03T14:31:59+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:31:58,6.0,66
2025,1266,9928,2025-08-03T14:32:16+00:00,Other,,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 10 (GAS) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION,,66
2025,1266,9928,2025-08-03T14:32:45+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:32:45,12.0,66
2025,1266,9928,2025-08-03T14:34:14+00:00,Other,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION,,67
2025,1266,9928,2025-08-03T14:35:10+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:35:09,27.0,68
2025,1266,9928,2025-08-03T14:35:15+00:00,Other,,CAR 10 (GAS) TIME 1:24.101 DELETED - TRACK LIMITS AT TURN 1 LAP 64 16:31:08,,68
2025,1266,9928,2025-08-03T14:35:42+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:35:42,27.0,68
2025,1266,9928,2025-08-03T14:36:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:36:22,55.0,69
2025,1266,9928,2025-08-03T14:37:01+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 16 (LEC) - DRIVING ERRATICALLY,,69
2025,1266,9928,2025-08-03T14:38:27+00:00,Flag,CHEQUERED,CHEQUERED FLAG,,70
2025,1266,9928,2025-08-03T14:38:27.478000+00:00,SessionStatus,,SESSION FINISHED,,70
2025,1266,9928,2025-08-03T14:41:45+00:00,Other,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,,70
2025,1267,9920,2025-08-31T12:17:58+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 16,,1
2025,1267,9920,2025-08-31T12:17:59+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 17,,1
2025,1267,9920,2025-08-31T12:18:28+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 16,,1
2025,1267,9920,2025-08-31T12:18:28+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 17,,1
2025,1267,9920,2025-08-31T12:20:00+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1267,9920,2025-08-31T12:30:00+00:00,Other,,PIT EXIT CLOSED,,1
2025,1267,9920,2025-08-31T12:30:20+00:00,Other,,PIT ENTRY INCIDENT INVOLVING CAR 44 (HAM) NOTED - YELLOW FLAG INFRINGEMENT,,1
2025,1267,9920,2025-08-31T12:30:36+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 8,,1
2025,1267,9920,2025-08-31T12:30:47+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 7,,1
2025,1267,9920,2025-08-31T12:30:51+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 13,,1
2025,1267,9920,2025-08-31T12:30:53+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,,1
2025,1267,9920,2025-08-31T12:30:53+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 17,,1
2025,1267,9920,2025-08-31T12:30:55+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 6,,1
2025,1267,9920,2025-08-31T12:34:42+00:00,Other,,"FIA STEWARDS: INCIDENT INVOLVING CARS 27 (HUL), 55 (SAI), 1 (VER) AND 4 (NOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,1
2025,1267,9920,2025-08-31T12:35:28+00:00,Other,,FIA STEWARDS: PIT ENTRY INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT,,1
2025,1267,9920,2025-08-31T12:35:35+00:00,Other,,"FIA STEWARDS: INCIDENT INVOLVING CARS 27 (HUL), 55 (SAI), 1 (VER) AND 4 (NOR) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,1
2025,1267,9920,2025-08-31T12:45:06+00:00,Other,,RISK OF RAIN FOR F1 RACE IS 60%,,1
2025,1267,9920,2025-08-31T12:51:16+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 18,,1
2025,1267,9920,2025-08-31T12:57:03+00:00,Drs,,DRS DISABLED,,1
2025,1267,9920,2025-08-31T13:03:21+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1267,9920,2025-08-31T13:03:21.064000+00:00,SessionStatus,,SESSION STARTED,,1
2025,1267,9920,2025-08-31T13:04:40+00:00,Drs,,DRS ENABLED,,2
2025,1267,9920,2025-08-31T13:06:10+00:00,Other,,CAR 16 (LEC) TIME 1:17.076 DELETED - TRACK LIMITS AT TURN 3 LAP 2 15:04:59,,3
2025,1267,9920,2025-08-31T13:10:44+00:00,Other,,TURN 11 INCIDENT INVOLVING CARS 18 (STR) AND 5 (BOR) NOTED - CAUSING A COLLISION,,6
2025,1267,9920,2025-08-31T13:15:44+00:00,Other,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 18 (STR) AND 5 (BOR) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,10
2025,1267,9920,2025-08-31T13:19:09+00:00,Other,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,,13
2025,1267,9920,2025-08-31T13:20:37+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 15,,14
2025,1267,9920,2025-08-31T13:22:26+00:00,Other,,INCIDENT INVOLVING CAR 5 (BOR) NOTED - UNSAFE CONDITION,,16
2025,1267,9920,2025-08-31T13:23:12+00:00,Other,,CAR 63 (RUS) TIME 1:16.228 DELETED - TRACK LIMITS AT TURN 3 LAP 13 15:18:58,,16
2025,1267,9920,2025-08-31T13:23:40+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) UNDER INVESTIGATION - UNSAFE CONDITION,,17
2025,1267,9920,2025-08-31T13:28:13+00:00,Other,,CAR 14 (ALO) TIME 1:30.437 DELETED - TRACK LIMITS AT TURN 3 LAP 19 15:27:09,,20
2025,1267,9920,2025-08-31T13:30:50+00:00,Other,,CAR 43 (COL) TIME 1:16.107 DELETED - TRACK LIMITS AT TURN 3 LAP 21 15:29:46,,22
2025,1267,9920,2025-08-31T13:31:47+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,23
2025,1267,9920,2025-08-31T13:31:48+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 4,,23
2025,1267,9920,2025-08-31T13:31:48+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 5,,23
2025,1267,9920,2025-08-31T13:32:02+00:00,SafetyCar,,SAFETY CAR DEPLOYED,,23
2025,1267,9920,2025-08-31T13:32:02+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 4,,23
2025,1267,9920,2025-08-31T13:33:31+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,24
2025,1267,9920,2025-08-31T13:33:36+00:00,Other,,RECOVERY VEHICLE ON TRACK AT TURN 3,,24
2025,1267,9920,2025-08-31T13:34:15+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,24
2025,1267,9920,2025-08-31T13:35:51+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 5,,25
2025,1267,9920,2025-08-31T13:37:09+00:00,SafetyCar,,SAFETY CAR IN THIS LAP,,26
2025,1267,9920,2025-08-31T13:38:27+00:00,Flag,CLEAR,TRACK CLEAR,,26
2025,1267,9920,2025-08-31T13:39:51+00:00,Drs,,DRS ENABLED,,28
2025,1267,9920,2025-08-31T13:41:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:41:15,30.0,29
2025,1267,9920,2025-08-31T13:41:19+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:41:19,55.0,29
2025,1267,9920,2025-08-31T13:41:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:41:24,30.0,29
2025,1267,9920,2025-08-31T13:41:26+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:41:25,55.0,29
2025,1267,9920,2025-08-31T13:41:29+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 30 (LAW) NOTED,,29
2025,1267,9920,2025-08-31T13:41:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:41:37,30.0,29
2025,1267,9920,2025-08-31T13:41:47+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) WILL BE INVESTIGATED AFTER THE RACE - UNSAFE CONDITION,,29
2025,1267,9920,2025-08-31T13:41:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:41:55,30.0,29
2025,1267,9920,2025-08-31T13:44:12+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 30 (LAW) UNDER INVESTIGATION,,31
2025,1267,9920,2025-08-31T13:44:35+00:00,SafetyCar,,VIRTUAL SAFETY CAR DEPLOYED,,31
2025,1267,9920,2025-08-31T13:45:45+00:00,SafetyCar,,VIRTUAL SAFETY CAR ENDING,,32
2025,1267,9920,2025-08-31T13:45:57+00:00,Flag,CLEAR,TRACK CLEAR,,32
2025,1267,9920,2025-08-31T13:45:58+00:00,Drs,,DRS ENABLED,,32
2025,1267,9920,2025-08-31T13:46:45+00:00,Other,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 55 (SAI) - CAUSING A COLLISION,,33
2025,1267,9920,2025-08-31T13:47:57+00:00,Other,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16,,34
2025,1267,9920,2025-08-31T13:49:18+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,,35
2025,1267,9920,2025-08-31T13:49:27+00:00,Other,,CAR 16 (LEC) TIME 1:26.822 DELETED - TRACK LIMITS AT TURN 12 LAP 32 15:46:15,,35
2025,1267,9920,2025-08-31T13:49:33+00:00,Other,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16,,35
2025,1267,9920,2025-08-31T13:49:36+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 16,,35
2025,1267,9920,2025-08-31T13:49:59+00:00,Other,,TURN 12 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) NOTED - CAUSING A COLLISION,,35
2025,1267,9920,2025-08-31T13:50:24+00:00,Other,,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) UNDER INVESTIGATION - CAUSING A COLLISION,,36
2025,1267,9920,2025-08-31T13:58:46+00:00,Other,,FIA STEWARDS: TURN 12 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,,42
2025,1267,9920,2025-08-31T14:11:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:11:23,55.0,53
2025,1267,9920,2025-08-31T14:12:11+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,53
2025,1267,9920,2025-08-31T14:12:13+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 4,,53
2025,1267,9920,2025-08-31T14:12:19+00:00,SafetyCar,,SAFETY CAR DEPLOYED,,53
2025,1267,9920,2025-08-31T14:12:34+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,53
2025,1267,9920,2025-08-31T14:13:33+00:00,Other,,RECOVERY VEHICLE ON TRACK AT TURN 3,,54
2025,1267,9920,2025-08-31T14:15:02+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,55
2025,1267,9920,2025-08-31T14:15:07+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,55
2025,1267,9920,2025-08-31T14:16:11+00:00,Other,,TURN 3 INCIDENT INVOLVING CARS 63 (RUS) AND 16 (LEC) NOTED - CAUSING A COLLISION,,55
2025,1267,9920,2025-08-31T14:16:37+00:00,Other,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 63 (RUS) AND 16 (LEC) UNDER INVESTIGATION - CAUSING A COLLISION,,55
2025,1267,9920,2025-08-31T14:17:34+00:00,Other,,CORRECTION:: TURN 3 INCIDENT INVOLVING CARS 12 (ANT) AND 16 (LEC) UNDER INVESTIGATION - CAUSING A COLLISION,,56
2025,1267,9920,2025-08-31T14:17:56+00:00,Other,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 12 (ANT) - CAUSING A COLLISION,,56
2025,1267,9920,2025-08-31T14:18:16+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 5,,56
2025,1267,9920,2025-08-31T14:18:18+00:00,Other,,LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 30 AND 55,,56
2025,1267,9920,2025-08-31T14:18:54+00:00,Other,,INCIDENT INVOLVING CAR 12 (ANT) NOTED - SPEEDING IN THE PIT LANE,,56
2025,1267,9920,2025-08-31T14:19:15+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 4,,57
2025,1267,9920,2025-08-31T14:19:34+00:00,SafetyCar,,SAFETY CAR IN THIS LAP,,57
2025,1267,9920,2025-08-31T14:19:53+00:00,Other,,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 55 (SAI),,57
2025,1267,9920,2025-08-31T14:20:51+00:00,Flag,CLEAR,TRACK CLEAR,,57
2025,1267,9920,2025-08-31T14:22:12+00:00,Drs,,DRS ENABLED,,59
2025,1267,9920,2025-08-31T14:22:51+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,,59
2025,1267,9920,2025-08-31T14:25:55+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 12 (ANT) - SPEEDING IN THE PIT LANE,,62
2025,1267,9920,2025-08-31T14:30:12+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 11,,65
2025,1267,9920,2025-08-31T14:30:28+00:00,SafetyCar,,SAFETY CAR DEPLOYED,,65
2025,1267,9920,2025-08-31T14:30:36+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 11,,65
2025,1267,9920,2025-08-31T14:32:26+00:00,Other,,RECOVERY VEHICLE ON TRACK AT TURN 9,,66
2025,1267,9920,2025-08-31T14:33:11+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 5,,67
2025,1267,9920,2025-08-31T14:35:14+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 11,,68
2025,1267,9920,2025-08-31T14:35:45+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 5,,68
2025,1267,9920,2025-08-31T14:36:08+00:00,SafetyCar,,SAFETY CAR IN THIS LAP,,68
2025,1267,9920,2025-08-31T14:36:48+00:00,Flag,CLEAR,TRACK CLEAR,,68
2025,1267,9920,2025-08-31T14:38:12+00:00,Drs,,DRS ENABLED,,70
2025,1267,9920,2025-08-31T14:40:06+00:00,Other,,TURN 11 INCIDENT INVOLVING CARS 22 (TSU) AND 10 (GAS) NOTED,,71
2025,1267,9920,2025-08-31T14:40:42+00:00,Other,,CAR 27 (HUL) TIME 1:18.274 DELETED - TRACK LIMITS AT TURN 3 LAP 69 16:37:21,,72
2025,1267,9920,2025-08-31T14:40:55+00:00,Other,,CAR 55 (SAI) TIME 1:17.352 DELETED - TRACK LIMITS AT TURN 3 LAP 69 16:37:22,,72
2025,1267,9920,2025-08-31T14:41:06+00:00,Other,,CAR 10 (GAS) TIME 1:17.528 DELETED - TRACK LIMITS AT TURN 12 LAP 69 16:38:01,,72
2025,1267,9920,2025-08-31T14:41:50+00:00,Flag,CHEQUERED,CHEQUERED FLAG,,72
2025,1267,9920,2025-08-31T14:41:51.071000+00:00,SessionStatus,,SESSION FINISHED,,72
2025,1267,9920,2025-08-31T14:43:39+00:00,Other,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 22 (TSU) AND 10 (GAS) REVIEWED NO FURTHER INVESTIGATION,,72
2025,1267,9920,2025-08-31T14:45:05+00:00,Other,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,,72
2025,1267,9920,2025-08-31T14:45:34+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 11,,72
2025,1267,9920,2025-08-31T14:49:09+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 11,,72
2025,1267,9920,2025-08-31T14:49:10+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 11,,72
2025,1267,9920,2025-08-31T14:53:30+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 7,,72
2025,1268,9912,2025-09-07T12:20:01+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1268,9912,2025-09-07T12:27:55+00:00,Other,,PIT EXIT INCIDENT INVOLVING CAR 14 (ALO) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,1
2025,1268,9912,2025-09-07T12:28:15+00:00,Other,,PIT EXIT INCIDENT INVOLVING CAR 18 (STR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,1
2025,1268,9912,2025-09-07T12:30:01+00:00,Other,,PIT EXIT CLOSED,,1
2025,1268,9912,2025-09-07T12:30:44+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 7,,1
2025,1268,9912,2025-09-07T12:31:59+00:00,Other,,FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CAR 14 (ALO) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,1
2025,1268,9912,2025-09-07T12:32:06+00:00,Other,,FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CAR 18 (STR) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,1
2025,1268,9912,2025-09-07T12:32:19+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 8,,1
2025,1268,9912,2025-09-07T12:32:19+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 9,,1
2025,1268,9912,2025-09-07T12:32:20+00:00,Other,,DRS DISABLED IN ZONE 1,,1
2025,1268,9912,2025-09-07T12:32:24+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 11,,1
2025,1268,9912,2025-09-07T12:32:53+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 10,,1
2025,1268,9912,2025-09-07T12:34:04+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 8,,1
2025,1268,9912,2025-09-07T12:34:04+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 9,,1
2025,1268,9912,2025-09-07T12:35:36+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 10,,1
2025,1268,9912,2025-09-07T12:35:48+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 11,,1
2025,1268,9912,2025-09-07T12:35:48+00:00,Other,,DRS ENABLED IN ZONE 1,,1
2025,1268,9912,2025-09-07T12:39:08+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 7,,1
2025,1268,9912,2025-09-07T12:45:33+00:00,Other,,RISK OF RAIN FOR F1 RACE IS 0%,,1
2025,1268,9912,2025-09-07T12:57:04+00:00,Drs,,DRS DISABLED,,1
2025,1268,9912,2025-09-07T13:03:34.805000+00:00,SessionStatus,,SESSION STARTED,,1
2025,1268,9912,2025-09-07T13:03:35+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1268,9912,2025-09-07T13:04:53+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) NOTED,,1
2025,1268,9912,2025-09-07T13:05:25+00:00,Drs,,DRS ENABLED,,2
2025,1268,9912,2025-09-07T13:05:38+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) REVIEWED NO FURTHER INVESTIGATION,,2
