season,meeting_key,session_key,date,category,flag,message,driver_number,lap_number
2025,1261,9979,2025-05-25T13:48:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:48:08,55.0,34
2025,1261,9979,2025-05-25T13:48:19+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:48:19,23.0,35
2025,1261,9979,2025-05-25T13:48:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:48:22,87.0,35
2025,1261,9979,2025-05-25T13:48:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:48:46,23.0,35
2025,1261,9979,2025-05-25T13:48:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:48:55,18.0,35
2025,1261,9979,2025-05-25T13:49:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:09,18.0,35
2025,1261,9979,2025-05-25T13:49:20+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:19,18.0,35
2025,1261,9979,2025-05-25T13:50:12+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:50:11,27.0,36
2025,1261,9979,2025-05-25T13:50:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:50:24,27.0,36
2025,1261,9979,2025-05-25T13:50:41+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 15:50:41,22.0,36
2025,1261,9979,2025-05-25T13:51:05+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:51:05,30.0,37
2025,1261,9979,2025-05-25T13:51:07+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 15:51:07,12.0,37
2025,1261,9979,2025-05-25T13:51:11+00:00,Other,,CAR 44 (HAM) TIME 1:17.826 DELETED - TRACK LIMITS AT TURN 10 LAP 35 15:49:24,,37
2025,1261,9979,2025-05-25T13:51:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:51:22,30.0,37
2025,1261,9979,2025-05-25T13:51:29+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:51:28,63.0,37
2025,1261,9979,2025-05-25T13:51:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:51:33,30.0,37
2025,1261,9979,2025-05-25T13:51:49+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:51:49,30.0,37
2025,1261,9979,2025-05-25T13:51:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:51:52,55.0,37
2025,1261,9979,2025-05-25T13:52:55+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 17,,38
2025,1261,9979,2025-05-25T13:53:02+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 17,,38
2025,1261,9979,2025-05-25T13:55:14+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:55:14,31.0,40
2025,1261,9979,2025-05-25T13:56:54+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:56:54,31.0,41
2025,1261,9979,2025-05-25T13:57:07+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:57:07,31.0,42
2025,1261,9979,2025-05-25T13:58:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:58:04,6.0,42
2025,1261,9979,2025-05-25T13:59:22+00:00,Other,,CAR 12 (ANT) TIME 1:18.060 DELETED - TRACK LIMITS AT TURN 10 LAP 41 15:58:34,,43
2025,1261,9979,2025-05-25T13:59:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:59:23,6.0,43
2025,1261,9979,2025-05-25T13:59:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:59:36,6.0,44
2025,1261,9979,2025-05-25T14:01:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:01:52,31.0,45
2025,1261,9979,2025-05-25T14:02:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:02:15,31.0,46
2025,1261,9979,2025-05-25T14:03:07+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:03:06,6.0,46
2025,1261,9979,2025-05-25T14:04:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:04:52,5.0,48
2025,1261,9979,2025-05-25T14:05:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:05:12,43.0,48
2025,1261,9979,2025-05-25T14:05:31+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:05:30,87.0,48
2025,1261,9979,2025-05-25T14:05:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:05:52,18.0,49
2025,1261,9979,2025-05-25T14:06:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:06:03,22.0,49
2025,1261,9979,2025-05-25T14:06:26+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:06:25,12.0,49
2025,1261,9979,2025-05-25T14:06:39+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:06:38,5.0,49
2025,1261,9979,2025-05-25T14:06:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:06:47,63.0,49
2025,1261,9979,2025-05-25T14:06:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:06:51,43.0,49
2025,1261,9979,2025-05-25T14:07:01+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:07:00,23.0,50
2025,1261,9979,2025-05-25T14:07:09+00:00,Other,,CAR 63 (RUS) TIME 1:19.959 DELETED - TRACK LIMITS AT TURN 10 LAP 47 16:06:25,,50
2025,1261,9979,2025-05-25T14:08:23+00:00,Other,,TURN 10 INCIDENT INVOLVING CAR 63 (RUS) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,50
2025,1261,9979,2025-05-25T14:08:28+00:00,Other,,CAR 63 (RUS) TIME 1:17.477 DELETED - TRACK LIMITS AT TURN 10 LAP 48 16:07:44,,51
2025,1261,9979,2025-05-25T14:08:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:08:36,27.0,51
2025,1261,9979,2025-05-25T14:09:00+00:00,Other,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 63 (RUS) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,51
2025,1261,9979,2025-05-25T14:09:49+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:09:48,31.0,52
2025,1261,9979,2025-05-25T14:10:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:10:08,5.0,52
2025,1261,9979,2025-05-25T14:10:32+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:10:31,43.0,52
2025,1261,9979,2025-05-25T14:10:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:10:36,6.0,52
2025,1261,9979,2025-05-25T14:10:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:10:46,87.0,52
2025,1261,9979,2025-05-25T14:11:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:11:08,18.0,53
2025,1261,9979,2025-05-25T14:11:10+00:00,Other,,FIA STEWARDS: DRIVE THROUGH PENALTY FOR CAR 63 (RUS) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,53
2025,1261,9979,2025-05-25T14:11:29+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:11:28,27.0,53
2025,1261,9979,2025-05-25T14:11:42+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:11:42,22.0,53
2025,1261,9979,2025-05-25T14:11:46+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:11:45,5.0,53
2025,1261,9979,2025-05-25T14:11:51+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:11:51,27.0,53
2025,1261,9979,2025-05-25T14:11:54+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:11:54,43.0,53
2025,1261,9979,2025-05-25T14:12:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:12:04,12.0,53
2025,1261,9979,2025-05-25T14:12:07+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:12:07,87.0,53
2025,1261,9979,2025-05-25T14:12:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:12:09,5.0,53
2025,1261,9979,2025-05-25T14:12:18+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:12:17,23.0,54
2025,1261,9979,2025-05-25T14:12:18+00:00,Other,,CAR 12 (ANT) TIME 1:20.341 DELETED - TRACK LIMITS AT TURN 10 LAP 51 16:11:41,,54
2025,1261,9979,2025-05-25T14:12:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:22,43.0,54
2025,1261,9979,2025-05-25T14:12:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:12:23,18.0,54
2025,1261,9979,2025-05-25T14:12:28+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:12:28,87.0,54
2025,1261,9979,2025-05-25T14:12:41+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:12:40,22.0,54
2025,1261,9979,2025-05-25T14:12:42+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:12:42,18.0,54
2025,1261,9979,2025-05-25T14:12:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:12:51,12.0,54
2025,1261,9979,2025-05-25T14:12:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:12:52,31.0,54
2025,1261,9979,2025-05-25T14:13:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:13:03,31.0,54
2025,1261,9979,2025-05-25T14:13:05+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:13:04,22.0,54
2025,1261,9979,2025-05-25T14:13:14+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:13:13,22.0,54
2025,1261,9979,2025-05-25T14:13:14+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:13:14,23.0,54
2025,1261,9979,2025-05-25T14:13:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:13:23,23.0,54
2025,1261,9979,2025-05-25T14:13:26+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:13:26,12.0,54
2025,1261,9979,2025-05-25T14:13:39+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:13:39,27.0,55
2025,1261,9979,2025-05-25T14:13:59+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:13:58,5.0,55
2025,1261,9979,2025-05-25T14:14:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:14:09,23.0,55
2025,1261,9979,2025-05-25T14:14:10+00:00,Other,,CAR 1 (VER) TIME 1:17.547 DELETED - TRACK LIMITS AT TURN 10 LAP 53 16:11:43,,55
2025,1261,9979,2025-05-25T14:14:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:14:15,43.0,55
2025,1261,9979,2025-05-25T14:14:31+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:14:30,6.0,55
2025,1261,9979,2025-05-25T14:14:37+00:00,Other,,CAR 87 (BEA) TIME 1:22.205 DELETED - TRACK LIMITS AT TURN 10 LAP 51 16:11:44,,55
2025,1261,9979,2025-05-25T14:14:38+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:14:37,87.0,55
2025,1261,9979,2025-05-25T14:14:40+00:00,Other,,CAR 27 (HUL) TIME 1:20.376 DELETED - TRACK LIMITS AT TURN 10 LAP 52 16:13:08,,55
2025,1261,9979,2025-05-25T14:14:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:14:52,18.0,56
2025,1261,9979,2025-05-25T14:14:54+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:14:53,63.0,56
2025,1261,9979,2025-05-25T14:15:00+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:14:59,55.0,56
2025,1261,9979,2025-05-25T14:15:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:15:03,22.0,56
2025,1261,9979,2025-05-25T14:15:21+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 16:15:20,12.0,56
2025,1261,9979,2025-05-25T14:17:05+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:17:05,23.0,57
2025,1261,9979,2025-05-25T14:17:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:17:22,23.0,58
2025,1261,9979,2025-05-25T14:18:01+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:18:00,63.0,58
2025,1261,9979,2025-05-25T14:21:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:21:16,55.0,61
2025,1261,9979,2025-05-25T14:21:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:21:21,55.0,61
2025,1261,9979,2025-05-25T14:21:27+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:21:27,55.0,61
2025,1261,9979,2025-05-25T14:25:43+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:25:42,27.0,64
2025,1261,9979,2025-05-25T14:25:49+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:25:48,27.0,64
2025,1261,9979,2025-05-25T14:25:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:25:56,27.0,64
2025,1261,9979,2025-05-25T14:27:50+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:27:50,27.0,66
2025,1261,9979,2025-05-25T14:28:00+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:28:00,27.0,66
2025,1261,9979,2025-05-25T14:28:02+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:28:01,5.0,66
2025,1261,9979,2025-05-25T14:28:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:28:09,30.0,66
2025,1261,9979,2025-05-25T14:28:15+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:28:14,27.0,66
2025,1261,9979,2025-05-25T14:28:21+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:28:20,30.0,66
2025,1261,9979,2025-05-25T14:28:40+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:28:39,30.0,67
2025,1261,9979,2025-05-25T14:29:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:29:13,5.0,67
2025,1261,9979,2025-05-25T14:29:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:29:32,5.0,67
2025,1261,9979,2025-05-25T14:29:35+00:00,Other,,CAR 27 (HUL) TIME 1:20.147 DELETED - TRACK LIMITS AT TURN 10 LAP 64 16:28:59,,67
2025,1261,9979,2025-05-25T14:29:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:29:56,31.0,68
2025,1261,9979,2025-05-25T14:30:34+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:30:34,6.0,68
2025,1261,9979,2025-05-25T14:30:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:30:47,6.0,68
2025,1261,9979,2025-05-25T14:32:16+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:32:15,43.0,69
2025,1261,9979,2025-05-25T14:32:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:32:23,43.0,70
2025,1261,9979,2025-05-25T14:33:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:33:13,87.0,70
2025,1261,9979,2025-05-25T14:33:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:33:21,87.0,70
2025,1261,9979,2025-05-25T14:33:31+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:33:31,87.0,70
2025,1261,9979,2025-05-25T14:34:58+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:34:58,22.0,72
2025,1261,9979,2025-05-25T14:42:26+00:00,Other,,CAR 18 (STR) TIME 1:17.061 DELETED - TRACK LIMITS AT TURN 10 LAP 74 16:41:50,,77
2025,1261,9979,2025-05-25T14:43:43+00:00,Flag,CHEQUERED,CHEQUERED FLAG,,78
2025,1261,9979,2025-05-25T14:43:43.269000+00:00,SessionStatus,,SESSION FINISHED,,78
2025,1261,9979,2025-05-25T14:44:02+00:00,Other,,TURN 10 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,78
2025,1261,9979,2025-05-25T14:45:13+00:00,Other,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,78
2025,1261,9979,2025-05-25T14:45:40+00:00,Other,,FIA STEWARDS: PENALTY SERVED - DRIVE THROUGH PENALTY FOR CAR 63 (RUS) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,78
2025,1261,9979,2025-05-25T14:45:53+00:00,Other,,CAR 87 (BEA) TIME 1:17.224 DELETED - TRACK LIMITS AT TURN 10 LAP 76 16:44:08,,78
2025,1262,9971,2025-06-01T12:05:01+00:00,Other,,BLUE HEAD PADDING MATERIAL MUST BE USED,,1
2025,1262,9971,2025-06-01T12:20:01+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1262,9971,2025-06-01T12:30:01+00:00,Other,,PIT EXIT CLOSED,,1
2025,1262,9971,2025-06-01T12:45:07+00:00,Other,,RISK OF RAIN FOR F1 RACE IS 10%,,1
2025,1262,9971,2025-06-01T12:57:01+00:00,Drs,,DRS DISABLED,,1
2025,1262,9971,2025-06-01T13:03:17.590000+00:00,SessionStatus,,SESSION STARTED,,1
2025,1262,9971,2025-06-01T13:03:18+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2025,1262,9971,2025-06-01T13:04:41+00:00,Drs,,DRS ENABLED,,2
2025,1262,9971,2025-06-01T13:10:00+00:00,Other,,LAP 1 TURN 1 INCIDENT INVOLVING CAR 27 (HUL) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,5
2025,1262,9971,2025-06-01T13:12:04+00:00,Other,,FIA STEWARDS: LAP 1 TURN 1 INCIDENT INVOLVING CAR 27 (HUL) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,7
2025,1262,9971,2025-06-01T13:20:25+00:00,Other,,CAR 43 (COL) TIME 1:23.037 DELETED - TRACK LIMITS AT TURN 13 LAP 12 15:19:55,,13
2025,1262,9971,2025-06-01T13:21:54+00:00,Other,,CAR 14 (ALO) TIME 1:30.665 DELETED - TRACK LIMITS AT TURN 5 LAP 13 15:20:33,,14
2025,1262,9971,2025-06-01T13:22:00+00:00,Other,,TURN 5 INCIDENT INVOLVING CAR 14 (ALO) NOTED - REJOINING UNSAFELY,,14
2025,1262,9971,2025-06-01T13:23:10+00:00,Other,,CAR 12 (ANT) TIME 1:22.313 DELETED - TRACK LIMITS AT TURN 10 LAP 14 15:22:08,,15
2025,1262,9971,2025-06-01T13:24:25+00:00,Other,,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CAR 14 (ALO) REVIEWED NO FURTHER INVESTIGATION - REJOINING UNSAFELY,,16
2025,1262,9971,2025-06-01T13:32:54+00:00,Other,,CAR 44 (HAM) TIME 1:20.755 DELETED - TRACK LIMITS AT TURN 10 LAP 20 15:30:34,,22
2025,1262,9971,2025-06-01T13:34:43+00:00,Other,,CAR 44 (HAM) TIME 1:20.755 WILL BE REINSTATED,,24
2025,1262,9971,2025-06-01T13:37:18+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NOTED,,26
2025,1262,9971,2025-06-01T13:37:25+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) UNDER INVESTIGATION,,26
2025,1262,9971,2025-06-01T13:38:36+00:00,Other,,CAR 23 (ALB) TIME 1:23.477 DELETED - TRACK LIMITS AT TURN 2 LAP 24 15:35:34,,27
2025,1262,9971,2025-06-01T13:39:31+00:00,Other,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 23 (ALB) -LEAVING THE TRACK AND GAINING AN ADVANTAGE ,,27
2025,1262,9971,2025-06-01T13:40:47+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NOTED - CAUSING A COLLISION,,28
2025,1262,9971,2025-06-01T13:41:03+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) UNDER INVESTIGATION - CAUSING A COLLISION,,28
2025,1262,9971,2025-06-01T13:42:34+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 30 (LAW) NO FURTHER ACTION - CAUSING A COLLISION,,29
2025,1262,9971,2025-06-01T13:43:02+00:00,Other,,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 23 (ALB),,30
2025,1262,9971,2025-06-01T13:46:30+00:00,Other,,TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) NOTED - CAUSING A COLLISION,,32
2025,1262,9971,2025-06-01T13:46:39+00:00,Other,,CAR 87 (BEA) TIME 1:23.130 DELETED - TRACK LIMITS AT TURN 2 LAP 31 15:45:05,,33
2025,1262,9971,2025-06-01T13:46:45+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) UNDER INVESTIGATION - CAUSING A COLLISION,,33
2025,1262,9971,2025-06-01T13:47:50+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:47:50,43.0,33
2025,1262,9971,2025-06-01T13:47:55+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:47:55,43.0,33
2025,1262,9971,2025-06-01T13:49:30+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:49:30,43.0,35
2025,1262,9971,2025-06-01T13:49:32+00:00,Other,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 30 (LAW) AND 87 (BEA) NO FURTHER ACTION - CAUSING A COLLISION,,35
2025,1262,9971,2025-06-01T13:51:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:51:52,43.0,36
2025,1262,9971,2025-06-01T13:52:20+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:52:19,10.0,37
2025,1262,9971,2025-06-01T13:52:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:52:24,43.0,37
2025,1262,9971,2025-06-01T13:52:32+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:52:32,10.0,37
2025,1262,9971,2025-06-01T13:53:48+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:53:48,87.0,38
2025,1262,9971,2025-06-01T13:54:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:54:12,10.0,38
2025,1262,9971,2025-06-01T13:54:17+00:00,Other,,CAR 12 (ANT) TIME 1:20.752 DELETED - TRACK LIMITS AT TURN 10 LAP 37 15:53:39,,38
2025,1262,9971,2025-06-01T13:56:32+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:56:31,31.0,40
2025,1262,9971,2025-06-01T13:57:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:57:21,10.0,41
2025,1262,9971,2025-06-01T13:57:45+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:57:45,31.0,41
2025,1262,9971,2025-06-01T13:58:12+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:58:12,31.0,41
2025,1262,9971,2025-06-01T13:58:57+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 15:58:56,22.0,42
2025,1262,9971,2025-06-01T14:00:12+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:00:11,22.0,43
2025,1262,9971,2025-06-01T14:00:45+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:00:44,31.0,43
2025,1262,9971,2025-06-01T14:01:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:01:08,43.0,43
2025,1262,9971,2025-06-01T14:01:18+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:01:17,43.0,43
