Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,season,round
HUL,9.0,0 days 00:01:42.549000,0 days 00:00:36.417000,0 days 00:00:35.329000,0 days 00:00:30.803000,SOFT,8.0,1.0,2018,16
HUL,10.0,0 days 00:01:41.645000,0 days 00:00:36.200000,0 days 00:00:35.229000,0 days 00:00:30.216000,SOFT,9.0,1.0,2018,16
HUL,11.0,0 days 00:01:41.536000,0 days 00:00:36.434000,0 days 00:00:34.988000,0 days 00:00:30.114000,SOFT,10.0,1.0,2018,16
HUL,12.0,0 days 00:01:41.457000,0 days 00:00:36.391000,0 days 00:00:34.950000,0 days 00:00:30.116000,SOFT,11.0,1.0,2018,16
HUL,13.0,0 days 00:01:41.530000,0 days 00:00:36.553000,0 days 00:00:34.876000,0 days 00:00:30.101000,SOFT,12.0,1.0,2018,16
HUL,14.0,0 days 00:01:41.311000,0 days 00:00:36.514000,0 days 00:00:34.770000,0 days 00:00:30.027000,SOFT,13.0,1.0,2018,16
HUL,15.0,0 days 00:01:41.245000,0 days 00:00:36.417000,0 days 00:00:34.854000,0 days 00:00:29.974000,SOFT,14.0,1.0,2018,16
HUL,16.0,0 days 00:01:40.880000,0 days 00:00:36.412000,0 days 00:00:34.712000,0 days 00:00:29.756000,SOFT,15.0,1.0,2018,16
HUL,17.0,0 days 00:01:40.827000,0 days 00:00:36.426000,0 days 00:00:34.701000,0 days 00:00:29.700000,SOFT,16.0,1.0,2018,16
HUL,18.0,0 days 00:01:40.884000,0 days 00:00:36.516000,0 days 00:00:34.712000,0 days 00:00:29.656000,SOFT,17.0,1.0,2018,16
HUL,19.0,0 days 00:01:40.809000,0 days 00:00:36.414000,0 days 00:00:34.658000,0 days 00:00:29.737000,SOFT,18.0,1.0,2018,16
HUL,20.0,0 days 00:01:40.416000,0 days 00:00:36.385000,0 days 00:00:34.462000,0 days 00:00:29.569000,SOFT,19.0,1.0,2018,16
HUL,21.0,0 days 00:01:40.426000,0 days 00:00:36.226000,0 days 00:00:34.488000,0 days 00:00:29.712000,SOFT,20.0,1.0,2018,16
HUL,22.0,0 days 00:01:40.141000,0 days 00:00:36.161000,0 days 00:00:34.413000,0 days 00:00:29.567000,SOFT,21.0,1.0,2018,16
HUL,23.0,0 days 00:01:40.693000,0 days 00:00:36.275000,0 days 00:00:34.604000,0 days 00:00:29.814000,SOFT,22.0,1.0,2018,16
HUL,24.0,0 days 00:01:40.842000,0 days 00:00:36.477000,0 days 00:00:34.587000,0 days 00:00:29.778000,SOFT,23.0,1.0,2018,16
HUL,25.0,0 days 00:01:40.196000,0 days 00:00:36.277000,0 days 00:00:34.318000,0 days 00:00:29.601000,SOFT,24.0,1.0,2018,16
HUL,26.0,0 days 00:01:40.715000,0 days 00:00:36.421000,0 days 00:00:34.674000,0 days 00:00:29.620000,SOFT,25.0,1.0,2018,16
HUL,27.0,0 days 00:01:40.795000,0 days 00:00:36.294000,0 days 00:00:34.627000,0 days 00:00:29.874000,SOFT,26.0,1.0,2018,16
HUL,28.0,0 days 00:01:40.559000,0 days 00:00:36.313000,0 days 00:00:34.518000,0 days 00:00:29.728000,SOFT,27.0,1.0,2018,16
HUL,29.0,0 days 00:01:40.819000,0 days 00:00:36.402000,0 days 00:00:34.439000,0 days 00:00:29.978000,SOFT,28.0,1.0,2018,16
HUL,30.0,0 days 00:01:40.413000,0 days 00:00:36.211000,0 days 00:00:34.444000,0 days 00:00:29.758000,SOFT,29.0,1.0,2018,16
HUL,31.0,0 days 00:01:40.456000,0 days 00:00:36.211000,0 days 00:00:34.405000,0 days 00:00:29.840000,SOFT,30.0,1.0,2018,16
HUL,32.0,0 days 00:01:40.033000,0 days 00:00:36.136000,0 days 00:00:34.366000,0 days 00:00:29.531000,SOFT,31.0,1.0,2018,16
HUL,33.0,0 days 00:01:40.222000,0 days 00:00:36.237000,0 days 00:00:34.360000,0 days 00:00:29.625000,SOFT,32.0,1.0,2018,16
HUL,34.0,0 days 00:01:40.041000,0 days 00:00:36.174000,0 days 00:00:34.363000,0 days 00:00:29.504000,SOFT,33.0,1.0,2018,16
HUL,35.0,0 days 00:01:44.878000,0 days 00:00:36.149000,0 days 00:00:34.494000,0 days 00:00:34.235000,SOFT,34.0,1.0,2018,16
HUL,36.0,0 days 00:02:00.394000,0 days 00:00:56.855000,0 days 00:00:34.345000,0 days 00:00:29.194000,ULTRASOFT,1.0,2.0,2018,16
HUL,37.0,0 days 00:01:39.523000,0 days 00:00:35.877000,0 days 00:00:34.293000,0 days 00:00:29.353000,ULTRASOFT,2.0,2.0,2018,16
HUL,38.0,0 days 00:01:39.386000,0 days 00:00:36.060000,0 days 00:00:34.107000,0 days 00:00:29.219000,ULTRASOFT,3.0,2.0,2018,16
HUL,39.0,0 days 00:01:39.457000,0 days 00:00:35.774000,0 days 00:00:34.146000,0 days 00:00:29.537000,ULTRASOFT,4.0,2.0,2018,16
HUL,40.0,0 days 00:01:40.061000,0 days 00:00:36.063000,0 days 00:00:34.296000,0 days 00:00:29.702000,ULTRASOFT,5.0,2.0,2018,16
HUL,41.0,0 days 00:01:45.740000,0 days 00:00:38.383000,0 days 00:00:35.507000,0 days 00:00:31.850000,ULTRASOFT,6.0,2.0,2018,16
HUL,42.0,0 days 00:01:39.824000,0 days 00:00:35.752000,0 days 00:00:34.466000,0 days 00:00:29.606000,ULTRASOFT,7.0,2.0,2018,16
HUL,43.0,0 days 00:01:41.004000,0 days 00:00:35.875000,0 days 00:00:34.681000,0 days 00:00:30.448000,ULTRASOFT,8.0,2.0,2018,16
HUL,44.0,0 days 00:01:39.398000,0 days 00:00:35.712000,0 days 00:00:34.181000,0 days 00:00:29.505000,ULTRASOFT,9.0,2.0,2018,16
HUL,45.0,0 days 00:01:39.974000,0 days 00:00:36.019000,0 days 00:00:34.318000,0 days 00:00:29.637000,ULTRASOFT,10.0,2.0,2018,16
HUL,46.0,0 days 00:01:41.499000,0 days 00:00:36.941000,0 days 00:00:34.868000,0 days 00:00:29.690000,ULTRASOFT,11.0,2.0,2018,16
HUL,47.0,0 days 00:01:39.287000,0 days 00:00:35.743000,0 days 00:00:34.245000,0 days 00:00:29.299000,ULTRASOFT,12.0,2.0,2018,16
HUL,48.0,0 days 00:01:41.449000,0 days 00:00:37.013000,0 days 00:00:34.938000,0 days 00:00:29.498000,ULTRASOFT,13.0,2.0,2018,16
HUL,49.0,0 days 00:01:39.363000,0 days 00:00:35.682000,0 days 00:00:34.205000,0 days 00:00:29.476000,ULTRASOFT,14.0,2.0,2018,16
HUL,50.0,0 days 00:01:39.958000,0 days 00:00:35.579000,0 days 00:00:34.500000,0 days 00:00:29.879000,ULTRASOFT,15.0,2.0,2018,16
HUL,51.0,0 days 00:01:39.192000,0 days 00:00:35.755000,0 days 00:00:34.174000,0 days 00:00:29.263000,ULTRASOFT,16.0,2.0,2018,16
HUL,52.0,0 days 00:01:39.108000,0 days 00:00:35.806000,0 days 00:00:34.141000,0 days 00:00:29.161000,ULTRASOFT,17.0,2.0,2018,16
ERI,1.0,0 days 00:01:49.037000,,0 days 00:00:37.505000,0 days 00:00:30.952000,,,,2018,16
ERI,2.0,0 days 00:01:44.518000,0 days 00:00:36.780000,0 days 00:00:36.771000,0 days 00:00:30.967000,HYPERSOFT,4.0,1.0,2018,16
ERI,3.0,0 days 00:01:43.938000,0 days 00:00:36.896000,0 days 00:00:35.929000,0 days 00:00:31.113000,HYPERSOFT,5.0,1.0,2018,16
ERI,4.0,0 days 00:01:42.663000,0 days 00:00:36.435000,0 days 00:00:35.624000,0 days 00:00:30.604000,HYPERSOFT,6.0,1.0,2018,16
ERI,5.0,0 days 00:01:43.039000,0 days 00:00:36.594000,0 days 00:00:35.991000,0 days 00:00:30.454000,HYPERSOFT,7.0,1.0,2018,16
ERI,6.0,0 days 00:01:42.653000,0 days 00:00:36.560000,0 days 00:00:35.358000,0 days 00:00:30.735000,HYPERSOFT,8.0,1.0,2018,16
ERI,7.0,0 days 00:01:43.764000,0 days 00:00:36.798000,0 days 00:00:35.715000,0 days 00:00:31.251000,HYPERSOFT,9.0,1.0,2018,16
ERI,8.0,0 days 00:01:43.465000,0 days 00:00:36.477000,0 days 00:00:35.776000,0 days 00:00:31.212000,HYPERSOFT,10.0,1.0,2018,16
ERI,9.0,0 days 00:01:44.748000,0 days 00:00:37.546000,0 days 00:00:35.960000,0 days 00:00:31.242000,HYPERSOFT,11.0,1.0,2018,16
ERI,10.0,0 days 00:01:44.273000,0 days 00:00:37.632000,0 days 00:00:35.710000,0 days 00:00:30.931000,HYPERSOFT,12.0,1.0,2018,16
ERI,11.0,0 days 00:01:46.709000,0 days 00:00:36.524000,0 days 00:00:35.100000,0 days 00:00:35.085000,HYPERSOFT,13.0,1.0,2018,16
ERI,12.0,0 days 00:02:01.115000,0 days 00:00:56.549000,0 days 00:00:34.467000,0 days 00:00:30.099000,SOFT,1.0,2.0,2018,16
ERI,13.0,0 days 00:01:41.583000,0 days 00:00:36.093000,0 days 00:00:35.017000,0 days 00:00:30.473000,SOFT,2.0,2.0,2018,16
ERI,14.0,0 days 00:01:41.231000,0 days 00:00:35.957000,0 days 00:00:34.714000,0 days 00:00:30.560000,SOFT,3.0,2.0,2018,16
ERI,15.0,0 days 00:01:41.126000,0 days 00:00:36.263000,0 days 00:00:34.649000,0 days 00:00:30.214000,SOFT,4.0,2.0,2018,16
ERI,16.0,0 days 00:01:41.304000,0 days 00:00:36.008000,0 days 00:00:34.743000,0 days 00:00:30.553000,SOFT,5.0,2.0,2018,16
ERI,17.0,0 days 00:01:40.777000,0 days 00:00:36.029000,0 days 00:00:34.528000,0 days 00:00:30.220000,SOFT,6.0,2.0,2018,16
ERI,18.0,0 days 00:01:41.051000,0 days 00:00:36.059000,0 days 00:00:34.700000,0 days 00:00:30.292000,SOFT,7.0,2.0,2018,16
ERI,19.0,0 days 00:01:41.513000,0 days 00:00:36.104000,0 days 00:00:34.953000,0 days 00:00:30.456000,SOFT,8.0,2.0,2018,16
ERI,20.0,0 days 00:01:41.120000,0 days 00:00:36.160000,0 days 00:00:34.703000,0 days 00:00:30.257000,SOFT,9.0,2.0,2018,16
ERI,21.0,0 days 00:01:41.468000,0 days 00:00:36.212000,0 days 00:00:34.806000,0 days 00:00:30.450000,SOFT,10.0,2.0,2018,16
ERI,22.0,0 days 00:01:41.027000,0 days 00:00:35.972000,0 days 00:00:34.676000,0 days 00:00:30.379000,SOFT,11.0,2.0,2018,16
ERI,23.0,0 days 00:01:41.431000,0 days 00:00:35.981000,0 days 00:00:34.588000,0 days 00:00:30.862000,SOFT,12.0,2.0,2018,16
ERI,24.0,0 days 00:01:41.304000,0 days 00:00:35.922000,0 days 00:00:34.851000,0 days 00:00:30.531000,SOFT,13.0,2.0,2018,16
ERI,25.0,0 days 00:01:42.046000,0 days 00:00:36.212000,0 days 00:00:35.466000,0 days 00:00:30.368000,SOFT,14.0,2.0,2018,16
ERI,26.0,0 days 00:01:40.958000,0 days 00:00:36.026000,0 days 00:00:34.660000,0 days 00:00:30.272000,SOFT,15.0,2.0,2018,16
ERI,27.0,0 days 00:01:40.423000,0 days 00:00:35.995000,0 days 00:00:34.433000,0 days 00:00:29.995000,SOFT,16.0,2.0,2018,16
ERI,28.0,0 days 00:01:40.920000,0 days 00:00:36.050000,0 days 00:00:34.717000,0 days 00:00:30.153000,SOFT,17.0,2.0,2018,16
ERI,29.0,0 days 00:01:40.418000,0 days 00:00:35.971000,0 days 00:00:34.462000,0 days 00:00:29.985000,SOFT,18.0,2.0,2018,16
ERI,30.0,0 days 00:01:39.973000,0 days 00:00:35.825000,0 days 00:00:34.188000,0 days 00:00:29.960000,SOFT,19.0,2.0,2018,16
ERI,31.0,0 days 00:01:39.737000,0 days 00:00:35.742000,0 days 00:00:34.212000,0 days 00:00:29.783000,SOFT,20.0,2.0,2018,16
ERI,32.0,0 days 00:01:39.756000,0 days 00:00:35.594000,0 days 00:00:34.268000,0 days 00:00:29.894000,SOFT,21.0,2.0,2018,16
ERI,33.0,0 days 00:01:39.615000,0 days 00:00:35.739000,0 days 00:00:34.156000,0 days 00:00:29.720000,SOFT,22.0,2.0,2018,16
ERI,34.0,0 days 00:01:39.654000,0 days 00:00:35.686000,0 days 00:00:34.217000,0 days 00:00:29.751000,SOFT,23.0,2.0,2018,16
ERI,35.0,0 days 00:01:39.698000,0 days 00:00:35.614000,0 days 00:00:34.043000,0 days 00:00:30.041000,SOFT,24.0,2.0,2018,16
ERI,36.0,0 days 00:01:39.225000,0 days 00:00:35.694000,0 days 00:00:33.889000,0 days 00:00:29.642000,SOFT,25.0,2.0,2018,16
ERI,37.0,0 days 00:01:43.994000,0 days 00:00:35.471000,0 days 00:00:33.895000,0 days 00:00:34.628000,SOFT,26.0,2.0,2018,16
ERI,38.0,0 days 00:01:59.510000,0 days 00:00:56.513000,0 days 00:00:33.912000,0 days 00:00:29.085000,ULTRASOFT,1.0,3.0,2018,16
ERI,39.0,0 days 00:01:37.931000,0 days 00:00:35.360000,0 days 00:00:33.617000,0 days 00:00:28.954000,ULTRASOFT,2.0,3.0,2018,16
ERI,40.0,0 days 00:01:38.421000,0 days 00:00:35.448000,0 days 00:00:33.767000,0 days 00:00:29.206000,ULTRASOFT,3.0,3.0,2018,16
ERI,41.0,0 days 00:01:38.357000,0 days 00:00:35.428000,0 days 00:00:33.723000,0 days 00:00:29.206000,ULTRASOFT,4.0,3.0,2018,16
ERI,42.0,0 days 00:01:38.913000,0 days 00:00:35.554000,0 days 00:00:33.888000,0 days 00:00:29.471000,ULTRASOFT,5.0,3.0,2018,16
ERI,43.0,0 days 00:01:39.996000,0 days 00:00:35.613000,0 days 00:00:34.271000,0 days 00:00:30.112000,ULTRASOFT,6.0,3.0,2018,16
ERI,44.0,0 days 00:01:40.221000,0 days 00:00:35.636000,0 days 00:00:34.401000,0 days 00:00:30.184000,ULTRASOFT,7.0,3.0,2018,16
ERI,45.0,0 days 00:01:41.190000,0 days 00:00:36.088000,0 days 00:00:34.638000,0 days 00:00:30.464000,ULTRASOFT,8.0,3.0,2018,16
ERI,46.0,0 days 00:01:40.595000,0 days 00:00:35.952000,0 days 00:00:34.344000,0 days 00:00:30.299000,ULTRASOFT,9.0,3.0,2018,16
ERI,47.0,0 days 00:01:40.807000,0 days 00:00:36.028000,0 days 00:00:34.688000,0 days 00:00:30.091000,ULTRASOFT,10.0,3.0,2018,16
ERI,48.0,0 days 00:01:40.045000,0 days 00:00:35.832000,0 days 00:00:34.335000,0 days 00:00:29.878000,ULTRASOFT,11.0,3.0,2018,16
ERI,49.0,0 days 00:01:39.918000,0 days 00:00:35.742000,0 days 00:00:34.391000,0 days 00:00:29.785000,ULTRASOFT,12.0,3.0,2018,16
ERI,50.0,0 days 00:01:39.396000,0 days 00:00:35.797000,0 days 00:00:34.035000,0 days 00:00:29.564000,ULTRASOFT,13.0,3.0,2018,16
ERI,51.0,0 days 00:01:38.939000,0 days 00:00:35.684000,0 days 00:00:33.927000,0 days 00:00:29.328000,ULTRASOFT,14.0,3.0,2018,16
ERI,52.0,0 days 00:01:38.955000,0 days 00:00:35.613000,0 days 00:00:33.823000,0 days 00:00:29.519000,ULTRASOFT,15.0,3.0,2018,16
ALO,1.0,0 days 00:01:53.670000,,0 days 00:00:39.320000,0 days 00:00:32.040000,,,,2018,16
ALO,2.0,0 days 00:01:45.694000,0 days 00:00:37.293000,0 days 00:00:36.637000,0 days 00:00:31.764000,ULTRASOFT,1.0,1.0,2018,16
ALO,3.0,0 days 00:01:44.562000,0 days 00:00:36.922000,0 days 00:00:36.429000,0 days 00:00:31.211000,ULTRASOFT,2.0,1.0,2018,16
ALO,4.0,0 days 00:01:44.369000,0 days 00:00:36.678000,0 days 00:00:36.624000,0 days 00:00:31.067000,ULTRASOFT,3.0,1.0,2018,16
ALO,5.0,0 days 00:01:49.256000,0 days 00:00:36.715000,0 days 00:00:36.673000,0 days 00:00:35.868000,ULTRASOFT,4.0,1.0,2018,16
ALO,6.0,0 days 00:02:02.090000,0 days 00:00:57.286000,0 days 00:00:35.132000,0 days 00:00:29.672000,SOFT,1.0,2.0,2018,16
ALO,7.0,0 days 00:01:41.819000,0 days 00:00:36.698000,0 days 00:00:35.173000,0 days 00:00:29.948000,SOFT,2.0,2.0,2018,16
ALO,8.0,0 days 00:01:42.533000,0 days 00:00:36.842000,0 days 00:00:35.445000,0 days 00:00:30.246000,SOFT,3.0,2.0,2018,16
ALO,9.0,0 days 00:01:42.311000,0 days 00:00:36.813000,0 days 00:00:35.186000,0 days 00:00:30.312000,SOFT,4.0,2.0,2018,16
ALO,10.0,0 days 00:01:42.555000,0 days 00:00:36.681000,0 days 00:00:35.357000,0 days 00:00:30.517000,SOFT,5.0,2.0,2018,16
ALO,11.0,0 days 00:01:42.014000,0 days 00:00:36.581000,0 days 00:00:35.065000,0 days 00:00:30.368000,SOFT,6.0,2.0,2018,16
ALO,12.0,0 days 00:01:42.330000,0 days 00:00:36.730000,0 days 00:00:35.225000,0 days 00:00:30.375000,SOFT,7.0,2.0,2018,16
ALO,13.0,0 days 00:01:42.148000,0 days 00:00:36.669000,0 days 00:00:35.240000,0 days 00:00:30.239000,SOFT,8.0,2.0,2018,16
ALO,14.0,0 days 00:01:42.085000,0 days 00:00:36.661000,0 days 00:00:35.139000,0 days 00:00:30.285000,SOFT,9.0,2.0,2018,16
ALO,15.0,0 days 00:01:41.923000,0 days 00:00:36.567000,0 days 00:00:35.171000,0 days 00:00:30.185000,SOFT,10.0,2.0,2018,16
ALO,16.0,0 days 00:01:41.951000,0 days 00:00:36.644000,0 days 00:00:35.136000,0 days 00:00:30.171000,SOFT,11.0,2.0,2018,16
ALO,17.0,0 days 00:01:41.958000,0 days 00:00:36.675000,0 days 00:00:35.049000,0 days 00:00:30.234000,SOFT,12.0,2.0,2018,16
ALO,18.0,0 days 00:01:41.977000,0 days 00:00:36.696000,0 days 00:00:35.053000,0 days 00:00:30.228000,SOFT,13.0,2.0,2018,16
ALO,19.0,0 days 00:01:42.260000,0 days 00:00:36.712000,0 days 00:00:35.292000,0 days 00:00:30.256000,SOFT,14.0,2.0,2018,16
ALO,20.0,0 days 00:01:41.824000,0 days 00:00:36.639000,0 days 00:00:35.068000,0 days 00:00:30.117000,SOFT,15.0,2.0,2018,16
ALO,21.0,0 days 00:01:41.863000,0 days 00:00:36.666000,0 days 00:00:35.042000,0 days 00:00:30.155000,SOFT,16.0,2.0,2018,16
ALO,22.0,0 days 00:01:42.081000,0 days 00:00:36.683000,0 days 00:00:35.186000,0 days 00:00:30.212000,SOFT,17.0,2.0,2018,16
ALO,23.0,0 days 00:01:41.758000,0 days 00:00:36.597000,0 days 00:00:35.071000,0 days 00:00:30.090000,SOFT,18.0,2.0,2018,16
ALO,24.0,0 days 00:01:41.845000,0 days 00:00:36.711000,0 days 00:00:34.809000,0 days 00:00:30.325000,SOFT,19.0,2.0,2018,16
ALO,25.0,0 days 00:01:41.353000,0 days 00:00:36.491000,0 days 00:00:34.860000,0 days 00:00:30.002000,SOFT,20.0,2.0,2018,16
ALO,26.0,0 days 00:01:41.224000,0 days 00:00:36.461000,0 days 00:00:34.779000,0 days 00:00:29.984000,SOFT,21.0,2.0,2018,16
ALO,27.0,0 days 00:01:41.384000,0 days 00:00:36.506000,0 days 00:00:34.916000,0 days 00:00:29.962000,SOFT,22.0,2.0,2018,16
ALO,28.0,0 days 00:01:41.418000,0 days 00:00:36.580000,0 days 00:00:34.763000,0 days 00:00:30.075000,SOFT,23.0,2.0,2018,16
ALO,29.0,0 days 00:01:42.733000,0 days 00:00:36.481000,0 days 00:00:34.844000,0 days 00:00:31.408000,SOFT,24.0,2.0,2018,16
ALO,30.0,0 days 00:01:44.102000,0 days 00:00:36.178000,0 days 00:00:36.184000,0 days 00:00:31.740000,SOFT,25.0,2.0,2018,16
ALO,31.0,0 days 00:01:41.794000,0 days 00:00:36.712000,0 days 00:00:35.084000,0 days 00:00:29.998000,SOFT,26.0,2.0,2018,16
ALO,32.0,0 days 00:01:41.010000,0 days 00:00:36.493000,0 days 00:00:34.806000,0 days 00:00:29.711000,SOFT,27.0,2.0,2018,16
ALO,33.0,0 days 00:01:42.226000,0 days 00:00:37.005000,0 days 00:00:35.141000,0 days 00:00:30.080000,SOFT,28.0,2.0,2018,16
ALO,34.0,0 days 00:01:40.859000,0 days 00:00:36.316000,0 days 00:00:34.723000,0 days 00:00:29.820000,SOFT,29.0,2.0,2018,16
ALO,35.0,0 days 00:01:41.423000,0 days 00:00:36.596000,0 days 00:00:35.004000,0 days 00:00:29.823000,SOFT,30.0,2.0,2018,16
ALO,36.0,0 days 00:01:40.530000,0 days 00:00:36.392000,0 days 00:00:34.543000,0 days 00:00:29.595000,SOFT,31.0,2.0,2018,16
ALO,37.0,0 days 00:01:40.214000,0 days 00:00:36.250000,0 days 00:00:34.432000,0 days 00:00:29.532000,SOFT,32.0,2.0,2018,16
ALO,38.0,0 days 00:01:40.487000,0 days 00:00:36.404000,0 days 00:00:34.538000,0 days 00:00:29.545000,SOFT,33.0,2.0,2018,16
ALO,39.0,0 days 00:01:39.853000,0 days 00:00:36.090000,0 days 00:00:34.373000,0 days 00:00:29.390000,SOFT,34.0,2.0,2018,16
ALO,40.0,0 days 00:01:40.628000,0 days 00:00:36.398000,0 days 00:00:34.503000,0 days 00:00:29.727000,SOFT,35.0,2.0,2018,16
ALO,41.0,0 days 00:01:40.378000,0 days 00:00:36.328000,0 days 00:00:34.552000,0 days 00:00:29.498000,SOFT,36.0,2.0,2018,16
ALO,42.0,0 days 00:01:40.567000,0 days 00:00:36.088000,0 days 00:00:34.740000,0 days 00:00:29.739000,SOFT,37.0,2.0,2018,16
ALO,43.0,0 days 00:01:39.913000,0 days 00:00:36.047000,0 days 00:00:34.413000,0 days 00:00:29.453000,SOFT,38.0,2.0,2018,16
ALO,44.0,0 days 00:01:39.590000,0 days 00:00:36.007000,0 days 00:00:34.243000,0 days 00:00:29.340000,SOFT,39.0,2.0,2018,16
ALO,45.0,0 days 00:01:40.664000,0 days 00:00:36.413000,0 days 00:00:34.521000,0 days 00:00:29.730000,SOFT,40.0,2.0,2018,16
ALO,46.0,0 days 00:01:41.220000,0 days 00:00:36.317000,0 days 00:00:34.905000,0 days 00:00:29.998000,SOFT,41.0,2.0,2018,16
ALO,47.0,0 days 00:01:40.470000,0 days 00:00:36.167000,0 days 00:00:34.709000,0 days 00:00:29.594000,SOFT,42.0,2.0,2018,16
ALO,48.0,0 days 00:01:40.369000,0 days 00:00:36.086000,0 days 00:00:34.514000,0 days 00:00:29.769000,SOFT,43.0,2.0,2018,16
ALO,49.0,0 days 00:01:40.364000,0 days 00:00:36.222000,0 days 00:00:34.498000,0 days 00:00:29.644000,SOFT,44.0,2.0,2018,16
ALO,50.0,0 days 00:01:40.700000,0 days 00:00:36.175000,0 days 00:00:34.646000,0 days 00:00:29.879000,SOFT,45.0,2.0,2018,16
ALO,51.0,0 days 00:01:40.394000,0 days 00:00:36.028000,0 days 00:00:34.729000,0 days 00:00:29.637000,SOFT,46.0,2.0,2018,16
ALO,52.0,0 days 00:01:41.112000,0 days 00:00:36.220000,0 days 00:00:34.676000,0 days 00:00:30.216000,SOFT,47.0,2.0,2018,16
STR,1.0,0 days 00:01:52.244000,,0 days 00:00:38.934000,0 days 00:00:31.856000,,,,2018,16
STR,2.0,0 days 00:01:44.323000,0 days 00:00:36.778000,0 days 00:00:36.433000,0 days 00:00:31.112000,ULTRASOFT,1.0,1.0,2018,16
STR,3.0,0 days 00:01:44.741000,0 days 00:00:36.315000,0 days 00:00:36.521000,0 days 00:00:31.905000,ULTRASOFT,2.0,1.0,2018,16
STR,4.0,0 days 00:01:44.505000,0 days 00:00:36.537000,0 days 00:00:36.332000,0 days 00:00:31.636000,ULTRASOFT,3.0,1.0,2018,16
STR,5.0,0 days 00:01:44.786000,0 days 00:00:36.429000,0 days 00:00:36.639000,0 days 00:00:31.718000,ULTRASOFT,4.0,1.0,2018,16
STR,6.0,0 days 00:01:46.054000,0 days 00:00:36.776000,0 days 00:00:36.689000,0 days 00:00:32.589000,ULTRASOFT,5.0,1.0,2018,16
STR,7.0,0 days 00:01:52.775000,0 days 00:00:36.832000,0 days 00:00:37.819000,0 days 00:00:38.124000,ULTRASOFT,6.0,1.0,2018,16
STR,8.0,0 days 00:02:01.404000,0 days 00:00:56.109000,0 days 00:00:35.307000,0 days 00:00:29.988000,SOFT,1.0,2.0,2018,16
STR,9.0,0 days 00:01:41.984000,0 days 00:00:36.393000,0 days 00:00:35.347000,0 days 00:00:30.244000,SOFT,2.0,2.0,2018,16
STR,10.0,0 days 00:01:42.409000,0 days 00:00:36.475000,0 days 00:00:35.605000,0 days 00:00:30.329000,SOFT,3.0,2.0,2018,16
STR,11.0,0 days 00:01:42.579000,0 days 00:00:36.448000,0 days 00:00:35.530000,0 days 00:00:30.601000,SOFT,4.0,2.0,2018,16
STR,12.0,0 days 00:01:42.450000,0 days 00:00:36.457000,0 days 00:00:35.406000,0 days 00:00:30.587000,SOFT,5.0,2.0,2018,16
STR,13.0,0 days 00:01:42.409000,0 days 00:00:36.505000,0 days 00:00:35.473000,0 days 00:00:30.431000,SOFT,6.0,2.0,2018,16
STR,14.0,0 days 00:01:42.577000,0 days 00:00:36.510000,0 days 00:00:35.523000,0 days 00:00:30.544000,SOFT,7.0,2.0,2018,16
STR,15.0,0 days 00:01:42.103000,0 days 00:00:36.503000,0 days 00:00:35.330000,0 days 00:00:30.270000,SOFT,8.0,2.0,2018,16
STR,16.0,0 days 00:01:41.979000,0 days 00:00:36.373000,0 days 00:00:35.299000,0 days 00:00:30.307000,SOFT,9.0,2.0,2018,16
STR,17.0,0 days 00:01:41.921000,0 days 00:00:36.434000,0 days 00:00:35.392000,0 days 00:00:30.095000,SOFT,10.0,2.0,2018,16
STR,18.0,0 days 00:01:41.699000,0 days 00:00:36.359000,0 days 00:00:35.197000,0 days 00:00:30.143000,SOFT,11.0,2.0,2018,16
STR,19.0,0 days 00:01:42.091000,0 days 00:00:36.545000,0 days 00:00:35.272000,0 days 00:00:30.274000,SOFT,12.0,2.0,2018,16
STR,20.0,0 days 00:01:41.422000,0 days 00:00:36.277000,0 days 00:00:34.953000,0 days 00:00:30.192000,SOFT,13.0,2.0,2018,16
STR,21.0,0 days 00:01:41.412000,0 days 00:00:36.117000,0 days 00:00:34.981000,0 days 00:00:30.314000,SOFT,14.0,2.0,2018,16
STR,22.0,0 days 00:01:41.572000,0 days 00:00:36.210000,0 days 00:00:35.022000,0 days 00:00:30.340000,SOFT,15.0,2.0,2018,16
STR,23.0,0 days 00:01:41.028000,0 days 00:00:36.015000,0 days 00:00:34.887000,0 days 00:00:30.126000,SOFT,16.0,2.0,2018,16
STR,24.0,0 days 00:01:40.836000,0 days 00:00:36.004000,0 days 00:00:34.730000,0 days 00:00:30.102000,SOFT,17.0,2.0,2018,16
STR,25.0,0 days 00:01:40.749000,0 days 00:00:35.956000,0 days 00:00:34.675000,0 days 00:00:30.118000,SOFT,18.0,2.0,2018,16
STR,26.0,0 days 00:01:41.141000,0 days 00:00:35.908000,0 days 00:00:34.835000,0 days 00:00:30.398000,SOFT,19.0,2.0,2018,16
STR,27.0,0 days 00:01:40.804000,0 days 00:00:35.955000,0 days 00:00:34.693000,0 days 00:00:30.156000,SOFT,20.0,2.0,2018,16
STR,28.0,0 days 00:01:40.943000,0 days 00:00:35.889000,0 days 00:00:34.766000,0 days 00:00:30.288000,SOFT,21.0,2.0,2018,16
STR,29.0,0 days 00:01:43.867000,0 days 00:00:36.898000,0 days 00:00:35.614000,0 days 00:00:31.355000,SOFT,22.0,2.0,2018,16
