Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,season,round
GAS,1.0,,,,,SOFT,1.0,1.0,2020,9
PER,1.0,0 days 00:01:57.098000,,0 days 00:00:44.285000,0 days 00:00:33.087000,SOFT,4.0,1.0,2020,9
PER,2.0,0 days 00:02:25.389000,0 days 00:00:56.326000,0 days 00:00:42.781000,0 days 00:00:46.282000,SOFT,5.0,1.0,2020,9
PER,3.0,0 days 00:02:17.193000,0 days 00:00:53.834000,0 days 00:00:37.805000,0 days 00:00:45.554000,SOFT,6.0,1.0,2020,9
PER,4.0,0 days 00:02:14.942000,0 days 00:00:50.119000,0 days 00:00:38.756000,0 days 00:00:46.067000,SOFT,7.0,1.0,2020,9
PER,5.0,0 days 00:02:12.602000,0 days 00:00:51.430000,0 days 00:00:36.715000,0 days 00:00:44.457000,SOFT,8.0,1.0,2020,9
PER,6.0,0 days 00:02:17.360000,0 days 00:00:51.703000,0 days 00:00:39.583000,0 days 00:00:46.074000,SOFT,9.0,1.0,2020,9
PER,7.0,0 days 00:02:09.425000,0 days 00:00:46.124000,0 days 00:00:33.060000,0 days 00:00:50.241000,SOFT,10.0,1.0,2020,9
PER,8.0,,0 days 00:00:51.944000,0 days 00:00:41.940000,,SOFT,11.0,2.0,2020,9
PER,9.0,,0 days 00:00:53.921000,0 days 00:00:47.486000,0 days 00:01:35.309000,SOFT,4.0,3.0,2020,9
PER,10.0,0 days 00:01:27.526000,0 days 00:00:34.036000,0 days 00:00:23.708000,0 days 00:00:29.782000,SOFT,5.0,3.0,2020,9
PER,11.0,0 days 00:01:23.762000,0 days 00:00:30.802000,0 days 00:00:23.293000,0 days 00:00:29.667000,SOFT,6.0,3.0,2020,9
PER,12.0,0 days 00:01:24.230000,0 days 00:00:30.967000,0 days 00:00:23.336000,0 days 00:00:29.927000,SOFT,7.0,3.0,2020,9
PER,13.0,0 days 00:01:23.875000,0 days 00:00:30.952000,0 days 00:00:23.059000,0 days 00:00:29.864000,SOFT,8.0,3.0,2020,9
PER,14.0,0 days 00:01:23.793000,0 days 00:00:30.662000,0 days 00:00:23.197000,0 days 00:00:29.934000,SOFT,9.0,3.0,2020,9
PER,15.0,0 days 00:01:25.014000,0 days 00:00:31.712000,0 days 00:00:23.501000,0 days 00:00:29.801000,SOFT,10.0,3.0,2020,9
PER,16.0,0 days 00:01:24.279000,0 days 00:00:30.957000,0 days 00:00:23.353000,0 days 00:00:29.969000,SOFT,11.0,3.0,2020,9
PER,17.0,0 days 00:01:24.202000,0 days 00:00:30.818000,0 days 00:00:23.264000,0 days 00:00:30.120000,SOFT,12.0,3.0,2020,9
PER,18.0,0 days 00:01:25.413000,0 days 00:00:31.746000,0 days 00:00:23.491000,0 days 00:00:30.176000,SOFT,13.0,3.0,2020,9
PER,19.0,0 days 00:01:24.282000,0 days 00:00:30.788000,0 days 00:00:23.490000,0 days 00:00:30.004000,SOFT,14.0,3.0,2020,9
PER,20.0,0 days 00:01:24.837000,0 days 00:00:30.966000,0 days 00:00:23.845000,0 days 00:00:30.026000,SOFT,15.0,3.0,2020,9
PER,21.0,0 days 00:01:24.373000,0 days 00:00:30.846000,0 days 00:00:23.367000,0 days 00:00:30.160000,SOFT,16.0,3.0,2020,9
PER,22.0,0 days 00:01:24.546000,0 days 00:00:31.140000,0 days 00:00:23.348000,0 days 00:00:30.058000,SOFT,17.0,3.0,2020,9
PER,23.0,0 days 00:01:25.151000,0 days 00:00:31.328000,0 days 00:00:23.563000,0 days 00:00:30.260000,SOFT,18.0,3.0,2020,9
PER,24.0,0 days 00:01:24.699000,0 days 00:00:31.332000,0 days 00:00:23.291000,0 days 00:00:30.076000,SOFT,19.0,3.0,2020,9
PER,25.0,0 days 00:01:25.114000,0 days 00:00:31.394000,0 days 00:00:23.445000,0 days 00:00:30.275000,SOFT,20.0,3.0,2020,9
PER,26.0,0 days 00:01:25.305000,0 days 00:00:31.649000,0 days 00:00:23.450000,0 days 00:00:30.206000,SOFT,21.0,3.0,2020,9
PER,27.0,0 days 00:01:25.559000,0 days 00:00:31.679000,0 days 00:00:23.624000,0 days 00:00:30.256000,SOFT,22.0,3.0,2020,9
PER,28.0,0 days 00:01:44.649000,0 days 00:00:32.582000,0 days 00:00:23.979000,0 days 00:00:48.088000,SOFT,23.0,3.0,2020,9
PER,29.0,0 days 00:01:26.963000,0 days 00:00:34.978000,0 days 00:00:22.577000,0 days 00:00:29.408000,MEDIUM,1.0,4.0,2020,9
PER,30.0,0 days 00:01:22.111000,0 days 00:00:29.611000,0 days 00:00:22.810000,0 days 00:00:29.690000,MEDIUM,2.0,4.0,2020,9
PER,31.0,0 days 00:01:23.150000,0 days 00:00:30.566000,0 days 00:00:23.056000,0 days 00:00:29.528000,MEDIUM,3.0,4.0,2020,9
PER,32.0,0 days 00:01:23.284000,0 days 00:00:30.529000,0 days 00:00:23.073000,0 days 00:00:29.682000,MEDIUM,4.0,4.0,2020,9
PER,33.0,0 days 00:01:23.271000,0 days 00:00:30.795000,0 days 00:00:22.937000,0 days 00:00:29.539000,MEDIUM,5.0,4.0,2020,9
PER,34.0,0 days 00:01:22.922000,0 days 00:00:30.456000,0 days 00:00:22.838000,0 days 00:00:29.628000,MEDIUM,6.0,4.0,2020,9
PER,35.0,0 days 00:01:22.814000,0 days 00:00:30.415000,0 days 00:00:22.841000,0 days 00:00:29.558000,MEDIUM,7.0,4.0,2020,9
PER,36.0,0 days 00:01:23.623000,0 days 00:00:30.772000,0 days 00:00:23.315000,0 days 00:00:29.536000,MEDIUM,8.0,4.0,2020,9
PER,37.0,0 days 00:01:22.988000,0 days 00:00:30.343000,0 days 00:00:23.043000,0 days 00:00:29.602000,MEDIUM,9.0,4.0,2020,9
PER,38.0,0 days 00:01:22.873000,0 days 00:00:30.350000,0 days 00:00:22.909000,0 days 00:00:29.614000,MEDIUM,10.0,4.0,2020,9
PER,39.0,0 days 00:01:22.657000,0 days 00:00:30.348000,0 days 00:00:22.820000,0 days 00:00:29.489000,MEDIUM,11.0,4.0,2020,9
PER,40.0,0 days 00:01:23.133000,0 days 00:00:30.290000,0 days 00:00:22.816000,0 days 00:00:30.027000,MEDIUM,12.0,4.0,2020,9
PER,41.0,0 days 00:01:22.670000,0 days 00:00:30.468000,0 days 00:00:22.792000,0 days 00:00:29.410000,MEDIUM,13.0,4.0,2020,9
PER,42.0,0 days 00:01:22.618000,0 days 00:00:30.352000,0 days 00:00:22.775000,0 days 00:00:29.491000,MEDIUM,14.0,4.0,2020,9
PER,43.0,0 days 00:01:53.975000,0 days 00:00:30.241000,0 days 00:00:33.574000,0 days 00:00:50.160000,MEDIUM,15.0,4.0,2020,9
PER,44.0,0 days 00:01:50.473000,0 days 00:00:40.060000,0 days 00:00:34.435000,0 days 00:00:35.978000,SOFT,4.0,5.0,2020,9
PER,45.0,,0 days 00:00:33.912000,0 days 00:00:33.471000,,SOFT,5.0,5.0,2020,9
PER,46.0,,,,,SOFT,4.0,6.0,2020,9
PER,47.0,0 days 00:01:25.772000,0 days 00:00:33.646000,0 days 00:00:23.398000,0 days 00:00:28.728000,SOFT,5.0,6.0,2020,9
PER,48.0,0 days 00:01:21.827000,0 days 00:00:30.480000,0 days 00:00:22.445000,0 days 00:00:28.902000,SOFT,6.0,6.0,2020,9
PER,49.0,0 days 00:01:21.352000,0 days 00:00:29.830000,0 days 00:00:22.418000,0 days 00:00:29.104000,SOFT,7.0,6.0,2020,9
PER,50.0,0 days 00:01:21.083000,0 days 00:00:29.606000,0 days 00:00:22.173000,0 days 00:00:29.304000,SOFT,8.0,6.0,2020,9
PER,51.0,0 days 00:01:21.492000,0 days 00:00:29.812000,0 days 00:00:22.491000,0 days 00:00:29.189000,SOFT,9.0,6.0,2020,9
PER,52.0,0 days 00:01:21.456000,0 days 00:00:29.778000,0 days 00:00:22.445000,0 days 00:00:29.233000,SOFT,10.0,6.0,2020,9
PER,53.0,0 days 00:01:21.556000,0 days 00:00:30.005000,0 days 00:00:22.351000,0 days 00:00:29.200000,SOFT,11.0,6.0,2020,9
PER,54.0,0 days 00:01:21.620000,0 days 00:00:29.935000,0 days 00:00:22.554000,0 days 00:00:29.131000,SOFT,12.0,6.0,2020,9
PER,55.0,0 days 00:01:21.222000,0 days 00:00:29.808000,0 days 00:00:22.266000,0 days 00:00:29.148000,SOFT,13.0,6.0,2020,9
PER,56.0,0 days 00:01:21.120000,0 days 00:00:29.798000,0 days 00:00:22.304000,0 days 00:00:29.018000,SOFT,14.0,6.0,2020,9
PER,57.0,0 days 00:01:21.236000,0 days 00:00:29.747000,0 days 00:00:22.332000,0 days 00:00:29.157000,SOFT,15.0,6.0,2020,9
PER,58.0,0 days 00:01:21.200000,0 days 00:00:29.745000,0 days 00:00:22.318000,0 days 00:00:29.137000,SOFT,16.0,6.0,2020,9
PER,59.0,0 days 00:01:20.632000,0 days 00:00:29.443000,0 days 00:00:22.234000,0 days 00:00:28.955000,SOFT,17.0,6.0,2020,9
LEC,1.0,0 days 00:01:51.398000,,0 days 00:00:39.450000,0 days 00:00:34.462000,SOFT,4.0,1.0,2020,9
LEC,2.0,0 days 00:02:26.424000,0 days 00:00:57.839000,0 days 00:00:42.918000,0 days 00:00:45.667000,SOFT,5.0,1.0,2020,9
LEC,3.0,0 days 00:02:16.385000,0 days 00:00:53.079000,0 days 00:00:37.596000,0 days 00:00:45.710000,SOFT,6.0,1.0,2020,9
LEC,4.0,0 days 00:02:15.131000,0 days 00:00:51.454000,0 days 00:00:38.022000,0 days 00:00:45.655000,SOFT,7.0,1.0,2020,9
LEC,5.0,0 days 00:02:13.400000,0 days 00:00:51.175000,0 days 00:00:37.182000,0 days 00:00:45.043000,SOFT,8.0,1.0,2020,9
LEC,6.0,0 days 00:02:20.751000,0 days 00:00:50.475000,0 days 00:00:41.685000,0 days 00:00:48.591000,SOFT,9.0,1.0,2020,9
LEC,7.0,0 days 00:02:04.466000,0 days 00:00:43.065000,0 days 00:00:30.748000,0 days 00:00:50.653000,SOFT,10.0,1.0,2020,9
LEC,8.0,,0 days 00:00:52.391000,0 days 00:00:42.678000,,SOFT,11.0,2.0,2020,9
LEC,9.0,,0 days 00:00:59.744000,0 days 00:00:47.642000,0 days 00:01:39.123000,SOFT,4.0,3.0,2020,9
LEC,10.0,0 days 00:01:26.608000,0 days 00:00:33.637000,0 days 00:00:23.210000,0 days 00:00:29.761000,SOFT,5.0,3.0,2020,9
LEC,11.0,0 days 00:01:23.692000,0 days 00:00:30.998000,0 days 00:00:23.047000,0 days 00:00:29.647000,SOFT,6.0,3.0,2020,9
LEC,12.0,0 days 00:01:23.631000,0 days 00:00:30.841000,0 days 00:00:23.031000,0 days 00:00:29.759000,SOFT,7.0,3.0,2020,9
LEC,13.0,0 days 00:01:23.491000,0 days 00:00:30.638000,0 days 00:00:22.993000,0 days 00:00:29.860000,SOFT,8.0,3.0,2020,9
LEC,14.0,0 days 00:01:24.153000,0 days 00:00:31.091000,0 days 00:00:23.161000,0 days 00:00:29.901000,SOFT,9.0,3.0,2020,9
LEC,15.0,0 days 00:01:24.096000,0 days 00:00:30.784000,0 days 00:00:23.400000,0 days 00:00:29.912000,SOFT,10.0,3.0,2020,9
LEC,16.0,0 days 00:01:24.390000,0 days 00:00:31.217000,0 days 00:00:23.287000,0 days 00:00:29.886000,SOFT,11.0,3.0,2020,9
LEC,17.0,0 days 00:01:24.457000,0 days 00:00:31.129000,0 days 00:00:23.276000,0 days 00:00:30.052000,SOFT,12.0,3.0,2020,9
LEC,18.0,0 days 00:01:25.338000,0 days 00:00:31.845000,0 days 00:00:23.465000,0 days 00:00:30.028000,SOFT,13.0,3.0,2020,9
LEC,19.0,0 days 00:01:25.738000,0 days 00:00:31.958000,0 days 00:00:23.601000,0 days 00:00:30.179000,SOFT,14.0,3.0,2020,9
LEC,20.0,0 days 00:01:26.026000,0 days 00:00:31.848000,0 days 00:00:23.755000,0 days 00:00:30.423000,SOFT,15.0,3.0,2020,9
LEC,21.0,0 days 00:01:44.937000,0 days 00:00:32.553000,0 days 00:00:23.869000,0 days 00:00:48.515000,SOFT,16.0,3.0,2020,9
LEC,22.0,0 days 00:01:30.690000,0 days 00:00:36.863000,0 days 00:00:23.544000,0 days 00:00:30.283000,HARD,1.0,4.0,2020,9
LEC,23.0,0 days 00:01:24.083000,0 days 00:00:31.122000,0 days 00:00:23.084000,0 days 00:00:29.877000,HARD,2.0,4.0,2020,9
LEC,24.0,0 days 00:01:24.285000,0 days 00:00:31.110000,0 days 00:00:23.273000,0 days 00:00:29.902000,HARD,3.0,4.0,2020,9
LEC,25.0,0 days 00:01:25.001000,0 days 00:00:31.252000,0 days 00:00:23.550000,0 days 00:00:30.199000,HARD,4.0,4.0,2020,9
LEC,26.0,0 days 00:01:23.698000,0 days 00:00:30.632000,0 days 00:00:23.035000,0 days 00:00:30.031000,HARD,5.0,4.0,2020,9
LEC,27.0,0 days 00:01:24.165000,0 days 00:00:30.812000,0 days 00:00:23.297000,0 days 00:00:30.056000,HARD,6.0,4.0,2020,9
LEC,28.0,0 days 00:01:24.718000,0 days 00:00:31.154000,0 days 00:00:23.325000,0 days 00:00:30.239000,HARD,7.0,4.0,2020,9
LEC,29.0,0 days 00:01:24.574000,0 days 00:00:31.132000,0 days 00:00:23.228000,0 days 00:00:30.214000,HARD,8.0,4.0,2020,9
LEC,30.0,0 days 00:01:25.442000,0 days 00:00:31.848000,0 days 00:00:23.438000,0 days 00:00:30.156000,HARD,9.0,4.0,2020,9
LEC,31.0,0 days 00:01:24.327000,0 days 00:00:31.288000,0 days 00:00:23.146000,0 days 00:00:29.893000,HARD,10.0,4.0,2020,9
LEC,32.0,0 days 00:01:23.930000,0 days 00:00:30.844000,0 days 00:00:23.041000,0 days 00:00:30.045000,HARD,11.0,4.0,2020,9
LEC,33.0,0 days 00:01:26.030000,0 days 00:00:32.268000,0 days 00:00:23.615000,0 days 00:00:30.147000,HARD,12.0,4.0,2020,9
LEC,34.0,0 days 00:01:23.973000,0 days 00:00:30.924000,0 days 00:00:23.067000,0 days 00:00:29.982000,HARD,13.0,4.0,2020,9
LEC,35.0,0 days 00:01:23.862000,0 days 00:00:30.915000,0 days 00:00:23.045000,0 days 00:00:29.902000,HARD,14.0,4.0,2020,9
LEC,36.0,0 days 00:01:23.488000,0 days 00:00:30.731000,0 days 00:00:22.905000,0 days 00:00:29.852000,HARD,15.0,4.0,2020,9
LEC,37.0,0 days 00:01:42.659000,0 days 00:00:31.510000,0 days 00:00:23.168000,0 days 00:00:47.981000,HARD,16.0,4.0,2020,9
LEC,38.0,0 days 00:01:28.418000,0 days 00:00:35.932000,0 days 00:00:23.084000,0 days 00:00:29.402000,MEDIUM,1.0,5.0,2020,9
LEC,39.0,0 days 00:01:22.506000,0 days 00:00:30.128000,0 days 00:00:22.745000,0 days 00:00:29.633000,MEDIUM,2.0,5.0,2020,9
LEC,40.0,0 days 00:01:22.695000,0 days 00:00:30.226000,0 days 00:00:22.796000,0 days 00:00:29.673000,MEDIUM,3.0,5.0,2020,9
LEC,41.0,0 days 00:01:22.827000,0 days 00:00:30.169000,0 days 00:00:22.935000,0 days 00:00:29.723000,MEDIUM,4.0,5.0,2020,9
LEC,42.0,0 days 00:01:23.342000,0 days 00:00:30.681000,0 days 00:00:23.120000,0 days 00:00:29.541000,MEDIUM,5.0,5.0,2020,9
LEC,43.0,0 days 00:01:47.675000,0 days 00:00:39.315000,0 days 00:00:29.651000,0 days 00:00:38.709000,MEDIUM,6.0,5.0,2020,9
LEC,44.0,0 days 00:01:49.406000,0 days 00:00:38.625000,0 days 00:00:32.282000,0 days 00:00:38.499000,MEDIUM,7.0,5.0,2020,9
LEC,45.0,,0 days 00:00:36.536000,0 days 00:00:34.692000,,MEDIUM,8.0,5.0,2020,9
LEC,46.0,,0 days 00:00:50.925000,0 days 00:00:39.532000,0 days 00:01:35.446000,SOFT,12.0,6.0,2020,9
LEC,47.0,0 days 00:01:29.573000,0 days 00:00:35.454000,0 days 00:00:24.628000,0 days 00:00:29.491000,SOFT,13.0,6.0,2020,9
LEC,48.0,0 days 00:01:22.942000,0 days 00:00:30.635000,0 days 00:00:22.995000,0 days 00:00:29.312000,SOFT,14.0,6.0,2020,9
LEC,49.0,0 days 00:01:22.717000,0 days 00:00:30.862000,0 days 00:00:22.687000,0 days 00:00:29.168000,SOFT,15.0,6.0,2020,9
LEC,50.0,0 days 00:01:21.229000,0 days 00:00:29.624000,0 days 00:00:22.256000,0 days 00:00:29.349000,SOFT,16.0,6.0,2020,9
LEC,51.0,0 days 00:01:22.079000,0 days 00:00:30.035000,0 days 00:00:22.490000,0 days 00:00:29.554000,SOFT,17.0,6.0,2020,9
LEC,52.0,0 days 00:01:22.146000,0 days 00:00:30.214000,0 days 00:00:22.489000,0 days 00:00:29.443000,SOFT,18.0,6.0,2020,9
LEC,53.0,0 days 00:01:22.218000,0 days 00:00:30.193000,0 days 00:00:22.501000,0 days 00:00:29.524000,SOFT,19.0,6.0,2020,9
LEC,54.0,0 days 00:01:22.203000,0 days 00:00:30.195000,0 days 00:00:22.570000,0 days 00:00:29.438000,SOFT,20.0,6.0,2020,9
LEC,55.0,0 days 00:01:21.889000,0 days 00:00:30.183000,0 days 00:00:22.309000,0 days 00:00:29.397000,SOFT,21.0,6.0,2020,9
LEC,56.0,0 days 00:01:21.653000,0 days 00:00:29.877000,0 days 00:00:22.356000,0 days 00:00:29.420000,SOFT,22.0,6.0,2020,9
LEC,57.0,0 days 00:01:21.936000,0 days 00:00:30.264000,0 days 00:00:22.319000,0 days 00:00:29.353000,SOFT,23.0,6.0,2020,9
LEC,58.0,0 days 00:01:21.236000,0 days 00:00:29.909000,0 days 00:00:22.059000,0 days 00:00:29.268000,SOFT,24.0,6.0,2020,9
LEC,59.0,0 days 00:01:21.994000,0 days 00:00:30.065000,0 days 00:00:22.546000,0 days 00:00:29.383000,SOFT,25.0,6.0,2020,9
STR,1.0,0 days 00:01:53.996000,,0 days 00:00:41.287000,0 days 00:00:33.801000,SOFT,4.0,1.0,2020,9
STR,2.0,0 days 00:02:25.696000,0 days 00:00:57.556000,0 days 00:00:42.281000,0 days 00:00:45.859000,SOFT,5.0,1.0,2020,9
STR,3.0,0 days 00:02:17.382000,0 days 00:00:53.905000,0 days 00:00:37.815000,0 days 00:00:45.662000,SOFT,6.0,1.0,2020,9
STR,4.0,0 days 00:02:14.242000,0 days 00:00:50.788000,0 days 00:00:38.023000,0 days 00:00:45.431000,SOFT,7.0,1.0,2020,9
STR,5.0,0 days 00:02:13.467000,0 days 00:00:51.448000,0 days 00:00:37.253000,0 days 00:00:44.766000,SOFT,8.0,1.0,2020,9
STR,6.0,0 days 00:02:18.951000,0 days 00:00:52.014000,0 days 00:00:39.504000,0 days 00:00:47.433000,SOFT,9.0,1.0,2020,9
STR,7.0,0 days 00:02:07.138000,0 days 00:00:44.642000,0 days 00:00:31.496000,0 days 00:00:51,SOFT,10.0,1.0,2020,9
STR,8.0,,0 days 00:00:51.805000,0 days 00:00:42.213000,,SOFT,11.0,2.0,2020,9
STR,9.0,,0 days 00:00:56.685000,0 days 00:00:47.512000,0 days 00:01:37.121000,SOFT,3.0,3.0,2020,9
STR,10.0,0 days 00:01:26.695000,0 days 00:00:33.844000,0 days 00:00:23.288000,0 days 00:00:29.563000,SOFT,4.0,3.0,2020,9
STR,11.0,0 days 00:01:24.052000,0 days 00:00:31.208000,0 days 00:00:23.232000,0 days 00:00:29.612000,SOFT,5.0,3.0,2020,9
STR,12.0,0 days 00:01:23.888000,0 days 00:00:30.838000,0 days 00:00:23.273000,0 days 00:00:29.777000,SOFT,6.0,3.0,2020,9
STR,13.0,0 days 00:01:23.332000,0 days 00:00:30.660000,0 days 00:00:23.015000,0 days 00:00:29.657000,SOFT,7.0,3.0,2020,9
STR,14.0,0 days 00:01:24.125000,0 days 00:00:30.992000,0 days 00:00:23.378000,0 days 00:00:29.755000,SOFT,8.0,3.0,2020,9
STR,15.0,0 days 00:01:23.885000,0 days 00:00:30.809000,0 days 00:00:23.575000,0 days 00:00:29.501000,SOFT,9.0,3.0,2020,9
STR,16.0,0 days 00:01:24.507000,0 days 00:00:31.230000,0 days 00:00:23.478000,0 days 00:00:29.799000,SOFT,10.0,3.0,2020,9
STR,17.0,0 days 00:01:24.194000,0 days 00:00:31.013000,0 days 00:00:23.389000,0 days 00:00:29.792000,SOFT,11.0,3.0,2020,9
STR,18.0,0 days 00:01:23.259000,0 days 00:00:30.178000,0 days 00:00:23.217000,0 days 00:00:29.864000,SOFT,12.0,3.0,2020,9
STR,19.0,0 days 00:01:23.637000,0 days 00:00:30.692000,0 days 00:00:22.915000,0 days 00:00:30.030000,SOFT,13.0,3.0,2020,9
STR,20.0,0 days 00:01:23.623000,0 days 00:00:30.806000,0 days 00:00:22.925000,0 days 00:00:29.892000,SOFT,14.0,3.0,2020,9
STR,21.0,0 days 00:01:23.821000,0 days 00:00:30.770000,0 days 00:00:23.130000,0 days 00:00:29.921000,SOFT,15.0,3.0,2020,9
STR,22.0,0 days 00:01:23.815000,0 days 00:00:30.753000,0 days 00:00:23.178000,0 days 00:00:29.884000,SOFT,16.0,3.0,2020,9
STR,23.0,0 days 00:01:23.760000,0 days 00:00:30.899000,0 days 00:00:23.037000,0 days 00:00:29.824000,SOFT,17.0,3.0,2020,9
STR,24.0,0 days 00:01:23.919000,0 days 00:00:30.975000,0 days 00:00:23.167000,0 days 00:00:29.777000,SOFT,18.0,3.0,2020,9
STR,25.0,0 days 00:01:24.078000,0 days 00:00:31.027000,0 days 00:00:23.053000,0 days 00:00:29.998000,SOFT,19.0,3.0,2020,9
STR,26.0,0 days 00:01:24.070000,0 days 00:00:31.091000,0 days 00:00:22.973000,0 days 00:00:30.006000,SOFT,20.0,3.0,2020,9
STR,27.0,0 days 00:01:24.301000,0 days 00:00:31.188000,0 days 00:00:23.232000,0 days 00:00:29.881000,SOFT,21.0,3.0,2020,9
STR,28.0,0 days 00:01:24.222000,0 days 00:00:31.081000,0 days 00:00:23.112000,0 days 00:00:30.029000,SOFT,22.0,3.0,2020,9
STR,29.0,0 days 00:01:24.649000,0 days 00:00:31.384000,0 days 00:00:23.194000,0 days 00:00:30.071000,SOFT,23.0,3.0,2020,9
STR,30.0,0 days 00:01:41.836000,0 days 00:00:31.148000,0 days 00:00:23.270000,0 days 00:00:47.418000,SOFT,24.0,3.0,2020,9
STR,31.0,0 days 00:01:28.311000,0 days 00:00:35.597000,0 days 00:00:23.208000,0 days 00:00:29.506000,MEDIUM,1.0,4.0,2020,9
STR,32.0,0 days 00:01:23.117000,0 days 00:00:30.617000,0 days 00:00:22.890000,0 days 00:00:29.610000,MEDIUM,2.0,4.0,2020,9
STR,33.0,0 days 00:01:23.153000,0 days 00:00:30.736000,0 days 00:00:23.013000,0 days 00:00:29.404000,MEDIUM,3.0,4.0,2020,9
STR,34.0,0 days 00:01:23.238000,0 days 00:00:30.600000,0 days 00:00:23.077000,0 days 00:00:29.561000,MEDIUM,4.0,4.0,2020,9
STR,35.0,0 days 00:01:23.021000,0 days 00:00:30.541000,0 days 00:00:22.888000,0 days 00:00:29.592000,MEDIUM,5.0,4.0,2020,9
STR,36.0,0 days 00:01:23.034000,0 days 00:00:30.544000,0 days 00:00:23.128000,0 days 00:00:29.362000,MEDIUM,6.0,4.0,2020,9
STR,37.0,0 days 00:01:22.739000,0 days 00:00:30.464000,0 days 00:00:22.860000,0 days 00:00:29.415000,MEDIUM,7.0,4.0,2020,9
STR,38.0,0 days 00:01:22.323000,0 days 00:00:30.274000,0 days 00:00:22.683000,0 days 00:00:29.366000,MEDIUM,8.0,4.0,2020,9
STR,39.0,0 days 00:01:22.399000,0 days 00:00:30.408000,0 days 00:00:22.780000,0 days 00:00:29.211000,MEDIUM,9.0,4.0,2020,9
STR,40.0,0 days 00:01:22.544000,0 days 00:00:30.435000,0 days 00:00:22.824000,0 days 00:00:29.285000,MEDIUM,10.0,4.0,2020,9
STR,41.0,0 days 00:01:22.176000,0 days 00:00:30.388000,0 days 00:00:22.593000,0 days 00:00:29.195000,MEDIUM,11.0,4.0,2020,9
STR,42.0,0 days 00:01:22.068000,0 days 00:00:30.167000,0 days 00:00:22.467000,0 days 00:00:29.434000,MEDIUM,12.0,4.0,2020,9
STR,43.0,,,,,MEDIUM,13.0,4.0,2020,9
MAG,1.0,0 days 00:02:08.433000,,0 days 00:00:47.688000,0 days 00:00:37.804000,SOFT,1.0,1.0,2020,9
MAG,2.0,0 days 00:02:22.262000,0 days 00:00:51.994000,0 days 00:00:43.119000,0 days 00:00:47.149000,SOFT,2.0,1.0,2020,9
MAG,3.0,0 days 00:02:17.241000,0 days 00:00:53.442000,0 days 00:00:37.541000,0 days 00:00:46.258000,SOFT,3.0,1.0,2020,9
MAG,4.0,0 days 00:02:13.812000,0 days 00:00:50.133000,0 days 00:00:37.523000,0 days 00:00:46.156000,SOFT,4.0,1.0,2020,9
MAG,5.0,0 days 00:02:14.825000,0 days 00:00:52.700000,0 days 00:00:34.715000,0 days 00:00:47.410000,SOFT,5.0,1.0,2020,9
MAG,6.0,,,,,SOFT,6.0,1.0,2020,9
ALB,1.0,0 days 00:01:52.724000,,0 days 00:00:39.823000,0 days 00:00:34.518000,SOFT,4.0,1.0,2020,9
ALB,2.0,0 days 00:02:25.960000,0 days 00:00:57.550000,0 days 00:00:42.615000,0 days 00:00:45.795000,SOFT,5.0,1.0,2020,9
ALB,3.0,0 days 00:02:16.967000,0 days 00:00:54.273000,0 days 00:00:36.740000,0 days 00:00:45.954000,SOFT,6.0,1.0,2020,9
ALB,4.0,0 days 00:02:14.650000,0 days 00:00:51.275000,0 days 00:00:38.118000,0 days 00:00:45.257000,SOFT,7.0,1.0,2020,9
ALB,5.0,0 days 00:02:13.442000,0 days 00:00:50.923000,0 days 00:00:37.106000,0 days 00:00:45.413000,SOFT,8.0,1.0,2020,9
ALB,6.0,0 days 00:02:19.882000,0 days 00:00:51.930000,0 days 00:00:39.632000,0 days 00:00:48.320000,SOFT,9.0,1.0,2020,9
ALB,7.0,0 days 00:02:06.021000,0 days 00:00:43.793000,0 days 00:00:31.794000,0 days 00:00:50.434000,SOFT,10.0,1.0,2020,9
ALB,8.0,,0 days 00:00:52.004000,0 days 00:00:42.319000,,SOFT,11.0,2.0,2020,9
ALB,9.0,,0 days 00:00:57.402000,0 days 00:00:47.048000,0 days 00:01:38.795000,SOFT,3.0,3.0,2020,9
ALB,10.0,0 days 00:01:29.369000,0 days 00:00:35.053000,0 days 00:00:24.704000,0 days 00:00:29.612000,SOFT,4.0,3.0,2020,9
ALB,11.0,0 days 00:01:24.054000,0 days 00:00:31.053000,0 days 00:00:23.466000,0 days 00:00:29.535000,SOFT,5.0,3.0,2020,9
ALB,12.0,0 days 00:01:24.049000,0 days 00:00:30.907000,0 days 00:00:23.459000,0 days 00:00:29.683000,SOFT,6.0,3.0,2020,9
ALB,13.0,0 days 00:01:23.966000,0 days 00:00:30.756000,0 days 00:00:23.513000,0 days 00:00:29.697000,SOFT,7.0,3.0,2020,9
ALB,14.0,0 days 00:01:23.793000,0 days 00:00:30.674000,0 days 00:00:23.322000,0 days 00:00:29.797000,SOFT,8.0,3.0,2020,9
ALB,15.0,0 days 00:01:23.917000,0 days 00:00:30.828000,0 days 00:00:23.482000,0 days 00:00:29.607000,SOFT,9.0,3.0,2020,9
ALB,16.0,0 days 00:01:24.336000,0 days 00:00:31.331000,0 days 00:00:23.338000,0 days 00:00:29.667000,SOFT,10.0,3.0,2020,9
ALB,17.0,0 days 00:01:24.072000,0 days 00:00:30.943000,0 days 00:00:23.344000,0 days 00:00:29.785000,SOFT,11.0,3.0,2020,9
