season,meeting_key,session_key,date,air_temperature,humidity,rainfall,track_temperature,wind_speed
2025,1254,9693,2025-03-16T05:58:31.610000+00:00,16.0,71.0,0,18.7,1.2
2025,1254,9693,2025-03-16T05:59:31.614000+00:00,16.1,72.0,0,18.7,0.8
2025,1254,9693,2025-03-16T06:00:31.624000+00:00,16.1,72.0,0,18.7,1.4
2025,1254,9693,2025-03-16T06:01:31.643000+00:00,16.2,72.0,0,18.7,2.4
2025,1254,9693,2025-03-16T06:02:31.628000+00:00,16.2,71.0,0,18.7,2.8
2025,1254,9693,2025-03-16T06:03:31.638000+00:00,16.2,71.0,0,18.7,2.8
2025,1254,9693,2025-03-16T06:04:31.640000+00:00,16.2,71.0,0,18.7,2.8
2025,1255,9998,2025-03-23T06:05:20.723000+00:00,27.5,16.0,0,42.2,2.7
2025,1255,9998,2025-03-23T06:06:20.723000+00:00,27.5,16.0,0,42.2,2.6
2025,1255,9998,2025-03-23T06:07:20.744000+00:00,27.6,16.0,0,42.5,2.1
2025,1255,9998,2025-03-23T06:08:20.754000+00:00,27.6,16.0,0,42.6,2.1
2025,1255,9998,2025-03-23T06:09:20.776000+00:00,27.7,16.0,0,42.7,3.3
2025,1255,9998,2025-03-23T06:10:20.774000+00:00,27.7,15.0,0,42.9,3.2
2025,1255,9998,2025-03-23T06:11:20.775000+00:00,27.8,15.0,0,43.0,2.4
2025,1255,9998,2025-03-23T06:12:20.794000+00:00,27.8,15.0,0,43.0,1.9
2025,1255,9998,2025-03-23T06:13:20.794000+00:00,27.8,15.0,0,43.0,1.5
2025,1255,9998,2025-03-23T06:14:20.776000+00:00,27.8,15.0,0,43.0,0.9
2025,1255,9998,2025-03-23T06:15:20.778000+00:00,27.9,15.0,0,42.5,0.7
2025,1255,9998,2025-03-23T06:16:20.785000+00:00,28.0,15.0,0,42.4,1.5
2025,1255,9998,2025-03-23T06:17:20.800000+00:00,28.1,15.0,0,42.5,2.1
2025,1255,9998,2025-03-23T06:18:20.797000+00:00,28.1,15.0,0,42.7,2.2
2025,1255,9998,2025-03-23T06:19:20.790000+00:00,28.1,15.0,0,42.7,1.4
2025,1255,9998,2025-03-23T06:20:20.799000+00:00,28.0,14.0,0,42.7,2.7
2025,1255,9998,2025-03-23T06:21:20.799000+00:00,27.9,15.0,0,42.4,2.3
2025,1255,9998,2025-03-23T06:22:20.783000+00:00,27.7,15.0,0,42.4,2.2
2025,1255,9998,2025-03-23T06:23:20.797000+00:00,27.8,15.0,0,41.9,1.9
2025,1255,9998,2025-03-23T06:24:20.802000+00:00,27.7,15.0,0,41.8,2.2
2025,1255,9998,2025-03-23T06:25:20.802000+00:00,27.7,15.0,0,41.2,2.1
2025,1255,9998,2025-03-23T06:26:20.805000+00:00,27.8,15.0,0,40.5,2.0
2025,1255,9998,2025-03-23T06:27:20.803000+00:00,27.8,15.0,0,40.2,2.8
2025,1255,9998,2025-03-23T06:28:20.802000+00:00,27.7,16.0,0,39.9,2.4
2025,1255,9998,2025-03-23T06:29:20.802000+00:00,27.6,16.0,0,39.9,2.3
2025,1255,9998,2025-03-23T06:30:20.822000+00:00,27.6,16.0,0,40.2,2.2
2025,1255,9998,2025-03-23T06:31:20.847000+00:00,27.6,16.0,0,40.2,2.1
2025,1255,9998,2025-03-23T06:32:20.842000+00:00,27.5,16.0,0,39.4,2.9
2025,1255,9998,2025-03-23T06:33:20.843000+00:00,27.6,16.0,0,38.9,2.3
2025,1255,9998,2025-03-23T06:34:20.859000+00:00,27.6,16.0,0,38.6,1.6
2025,1255,9998,2025-03-23T06:35:20.859000+00:00,27.5,16.0,0,38.6,2.7
2025,1255,9998,2025-03-23T06:36:20.876000+00:00,27.4,16.0,0,38.5,2.7
2025,1255,9998,2025-03-23T06:37:20.874000+00:00,27.2,17.0,0,38.5,2.3
2025,1255,9998,2025-03-23T06:38:20.891000+00:00,27.2,17.0,0,38.5,2.4
2025,1255,9998,2025-03-23T06:39:20.899000+00:00,27.3,17.0,0,38.3,2.3
2025,1255,9998,2025-03-23T06:40:20.903000+00:00,27.3,17.0,0,38.2,2.5
2025,1255,9998,2025-03-23T06:41:20.902000+00:00,27.3,17.0,0,38.0,2.1
2025,1255,9998,2025-03-23T06:42:20.908000+00:00,27.3,17.0,0,37.9,2.2
2025,1255,9998,2025-03-23T06:43:20.908000+00:00,27.3,17.0,0,37.8,2.8
2025,1255,9998,2025-03-23T06:44:20.912000+00:00,27.2,18.0,0,37.8,1.3
2025,1255,9998,2025-03-23T06:45:20.912000+00:00,27.1,18.0,0,37.7,1.0
2025,1255,9998,2025-03-23T06:46:20.916000+00:00,27.3,17.0,0,37.2,1.6
2025,1255,9998,2025-03-23T06:47:20.941000+00:00,27.4,18.0,0,37.2,1.8
2025,1255,9998,2025-03-23T06:48:20.954000+00:00,27.4,17.0,0,37.2,1.9
2025,1255,9998,2025-03-23T06:49:20.942000+00:00,27.4,17.0,0,36.8,1.7
2025,1255,9998,2025-03-23T06:50:20.956000+00:00,27.4,17.0,0,37.4,2.2
2025,1255,9998,2025-03-23T06:51:20.939000+00:00,27.4,17.0,0,37.5,3.3
2025,1255,9998,2025-03-23T06:52:20.940000+00:00,27.4,17.0,0,37.4,2.9
2025,1255,9998,2025-03-23T06:53:20.940000+00:00,27.3,17.0,0,37.4,2.2
2025,1255,9998,2025-03-23T06:54:20.946000+00:00,27.2,17.0,0,37.4,3.0
2025,1255,9998,2025-03-23T06:55:20.944000+00:00,27.3,17.0,0,37.3,4.0
2025,1255,9998,2025-03-23T06:56:20.942000+00:00,27.3,17.0,0,37.2,3.1
2025,1255,9998,2025-03-23T06:57:20.964000+00:00,27.3,17.0,0,36.8,2.9
2025,1255,9998,2025-03-23T06:58:20.949000+00:00,27.3,17.0,0,35.0,2.7
2025,1255,9998,2025-03-23T06:59:20.945000+00:00,27.3,18.0,0,36.1,2.6
2025,1255,9998,2025-03-23T07:00:20.948000+00:00,27.3,18.0,0,36.1,2.1
2025,1255,9998,2025-03-23T07:01:20.966000+00:00,27.3,18.0,0,36.0,2.0
2025,1255,9998,2025-03-23T07:02:20.946000+00:00,27.3,18.0,0,35.9,1.7
2025,1255,9998,2025-03-23T07:03:20.949000+00:00,27.3,18.0,0,35.9,1.8
2025,1255,9998,2025-03-23T07:04:20.964000+00:00,27.3,18.0,0,35.8,1.8
2025,1255,9998,2025-03-23T07:05:20.956000+00:00,27.3,18.0,0,35.6,2.2
2025,1255,9998,2025-03-23T07:06:20.951000+00:00,27.4,18.0,0,35.6,2.7
2025,1255,9998,2025-03-23T07:07:20.962000+00:00,27.4,18.0,0,35.5,2.9
2025,1255,9998,2025-03-23T07:08:20.955000+00:00,27.3,18.0,0,35.1,3.0
2025,1255,9998,2025-03-23T07:09:20.968000+00:00,27.3,18.0,0,35.0,3.0
2025,1255,9998,2025-03-23T07:10:20.993000+00:00,27.4,18.0,0,35.0,3.0
2025,1255,9998,2025-03-23T07:11:21.022000+00:00,27.3,18.0,0,34.9,2.0
2025,1255,9998,2025-03-23T07:12:21.025000+00:00,27.3,18.0,0,34.9,2.4
2025,1255,9998,2025-03-23T07:13:21.043000+00:00,27.3,18.0,0,35.0,1.8
2025,1255,9998,2025-03-23T07:14:21.053000+00:00,27.3,18.0,0,35.0,1.2
2025,1255,9998,2025-03-23T07:15:21.059000+00:00,27.4,18.0,0,35.3,2.1
2025,1255,9998,2025-03-23T07:16:21.078000+00:00,27.4,18.0,0,35.4,1.0
2025,1255,9998,2025-03-23T07:17:21.077000+00:00,27.5,17.0,0,35.4,2.8
2025,1255,9998,2025-03-23T07:18:21.079000+00:00,27.5,18.0,0,35.3,2.3
2025,1255,9998,2025-03-23T07:19:21.096000+00:00,27.5,18.0,0,35.3,2.2
2025,1255,9998,2025-03-23T07:20:21.098000+00:00,27.5,17.0,0,35.0,3.2
2025,1255,9998,2025-03-23T07:21:21.097000+00:00,27.5,18.0,0,35.0,1.9
2025,1255,9998,2025-03-23T07:22:21.093000+00:00,27.6,17.0,0,34.6,2.7
2025,1255,9998,2025-03-23T07:23:21.099000+00:00,27.6,18.0,0,34.5,1.9
2025,1255,9998,2025-03-23T07:24:21.098000+00:00,27.5,18.0,0,34.4,2.3
2025,1255,9998,2025-03-23T07:25:21.100000+00:00,27.4,18.0,0,34.4,3.0
2025,1255,9998,2025-03-23T07:26:21.101000+00:00,27.4,18.0,0,34.2,2.8
2025,1255,9998,2025-03-23T07:27:21.099000+00:00,27.3,18.0,0,34.1,2.8
2025,1255,9998,2025-03-23T07:28:21.108000+00:00,27.2,18.0,0,34.0,3.1
