RaceID,season,round,race_name,driver_id,constructor_id,finish_position,qualifying_position,modelo,modelo_label,pred_finish_position,erro,erro_abs
sainz_2026_3,2026,3,Japanese Grand Prix,sainz,williams,15.0,16,random_forest_tuned,Random Forest,12.056091925270708,-2.9439080747292916,2.9439080747292916
colapinto_2026_3,2026,3,Japanese Grand Prix,colapinto,alpine,16.0,15,random_forest_tuned,Random Forest,15.07066380051745,-0.9293361994825506,0.9293361994825506
driver_11_2026_2026_3,2026,3,Japanese Grand Prix,driver_11_2026,unknown_2026,17.0,19,random_forest_tuned,Random Forest,12.630140846987514,-4.369859153012486,4.369859153012486
alonso_2026_3,2026,3,Japanese Grand Prix,alonso,aston_martin,18.0,21,random_forest_tuned,Random Forest,13.385937212635245,-4.614062787364755,4.614062787364755
driver_77_2026_2026_3,2026,3,Japanese Grand Prix,driver_77_2026,unknown_2026,19.0,20,random_forest_tuned,Random Forest,12.630140846987514,-6.369859153012486,6.369859153012486
albon_2026_3,2026,3,Japanese Grand Prix,albon,williams,20.0,17,random_forest_tuned,Random Forest,13.311784570485473,-6.688215429514527,6.688215429514527
antonelli_2026_6,2026,6,Miami Grand Prix,antonelli,mercedes,1.0,1,random_forest_tuned,Random Forest,3.420501909608263,2.420501909608263,2.420501909608263
max_verstappen_2026_6,2026,6,Miami Grand Prix,max_verstappen,red_bull,2.0,4,random_forest_tuned,Random Forest,2.661138909259549,0.6611389092595492,0.6611389092595492
piastri_2026_6,2026,6,Miami Grand Prix,piastri,mclaren,3.0,7,random_forest_tuned,Random Forest,5.191604096339166,2.191604096339166,2.191604096339166
russell_2026_6,2026,6,Miami Grand Prix,russell,mercedes,4.0,5,random_forest_tuned,Random Forest,4.740691154471299,0.7406911544712989,0.7406911544712989
driver_3_2026_2026_6,2026,6,Miami Grand Prix,driver_3_2026,unknown_2026,5.0,2,random_forest_tuned,Random Forest,3.7607570434166786,-1.2392429565833214,1.2392429565833214
hamilton_2026_6,2026,6,Miami Grand Prix,hamilton,ferrari,6.0,6,random_forest_tuned,Random Forest,6.516670376977021,0.5166703769770207,0.5166703769770207
colapinto_2026_6,2026,6,Miami Grand Prix,colapinto,alpine,7.0,8,random_forest_tuned,Random Forest,11.723455550132599,4.7234555501325985,4.7234555501325985
leclerc_2026_6,2026,6,Miami Grand Prix,leclerc,ferrari,8.0,3,random_forest_tuned,Random Forest,3.277556176643559,-4.722443823356441,4.722443823356441
sainz_2026_6,2026,6,Miami Grand Prix,sainz,williams,9.0,13,random_forest_tuned,Random Forest,11.098818177902826,2.0988181779028263,2.0988181779028263
albon_2026_6,2026,6,Miami Grand Prix,albon,williams,10.0,15,random_forest_tuned,Random Forest,13.180580659312897,3.1805806593128967,3.1805806593128967
bearman_2026_6,2026,6,Miami Grand Prix,bearman,haas,11.0,12,random_forest_tuned,Random Forest,10.595286084950853,-0.4047139150491468,0.4047139150491468
bortoleto_2026_6,2026,6,Miami Grand Prix,bortoleto,sauber,12.0,21,random_forest_tuned,Random Forest,13.786675741809855,1.7866757418098551,1.7866757418098551
ocon_2026_6,2026,6,Miami Grand Prix,ocon,haas,13.0,14,random_forest_tuned,Random Forest,13.079736682674817,0.0797366826748167,0.0797366826748167
driver_41_2026_2026_6,2026,6,Miami Grand Prix,driver_41_2026,unknown_2026,14.0,16,random_forest_tuned,Random Forest,12.145137473109033,-1.854862526890967,1.854862526890967
alonso_2026_6,2026,6,Miami Grand Prix,alonso,aston_martin,15.0,17,random_forest_tuned,Random Forest,12.991956697141733,-2.008043302858267,2.008043302858267
driver_11_2026_2026_6,2026,6,Miami Grand Prix,driver_11_2026,unknown_2026,16.0,20,random_forest_tuned,Random Forest,12.693841133210089,-3.306158866789911,3.306158866789911
stroll_2026_6,2026,6,Miami Grand Prix,stroll,aston_martin,17.0,18,random_forest_tuned,Random Forest,13.805609627537052,-3.194390372462948,3.194390372462948
driver_77_2026_2026_6,2026,6,Miami Grand Prix,driver_77_2026,unknown_2026,18.0,19,random_forest_tuned,Random Forest,12.693841133210089,-5.306158866789911,5.306158866789911
antonelli_2026_7,2026,7,Canadian Grand Prix,antonelli,mercedes,1.0,2,random_forest_tuned,Random Forest,3.979264439843068,2.979264439843068,2.979264439843068
hamilton_2026_7,2026,7,Canadian Grand Prix,hamilton,ferrari,2.0,5,random_forest_tuned,Random Forest,5.722393195211628,3.7223931952116276,3.7223931952116276
driver_3_2026_2026_7,2026,7,Canadian Grand Prix,driver_3_2026,unknown_2026,3.0,6,random_forest_tuned,Random Forest,5.752886192556192,2.7528861925561916,2.7528861925561916
leclerc_2026_7,2026,7,Canadian Grand Prix,leclerc,ferrari,4.0,8,random_forest_tuned,Random Forest,6.101008146837876,2.1010081468378763,2.1010081468378763
hadjar_2026_7,2026,7,Canadian Grand Prix,hadjar,rb,5.0,7,random_forest_tuned,Random Forest,8.50709866221312,3.507098662213121,3.507098662213121
colapinto_2026_7,2026,7,Canadian Grand Prix,colapinto,alpine,6.0,10,random_forest_tuned,Random Forest,12.195310803236207,6.195310803236207,6.195310803236207
lawson_2026_7,2026,7,Canadian Grand Prix,lawson,rb,7.0,12,random_forest_tuned,Random Forest,11.315927131719326,4.3159271317193255,4.3159271317193255
gasly_2026_7,2026,7,Canadian Grand Prix,gasly,alpine,8.0,14,random_forest_tuned,Random Forest,13.328811265509406,5.328811265509406,5.328811265509406
sainz_2026_7,2026,7,Canadian Grand Prix,sainz,williams,9.0,15,random_forest_tuned,Random Forest,11.962589847433435,2.962589847433435,2.962589847433435
bearman_2026_7,2026,7,Canadian Grand Prix,bearman,haas,10.0,16,random_forest_tuned,Random Forest,11.987590534854318,1.9875905348543181,1.9875905348543181
piastri_2026_7,2026,7,Canadian Grand Prix,piastri,mclaren,11.0,4,random_forest_tuned,Random Forest,2.987041777673259,-8.012958222326741,8.012958222326741
hulkenberg_2026_7,2026,7,Canadian Grand Prix,hulkenberg,sauber,12.0,11,random_forest_tuned,Random Forest,10.626355900605581,-1.3736440993944186,1.3736440993944186
bortoleto_2026_7,2026,7,Canadian Grand Prix,bortoleto,sauber,13.0,13,random_forest_tuned,Random Forest,11.901084352376579,-1.0989156476234214,1.0989156476234214
ocon_2026_7,2026,7,Canadian Grand Prix,ocon,haas,14.0,17,random_forest_tuned,Random Forest,13.378445202042682,-0.6215547979573177,0.6215547979573177
stroll_2026_7,2026,7,Canadian Grand Prix,stroll,aston_martin,15.0,22,random_forest_tuned,Random Forest,13.834480519023792,-1.165519480976208,1.165519480976208
driver_77_2026_2026_7,2026,7,Canadian Grand Prix,driver_77_2026,unknown_2026,16.0,21,random_forest_tuned,Random Forest,12.671842734158215,-3.328157265841785,3.328157265841785
antonelli_2026_8,2026,8,Monaco Grand Prix,antonelli,mercedes,1.0,1,random_forest_tuned,Random Forest,3.492869287200782,2.492869287200782,2.492869287200782
hamilton_2026_8,2026,8,Monaco Grand Prix,hamilton,ferrari,2.0,3,random_forest_tuned,Random Forest,4.348915644494908,2.348915644494908,2.348915644494908
gasly_2026_8,2026,8,Monaco Grand Prix,gasly,alpine,3.0,9,random_forest_tuned,Random Forest,10.751063553268654,7.751063553268654,7.751063553268654
hadjar_2026_8,2026,8,Monaco Grand Prix,hadjar,rb,4.0,5,random_forest_tuned,Random Forest,7.579133363860235,3.579133363860235,3.579133363860235
piastri_2026_8,2026,8,Monaco Grand Prix,piastri,mclaren,5.0,7,random_forest_tuned,Random Forest,5.063235434426681,0.063235434426681,0.063235434426681
lawson_2026_8,2026,8,Monaco Grand Prix,lawson,rb,6.0,10,random_forest_tuned,Random Forest,10.73600875503317,4.73600875503317,4.73600875503317
driver_41_2026_2026_8,2026,8,Monaco Grand Prix,driver_41_2026,unknown_2026,7.0,15,random_forest_tuned,Random Forest,11.692910670141028,4.692910670141028,4.692910670141028
albon_2026_8,2026,8,Monaco Grand Prix,albon,williams,8.0,11,random_forest_tuned,Random Forest,11.014077571095523,3.014077571095523,3.014077571095523
ocon_2026_8,2026,8,Monaco Grand Prix,ocon,haas,9.0,17,random_forest_tuned,Random Forest,13.349449466182705,4.349449466182705,4.349449466182705
alonso_2026_8,2026,8,Monaco Grand Prix,alonso,aston_martin,10.0,21,random_forest_tuned,Random Forest,13.279106127580752,3.279106127580752,3.279106127580752
bortoleto_2026_8,2026,8,Monaco Grand Prix,bortoleto,sauber,11.0,16,random_forest_tuned,Random Forest,13.455824589042072,2.455824589042072,2.455824589042072
russell_2026_8,2026,8,Monaco Grand Prix,russell,mercedes,12.0,6,random_forest_tuned,Random Forest,5.579110624441157,-6.420889375558843,6.420889375558843
hulkenberg_2026_8,2026,8,Monaco Grand Prix,hulkenberg,sauber,13.0,13,random_forest_tuned,Random Forest,11.52495662836547,-1.4750433716345306,1.4750433716345306
colapinto_2026_8,2026,8,Monaco Grand Prix,colapinto,alpine,14.0,14,random_forest_tuned,Random Forest,15.025565014225734,1.0255650142257338,1.0255650142257338
driver_11_2026_2026_8,2026,8,Monaco Grand Prix,driver_11_2026,unknown_2026,15.0,18,random_forest_tuned,Random Forest,12.251249753410212,-2.748750246589788,2.748750246589788
hamilton_2026_9,2026,9,Barcelona Grand Prix,hamilton,ferrari,1.0,2,random_forest_tuned,Random Forest,4.398250052004275,3.3982500520042747,3.3982500520042747
russell_2026_9,2026,9,Barcelona Grand Prix,russell,mercedes,2.0,1,random_forest_tuned,Random Forest,3.5817137204579046,1.5817137204579046,1.5817137204579046
max_verstappen_2026_9,2026,9,Barcelona Grand Prix,max_verstappen,red_bull,3.0,4,random_forest_tuned,Random Forest,2.9407490409649784,-0.059250959035021644,0.059250959035021644
driver_3_2026_2026_9,2026,9,Barcelona Grand Prix,driver_3_2026,unknown_2026,4.0,5,random_forest_tuned,Random Forest,5.085586070736121,1.0855860707361211,1.0855860707361211
piastri_2026_9,2026,9,Barcelona Grand Prix,piastri,mclaren,5.0,7,random_forest_tuned,Random Forest,5.047640615259471,0.047640615259471275,0.047640615259471275
hadjar_2026_9,2026,9,Barcelona Grand Prix,hadjar,rb,6.0,6,random_forest_tuned,Random Forest,7.791860857901036,1.7918608579010362,1.7918608579010362
gasly_2026_9,2026,9,Barcelona Grand Prix,gasly,alpine,7.0,14,random_forest_tuned,Random Forest,13.439220824933539,6.439220824933539,6.439220824933539
lawson_2026_9,2026,9,Barcelona Grand Prix,lawson,rb,8.0,8,random_forest_tuned,Random Forest,10.263690144543773,2.263690144543773,2.263690144543773
driver_41_2026_2026_9,2026,9,Barcelona Grand Prix,driver_41_2026,unknown_2026,9.0,11,random_forest_tuned,Random Forest,9.535711809891719,0.5357118098917191,0.5357118098917191
colapinto_2026_9,2026,9,Barcelona Grand Prix,colapinto,alpine,10.0,13,random_forest_tuned,Random Forest,13.389895551489959,3.3898955514899587,3.3898955514899587
bortoleto_2026_9,2026,9,Barcelona Grand Prix,bortoleto,sauber,11.0,12,random_forest_tuned,Random Forest,11.417671642589337,0.41767164258933676,0.41767164258933676
sainz_2026_9,2026,9,Barcelona Grand Prix,sainz,williams,12.0,16,random_forest_tuned,Random Forest,11.652776958515236,-0.3472230414847637,0.3472230414847637
ocon_2026_9,2026,9,Barcelona Grand Prix,ocon,haas,13.0,17,random_forest_tuned,Random Forest,13.318373713641925,0.31837371364192535,0.31837371364192535
driver_11_2026_2026_9,2026,9,Barcelona Grand Prix,driver_11_2026,unknown_2026,14.0,19,random_forest_tuned,Random Forest,12.20511395213726,-1.7948860478627395,1.7948860478627395
russell_2026_1,2026,1,Australian Grand Prix,russell,mercedes,1.0,1,xgboost_tuned,XGBoost,3.7998979091644287,2.7998979091644287,2.7998979091644287
antonelli_2026_1,2026,1,Australian Grand Prix,antonelli,mercedes,2.0,2,xgboost_tuned,XGBoost,4.987736225128174,2.987736225128174,2.987736225128174
leclerc_2026_1,2026,1,Australian Grand Prix,leclerc,ferrari,3.0,4,xgboost_tuned,XGBoost,3.7915565967559814,0.7915565967559814,0.7915565967559814
hamilton_2026_1,2026,1,Australian Grand Prix,hamilton,ferrari,4.0,7,xgboost_tuned,XGBoost,6.938703536987305,2.9387035369873047,2.9387035369873047
max_verstappen_2026_1,2026,1,Australian Grand Prix,max_verstappen,red_bull,5.0,6,xgboost_tuned,XGBoost,4.140664100646973,-0.8593358993530273,0.8593358993530273
driver_3_2026_2026_1,2026,1,Australian Grand Prix,driver_3_2026,unknown_2026,6.0,20,xgboost_tuned,XGBoost,12.581622123718262,6.581622123718262,6.581622123718262
bearman_2026_1,2026,1,Australian Grand Prix,bearman,haas,7.0,12,xgboost_tuned,XGBoost,10.06006908416748,3.0600690841674805,3.0600690841674805
driver_41_2026_2026_1,2026,1,Australian Grand Prix,driver_41_2026,unknown_2026,8.0,9,xgboost_tuned,XGBoost,8.484291076660156,0.48429107666015625,0.48429107666015625
bortoleto_2026_1,2026,1,Australian Grand Prix,bortoleto,sauber,9.0,10,xgboost_tuned,XGBoost,11.14918041229248,2.1491804122924805,2.1491804122924805
gasly_2026_1,2026,1,Australian Grand Prix,gasly,alpine,10.0,14,xgboost_tuned,XGBoost,13.468131065368652,3.4681310653686523,3.4681310653686523
ocon_2026_1,2026,1,Australian Grand Prix,ocon,haas,11.0,13,xgboost_tuned,XGBoost,12.2178373336792,1.2178373336791992,1.2178373336791992
albon_2026_1,2026,1,Australian Grand Prix,albon,williams,12.0,15,xgboost_tuned,XGBoost,13.002119064331055,1.0021190643310547,1.0021190643310547
lawson_2026_1,2026,1,Australian Grand Prix,lawson,rb,13.0,8,xgboost_tuned,XGBoost,10.158547401428223,-2.8414525985717773,2.8414525985717773
colapinto_2026_1,2026,1,Australian Grand Prix,colapinto,alpine,14.0,16,xgboost_tuned,XGBoost,14.888399124145508,0.8883991241455078,0.8883991241455078
sainz_2026_1,2026,1,Australian Grand Prix,sainz,williams,15.0,21,xgboost_tuned,XGBoost,12.423330307006836,-2.576669692993164,2.576669692993164
driver_11_2026_2026_1,2026,1,Australian Grand Prix,driver_11_2026,unknown_2026,16.0,18,xgboost_tuned,XGBoost,12.581622123718262,-3.4183778762817383,3.4183778762817383
antonelli_2026_2,2026,2,Chinese Grand Prix,antonelli,mercedes,1.0,1,xgboost_tuned,XGBoost,4.750881195068359,3.7508811950683594,3.7508811950683594
russell_2026_2,2026,2,Chinese Grand Prix,russell,mercedes,2.0,2,xgboost_tuned,XGBoost,4.183011531829834,2.183011531829834,2.183011531829834
hamilton_2026_2,2026,2,Chinese Grand Prix,hamilton,ferrari,3.0,3,xgboost_tuned,XGBoost,4.989217281341553,1.9892172813415527,1.9892172813415527
leclerc_2026_2,2026,2,Chinese Grand Prix,leclerc,ferrari,4.0,4,xgboost_tuned,XGBoost,3.7915565967559814,-0.20844340324401855,0.20844340324401855
bearman_2026_2,2026,2,Chinese Grand Prix,bearman,haas,5.0,10,xgboost_tuned,XGBoost,9.347175598144531,4.347175598144531,4.347175598144531
gasly_2026_2,2026,2,Chinese Grand Prix,gasly,alpine,6.0,7,xgboost_tuned,XGBoost,9.812767028808594,3.8127670288085938,3.8127670288085938
lawson_2026_2,2026,2,Chinese Grand Prix,lawson,rb,7.0,14,xgboost_tuned,XGBoost,12.634217262268066,5.634217262268066,5.634217262268066
hadjar_2026_2,2026,2,Chinese Grand Prix,hadjar,rb,8.0,9,xgboost_tuned,XGBoost,9.862504005432129,1.862504005432129,1.862504005432129
sainz_2026_2,2026,2,Chinese Grand Prix,sainz,williams,9.0,17,xgboost_tuned,XGBoost,11.925240516662598,2.9252405166625977,2.9252405166625977
colapinto_2026_2,2026,2,Chinese Grand Prix,colapinto,alpine,10.0,12,xgboost_tuned,XGBoost,13.231269836425781,3.2312698364257812,3.2312698364257812
hulkenberg_2026_2,2026,2,Chinese Grand Prix,hulkenberg,sauber,11.0,11,xgboost_tuned,XGBoost,11.052253723144531,0.05225372314453125,0.05225372314453125
driver_41_2026_2026_2,2026,2,Chinese Grand Prix,driver_41_2026,unknown_2026,12.0,15,xgboost_tuned,XGBoost,11.488405227661133,-0.5115947723388672,0.5115947723388672
driver_77_2026_2026_2,2026,2,Chinese Grand Prix,driver_77_2026,unknown_2026,13.0,19,xgboost_tuned,XGBoost,12.62192153930664,-0.3780784606933594,0.3780784606933594
ocon_2026_2,2026,2,Chinese Grand Prix,ocon,haas,14.0,13,xgboost_tuned,XGBoost,12.20303726196289,-1.7969627380371094,1.7969627380371094
driver_11_2026_2026_2,2026,2,Chinese Grand Prix,driver_11_2026,unknown_2026,15.0,21,xgboost_tuned,XGBoost,12.62192153930664,-2.3780784606933594,2.3780784606933594
antonelli_2026_3,2026,3,Japanese Grand Prix,antonelli,mercedes,1.0,1,xgboost_tuned,XGBoost,4.750881195068359,3.7508811950683594,3.7508811950683594
piastri_2026_3,2026,3,Japanese Grand Prix,piastri,mclaren,2.0,3,xgboost_tuned,XGBoost,2.643746852874756,0.6437468528747559,0.6437468528747559
leclerc_2026_3,2026,3,Japanese Grand Prix,leclerc,ferrari,3.0,4,xgboost_tuned,XGBoost,3.7915565967559814,0.7915565967559814,0.7915565967559814
russell_2026_3,2026,3,Japanese Grand Prix,russell,mercedes,4.0,2,xgboost_tuned,XGBoost,4.183011531829834,0.18301153182983398,0.18301153182983398
max_verstappen_2026_3,2026,3,Japanese Grand Prix,max_verstappen,red_bull,5.0,5,xgboost_tuned,XGBoost,3.550102472305298,-1.4498975276947021,1.4498975276947021
hamilton_2026_3,2026,3,Japanese Grand Prix,hamilton,ferrari,6.0,6,xgboost_tuned,XGBoost,6.6175432205200195,0.6175432205200195,0.6175432205200195
gasly_2026_3,2026,3,Japanese Grand Prix,gasly,alpine,7.0,7,xgboost_tuned,XGBoost,9.73690414428711,2.7369041442871094,2.7369041442871094
driver_3_2026_2026_3,2026,3,Japanese Grand Prix,driver_3_2026,unknown_2026,8.0,11,xgboost_tuned,XGBoost,9.482380867004395,1.4823808670043945,1.4823808670043945
lawson_2026_3,2026,3,Japanese Grand Prix,lawson,rb,9.0,14,xgboost_tuned,XGBoost,12.561366081237793,3.561366081237793,3.561366081237793
ocon_2026_3,2026,3,Japanese Grand Prix,ocon,haas,10.0,12,xgboost_tuned,XGBoost,11.479758262634277,1.4797582626342773,1.4797582626342773
hulkenberg_2026_3,2026,3,Japanese Grand Prix,hulkenberg,sauber,11.0,13,xgboost_tuned,XGBoost,11.779003143310547,0.7790031433105469,0.7790031433105469
hadjar_2026_3,2026,3,Japanese Grand Prix,hadjar,rb,12.0,8,xgboost_tuned,XGBoost,9.76952838897705,-2.230471611022949,2.230471611022949
bortoleto_2026_3,2026,3,Japanese Grand Prix,bortoleto,sauber,13.0,9,xgboost_tuned,XGBoost,10.384190559387207,-2.615809440612793,2.615809440612793
driver_41_2026_2026_3,2026,3,Japanese Grand Prix,driver_41_2026,unknown_2026,14.0,10,xgboost_tuned,XGBoost,8.932868003845215,-5.067131996154785,5.067131996154785
sainz_2026_3,2026,3,Japanese Grand Prix,sainz,williams,15.0,16,xgboost_tuned,XGBoost,11.376955032348633,-3.623044967651367,3.623044967651367
colapinto_2026_3,2026,3,Japanese Grand Prix,colapinto,alpine,16.0,15,xgboost_tuned,XGBoost,14.522454261779785,-1.4775457382202148,1.4775457382202148
driver_11_2026_2026_3,2026,3,Japanese Grand Prix,driver_11_2026,unknown_2026,17.0,19,xgboost_tuned,XGBoost,12.575729370117188,-4.4242706298828125,4.4242706298828125
alonso_2026_3,2026,3,Japanese Grand Prix,alonso,aston_martin,18.0,21,xgboost_tuned,XGBoost,12.974127769470215,-5.025872230529785,5.025872230529785
driver_77_2026_2026_3,2026,3,Japanese Grand Prix,driver_77_2026,unknown_2026,19.0,20,xgboost_tuned,XGBoost,12.575729370117188,-6.4242706298828125,6.4242706298828125
albon_2026_3,2026,3,Japanese Grand Prix,albon,williams,20.0,17,xgboost_tuned,XGBoost,13.244312286376953,-6.755687713623047,6.755687713623047
antonelli_2026_6,2026,6,Miami Grand Prix,antonelli,mercedes,1.0,1,xgboost_tuned,XGBoost,4.848212242126465,3.848212242126465,3.848212242126465
max_verstappen_2026_6,2026,6,Miami Grand Prix,max_verstappen,red_bull,2.0,4,xgboost_tuned,XGBoost,2.685246229171753,0.6852462291717529,0.6852462291717529
piastri_2026_6,2026,6,Miami Grand Prix,piastri,mclaren,3.0,7,xgboost_tuned,XGBoost,4.594200134277344,1.5942001342773438,1.5942001342773438
russell_2026_6,2026,6,Miami Grand Prix,russell,mercedes,4.0,5,xgboost_tuned,XGBoost,5.178503036499023,1.1785030364990234,1.1785030364990234
driver_3_2026_2026_6,2026,6,Miami Grand Prix,driver_3_2026,unknown_2026,5.0,2,xgboost_tuned,XGBoost,5.395987033843994,0.39598703384399414,0.39598703384399414
hamilton_2026_6,2026,6,Miami Grand Prix,hamilton,ferrari,6.0,6,xgboost_tuned,XGBoost,6.6493306159973145,0.6493306159973145,0.6493306159973145
colapinto_2026_6,2026,6,Miami Grand Prix,colapinto,alpine,7.0,8,xgboost_tuned,XGBoost,11.960725784301758,4.960725784301758,4.960725784301758
leclerc_2026_6,2026,6,Miami Grand Prix,leclerc,ferrari,8.0,3,xgboost_tuned,XGBoost,3.6085541248321533,-4.391445875167847,4.391445875167847
sainz_2026_6,2026,6,Miami Grand Prix,sainz,williams,9.0,13,xgboost_tuned,XGBoost,10.442564010620117,1.4425640106201172,1.4425640106201172
albon_2026_6,2026,6,Miami Grand Prix,albon,williams,10.0,15,xgboost_tuned,XGBoost,12.935090065002441,2.9350900650024414,2.9350900650024414
bearman_2026_6,2026,6,Miami Grand Prix,bearman,haas,11.0,12,xgboost_tuned,XGBoost,9.993040084838867,-1.0069599151611328,1.0069599151611328
bortoleto_2026_6,2026,6,Miami Grand Prix,bortoleto,sauber,12.0,21,xgboost_tuned,XGBoost,14.071985244750977,2.0719852447509766,2.0719852447509766
ocon_2026_6,2026,6,Miami Grand Prix,ocon,haas,13.0,14,xgboost_tuned,XGBoost,12.895739555358887,-0.10426044464111328,0.10426044464111328
driver_41_2026_2026_6,2026,6,Miami Grand Prix,driver_41_2026,unknown_2026,14.0,16,xgboost_tuned,XGBoost,11.741860389709473,-2.2581396102905273,2.2581396102905273
alonso_2026_6,2026,6,Miami Grand Prix,alonso,aston_martin,15.0,17,xgboost_tuned,XGBoost,12.513142585754395,-2.4868574142456055,2.4868574142456055
driver_11_2026_2026_6,2026,6,Miami Grand Prix,driver_11_2026,unknown_2026,16.0,20,xgboost_tuned,XGBoost,12.725360870361328,-3.274639129638672,3.274639129638672
stroll_2026_6,2026,6,Miami Grand Prix,stroll,aston_martin,17.0,18,xgboost_tuned,XGBoost,14.237578392028809,-2.7624216079711914,2.7624216079711914
driver_77_2026_2026_6,2026,6,Miami Grand Prix,driver_77_2026,unknown_2026,18.0,19,xgboost_tuned,XGBoost,12.725360870361328,-5.274639129638672,5.274639129638672
antonelli_2026_7,2026,7,Canadian Grand Prix,antonelli,mercedes,1.0,2,xgboost_tuned,XGBoost,5.022930145263672,4.022930145263672,4.022930145263672
hamilton_2026_7,2026,7,Canadian Grand Prix,hamilton,ferrari,2.0,5,xgboost_tuned,XGBoost,5.974135875701904,3.9741358757019043,3.9741358757019043
driver_3_2026_2026_7,2026,7,Canadian Grand Prix,driver_3_2026,unknown_2026,3.0,6,xgboost_tuned,XGBoost,7.121982574462891,4.121982574462891,4.121982574462891
leclerc_2026_7,2026,7,Canadian Grand Prix,leclerc,ferrari,4.0,8,xgboost_tuned,XGBoost,5.94742488861084,1.9474248886108398,1.9474248886108398
hadjar_2026_7,2026,7,Canadian Grand Prix,hadjar,rb,5.0,7,xgboost_tuned,XGBoost,9.025860786437988,4.025860786437988,4.025860786437988
colapinto_2026_7,2026,7,Canadian Grand Prix,colapinto,alpine,6.0,10,xgboost_tuned,XGBoost,12.62192153930664,6.621921539306641,6.621921539306641
lawson_2026_7,2026,7,Canadian Grand Prix,lawson,rb,7.0,12,xgboost_tuned,XGBoost,11.234237670898438,4.2342376708984375,4.2342376708984375
gasly_2026_7,2026,7,Canadian Grand Prix,gasly,alpine,8.0,14,xgboost_tuned,XGBoost,13.38047981262207,5.38047981262207,5.38047981262207
sainz_2026_7,2026,7,Canadian Grand Prix,sainz,williams,9.0,15,xgboost_tuned,XGBoost,11.22693920135498,2.2269392013549805,2.2269392013549805
bearman_2026_7,2026,7,Canadian Grand Prix,bearman,haas,10.0,16,xgboost_tuned,XGBoost,11.513794898986816,1.5137948989868164,1.5137948989868164
piastri_2026_7,2026,7,Canadian Grand Prix,piastri,mclaren,11.0,4,xgboost_tuned,XGBoost,2.8498942852020264,-8.150105714797974,8.150105714797974
hulkenberg_2026_7,2026,7,Canadian Grand Prix,hulkenberg,sauber,12.0,11,xgboost_tuned,XGBoost,10.930198669433594,-1.0698013305664062,1.0698013305664062
bortoleto_2026_7,2026,7,Canadian Grand Prix,bortoleto,sauber,13.0,13,xgboost_tuned,XGBoost,12.539521217346191,-0.4604787826538086,0.4604787826538086
ocon_2026_7,2026,7,Canadian Grand Prix,ocon,haas,14.0,17,xgboost_tuned,XGBoost,13.234186172485352,-0.7658138275146484,0.7658138275146484
stroll_2026_7,2026,7,Canadian Grand Prix,stroll,aston_martin,15.0,22,xgboost_tuned,XGBoost,14.192618370056152,-0.8073816299438477,0.8073816299438477
driver_77_2026_2026_7,2026,7,Canadian Grand Prix,driver_77_2026,unknown_2026,16.0,21,xgboost_tuned,XGBoost,12.610922813415527,-3.3890771865844727,3.3890771865844727
antonelli_2026_8,2026,8,Monaco Grand Prix,antonelli,mercedes,1.0,1,xgboost_tuned,XGBoost,4.7369384765625,3.7369384765625,3.7369384765625
hamilton_2026_8,2026,8,Monaco Grand Prix,hamilton,ferrari,2.0,3,xgboost_tuned,XGBoost,4.975274562835693,2.9752745628356934,2.9752745628356934
gasly_2026_8,2026,8,Monaco Grand Prix,gasly,alpine,3.0,9,xgboost_tuned,XGBoost,10.498177528381348,7.498177528381348,7.498177528381348
hadjar_2026_8,2026,8,Monaco Grand Prix,hadjar,rb,4.0,5,xgboost_tuned,XGBoost,7.879037857055664,3.879037857055664,3.879037857055664
piastri_2026_8,2026,8,Monaco Grand Prix,piastri,mclaren,5.0,7,xgboost_tuned,XGBoost,4.527848243713379,-0.4721517562866211,0.4721517562866211
lawson_2026_8,2026,8,Monaco Grand Prix,lawson,rb,6.0,10,xgboost_tuned,XGBoost,10.522465705871582,4.522465705871582,4.522465705871582
driver_41_2026_2026_8,2026,8,Monaco Grand Prix,driver_41_2026,unknown_2026,7.0,15,xgboost_tuned,XGBoost,11.379205703735352,4.379205703735352,4.379205703735352
albon_2026_8,2026,8,Monaco Grand Prix,albon,williams,8.0,11,xgboost_tuned,XGBoost,11.308091163635254,3.308091163635254,3.308091163635254
ocon_2026_8,2026,8,Monaco Grand Prix,ocon,haas,9.0,17,xgboost_tuned,XGBoost,13.187308311462402,4.187308311462402,4.187308311462402
alonso_2026_8,2026,8,Monaco Grand Prix,alonso,aston_martin,10.0,21,xgboost_tuned,XGBoost,12.911120414733887,2.9111204147338867,2.9111204147338867
bortoleto_2026_8,2026,8,Monaco Grand Prix,bortoleto,sauber,11.0,16,xgboost_tuned,XGBoost,13.198344230651855,2.1983442306518555,2.1983442306518555
russell_2026_8,2026,8,Monaco Grand Prix,russell,mercedes,12.0,6,xgboost_tuned,XGBoost,5.67897367477417,-6.32102632522583,6.32102632522583
hulkenberg_2026_8,2026,8,Monaco Grand Prix,hulkenberg,sauber,13.0,13,xgboost_tuned,XGBoost,11.70205307006836,-1.2979469299316406,1.2979469299316406
colapinto_2026_8,2026,8,Monaco Grand Prix,colapinto,alpine,14.0,14,xgboost_tuned,XGBoost,14.414092063903809,0.4140920639038086,0.4140920639038086
