modelo,mae_medio,mae_std,rmse_medio,rmse_std,r2_medio,kendall_tau_medio,score_composto_medio,melhor_fold,pior_fold,tempo_tuning_segundos,tempo_tuning_minutos
lightgbm_tuned,2.317212493440844,0.12325928874510493,3.012092607066322,0.13109978406660053,0.6587000571961755,0.6536369501211419,0.527934196762992,2024,2023,232.58256747899986,3.876376124649998
random_forest_tuned,2.3263497238780886,0.12197790777126077,3.0121100448202136,0.12395470230403548,0.6589143401928421,0.6502627968501878,0.5272438105227435,2024,2025,240.67556713900012,4.0112594523166685
xgboost_tuned,2.3414512475331626,0.14482748835321127,3.016087814705015,0.13169026710208537,0.6578449606895447,0.6524764412400449,0.5268886660555223,2024,2023,251.10870610600023,4.18514510176667
