mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay,n_train,n_valid
2.4568378446631707,3.105577496720587,0.6270612289546035,0.639016893604566,0.18181818181818182,2022,2023,0.95,1725,374
2.2364060513912634,2.9253411563140865,0.6874419364638024,0.6758281528985863,0.125,2023,2024,0.95,2099,425
2.3952203606233144,3.1082987483823366,0.6389438250101389,0.6243667001213441,0.2916666666666667,2024,2025,0.95,2524,419
