mae,rmse,r2,kendall_tau,top3_accuracy,train_until,valid_season,decay,n_train,n_valid
2.5759260654449463,3.2408662240898325,0.5938607454299927,0.6152430746224723,0.13636363636363635,2022,2023,0.95,1725,374
2.2292635440826416,2.8845912335680826,0.6960891485214233,0.6789363113666521,0.16666666666666666,2023,2024,0.95,2099,425
2.4723410606384277,3.188507070585286,0.6200696229934692,0.6145095015064056,0.125,2024,2025,0.95,2524,419
