mae,rmse,r2,kendall_tau,train_until,valid_season,decay,n_train,n_valid
2.3664199776759927,3.035339682371156,0.6437397302150416,0.6388797539515243,2022,2023,0.99,1725,374
2.1893770450350205,2.8781839175826014,0.6974377442767364,0.6840392443527118,2023,2024,0.99,2099,425
2.423252148923253,3.122806534506883,0.6355655460867482,0.6278693922463273,2024,2025,0.99,2524,419
