mae,rmse,r2,kendall_tau,train_until,valid_season,decay,n_train,n_valid
2.281361829417293,2.98144731930814,0.6562782034559704,0.6434831945738222,2022,2023,0.99,1725,374
2.1374931841583824,2.8030824835523798,0.7130214611440502,0.6936902100021295,2023,2024,0.99,2099,425
2.398128668360869,3.0875756796588587,0.6437421089557434,0.6258223251063808,2024,2025,0.99,2524,419
