n_features,features,mae_2023,rmse_2023,r2_2023,kendall_tau_2023,mae_2024,rmse_2024,r2_2024,kendall_tau_2024,mae_2025,rmse_2025,r2_2025,kendall_tau_2025,mae_medio,rmse_medio,r2_medio,kendall_tau_medio,mae_score,rmse_score,r2_score,kendall_tau_score,score_composto
13,"qualifying_position,constructor_coef_rapm,recent_form_5,driver_constructor_synergy,constructor_wins_total,driver_coef_rapm,track_complexity,tire_compound_start,season_factor,avg_pit_stops_circuit,constructor_dnf_rate,grid_penalty,altitude_m",2.490354537963867,3.1402437348741743,0.6186888813972473,0.6428691808863495,2.2669315338134766,2.9369046845755378,0.6849660277366638,0.6679024972562125,2.4359982013702393,3.141047814598847,0.6312955617904663,0.6239576914886512,2.397761424382528,3.072732078016186,0.6449834903081259,0.644909789877071,1.0,1.0,1.0,1.0,1.0
