,season,round,grid_position,laps,grid_position_zero_flag,fastf1_laps_count,fastf1_avg_lap_time,fastf1_best_lap_time,fastf1_avg_sector1,fastf1_avg_sector2,fastf1_avg_sector3,fastf1_max_tyre_life,fastf1_stints_count,fastf1_pit_in_count,fastf1_pit_out_count,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,wet_compound_flag,corrida_chuva_flag,outlier_flag,status_falha_mecanica_flag,outlier_legitimo_flag,outlier_revisao_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax,qualifying_position,grid_penalty,altitude_m,corners,length_km,circuit_type,track_complexity,weather_impact_factor,safety_car_flag,tire_compound_start,season_factor,avg_pit_stops_circuit_static_global,avg_pit_stops_circuit,avg_pit_stops_circuit_cold_start_flag,outlier_reclassificado_pos_contexto_flag,outlier_reclassificado_nao_feature_flag,track_complexity_static,incident_rate_hist,incident_rate_hist_norm,race_order,driver_coef_rapm,constructor_coef_rapm,recent_form_5,recent_form_3,recent_form_cold_start_flag,driver_experience,driver_win_flag,driver_wins_total,constructor_wins_total,driver_dnf_rate,constructor_dnf_rate,driver_constructor_synergy
circuito_losail,0.09627452434373664,0.2198251302705308,-0.008953097438417892,-0.042253835219930466,-0.016616473447492505,0.03373074562044921,-0.014583126932081015,-0.03228121819819315,0.10377197287987364,-0.1066827061732359,-0.009318912039330706,-0.10679227132319977,0.10359805599713312,0.1619279986152738,0.15644472579496183,0.04562499076255624,-0.02705502704463014,-0.03081831493495955,-0.03359503881728675,-0.011544877700435795,-0.03026551308427482,-0.03447959713878021,-0.014844370076169329,-0.03410276988842393,-0.026278231983505276,-0.030542969215719636,-0.016855078181798266,-0.02564189007801094,-0.01991190548553265,1.0,-0.02884439798366945,-0.02364194724119644,-0.03163224665184357,-0.033210114225237064,-0.009691360541034972,-0.010840819916776327,-0.017322906718372645,-0.03750175245196348,-0.02364194724119639,-0.030955214261684603,-0.023468384787653146,-0.03497695273437315,-0.02346838478765321,-0.034102769888423874,-0.02898918529446797,-0.028698982923573632,-0.0337225519443574,-0.026746690714115545,-0.0003514432138369073,0.00954994440281675,0.024768595206825842,0.015253504636275202,0.0020643408585510566,-0.01637455984196518,-0.002867936873856639,0.008734424653401475,-0.008209775085556209,-0.022401446772881643,0.016189641241050157,0.0018914540094922088,-0.02751184645528681,0.00498586809726964,-0.023117719895282225,-0.009202918651746357,-0.042733550549260785,-0.04543842732522081,-0.014299488284093439,,-0.014299488284093439,,,0.03373074562044914,-0.014583126932082344,-0.032281218198194496,0.10377197287987344,-0.10668270617323608,-0.009318912039330832,-0.1067922713232008,0.10359805599713255,0.16192799861527396,0.15644472579496183,-0.008953097438418083,-0.04225383521993115,-0.008925617991671705,1.2972124702144881e-05,-0.07439839831655017,-0.02086720360215701,0.04050372299990675,-0.08556423040446001,-0.028815042865217185,0.024531370372091917,0.09796091858829344,0.04562499076255624,0.09627452434373626,0.21701861722023874,0.20262311425767476,0.03962337602505338,-0.01008880906262438,-0.002792419760557707,-0.042032043926686,0.1045271123929426,0.10452711239294289,0.12070843948413908,0.01798353161384571,0.0007094638041384684,0.003129283452847353,-0.002695109050918034,-0.01844324203605605,0.09328037925955932,0.0011735414325317636,0.026591519421544096,0.032565356490263014,-0.031550845258796215,-0.04781845677758704,-0.017927584814172087
circuito_marina_bay,0.012017814143552543,0.14879884844106184,-0.007740492733772632,0.024172413979710296,-0.0038366217437434285,0.060451001667772376,0.15208964680990733,0.15078337182553608,0.050746099737131754,0.17387187300772008,0.13362205098533886,0.061724947101685385,-0.09896501154453535,-0.08186063118000572,-0.08067278440297304,-0.068672015937285,-0.03401773376660661,-0.03874951708100296,-0.04224084065708255,-0.014515992733387752,-0.038054449722494714,-0.04335304318535809,-0.018664621120175064,-0.042879238111813815,-0.033041027754190995,-0.038403310168866965,-0.021192792055166606,-0.03224092101284746,-0.02503630465699816,-0.02884439798366945,1.0,-0.029726285826604127,-0.03977291699864061,-0.04175685436237411,-0.012185466389565497,-0.013630743193576685,-0.021781017917197894,-0.04715296083746818,-0.029726285826604203,-0.038921647932754856,-0.029508056462916193,-0.04397839499928541,-0.02950805646291618,-0.04287923811181375,-0.03644965447017634,-0.03608476749463427,-0.04240116973756291,-0.033630045992918134,-0.025460063162467766,-0.024969215761499772,-0.013105797394026866,0.0015672007533717644,0.009169424383678194,-0.0032864172869597427,0.0066404520889666654,0.00804101463694918,-0.000563365206701811,-0.015391977870009996,0.012696341852797853,0.008942357358165905,0.007467209779433682,0.01884663925805183,0.02051674709252543,-0.01032004763218688,0.04531727825762833,0.0369171176244405,0.0017791526138758178,,0.0017791526138758178,,,0.06045100166777216,0.15208964680990583,0.1507833718255359,0.050746099737131574,0.17387187300772064,0.13362205098533858,0.061724947101684864,-0.09896501154453516,-0.0818606311800055,-0.08067278440297306,-0.007740492733772637,0.024172413979710754,-0.005373845141391539,-0.00845868123604401,-0.10160324250803661,0.14992259711233738,-0.05030505632248822,0.3371081332388853,0.15960247236019345,0.030550668615707016,-0.030901714665016403,-0.068672015937285,0.012017814143551835,-0.22345111666376183,-0.09491115302529916,0.005446695928707999,-0.012685199691293728,-0.0035110588439835836,0.13731063008938635,0.1185414682095274,0.11854146820952711,0.03266432776807798,0.013884215465457856,0.009535184534049657,-0.004803661932598608,-0.0028047808139441267,-0.023189675483993585,0.028730066082531164,-0.0004300165371414968,0.012194035964659579,0.015656083029811252,0.0030190156416411537,-0.004681922512482642,0.002358436028993604
circuito_miami,0.12271710127201854,-0.14525736758075247,-0.0038414276418162305,-0.04002434075556525,0.0034458697930526997,-0.06130563572249471,0.016168196447232646,0.027689700261839513,0.08833264525596239,0.0004784391756443203,-0.048050358574705576,0.010952803083345659,-0.10847514456948988,-0.11160581226774141,-0.11092138728096058,-0.024646147554691338,-0.027882206708925363,-0.031760553261315404,-0.03462217262443574,-0.011897850478648959,-0.031190850061816062,-0.03553377540809939,-0.015298221444938033,-0.035145427051594,-0.02708166193663497,-0.03147678912951102,-0.01737040488574462,-0.026425864530952203,-0.02052069154469389,-0.02364194724119644,-0.029726285826604127,1.0,-0.03259937010447267,-0.03422547935833128,-0.009987663935804218,-0.011172266851375649,-0.017852536799328925,-0.038648330015997136,-0.024364775495997134,-0.031901638144348966,-0.024185906548698878,-0.03604633714020513,-0.024185906548698906,-0.035145427051593965,-0.02987549986072261,-0.029576424850398384,-0.03475358433440076,-0.027564443311790438,-0.011923753915069448,-0.003218189052959434,0.02170429336697286,0.021438475791707514,0.006370757366125297,-0.016875195191200454,-0.005701759343471934,-0.001861991394205614,0.0033092138961413964,-0.023086347999953096,0.014221166469705818,0.006186331777944665,-0.02835299290387423,0.0030460147493029588,-0.023824520437403428,0.0035170557821202256,-0.04404008496666025,-0.046827660571928637,-0.014736680451704929,,-0.014736680451704929,,,-0.06130563572249451,0.016168196447231976,0.027689700261838413,0.0883326452559624,0.00047843917564407675,-0.04805035857470558,0.010952803083345244,-0.10847514456949009,-0.11160581226774108,-0.11092138728096032,-0.003841427641816507,-0.040024340755566386,-0.004614921301461204,0.002844484650850241,-0.082617340660313,0.12288216703984478,0.04777655459056906,0.27630643236597174,0.14857811816376035,0.044556741353311044,0.0031569510996608554,-0.024646147554691345,0.12271710127201876,-0.225733143525816,-0.11815918825332036,0.0167523503614919,-0.010397264037731014,-0.0028777951267068237,0.15805684235495238,-0.03444276526232225,-0.03444276526232155,0.10084709487271047,0.024130262473487648,0.01373779504099954,-0.007324479815797915,-0.0022267522997640233,-0.01900712521867995,0.08525999610744471,-0.0010887719689393065,0.02498489486415622,0.0391952109766662,-0.013870399940410293,-0.03560074350440606,-0.0012927835381169152
circuito_monaco,-0.0014489448824450183,-0.1600152196837684,-0.005164610708974785,0.32168418814649663,-0.022912096123878265,0.10454502449275664,-0.10235111607448727,-0.16678961407746304,-0.23813223771916742,0.04578358482346007,-0.1964403462593292,0.3559408750445782,-0.06022709572341282,-0.0579672470865252,-0.04008258542797428,-0.07408791566098011,-0.037305592082430394,-0.042494708422761165,-0.04632347297393924,-0.015918982354870298,-0.04173246189792722,-0.04754317132649754,-0.020468581083607634,-0.04702357237491819,-0.03623448616063007,-0.04211504016123392,-0.023241103035320735,-0.03535704805967512,-0.027456096140721656,-0.03163224665184357,-0.03977291699864061,-0.03259937010447267,1.0,-0.0457927087728975,-0.013363207601722712,-0.01494817229297927,-0.023886181693759168,-0.051710355973453616,-0.03259937010447267,-0.0426834759457336,-0.03236004858828911,-0.04822896420848198,-0.03236004858828906,-0.04702357237491834,-0.039972561092377915,-0.03957240731496433,-0.04649929806906127,-0.03688043378000502,0.0033803627154773593,0.0015257709666458045,-0.0004544776180056811,-0.0007393699151472099,-0.003020430579067495,0.009199858791281282,-0.016500769791847548,0.0014083432298385165,-0.001362250510081084,-0.007426244203686882,0.005910369128357397,0.002353378093205575,0.0006890203255461057,0.001697106602467539,0.002274407998528134,0.008789401820930225,0.006046751620968366,0.042222161527282816,-0.01971725535642231,,-0.01971725535642231,,,0.10454502449275721,-0.10235111607448748,-0.1667896140774632,-0.2381322377191663,0.045783584823460274,-0.1964403462593299,0.35594087504457894,-0.060227095723413136,-0.05796724708652521,-0.040082585427974264,-0.00516461070897481,0.3216841881464984,-0.006848486124082914,0.006152249409898624,-0.10833038367146783,0.16441281157011467,-0.45962154343710376,0.36969007378806146,-0.028542513291708174,0.14744891542177893,0.0010323908238310377,-0.0740879156609801,-0.001448944882445035,-0.07747705289432495,-0.09886017992285775,-0.019529288776120913,-0.013911240778541237,-0.003850407258452904,-0.05432913320503793,0.001871382804491246,0.0018713828044910365,-0.02234763284432374,-0.0035512071077654487,0.0013306153323044486,0.013029665064535796,0.01650813955633456,-0.025430987850784733,-0.030064970165094695,-0.0016629900390254806,-0.0017556173855509496,-0.008875437369522572,0.029034688335761696,0.00886187457400698,-0.0204573445425955
circuito_monza,-0.007989044482946428,0.09180164414930926,0.00011977574246446754,-0.15120259649321924,-0.009072167091122704,-0.05373641418297163,-0.07888139513144482,-0.06167625662749651,0.007388059052651331,-0.16987878116465543,0.014477337568361205,-0.0434458731093694,-0.09186748777609924,-0.06807489335121318,-0.07036575112349622,0.012476423847210651,-0.03916645529271638,-0.04461441314051564,-0.04863416265390489,-0.01671304691612734,-0.043814144527408706,-0.0499147015310394,-0.02148958698055423,-0.04936918414420362,-0.03804192087687714,-0.04421580641264733,-0.02440040680697332,-0.037120714745709354,-0.028825650578926384,-0.033210114225237064,-0.04175685436237411,-0.03422547935833128,-0.0457927087728975,1.0,-0.014029785988751462,-0.015693811279744535,-0.02507766303119268,-0.05428975208139303,-0.03422547935833123,-0.04481259669253853,-0.03397422009823216,-0.05063470287006012,-0.033974220098232026,-0.04936918414420363,-0.0419664570260857,-0.041546342931698656,-0.04881875818886457,-0.03872008940720857,0.011814768981309332,-0.010536422630690125,-0.005598043583239895,-0.012430266468779328,0.001280449536397446,0.006693114373826539,-0.005651946108239681,-0.0052800102836448575,0.0024032078865099294,0.012457106571665688,-0.007514681277789973,-0.004327442897667556,0.015592149843179344,-0.0023069116389207575,-0.011688326852802366,0.018891456160990257,-0.061863612049830256,-0.06577935144802703,-0.02070078391212811,,-0.02070078391212811,,,-0.05373641418297177,-0.07888139513144496,-0.061676256627496324,0.007388059052651345,-0.16987878116465563,0.014477337568361193,-0.04344587310936987,-0.09186748777609906,-0.06807489335121303,-0.07036575112349625,0.00011977574246448476,-0.15120259649321974,-0.0012824863354851095,0.005067883880325394,-0.041831222167941585,-0.3682462379394844,0.16803788522044816,-0.12386783422037428,-0.1544275258709077,-0.11346778723159325,-0.05407884570761461,0.012476423847210646,-0.007989044482946508,-0.2066196255414346,-0.09991141168084289,-0.03190266378909779,-0.014605155945924672,-0.004042471793872737,-0.1785756517258392,0.1318222329094948,0.13182223290949457,0.004215741202215901,-0.010409841257265667,-0.007175257824937853,0.008377860493977447,0.009446139386122432,0.00037255153416810774,0.0022006499794533737,0.00044343853633146003,-0.002819518272286768,0.003905385634838627,-0.002950651301259326,-0.014526170512975299,-0.013359123792749292
circuito_mugello,-0.0470791469000036,-0.02430216097717525,-0.012570030735437776,-0.003496449007297389,-0.007019715884594369,-0.01871137915999015,-0.009005577410552667,-0.03161701648484757,0.05350213808841587,-0.07924076930020911,0.047568613959365125,-0.06652858173647049,0.21822986080458345,0.17287558334911876,0.1664787319090214,0.05174440581171453,-0.011429537302452098,-0.013019357902203613,-0.014192399390549398,-0.004877193806227171,-0.012785823876795187,-0.014566085667596143,-0.006271081571535735,-0.014406893030034732,-0.01110137617687495,-0.012903036666821667,-0.007120515699238462,-0.010832550219541291,-0.00841188833906441,-0.009691360541034972,-0.012185466389565497,-0.009987663935804218,-0.013363207601722712,-0.014029785988751462,1.0,-0.004579760922935487,-0.007318152304853623,-0.015842810944153733,-0.009987663935804213,-0.013077191736888165,-0.009914341571949065,-0.014776196133315966,-0.009914341571949002,-0.014406893030034684,-0.01224663254426799,-0.01212403503889781,-0.014246267976228568,-0.011299279011247915,0.005920202129541573,0.010889683255210699,-0.016950988193742404,-0.01699793674874593,0.013688897919369714,-0.006917518220042641,-0.00285322540271247,-0.0042621949300687785,0.01216760775357107,0.027376866121869663,-0.010832550219541302,-0.004000165234714514,0.018701134155491524,-0.012903036666821705,-0.009766201358989613,-0.002222339596307422,-0.018053011341045488,-0.019195700644529527,-0.006040893416200155,,-0.006040893416200155,,,-0.01871137915999015,-0.009005577410551796,-0.03161701648484697,0.05350213808841582,-0.07924076930020951,0.04756861395936537,-0.0665285817364701,0.21822986080458337,0.17287558334911848,0.16647873190902204,-0.01257003073543765,-0.0034964490072973034,-0.013601930814338234,0.0038881605695434782,0.017168554232759908,-0.028544657392579383,0.006675237510095099,-0.0361470554640415,-0.021580806960632908,-0.05653354713981714,0.04138410105228846,0.05174440581171453,-0.04707914690000376,0.4139304679478766,-0.01470160374745948,0.13958991700500348,-0.0042620700148762285,-0.0011796722939788492,-0.019272425530435143,-0.015398084873874618,-0.015398084873874703,-0.04763562690226229,-2.4835657683081327e-05,0.015747761027718465,0.005627791269623693,0.0060960322838463175,-0.007791443803827009,-0.027893302906664634,0.006678172442558733,-0.0042192769265385465,-0.005267621869394466,0.005137101794647958,0.011255810638081046,0.009158291354795716
circuito_nurburgring,-0.052663044700218084,-0.004657694894661611,0.01409377882931674,0.0030606947510548994,-0.007852300556728172,-0.017464213762689137,0.010046109397837509,0.007191704981943368,0.02990112471264513,0.03113115640716859,-0.04186012347983597,-0.03134689189345129,0.008822451071452821,-0.004538366839934291,-0.0070310072759603584,0.06272443866249669,-0.012785155923497224,-0.01456353974782319,-0.015875711705126718,-0.005455661207593326,-0.014302307044409341,-0.016293719642988598,-0.007014873269091362,-0.016115645707077023,-0.012418072720782268,-0.01443342204557357,-0.007965055895214799,-0.01211736222919858,-0.009409593860191846,-0.010840819916776327,-0.013630743193576685,-0.011172266851375649,-0.01494817229297927,-0.015693811279744535,-0.004579760922935487,1.0,-0.008186133507730177,-0.017721872970661648,-0.01117226685137555,-0.014628233057318548,-0.011090247970841733,-0.016528750597812142,-0.011090247970841783,-0.016115645707077013,-0.013699164058255473,-0.013562025678939509,-0.01593596946089244,-0.01263944813854463,0.02155697959980829,0.02905161626899397,-0.018961487362035345,-0.01901400432577756,0.007427161296308429,-0.0077379815741013,0.008928346508270785,-0.008681638008038397,-0.009476545139890765,0.055349941927960354,-0.012117362229198644,-0.00841146653732733,0.01413516354618589,-0.014433422045573576,-0.010924537350095857,-0.006584564425284095,-0.020194217733941967,-0.021472437536770042,-0.006757383278041973,,-0.006757383278041973,,,-0.017464213762689095,0.010046109397838503,0.007191704981943916,0.029901124712645073,0.031131156407168598,-0.04186012347983548,-0.03134689189345119,0.008822451071452984,-0.004538366839934294,-0.007031007275960412,0.014093778829316886,0.003060694751055139,0.013858348283628709,0.0006743135032638913,0.010573461818012003,-0.009861030680206951,-0.0009206776730482808,-0.04043433500881287,-0.018995884050573814,0.1471115969742581,0.04629252879674861,0.0627244386624967,-0.052663044700217855,-0.014493918217322602,-0.006800719359511244,0.1561462032128039,-0.004767579671432895,-0.0013195892202839676,-0.015852862469610186,-0.01722439945084176,-0.01722439945084181,-0.05041195745485836,-0.005650327761094466,-0.0019061240978506496,0.004936258625977645,-0.0005271930192889128,-0.008715560504774147,-0.0283904404152698,0.0023987508527211193,-0.00802193426440244,-0.02008215415166565,0.029837452825369107,0.011574245849374432,0.0005207372526647936
circuito_portimao,-0.05938608809087904,-0.07043642669481634,0.0005238472225011532,0.06352522879831488,-0.012547452232679055,0.0012468752912499644,-0.06013052642767386,-0.0536224325695167,-0.06487610255854795,-0.05363363591559514,-0.022041045325828217,0.0828481842072594,0.04327024475270512,0.01728688368176518,0.012725678249588252,0.05481681706537384,-0.02042982589350596,-0.023271564556703327,-0.0253683277710479,-0.008717782502772917,-0.022854132131133305,-0.026036276558197662,-0.011209299316339108,-0.025751726293139463,-0.019843251434440178,-0.023063645152471487,-0.012727627738369425,-0.01936273613809447,-0.015035902998963036,-0.017322906718372645,-0.021781017917197894,-0.017852536799328925,-0.023886181693759168,-0.02507766303119268,-0.007318152304853623,-0.008186133507730177,1.0,-0.02831837026187878,-0.017852536799328828,-0.023374940147691082,-0.017721476102117648,-0.026411840338206555,-0.017721476102117533,-0.025751726293139453,-0.021890349892594738,-0.021671211914965915,-0.025464615643201727,-0.020196994577585965,0.00848873979633539,0.03128840505951903,-0.005982169217806149,-0.006124430460946183,0.0012573867057712055,-0.012364778128009417,0.0033942425256666725,0.0006106877466493413,-0.0009038756860242247,0.003879189174780569,-0.019362736138094527,0.0011272803732789557,0.013458242099209209,-0.02306364515247148,-0.01745668158957528,0.004645231142208337,-0.03226901219106409,-0.03431152212849984,-0.01079784749534153,,-0.01079784749534153,,,0.0012468752912500492,-0.06013052642767218,-0.05362243256951553,-0.06487610255854798,-0.053633635915595695,-0.02204104532582793,0.08284818420725992,0.04327024475270523,0.017286883681765085,0.012725678249588103,0.0005238472225013485,0.06352522879831524,0.00022397590558801046,0.0010775079750105418,-0.03488628908397376,-0.05102239620803069,-0.06986738721225609,-0.06461136878522972,-0.13035028947704472,-0.04141378233852505,-0.05143125137349472,0.05481681706537384,-0.05938608809087919,0.09027848838579222,-0.06210060907954247,0.09854256529074516,-0.007618274130062301,-0.002108615505564706,-0.0964774864103302,-0.22030919182157996,-0.22030919182157924,-0.06907551304511572,-0.0066167456813718585,0.0020087248592912687,0.00029912885186550187,-0.0038807034308817835,-0.013926884016299709,-0.04950600282651447,-0.002991304576839044,-0.013768148218715736,-0.020167637853946537,0.04720797569765184,0.05252903343522906,-0.012102422699461352
circuito_red_bull_ring,-0.031425237758284784,-0.12131438947000446,0.009314835202385052,0.25673104264055296,0.013143500504038499,0.15740891811894897,-0.3365675568852688,-0.30657244658284244,-0.4056655850267873,-0.13578713141325796,-0.2368421744714759,0.11121888411460519,-0.017853074427704757,0.018346550767336493,0.016219086668966005,0.037137444903762314,-0.04422781267316963,-0.05037979291603306,-0.05491900196986603,-0.01887282121090589,-0.049476108116267736,-0.056365020843806644,-0.024266618469720943,-0.055749007967108605,-0.04295795822459721,-0.04992967549900691,-0.02755359435370293,-0.041917707533076345,-0.03255069840910728,-0.03750175245196348,-0.04715296083746818,-0.038648330015997136,-0.051710355973453616,-0.05428975208139303,-0.015842810944153733,-0.017721872970661648,-0.02831837026187878,1.0,-0.03864833001599706,-0.0506035871028765,-0.03836460131486734,-0.057178065683035476,-0.03836460131486743,-0.0557490079671084,-0.04738964979175683,-0.046915245679129323,-0.05512745220309437,-0.04372376433332366,0.01581779632169913,0.013531071636815422,-0.0008736491125109963,-0.0012106010902896774,-0.0015849485637495467,0.0004909023946767139,0.002934731758989985,0.006603701919047996,-0.006160250761895055,0.01369419810831247,-0.006519195834412455,-0.011473535894758568,-0.003560253963661931,-0.004832068851361668,-0.00849724892080784,-0.0044294425436253995,-0.06985805134973092,-0.07427980938951488,0.10114034972236265,,0.10114034972236265,,,0.15740891811894916,-0.3365675568852677,-0.3065724465828415,-0.4056655850267872,-0.13578713141325838,-0.23684217447147438,0.11121888411460602,-0.01785307442770453,0.01834655076733631,0.01621908666896585,0.009314835202385121,0.2567310426405539,0.008885496390578404,0.0014352714706140101,0.22306262077821964,-0.49217777256027506,-0.2514614576931497,-0.13987488342221002,-0.36023506093658586,0.022426130130358657,0.038771810846025545,0.0371374449037623,-0.031425237758284444,-0.005553969276771994,-0.07617937538944584,-0.05966509844606858,0.13724624228672933,0.07446104723064745,-0.38597156501945135,-0.05681587431010582,-0.05681587431010584,-0.04753139911380949,-0.014371438182949503,-0.0075926316174052865,0.018909987099102618,0.01660727477770112,-0.018011528503548722,-0.03860897954561413,4.207921836772465e-05,-0.015958444550839068,-0.02089973966570037,0.011156310190982625,0.019213195227354853,-0.01254179379740171
circuito_ricard,-0.1119518157701467,-0.06840842276173474,-0.006511015108051832,-0.10735804928033481,0.0034458697930527717,-0.09467650856591765,0.06873986799057343,0.0777779331657343,-0.08235069138976969,-0.1139221692711039,0.34504296286503344,-0.006364541009980954,-0.11074228148488911,-0.11351284517357822,-0.11464559430822457,-0.04501440060558373,-0.027882206708925265,-0.0317605532613154,-0.03462217262443573,-0.011897850478648978,-0.03119085006181596,-0.035533775408099495,-0.015298221444938049,-0.035145427051594055,-0.027081661936634957,-0.03147678912951107,-0.017370404885744567,-0.026425864530952147,-0.020520691544693853,-0.02364194724119639,-0.029726285826604203,-0.024364775495997134,-0.03259937010447267,-0.03422547935833123,-0.009987663935804213,-0.01117226685137555,-0.017852536799328828,-0.03864833001599706,1.0,-0.03190163814434899,-0.024185906548698906,-0.03604633714020517,-0.02418590654869882,-0.035145427051593986,-0.029875499860722604,-0.02957642485039836,-0.034753584334400685,-0.027564443311790438,0.01599319737534379,-0.0032181890529594365,-0.0053197097548721714,-0.005520689963168611,-0.0009991871812437153,-0.0168751951912005,-0.005701759343471991,-0.001861991394205587,0.003309213896141389,0.007726859330596541,-0.02642586453095219,0.006186331777944672,0.0223721488080417,-0.008461586543634993,0.02102552027514131,-0.004144450632964797,-0.04404008496666014,-0.04682766057192846,-0.014736680451704924,,-0.014736680451704924,,,-0.09467650856591749,0.0687398679905744,0.07777793316573545,-0.08235069138976979,-0.11392216927110381,0.3450429628650344,-0.0063645410099802575,-0.11074228148488859,-0.1135128451735782,-0.11464559430822525,-0.006511015108051603,-0.10735804928033471,-0.004614921301461768,-0.00677298265460944,0.05079889501512139,-0.0696343182400396,0.12886477021443238,-0.08818026886802871,0.018601100876975835,-0.036951164352070465,0.0031569510996605397,-0.04501440060558372,-0.11195181577014705,-0.2248964003243399,-0.1529867988141461,0.016752350361491693,-0.010397264037730999,-0.0028777951267068068,0.013063026998938862,0.06408428538354484,0.0640842853835439,-0.12027988022532075,-0.01161648428443468,0.0019295747833217125,-0.0035341748761867253,-0.00521552663998756,-0.019007125218679935,-0.08479768782407705,-0.0010887719689393154,-0.02320260826799287,-0.03397175751335614,0.05792409365423346,0.02829431162761731,-0.003967683734848276
circuito_rodriguez,-0.0026071067576268142,0.24808427595043797,-0.004504982702021365,0.2135519483325198,-0.006444203789454735,0.15245874565897533,-0.11260123629261795,-0.09540290162620298,0.03889509515811444,-0.0866025684062655,-0.19606511692497894,0.16330779036417822,-0.07717736214568682,-0.0679622912354256,-0.0708913051218107,-0.011678277807899769,-0.036507131750104026,-0.04158518421699656,-0.04533200082296631,-0.015578264643882539,-0.04083925223321556,-0.0465255936857692,-0.02003048724453505,-0.04601711583235256,-0.0354589509594313,-0.04121364208427073,-0.022743668258995275,-0.03460029287183542,-0.02686844687890411,-0.030955214261684603,-0.038921647932754856,-0.031901638144348966,-0.0426834759457336,-0.04481259669253853,-0.013077191736888165,-0.014628233057318548,-0.023374940147691082,-0.0506035871028765,-0.03190163814434899,1.0,-0.03166743888267668,-0.04719670838194063,-0.03166743888267674,-0.046017115832352434,-0.03911701899715434,-0.03872542980484064,-0.045504062692361395,-0.03609107321048888,-0.0015693648940423024,-0.012845007332376175,0.008827337227105466,-0.012413528729353671,0.011285434534363894,-0.005887299858344964,0.003595571793212523,-0.0013014346083955089,0.007206078387243464,-0.0062943981125322375,-0.013552615748682922,-0.0003923299702015428,-0.007573980328295158,0.003477495960684605,0.015253860760129849,-0.00015569735539628626,-0.0576631972120405,-0.06131306578045371,-0.019295242318010605,,-0.019295242318010605,,,0.15245874565897496,-0.11260123629261813,-0.09540290162620321,0.038895095158114325,-0.08660256840626537,-0.196065116924979,0.16330779036417886,-0.07717736214568689,-0.06796229123542576,-0.07089130512181058,-0.004504982702021453,0.2135519483325211,-0.002070048012760149,-0.008746137953556879,0.8789777532014348,0.03485961946695235,-0.21102153749604521,-0.11545745740039383,0.20510815011933403,-0.1321239929711313,0.1321851260900462,-0.011678277807899757,-0.0026071067576263736,-0.1760670426330552,-0.07586883634091188,-0.020523921860166456,-0.01361349523115616,-0.003767996089307458,0.14875621819921162,0.17691466433576028,0.17691466433576053,0.02832823185255441,0.003422738852685294,0.005104243000032241,0.001371787398280289,0.000983400636682943,-0.024886682456412273,0.035887101872191976,0.00046787349238359375,0.01562555998083057,0.019120886606249145,0.011215940421361235,-0.017595361830537518,-0.009956556070010588
